C06001_001E,C06001_001EA,C06001_001M,C06001_001MA,C06001_002E,C06001_002EA,C06001_002M,C06001_002MA,C06001_003E,C06001_003EA,C06001_003M,C06001_003MA,C06001_004E,C06001_004EA,C06001_004M,C06001_004MA,C06001_005E,C06001_005EA,C06001_005M,C06001_005MA,C06001_006E,C06001_006EA,C06001_006M,C06001_006MA,C06001_007E,C06001_007EA,C06001_007M,C06001_007MA,C06001_008E,C06001_008EA,C06001_008M,C06001_008MA,C06001_009E,C06001_009EA,C06001_009M,C06001_009MA,C06001_010E,C06001_010EA,C06001_010M,C06001_010MA,C06001_011E,C06001_011EA,C06001_011M,C06001_011MA,C06001_012E,C06001_012EA,C06001_012M,C06001_012MA,C06001_013E,C06001_013EA,C06001_013M,C06001_013MA,C06001_014E,C06001_014EA,C06001_014M,C06001_014MA,C06001_015E,C06001_015EA,C06001_015M,C06001_015MA,C06001_016E,C06001_016EA,C06001_016M,C06001_016MA,C06001_017E,C06001_017EA,C06001_017M,C06001_017MA,C06001_018E,C06001_018EA,C06001_018M,C06001_018MA,C06001_019E,C06001_019EA,C06001_019M,C06001_019MA,C06001_020E,C06001_020EA,C06001_020M,C06001_020MA,C06001_021E,C06001_021EA,C06001_021M,C06001_021MA,C06001_022E,C06001_022EA,C06001_022M,C06001_022MA,C06001_023E,C06001_023EA,C06001_023M,C06001_023MA,C06001_024E,C06001_024EA,C06001_024M,C06001_024MA,C06001_025E,C06001_025EA,C06001_025M,C06001_025MA,C06001_026E,C06001_026EA,C06001_026M,C06001_026MA,C06001_027E,C06001_027EA,C06001_027M,C06001_027MA,C06001_028E,C06001_028EA,C06001_028M,C06001_028MA,C06001_029E,C06001_029EA,C06001_029M,C06001_029MA,C06001_030E,C06001_030EA,C06001_030M,C06001_030MA,C06001_031E,C06001_031EA,C06001_031M,C06001_031MA,C06001_032E,C06001_032EA,C06001_032M,C06001_032MA,C06001_033E,C06001_033EA,C06001_033M,C06001_033MA,C06001_034E,C06001_034EA,C06001_034M,C06001_034MA,C06001_035E,C06001_035EA,C06001_035M,C06001_035MA,C06001_036E,C06001_036EA,C06001_036M,C06001_036MA,C06001_037E,C06001_037EA,C06001_037M,C06001_037MA,C06001_038E,C06001_038EA,C06001_038M,C06001_038MA,C06001_039E,C06001_039EA,C06001_039M,C06001_039MA,C06001_040E,C06001_040EA,C06001_040M,C06001_040MA,C06001_041E,C06001_041EA,C06001_041M,C06001_041MA,C06001_042E,C06001_042EA,C06001_042M,C06001_042MA,C06001_043E,C06001_043EA,C06001_043M,C06001_043MA,C06001_044E,C06001_044EA,C06001_044M,C06001_044MA,C06001_045E,C06001_045EA,C06001_045M,C06001_045MA,GEO_ID,NAME,state
4661900,null,0,*****,307183,null,2804,null,814027,null,3156,null,462191,null,5041,null,1226221,null,6855,null,671270,null,5050,null,542251,null,2262,null,344383,null,2217,null,294374,null,2068,null,3327302,null,19278,null,272395,null,4461,null,652849,null,6823,null,323279,null,7391,null,801043,null,9880,null,440134,null,6920,null,374651,null,4440,null,246925,null,3305,null,216026,null,4084,null,1168206,null,17748,null,32005,null,3327,null,143827,null,6649,null,115599,null,6108,null,349426,null,9387,null,208286,null,6964,null,154591,null,4044,null,90283,null,3297,null,74189,null,3485,null,34697,null,2936,null,733,null,482,null,5071,null,1603,null,6362,null,1345,null,13213,null,1806,null,6213,null,851,null,2076,null,633,null,591,null,455,null,438,null,271,null,131695,null,6916,null,2050,null,970,null,12280,null,2179,null,16951,null,2318,null,62539,null,5253,null,16637,null,2388,null,10933,null,1718,null,6584,null,1139,null,3721,null,929,null,0400000US01,Alabama,01
686293,null,0,*****,51624,null,976,null,129135,null,1595,null,80633,null,2630,null,195300,null,2715,null,105292,null,1726,null,75894,null,991,null,31059,null,1220,null,17356,null,1152,null,262695,null,6089,null,41087,null,1508,null,84239,null,2877,null,42526,null,2569,null,54583,null,3134,null,20703,null,1856,null,12173,null,1094,null,4679,null,695,null,2705,null,657,null,365716,null,6393,null,9806,null,1442,null,39855,null,3229,null,32699,null,3008,null,118197,null,3725,null,73405,null,2101,null,56208,null,1314,null,22386,null,1048,null,13160,null,867,null,13586,null,1811,null,491,null,288,null,2172,null,821,null,2454,null,752,null,5139,null,1426,null,1794,null,539,null,1424,null,497,null,95,null,136,null,17,null,24,null,44296,null,3230,null,240,null,183,null,2869,null,1367,null,2954,null,791,null,17381,null,2111,null,9390,null,1304,null,6089,null,1006,null,3899,null,850,null,1474,null,508,null,0400000US02,Alaska,02
6500180,null,0,*****,515321,null,1678,null,1192359,null,2020,null,599953,null,3189,null,1802853,null,4643,null,849309,null,3337,null,676293,null,1526,null,446195,null,1777,null,417897,null,1461,null,2375283,null,22344,null,446202,null,4849,null,798764,null,9895,null,288309,null,7338,null,492057,null,11717,null,169487,null,6879,null,96190,null,4105,null,46053,null,3319,null,38221,null,3053,null,3117276,null,26594,null,59186,null,4153,null,306248,null,9562,null,216726,null,8253,null,848507,null,11679,null,524421,null,7721,null,486251,null,5714,null,341741,null,3982,null,334196,null,4204,null,75103,null,4504,null,2724,null,1372,null,8922,null,1871,null,8435,null,1704,null,27157,null,3100,null,15057,null,1898,null,6632,null,1261,null,3078,null,802,null,3098,null,1270,null,932518,null,19501,null,7209,null,1862,null,78425,null,5634,null,86483,null,5535,null,435132,null,9144,null,140344,null,6201,null,87220,null,4867,null,55323,null,2880,null,42382,null,3113,null,0400000US04,Arizona,04
2855390,null,0,*****,199082,null,2395,null,503842,null,2562,null,279652,null,4972,null,742613,null,5596,null,396312,null,3397,null,329699,null,1997,null,215390,null,2040,null,188800,null,1830,null,1755131,null,16607,null,168916,null,2926,null,361419,null,7215,null,172453,null,5971,null,409673,null,7812,null,209276,null,4894,null,191735,null,4552,null,124925,null,3809,null,116734,null,3765,null,973732,null,15800,null,28238,null,2969,null,130543,null,7353,null,90585,null,5589,null,272939,null,7227,null,168408,null,4118,null,129311,null,4437,null,85769,null,3340,null,67939,null,3251,null,17270,null,2420,null,474,null,322,null,2569,null,995,null,1775,null,691,null,7003,null,1758,null,3848,null,981,null,1187,null,537,null,44,null,74,null,370,null,231,null,109257,null,4766,null,1454,null,758,null,9311,null,1665,null,14839,null,2234,null,52998,null,2940,null,14780,null,1801,null,7466,null,1313,null,4652,null,759,null,3757,null,1027,null,0400000US05,Arkansas,05
36756666,null,0,*****,2692906,null,2634,null,6669791,null,3068,null,3865493,null,6602,null,10589945,null,9197,null,5154622,null,5713,null,3668085,null,3095,null,2129019,null,3478,null,1986805,null,3141,null,19609208,null,55613,null,2528802,null,7988,null,5709389,null,20678,null,2638857,null,21485,null,4554819,null,30364,null,1965573,null,17187,null,1233994,null,14014,null,511699,null,9710,null,466075,null,8471,null,6858470,null,39350,null,95558,null,5626,null,375083,null,12181,null,385269,null,12222,null,1657764,null,19246,null,1265621,null,16313,null,1220259,null,12198,null,908114,null,8998,null,950802,null,9957,null,429961,null,12576,null,16242,null,2305,null,61676,null,5096,null,52299,null,4619,null,138516,null,6406,null,76777,null,4694,null,46556,null,4054,null,18330,null,2175,null,19565,null,2283,null,9859027,null,46357,null,52304,null,4342,null,523643,null,16258,null,789068,null,16390,null,4238846,null,30214,null,1846651,null,13456,null,1167276,null,11852,null,690876,null,8882,null,550363,null,8859,null,0400000US06,California,06
4939456,null,0,*****,356389,null,1635,null,850377,null,2055,null,469664,null,3868,null,1461151,null,4881,null,741939,null,3347,null,547770,null,2427,null,280147,null,2374,null,232019,null,2302,null,2080449,null,20153,null,304603,null,4043,null,587907,null,7114,null,234170,null,6229,null,462747,null,11007,null,210821,null,5858,null,140494,null,4652,null,74331,null,3919,null,65376,null,2963,null,2295479,null,16385,null,43460,null,3769,null,205001,null,6701,null,176334,null,6968,null,734873,null,9304,null,446895,null,5702,null,361983,null,5233,null,179184,null,3856,null,147749,null,3942,null,64349,null,4922,null,1816,null,773,null,11502,null,2311,null,8413,null,1661,null,23042,null,2567,null,12802,null,1578,null,4648,null,1267,null,1412,null,652,null,714,null,378,null,499179,null,15182,null,6510,null,1435,null,45967,null,4546,null,50747,null,3643,null,240489,null,8279,null,71421,null,4761,null,40645,null,3782,null,25220,null,2743,null,18180,null,2014,null,0400000US08,Colorado,08
3501252,null,0,*****,210653,null,1400,null,600634,null,1567,null,325648,null,1743,null,917942,null,2464,null,561140,null,1761,null,407992,null,1043,null,237382,null,1314,null,239861,null,1265,null,1944725,null,16740,null,182661,null,2923,null,449782,null,7848,null,195818,null,5325,null,445464,null,8553,null,271271,null,6115,null,179873,null,4277,null,103539,null,3724,null,116317,null,3492,null,992001,null,16404,null,22920,null,3033,null,111462,null,7071,null,81830,null,4505,null,254557,null,8034,null,188421,null,5553,null,153535,null,5108,null,89349,null,3605,null,89927,null,3672,null,110524,null,6070,null,2230,null,923,null,11762,null,2107,null,9256,null,1674,null,36732,null,2966,null,19702,null,2050,null,15607,null,1343,null,9181,null,1378,null,6054,null,1072,null,454002,null,12375,null,2842,null,1028,null,27628,null,2655,null,38744,null,3704,null,181189,null,6958,null,81746,null,4341,null,58977,null,3303,null,35313,null,2405,null,27563,null,2138,null,0400000US09,Connecticut,09
873092,null,0,*****,59802,null,526,null,146324,null,549,null,85155,null,1088,null,230511,null,1607,null,127298,null,914,null,103248,null,826,null,64173,null,901,null,56581,null,649,null,407027,null,8968,null,50250,null,1909,null,100064,null,3658,null,42052,null,2880,null,93534,null,4466,null,52132,null,2999,null,34582,null,2164,null,17451,null,1645,null,16962,null,1742,null,386575,null,8599,null,8479,null,1740,null,37737,null,3673,null,35955,null,2412,null,101205,null,4377,null,63688,null,3029,null,61023,null,2380,null,42527,null,1759,null,35961,null,1786,null,12697,null,2055,null,540,null,461,null,1853,null,989,null,1576,null,659,null,4212,null,958,null,1673,null,562,null,1657,null,783,null,1034,null,641,null,152,null,166,null,66793,null,4719,null,533,null,383,null,6670,null,1524,null,5572,null,1360,null,31560,null,2858,null,9805,null,1472,null,5986,null,968,null,3161,null,679,null,3506,null,870,null,0400000US10,Delaware,10
591833,null,0,*****,36360,null,193,null,75611,null,338,null,76094,null,499,null,193444,null,678,null,76629,null,427,null,63189,null,540,null,36705,null,585,null,33801,null,536,null,238285,null,6428,null,30267,null,1451,null,57138,null,2764,null,26271,null,2089,null,58322,null,3489,null,29050,null,1827,null,21969,null,1934,null,8437,null,1213,null,6831,null,1119,null,267302,null,6224,null,5197,null,1495,null,13919,null,2662,null,42390,null,2578,null,93193,null,3340,null,34493,null,1978,null,32531,null,1951,null,22811,null,1314,null,22768,null,1295,null,8362,null,1450,null,0,null,296,null,1401,null,647,null,1179,null,567,null,3383,null,837,null,1329,null,590,null,803,null,542,null,26,null,47,null,241,null,220,null,77884,null,4700,null,896,null,542,null,3153,null,1075,null,6254,null,1370,null,38546,null,3061,null,11757,null,1578,null,7886,null,1280,null,5431,null,899,null,3961,null,1040,null,0400000US11,District of Columbia,11
18328340,null,0,*****,1139937,null,2806,null,2863449,null,6126,null,1625542,null,7970,null,4755766,null,9630,null,2618729,null,6712,null,2142054,null,3411,null,1540911,null,3926,null,1641952,null,3623,null,6308460,null,37251,null,1001982,null,7793,null,1973376,null,20339,null,826914,null,14526,null,1357432,null,18317,null,535506,null,13032,null,320591,null,7837,null,162061,null,5563,null,130598,null,4872,null,8081311,null,41433,null,107575,null,6102,null,629317,null,19030,null,490001,null,12657,null,1982242,null,18767,null,1377503,null,13566,null,1308630,null,10169,null,1007596,null,7873,null,1178447,null,8205,null,547058,null,18093,null,14010,null,2282,null,70133,null,6356,null,50486,null,4409,null,185920,null,9172,null,83408,null,5191,null,64459,null,3941,null,41906,null,3480,null,36736,null,3461,null,3391511,null,32540,null,16370,null,2788,null,190623,null,9427,null,258141,null,11829,null,1230172,null,17301,null,622312,null,8622,null,448374,null,8128,null,329348,null,6061,null,296171,null,6985,null,0400000US12,Florida,12
