B01002E_001E,B01002E_001EA,B01002E_001M,B01002E_001MA,B01002E_002E,B01002E_002EA,B01002E_002M,B01002E_002MA,B01002E_003E,B01002E_003EA,B01002E_003M,B01002E_003MA,GEO_ID,NAME,state
23.7,null,14.7,null,23.7,null,15.7,null,7.8,null,65.5,null,0400000US01,Alabama,01
22.1,null,3.1,null,20.9,null,12.8,null,22.1,null,2.2,null,0400000US02,Alaska,02
32.3,null,1.8,null,34.5,null,2.9,null,28.3,null,1.8,null,0400000US04,Arizona,04
20.7,null,10.4,null,16.1,null,4.7,null,29.1,null,13.4,null,0400000US05,Arkansas,05
33.1,null,1.6,null,31.1,null,2.7,null,35.0,null,1.6,null,0400000US06,California,06
32.2,null,12.6,null,32.5,null,14.7,null,25.9,null,18.8,null,0400000US08,Colorado,08
38.0,null,22.6,null,10.0,null,57.9,null,40.0,null,26.2,null,0400000US09,Connecticut,09
31.1,null,43.9,null,31.2,null,48.4,null,-666666666.0,-,0.0,**,0400000US10,Delaware,10
38.2,null,3.9,null,38.3,null,6.6,null,38.1,null,54.8,null,0400000US11,District of Columbia,11
26.9,null,3.1,null,27.7,null,3.1,null,26.1,null,3.9,null,0400000US12,Florida,12
27.1,null,4.0,null,27.9,null,12.5,null,15.7,null,5.7,null,0400000US13,Georgia,13
30.8,null,1.0,null,29.4,null,1.6,null,32.7,null,1.3,null,0400000US15,Hawaii,15
22.9,null,12.4,null,17.5,null,9.7,null,42.8,null,5.6,null,0400000US16,Idaho,16
42.2,null,7.7,null,35.8,null,16.2,null,42.3,null,6.9,null,0400000US17,Illinois,17
37.8,null,11.7,null,43.2,null,55.3,null,37.7,null,11.1,null,0400000US18,Indiana,18
22.6,null,0.5,null,22.2,null,15.0,null,24.3,null,9.9,null,0400000US19,Iowa,19
32.1,null,13.2,null,25.2,null,10.4,null,35.6,null,20.1,null,0400000US20,Kansas,20
25.9,null,3.6,null,25.3,null,0.9,null,31.0,null,9.5,null,0400000US21,Kentucky,21
35.8,null,15.8,null,36.3,null,26.4,null,35.7,null,20.9,null,0400000US22,Louisiana,22
30.9,null,11.1,null,30.7,null,9.5,null,47.0,null,43.3,null,0400000US23,Maine,23
30.0,null,5.6,null,31.6,null,14.4,null,28.7,null,22.7,null,0400000US24,Maryland,24
23.0,null,24.8,null,39.7,null,21.3,null,22.7,null,15.9,null,0400000US25,Massachusetts,25
30.2,null,5.4,null,36.7,null,16.4,null,28.7,null,3.2,null,0400000US26,Michigan,26
20.1,null,38.2,null,37.7,null,16.5,null,15.6,null,35.4,null,0400000US27,Minnesota,27
31.9,null,21.4,null,21.1,null,2.8,null,45.1,null,18.4,null,0400000US28,Mississippi,28
25.5,null,5.1,null,31.9,null,13.6,null,22.8,null,2.9,null,0400000US29,Missouri,29
21.8,null,24.8,null,11.5,null,30.8,null,24.6,null,39.3,null,0400000US30,Montana,30
27.1,null,9.4,null,23.0,null,10.7,null,30.4,null,10.3,null,0400000US31,Nebraska,31
33.4,null,5.3,null,30.1,null,7.8,null,34.4,null,3.9,null,0400000US32,Nevada,32
52.1,null,28.5,null,38.7,null,22.5,null,-666666666.0,-,0.0,**,0400000US33,New Hampshire,33
34.9,null,9.1,null,38.1,null,11.8,null,34.6,null,19.4,null,0400000US34,New Jersey,34
42.3,null,11.2,null,53.1,null,21.3,null,20.9,null,44.2,null,0400000US35,New Mexico,35
24.5,null,4.0,null,30.4,null,21.1,null,21.5,null,5.3,null,0400000US36,New York,36
25.1,null,6.6,null,28.6,null,8.9,null,18.7,null,15.2,null,0400000US37,North Carolina,37
48.2,null,42.3,null,20.6,null,16.3,null,-666666666.0,-,0.0,**,0400000US38,North Dakota,38
53.2,null,37.6,null,53.0,null,55.5,null,53.3,null,27.5,null,0400000US39,Ohio,39
27.0,null,7.4,null,26.2,null,8.5,null,28.0,null,22.7,null,0400000US40,Oklahoma,40
25.2,null,5.9,null,26.3,null,5.0,null,25.0,null,9.3,null,0400000US41,Oregon,41
27.8,null,9.9,null,26.0,null,9.6,null,32.2,null,18.5,null,0400000US42,Pennsylvania,42
38.2,null,44.4,null,38.2,null,20.0,null,12.9,null,90.8,null,0400000US44,Rhode Island,44
29.8,null,9.1,null,26.0,null,16.5,null,34.3,null,4.3,null,0400000US45,South Carolina,45
32.2,null,20.2,null,20.3,null,10.2,null,32.6,null,15.4,null,0400000US46,South Dakota,46
22.4,null,6.8,null,22.7,null,10.3,null,21.6,null,13.7,null,0400000US47,Tennessee,47
28.6,null,2.8,null,28.2,null,4.9,null,28.7,null,3.3,null,0400000US48,Texas,48
23.5,null,1.8,null,23.5,null,3.2,null,23.4,null,3.7,null,0400000US49,Utah,49
37.1,null,50.6,null,37.1,null,50.6,null,-666666666.0,-,0.0,**,0400000US50,Vermont,50
31.7,null,6.6,null,24.3,null,20.1,null,38.2,null,10.0,null,0400000US51,Virginia,51
31.3,null,1.3,null,31.8,null,2.2,null,29.3,null,5.0,null,0400000US53,Washington,53
53.4,null,7.8,null,60.0,null,19.9,null,53.4,null,5.1,null,0400000US54,West Virginia,54
22.9,null,19.1,null,26.8,null,20.2,null,19.7,null,20.2,null,0400000US55,Wisconsin,55
15.9,null,5.4,null,15.6,null,0.4,null,19.0,null,13.9,null,0400000US56,Wyoming,56
-666666666.0,-,0.0,**,-666666666.0,-,0.0,**,-666666666.0,-,0.0,**,0400000US72,Puerto Rico,72
