B15004_001E,B15004_001EA,B15004_001M,B15004_001MA,B15004_002E,B15004_002EA,B15004_002M,B15004_002MA,B15004_003E,B15004_003EA,B15004_003M,B15004_003MA,B15004_004E,B15004_004EA,B15004_004M,B15004_004MA,B15004_005E,B15004_005EA,B15004_005M,B15004_005MA,B15004_006E,B15004_006EA,B15004_006M,B15004_006MA,B15004_007E,B15004_007EA,B15004_007M,B15004_007MA,B15004_008E,B15004_008EA,B15004_008M,B15004_008MA,B15004_009E,B15004_009EA,B15004_009M,B15004_009MA,B15004_010E,B15004_010EA,B15004_010M,B15004_010MA,B15004_011E,B15004_011EA,B15004_011M,B15004_011MA,B15004_012E,B15004_012EA,B15004_012M,B15004_012MA,B15004_013E,B15004_013EA,B15004_013M,B15004_013MA,B15004_014E,B15004_014EA,B15004_014M,B15004_014MA,B15004_015E,B15004_015EA,B15004_015M,B15004_015MA,B15004_016E,B15004_016EA,B15004_016M,B15004_016MA,B15004_017E,B15004_017EA,B15004_017M,B15004_017MA,B15004_018E,B15004_018EA,B15004_018M,B15004_018MA,B15004_019E,B15004_019EA,B15004_019M,B15004_019MA,B15004_020E,B15004_020EA,B15004_020M,B15004_020MA,B15004_021E,B15004_021EA,B15004_021M,B15004_021MA,B15004_022E,B15004_022EA,B15004_022M,B15004_022MA,B15004_023E,B15004_023EA,B15004_023M,B15004_023MA,B15004_024E,B15004_024EA,B15004_024M,B15004_024MA,B15004_025E,B15004_025EA,B15004_025M,B15004_025MA,B15004_026E,B15004_026EA,B15004_026M,B15004_026MA,B15004_027E,B15004_027EA,B15004_027M,B15004_027MA,B15004_028E,B15004_028EA,B15004_028M,B15004_028MA,B15004_029E,B15004_029EA,B15004_029M,B15004_029MA,B15004_030E,B15004_030EA,B15004_030M,B15004_030MA,B15004_031E,B15004_031EA,B15004_031M,B15004_031MA,B15004_032E,B15004_032EA,B15004_032M,B15004_032MA,B15004_033E,B15004_033EA,B15004_033M,B15004_033MA,B15004_034E,B15004_034EA,B15004_034M,B15004_034MA,B15004_035E,B15004_035EA,B15004_035M,B15004_035MA,B15004_036E,B15004_036EA,B15004_036M,B15004_036MA,B15004_037E,B15004_037EA,B15004_037M,B15004_037MA,B15004_038E,B15004_038EA,B15004_038M,B15004_038MA,B15004_039E,B15004_039EA,B15004_039M,B15004_039MA,GEO_ID,NAME,state
3014243,null,6267,null,368346,null,11758,null,142939,null,7487,null,125436,null,6832,null,76817,null,5083,null,17981,null,2570,null,5173,null,1103,null,2645897,null,12863,null,386110,null,11188,null,827025,null,13688,null,782413,null,12048,null,418734,null,10288,null,231615,null,8036,null,1411303,null,5304,null,134264,null,7217,null,58526,null,5004,null,44761,null,4097,null,21182,null,2647,null,7270,null,1784,null,2525,null,853,null,1277039,null,8292,null,199235,null,6974,null,400706,null,9089,null,357402,null,7313,null,208781,null,6767,null,110915,null,5027,null,1602940,null,3858,null,234082,null,7723,null,84413,null,4658,null,80675,null,4764,null,55635,null,4238,null,10711,null,1553,null,2648,null,688,null,1368858,null,7932,null,186875,null,7344,null,426319,null,9418,null,425011,null,9284,null,209953,null,6118,null,120700,null,5619,null,0400000US01,Alabama,01
417733,null,2701,null,27053,null,2884,null,5908,null,1275,null,10126,null,1767,null,8017,null,1357,null,1865,null,560,null,1137,null,647,null,390680,null,3369,null,28182,null,2425,null,98873,null,4547,null,150793,null,4837,null,72719,null,3843,null,40113,null,3106,null,212431,null,2201,null,13730,null,1812,null,2739,null,806,null,5319,null,1296,null,3982,null,1008,null,819,null,341,null,871,null,604,null,198701,null,2205,null,14903,null,1960,null,55087,null,3327,null,74773,null,3860,null,34047,null,3154,null,19891,null,2085,null,205302,null,1709,null,13323,null,1793,null,3169,null,907,null,4807,null,1153,null,4035,null,842,null,1046,null,430,null,266,null,310,null,191979,null,2339,null,13279,null,1639,null,43786,null,2398,null,76020,null,3048,null,38672,null,2548,null,20222,null,2213,null,0400000US02,Alaska,02
4130436,null,3720,null,459853,null,14220,null,172908,null,9077,null,128508,null,7792,null,113471,null,6222,null,31891,null,3227,null,13075,null,2090,null,3670583,null,14763,null,488128,null,14145,null,895132,null,15001,null,1282485,null,15577,null,633314,null,13322,null,371524,null,9483,null,2017635,null,2970,null,193657,null,8255,null,74309,null,5529,null,56210,null,4824,null,41418,null,3562,null,15013,null,2081,null,6707,null,1410,null,1823978,null,8346,null,257761,null,9117,null,443506,null,10322,null,606752,null,10262,null,318402,null,8892,null,197557,null,6876,null,2112801,null,2970,null,266196,null,9647,null,98599,null,5715,null,72298,null,5252,null,72053,null,4903,null,16878,null,2192,null,6368,null,1445,null,1846605,null,10350,null,230367,null,9547,null,451626,null,9641,null,675733,null,10863,null,314912,null,8621,null,173967,null,6135,null,0400000US04,Arizona,04
1832608,null,5244,null,243868,null,9859,null,83889,null,5804,null,92680,null,5416,null,55941,null,4380,null,9110,null,1600,null,2248,null,744,null,1588740,null,11156,null,234991,null,7557,null,556545,null,11526,null,458458,null,9463,null,223676,null,6823,null,115070,null,5206,null,870181,null,4474,null,90167,null,5138,null,34194,null,3515,null,32904,null,3076,null,18086,null,2169,null,3895,null,1010,null,1088,null,623,null,780014,null,6745,null,124294,null,5379,null,281940,null,8306,null,207015,null,7085,null,109207,null,4587,null,57558,null,3429,null,962427,null,3823,null,153701,null,6631,null,49695,null,3552,null,59776,null,4167,null,37855,null,3330,null,5215,null,1035,null,1160,null,470,null,808726,null,7451,null,110697,null,4487,null,274605,null,6229,null,251443,null,6148,null,114469,null,4143,null,57512,null,3361,null,0400000US05,Arkansas,05
23132199,null,10680,null,2382357,null,35782,null,964541,null,23858,null,579677,null,16132,null,543702,null,10965,null,208620,null,8769,null,85817,null,5376,null,20749842,null,37315,null,3549423,null,37513,null,4188654,null,31758,null,6383661,null,35323,null,4197722,null,29369,null,2430382,null,27628,null,11314179,null,8459,null,999824,null,20023,null,411533,null,13975,null,245871,null,9895,null,205440,null,7160,null,94187,null,5443,null,42793,null,3846,null,10314355,null,21128,null,1841776,null,25941,null,2072227,null,21267,null,3041480,null,26977,null,2053139,null,21892,null,1305733,null,19752,null,11818020,null,7600,null,1382533,null,21844,null,553008,null,13266,null,333806,null,10605,null,338262,null,9021,null,114433,null,6335,null,43024,null,3984,null,10435487,null,23396,null,1707647,null,18538,null,2116427,null,19559,null,3342181,null,22499,null,2144583,null,17744,null,1124649,null,14929,null,0400000US06,California,06
3210866,null,4149,null,280143,null,11958,null,84938,null,7215,null,78608,null,5749,null,74093,null,5625,null,29239,null,2426,null,13265,null,2317,null,2930723,null,11597,null,258415,null,9670,null,651901,null,11582,null,906438,null,13302,null,716095,null,11501,null,397874,null,8209,null,1589429,null,3570,null,118548,null,6487,null,39124,null,4768,null,33001,null,3778,null,27956,null,2514,null,12191,null,1849,null,6276,null,1496,null,1470881,null,6636,null,141669,null,6529,null,328018,null,8119,null,436778,null,9371,null,359310,null,7740,null,205106,null,6055,null,1621437,null,3875,null,161595,null,7677,null,45814,null,3655,null,45607,null,3995,null,46137,null,4601,null,17048,null,1866,null,6989,null,1430,null,1459842,null,8149,null,116746,null,5573,null,323883,null,8057,null,469660,null,8072,null,356785,null,8456,null,192768,null,5963,null,0400000US08,Colorado,08
2312889,null,2101,null,170433,null,6288,null,54750,null,3860,null,58341,null,3767,null,33923,null,3053,null,15351,null,2323,null,8068,null,1435,null,2142456,null,6695,null,198108,null,7756,null,581536,null,12532,null,550639,null,10409,null,462539,null,10311,null,349634,null,7696,null,1099146,null,2446,null,63521,null,3828,null,21555,null,2636,null,22267,null,2581,null,11197,null,1933,null,5461,null,1239,null,3041,null,977,null,1035625,null,3885,null,101063,null,4912,null,286160,null,8119,null,245064,null,7085,null,229869,null,5695,null,173469,null,5396,null,1213743,null,1825,null,106912,null,4638,null,33195,null,2618,null,36074,null,2491,null,22726,null,2319,null,9890,null,1692,null,5027,null,1194,null,1106831,null,5190,null,97045,null,5010,null,295376,null,7533,null,305575,null,7250,null,232670,null,7115,null,176165,null,5190,null,0400000US09,Connecticut,09
572014,null,1109,null,43610,null,3629,null,13290,null,2171,null,15567,null,2211,null,8714,null,1509,null,3520,null,1161,null,2519,null,841,null,528404,null,3645,null,56588,null,3835,null,162743,null,5225,null,155565,null,5507,null,93049,null,5285,null,60459,null,3488,null,269252,null,983,null,16222,null,2317,null,4544,null,1099,null,6091,null,1317,null,3068,null,1031,null,1518,null,801,null,1001,null,497,null,253030,null,2474,null,30861,null,2456,null,78662,null,3751,null,69466,null,3269,null,43722,null,3239,null,30319,null,2358,null,302762,null,893,null,27388,null,2592,null,8746,null,1617,null,9476,null,1760,null,5646,null,1054,null,2002,null,701,null,1518,null,651,null,275374,null,2720,null,25727,null,2571,null,84081,null,2919,null,86099,null,4159,null,49327,null,3346,null,30140,null,2328,null,0400000US10,Delaware,10
396272,null,997,null,51620,null,4151,null,17909,null,2546,null,15595,null,2575,null,9133,null,1796,null,4609,null,1408,null,4374,null,1127,null,344652,null,4163,null,37178,null,4031,null,61964,null,4059,null,60651,null,4024,null,81892,null,4383,null,102967,null,4303,null,183133,null,1412,null,20723,null,2669,null,7000,null,1518,null,6367,null,1675,null,3184,null,1178,null,2107,null,1048,null,2065,null,725,null,162410,null,2735,null,18967,null,2416,null,27271,null,2848,null,26171,null,2762,null,40215,null,3132,null,49786,null,2809,null,213139,null,1141,null,30897,null,2629,null,10909,null,1803,null,9228,null,1594,null,5949,null,1445,null,2502,null,1031,null,2309,null,805,null,182242,null,2834,null,18211,null,2502,null,34693,null,2936,null,34480,null,2645,null,41677,null,2851,null,53181,null,3078,null,0400000US11,District of Columbia,11
12462579,null,7679,null,1332527,null,25482,null,416711,null,14818,null,441572,null,14340,null,314613,null,9639,null,113978,null,6393,null,45653,null,4775,null,11130052,null,27234,null,1367560,null,20166,null,3273262,null,30162,null,3387215,null,26270,null,2009206,null,23759,null,1092809,null,18269,null,5945684,null,7237,null,548210,null,13736,null,182115,null,8807,null,183879,null,9168,null,109548,null,6344,null,51637,null,4002,null,21031,null,3012,null,5397474,null,15474,null,708939,null,14511,null,1543916,null,17857,null,1567041,null,18403,null,991334,null,14461,null,586244,null,11674,null,6516895,null,6063,null,784317,null,17490,null,234596,null,9699,null,257693,null,9387,null,205065,null,7531,null,62341,null,4315,null,24622,null,2777,null,5732578,null,18659,null,658621,null,12504,null,1729346,null,21247,null,1820174,null,18048,null,1017872,null,15247,null,506565,null,10918,null,0400000US12,Florida,12
