B20005A_001E,B20005A_001EA,B20005A_001M,B20005A_001MA,B20005A_002E,B20005A_002EA,B20005A_002M,B20005A_002MA,B20005A_003E,B20005A_003EA,B20005A_003M,B20005A_003MA,B20005A_004E,B20005A_004EA,B20005A_004M,B20005A_004MA,B20005A_005E,B20005A_005EA,B20005A_005M,B20005A_005MA,B20005A_006E,B20005A_006EA,B20005A_006M,B20005A_006MA,B20005A_007E,B20005A_007EA,B20005A_007M,B20005A_007MA,B20005A_008E,B20005A_008EA,B20005A_008M,B20005A_008MA,B20005A_009E,B20005A_009EA,B20005A_009M,B20005A_009MA,B20005A_010E,B20005A_010EA,B20005A_010M,B20005A_010MA,B20005A_011E,B20005A_011EA,B20005A_011M,B20005A_011MA,B20005A_012E,B20005A_012EA,B20005A_012M,B20005A_012MA,B20005A_013E,B20005A_013EA,B20005A_013M,B20005A_013MA,B20005A_014E,B20005A_014EA,B20005A_014M,B20005A_014MA,B20005A_015E,B20005A_015EA,B20005A_015M,B20005A_015MA,B20005A_016E,B20005A_016EA,B20005A_016M,B20005A_016MA,B20005A_017E,B20005A_017EA,B20005A_017M,B20005A_017MA,B20005A_018E,B20005A_018EA,B20005A_018M,B20005A_018MA,B20005A_019E,B20005A_019EA,B20005A_019M,B20005A_019MA,B20005A_020E,B20005A_020EA,B20005A_020M,B20005A_020MA,B20005A_021E,B20005A_021EA,B20005A_021M,B20005A_021MA,B20005A_022E,B20005A_022EA,B20005A_022M,B20005A_022MA,B20005A_023E,B20005A_023EA,B20005A_023M,B20005A_023MA,B20005A_024E,B20005A_024EA,B20005A_024M,B20005A_024MA,B20005A_025E,B20005A_025EA,B20005A_025M,B20005A_025MA,B20005A_026E,B20005A_026EA,B20005A_026M,B20005A_026MA,B20005A_027E,B20005A_027EA,B20005A_027M,B20005A_027MA,B20005A_028E,B20005A_028EA,B20005A_028M,B20005A_028MA,B20005A_029E,B20005A_029EA,B20005A_029M,B20005A_029MA,B20005A_030E,B20005A_030EA,B20005A_030M,B20005A_030MA,B20005A_031E,B20005A_031EA,B20005A_031M,B20005A_031MA,B20005A_032E,B20005A_032EA,B20005A_032M,B20005A_032MA,B20005A_033E,B20005A_033EA,B20005A_033M,B20005A_033MA,B20005A_034E,B20005A_034EA,B20005A_034M,B20005A_034MA,B20005A_035E,B20005A_035EA,B20005A_035M,B20005A_035MA,B20005A_036E,B20005A_036EA,B20005A_036M,B20005A_036MA,B20005A_037E,B20005A_037EA,B20005A_037M,B20005A_037MA,B20005A_038E,B20005A_038EA,B20005A_038M,B20005A_038MA,B20005A_039E,B20005A_039EA,B20005A_039M,B20005A_039MA,B20005A_040E,B20005A_040EA,B20005A_040M,B20005A_040MA,B20005A_041E,B20005A_041EA,B20005A_041M,B20005A_041MA,B20005A_042E,B20005A_042EA,B20005A_042M,B20005A_042MA,B20005A_043E,B20005A_043EA,B20005A_043M,B20005A_043MA,B20005A_044E,B20005A_044EA,B20005A_044M,B20005A_044MA,B20005A_045E,B20005A_045EA,B20005A_045M,B20005A_045MA,B20005A_046E,B20005A_046EA,B20005A_046M,B20005A_046MA,B20005A_047E,B20005A_047EA,B20005A_047M,B20005A_047MA,B20005A_048E,B20005A_048EA,B20005A_048M,B20005A_048MA,B20005A_049E,B20005A_049EA,B20005A_049M,B20005A_049MA,B20005A_050E,B20005A_050EA,B20005A_050M,B20005A_050MA,B20005A_051E,B20005A_051EA,B20005A_051M,B20005A_051MA,B20005A_052E,B20005A_052EA,B20005A_052M,B20005A_052MA,B20005A_053E,B20005A_053EA,B20005A_053M,B20005A_053MA,B20005A_054E,B20005A_054EA,B20005A_054M,B20005A_054MA,B20005A_055E,B20005A_055EA,B20005A_055M,B20005A_055MA,B20005A_056E,B20005A_056EA,B20005A_056M,B20005A_056MA,B20005A_057E,B20005A_057EA,B20005A_057M,B20005A_057MA,B20005A_058E,B20005A_058EA,B20005A_058M,B20005A_058MA,B20005A_059E,B20005A_059EA,B20005A_059M,B20005A_059MA,B20005A_060E,B20005A_060EA,B20005A_060M,B20005A_060MA,B20005A_061E,B20005A_061EA,B20005A_061M,B20005A_061MA,B20005A_062E,B20005A_062EA,B20005A_062M,B20005A_062MA,B20005A_063E,B20005A_063EA,B20005A_063M,B20005A_063MA,B20005A_064E,B20005A_064EA,B20005A_064M,B20005A_064MA,B20005A_065E,B20005A_065EA,B20005A_065M,B20005A_065MA,B20005A_066E,B20005A_066EA,B20005A_066M,B20005A_066MA,B20005A_067E,B20005A_067EA,B20005A_067M,B20005A_067MA,B20005A_068E,B20005A_068EA,B20005A_068M,B20005A_068MA,B20005A_069E,B20005A_069EA,B20005A_069M,B20005A_069MA,B20005A_070E,B20005A_070EA,B20005A_070M,B20005A_070MA,B20005A_071E,B20005A_071EA,B20005A_071M,B20005A_071MA,B20005A_072E,B20005A_072EA,B20005A_072M,B20005A_072MA,B20005A_073E,B20005A_073EA,B20005A_073M,B20005A_073MA,B20005A_074E,B20005A_074EA,B20005A_074M,B20005A_074MA,B20005A_075E,B20005A_075EA,B20005A_075M,B20005A_075MA,B20005A_076E,B20005A_076EA,B20005A_076M,B20005A_076MA,B20005A_077E,B20005A_077EA,B20005A_077M,B20005A_077MA,B20005A_078E,B20005A_078EA,B20005A_078M,B20005A_078MA,B20005A_079E,B20005A_079EA,B20005A_079M,B20005A_079MA,B20005A_080E,B20005A_080EA,B20005A_080M,B20005A_080MA,B20005A_081E,B20005A_081EA,B20005A_081M,B20005A_081MA,B20005A_082E,B20005A_082EA,B20005A_082M,B20005A_082MA,B20005A_083E,B20005A_083EA,B20005A_083M,B20005A_083MA,B20005A_084E,B20005A_084EA,B20005A_084M,B20005A_084MA,B20005A_085E,B20005A_085EA,B20005A_085M,B20005A_085MA,B20005A_086E,B20005A_086EA,B20005A_086M,B20005A_086MA,B20005A_087E,B20005A_087EA,B20005A_087M,B20005A_087MA,B20005A_088E,B20005A_088EA,B20005A_088M,B20005A_088MA,B20005A_089E,B20005A_089EA,B20005A_089M,B20005A_089MA,B20005A_090E,B20005A_090EA,B20005A_090M,B20005A_090MA,B20005A_091E,B20005A_091EA,B20005A_091M,B20005A_091MA,B20005A_092E,B20005A_092EA,B20005A_092M,B20005A_092MA,B20005A_093E,B20005A_093EA,B20005A_093M,B20005A_093MA,B20005A_094E,B20005A_094EA,B20005A_094M,B20005A_094MA,B20005A_095E,B20005A_095EA,B20005A_095M,B20005A_095MA,GEO_ID,NAME,state
2638114,null,4664,null,1279568,null,3957,null,684333,null,10227,null,0,null,271,null,684333,null,10227,null,1909,null,734,null,961,null,476,null,3698,null,886,null,5346,null,1119,null,13478,null,2026,null,8351,null,1418,null,19938,null,2697,null,14131,null,2095,null,31847,null,3044,null,23255,null,2236,null,52190,null,4264,null,64016,null,3570,null,48461,null,3739,null,54206,null,3621,null,38057,null,3276,null,48036,null,2982,null,63260,null,4480,null,47638,null,3206,null,68265,null,3227,null,77290,null,4466,null,595235,null,10817,null,341953,null,8090,null,253282,null,8298,null,47081,null,3746,null,33306,null,3008,null,24488,null,2870,null,18253,null,2476,null,25545,null,2588,null,9868,null,1581,null,13057,null,2113,null,8290,null,1696,null,10944,null,1517,null,5153,null,1145,null,10584,null,1826,null,9006,null,1766,null,6839,null,1340,null,6006,null,1127,null,4330,null,1074,null,3576,null,984,null,3353,null,892,null,4169,null,944,null,4518,null,1002,null,4916,null,1134,null,1358546,null,3075,null,452908,null,6709,null,79,null,106,null,452829,null,6710,null,539,null,299,null,946,null,438,null,4064,null,1089,null,5540,null,1188,null,19402,null,2132,null,14885,null,2027,null,25060,null,2711,null,21215,null,2593,null,32351,null,3140,null,23740,null,2367,null,45828,null,3207,null,44809,null,3595,null,41176,null,3363,null,38961,null,3263,null,27309,null,2652,null,27972,null,2539,null,28382,null,2903,null,16651,null,2061,null,20532,null,2112,null,13467,null,1756,null,905638,null,6788,null,570822,null,6918,null,334816,null,7281,null,70600,null,3640,null,42886,null,3182,null,42159,null,2995,null,28469,null,2663,null,33160,null,3018,null,17816,null,2182,null,16981,null,2296,null,11090,null,1798,null,13438,null,1973,null,5522,null,1047,null,10868,null,1708,null,8476,null,1579,null,6657,null,1376,null,7374,null,1361,null,4542,null,856,null,5596,null,1212,null,3979,null,953,null,1564,null,684,null,1506,null,556,null,2133,null,723,null,0400000US01,Alabama,01
379421,null,2409,null,202076,null,1758,null,104218,null,3488,null,313,null,474,null,103905,null,3480,null,467,null,307,null,150,null,161,null,423,null,332,null,215,null,155,null,1429,null,591,null,588,null,407,null,2302,null,784,null,374,null,247,null,1706,null,584,null,2019,null,697,null,6110,null,1682,null,6312,null,1201,null,7181,null,1476,null,8696,null,1713,null,5650,null,1240,null,7883,null,1466,null,11162,null,1526,null,10626,null,1576,null,13317,null,1431,null,17295,null,1839,null,97858,null,3328,null,31142,null,2158,null,66716,null,3270,null,5802,null,1318,null,4834,null,1233,null,6327,null,1311,null,2669,null,891,null,6150,null,1361,null,2523,null,793,null,3166,null,975,null,1383,null,681,null,2113,null,824,null,1847,null,700,null,2946,null,832,null,2785,null,847,null,2974,null,878,null,2668,null,771,null,1447,null,531,null,2731,null,853,null,3473,null,977,null,2513,null,866,null,3141,null,964,null,5224,null,1406,null,177345,null,1376,null,71072,null,3546,null,0,null,240,null,71072,null,3546,null,205,null,190,null,423,null,402,null,257,null,225,null,613,null,343,null,1960,null,694,null,911,null,417,null,1948,null,757,null,1219,null,434,null,2752,null,844,null,2990,null,868,null,6159,null,1243,null,7271,null,1474,null,7781,null,1668,null,7348,null,1206,null,6505,null,1462,null,4998,null,1125,null,5701,null,1115,null,3174,null,750,null,5632,null,1146,null,3225,null,943,null,106273,null,3730,null,43101,null,2423,null,63172,null,3530,null,9866,null,1184,null,5894,null,1291,null,6957,null,1503,null,5360,null,1110,null,5616,null,1133,null,1694,null,768,null,3032,null,844,null,2261,null,786,null,3839,null,972,null,1317,null,590,null,3495,null,994,null,2259,null,613,null,1684,null,469,null,1011,null,382,null,2102,null,846,null,1243,null,434,null,2432,null,865,null,1014,null,409,null,984,null,458,null,1112,null,589,null,0400000US02,Alaska,02
4080349,null,17544,null,2022777,null,11254,null,1031243,null,13759,null,0,null,302,null,1031243,null,13759,null,1038,null,485,null,1572,null,673,null,6184,null,1435,null,6676,null,1815,null,29111,null,3614,null,17949,null,2861,null,26897,null,3542,null,29855,null,3141,null,55030,null,5017,null,35170,null,3447,null,75537,null,6168,null,91196,null,6138,null,79517,null,5756,null,74124,null,4966,null,56846,null,4247,null,73996,null,5404,null,84366,null,3808,null,62767,null,4040,null,98750,null,4232,null,124662,null,5063,null,991534,null,13310,null,544912,null,9060,null,446622,null,12460,null,63553,null,3839,null,52243,null,5017,null,48496,null,3699,null,29703,null,3231,null,43485,null,3777,null,17703,null,2510,null,23832,null,2531,null,16539,null,2606,null,20507,null,2610,null,12199,null,2100,null,19831,null,2390,null,20419,null,2410,null,14540,null,2188,null,12087,null,2062,null,6516,null,1263,null,8388,null,1452,null,7985,null,1559,null,5982,null,1160,null,9085,null,1730,null,13529,null,1694,null,2057572,null,8961,null,703538,null,12458,null,70,null,114,null,703468,null,12455,null,1372,null,699,null,2708,null,827,null,7359,null,1381,null,8261,null,1880,null,23524,null,3327,null,16009,null,2653,null,30952,null,3975,null,27189,null,3054,null,40525,null,3622,null,32448,null,2837,null,68590,null,5071,null,80647,null,5000,null,68987,null,4851,null,61386,null,4235,null,41514,null,3789,null,40540,null,3201,null,47245,null,3503,null,29469,null,2770,null,40189,null,3227,null,34554,null,3269,null,1354034,null,13103,null,830805,null,11698,null,523229,null,11670,null,92247,null,5042,null,58383,null,3776,null,59188,null,4466,null,41220,null,3747,null,52314,null,3545,null,28106,null,3117,null,31492,null,3187,null,17400,null,1982,null,19984,null,2200,null,13042,null,2006,null,22715,null,2854,null,22413,null,2992,null,13393,null,1904,null,11440,null,1556,null,7830,null,1261,null,8877,null,1609,null,7772,null,1556,null,5830,null,1411,null,5242,null,1150,null,4341,null,1124,null,0400000US04,Arizona,04
1799221,null,4204,null,873448,null,3587,null,435969,null,7607,null,67,null,125,null,435902,null,7605,null,669,null,354,null,1316,null,631,null,4303,null,1183,null,2765,null,677,null,8924,null,1470,null,8915,null,1596,null,16262,null,2119,null,15791,null,2348,null,28522,null,2569,null,15335,null,2459,null,37275,null,3532,null,47191,null,3604,null,35303,null,3148,null,36211,null,3316,null,25421,null,2330,null,26368,null,2801,null,33836,null,2822,null,25110,null,2282,null,29600,null,2673,null,36785,null,2562,null,437479,null,6859,null,251385,null,6660,null,186094,null,6100,null,35228,null,2996,null,22671,null,2828,null,21326,null,2481,null,15414,null,2005,null,17678,null,1948,null,6758,null,1335,null,10022,null,1658,null,5969,null,1185,null,8835,null,1689,null,4327,null,836,null,7226,null,1497,null,6606,null,1026,null,3703,null,985,null,3922,null,913,null,2822,null,888,null,3252,null,841,null,3134,null,891,null,1910,null,704,null,1626,null,494,null,3665,null,837,null,925773,null,2870,null,313270,null,5602,null,0,null,269,null,313270,null,5602,null,1007,null,572,null,1728,null,651,null,3499,null,1025,null,5244,null,1070,null,14364,null,1914,null,14719,null,2183,null,19823,null,2565,null,18859,null,2249,null,27703,null,2847,null,19997,null,2439,null,32904,null,2820,null,33841,null,2721,null,25107,null,2818,null,22190,null,2048,null,15995,null,1898,null,14322,null,1920,null,15860,null,1812,null,8911,null,1396,null,9568,null,1465,null,7629,null,1285,null,612503,null,6572,null,375870,null,6609,null,236633,null,7818,null,47926,null,2813,null,38388,null,3686,null,27348,null,2855,null,21150,null,2488,null,26217,null,2608,null,9739,null,1459,null,10214,null,1517,null,7321,null,1399,null,8168,null,1260,null,4502,null,1109,null,5984,null,1220,null,7068,null,1297,null,6332,null,1371,null,4774,null,1039,null,3931,null,938,null,2769,null,789,null,1955,null,744,null,1288,null,575,null,718,null,381,null,841,null,457,null,0400000US05,Arkansas,05
18218182,null,47889,null,9066772,null,29238,null,4564787,null,29509,null,268,null,169,null,4564519,null,29482,null,12369,null,1966,null,6925,null,1545,null,25903,null,2808,null,28522,null,3419,null,89646,null,5316,null,67668,null,4981,null,136267,null,7245,null,115420,null,6733,null,179215,null,8287,null,137346,null,7591,null,261087,null,8783,null,285893,null,10458,null,261905,null,9343,null,279155,null,8781,null,226569,null,7468,null,274145,null,9433,null,369714,null,11393,null,308082,null,8482,null,552765,null,10820,null,945923,null,14972,null,4501985,null,33293,null,2289423,null,25177,null,2212562,null,23854,null,296282,null,8635,null,210722,null,8614,null,198878,null,6791,null,141595,null,7332,null,206620,null,8706,null,86634,null,4690,null,123370,null,6452,null,74242,null,6017,null,111403,null,6487,null,56140,null,4643,null,97731,null,5527,null,101504,null,5542,null,65948,null,4051,null,57826,null,4336,null,41396,null,3502,null,48685,null,3869,null,58989,null,3452,null,47417,null,3121,null,74056,null,4076,null,113124,null,5078,null,9151410,null,25827,null,2901831,null,23609,null,387,null,296,null,2901444,null,23636,null,8615,null,1648,null,6521,null,1370,null,23545,null,2662,null,23637,null,2898,null,80763,null,5180,null,59413,null,4979,null,112969,null,5903,null,92121,null,5373,null,136057,null,5870,null,100963,null,5579,null,206232,null,8663,null,252461,null,8484,null,220843,null,7755,null,222656,null,9231,null,171812,null,6243,null,180865,null,6851,null,237447,null,7346,null,183118,null,7170,null,286544,null,8973,null,294862,null,8671,null,6249579,null,27155,null,3624286,null,23569,null,2625293,null,22217,null,386872,null,9966,null,293313,null,8560,null,285781,null,8689,null,189065,null,7700,null,268241,null,9261,null,113983,null,6174,null,150518,null,6743,null,85667,null,5292,null,123047,null,6137,null,61162,null,4201,null,117563,null,6224,null,109301,null,5252,null,67826,null,3885,null,61736,null,4133,null,48150,null,3505,null,47933,null,3531,null,56522,null,3686,null,46025,null,3203,null,65411,null,3886,null,47177,null,3312,null,0400000US06,California,06
3331918,null,10526,null,1668640,null,6868,null,954207,null,11140,null,0,null,275,null,954207,null,11140,null,3085,null,836,null,732,null,444,null,6566,null,1471,null,5214,null,1161,null,30172,null,3750,null,15263,null,2662,null,24091,null,2535,null,16611,null,2573,null,37588,null,3161,null,28848,null,2729,null,51727,null,3979,null,70004,null,4730,null,63354,null,3948,null,71642,null,3880,null,55713,null,4664,null,63781,null,4881,null,84130,null,5112,null,68737,null,4207,null,105139,null,4273,null,151810,null,5644,null,714433,null,10850,null,304862,null,7328,null,409571,null,9735,null,65114,null,3863,null,42783,null,3653,null,38415,null,3273,null,27930,null,3109,null,36472,null,3443,null,14524,null,2253,null,23508,null,2450,null,11673,null,1815,null,18082,null,2328,null,10797,null,1722,null,22779,null,3036,null,17760,null,2211,null,12741,null,1915,null,11717,null,1942,null,6223,null,1132,null,9225,null,1549,null,10576,null,1834,null,5363,null,1003,null,7539,null,1407,null,16350,null,2016,null,1663278,null,5253,null,634381,null,10479,null,44,null,72,null,634337,null,10496,null,1541,null,620,null,2446,null,895,null,7341,null,1687,null,7031,null,1380,null,21049,null,1873,null,14111,null,2271,null,21997,null,2425,null,17544,null,2061,null,35768,null,3184,null,27972,null,2981,null,56417,null,3780,null,69695,null,4356,null,55464,null,3886,null,51841,null,3265,null,41414,null,2985,null,37980,null,3258,null,53601,null,3489,null,34478,null,2565,null,40579,null,3110,null,36068,null,2647,null,1028897,null,10401,null,510511,null,8250,null,518386,null,10319,null,92620,null,4709,null,63040,null,4060,null,52130,null,3621,null,37918,null,3403,null,55435,null,4538,null,22456,null,2254,null,26810,null,2829,null,16649,null,2109,null,23878,null,2331,null,11579,null,1826,null,22774,null,2482,null,20340,null,2422,null,14299,null,2007,null,12245,null,1671,null,8754,null,1455,null,7706,null,1267,null,10159,null,1508,null,6224,null,1314,null,6717,null,1459,null,6653,null,1463,null,0400000US08,Colorado,08
2279806,null,8282,null,1096419,null,5048,null,602484,null,6877,null,0,null,275,null,602484,null,6877,null,1111,null,443,null,789,null,329,null,2255,null,756,null,1282,null,521,null,5318,null,1356,null,3110,null,713,null,5706,null,1328,null,6185,null,1322,null,11988,null,1908,null,8036,null,1504,null,30370,null,3620,null,30589,null,2918,null,31762,null,2938,null,39884,null,3435,null,31145,null,2711,null,43545,null,2544,null,65203,null,3871,null,51762,null,3481,null,88829,null,4390,null,143615,null,4730,null,493935,null,8150,null,242231,null,5918,null,251704,null,6873,null,40900,null,2953,null,29217,null,2122,null,22981,null,2414,null,14350,null,1972,null,20767,null,2203,null,9819,null,2115,null,12867,null,1878,null,7612,null,1703,null,10987,null,1521,null,4164,null,1115,null,11300,null,1932,null,9633,null,1266,null,7361,null,1500,null,8246,null,1579,null,6143,null,1229,null,5691,null,1208,null,6719,null,1169,null,5407,null,1281,null,6566,null,1139,null,10974,null,1373,null,1183387,null,4452,null,411314,null,6954,null,229,null,287,null,411085,null,6987,null,516,null,260,null,503,null,306,null,1650,null,548,null,1849,null,580,null,4335,null,1181,null,3967,null,1017,null,7658,null,1591,null,8577,null,1475,null,15137,null,2286,null,10000,null,1596,null,32054,null,2913,null,39882,null,3468,null,34715,null,3011,null,37741,null,2838,null,27077,null,2455,null,31535,null,3389,null,36696,null,2855,null,30474,null,2389,null,44855,null,2561,null,41864,null,2500,null,772073,null,7964,null,407086,null,6957,null,364987,null,6640,null,54035,null,2875,null,40347,null,2936,null,36519,null,2672,null,21667,null,2383,null,35830,null,3099,null,14366,null,2112,null,22534,null,2533,null,12383,null,1629,null,16852,null,1767,null,9530,null,1394,null,17780,null,1855,null,16875,null,1800,null,11340,null,1248,null,9096,null,1451,null,6409,null,1284,null,9103,null,1464,null,9139,null,1592,null,7706,null,1135,null,8998,null,1324,null,4478,null,894,null,0400000US09,Connecticut,09
515393,null,2655,null,247700,null,1747,null,131539,null,3154,null,0,null,263,null,131539,null,3154,null,136,null,131,null,66,null,93,null,524,null,376,null,305,null,244,null,1278,null,521,null,1909,null,714,null,2753,null,710,null,2152,null,901,null,3146,null,871,null,2650,null,770,null,10251,null,1927,null,10944,null,1954,null,11019,null,1594,null,11374,null,1500,null,7872,null,1098,null,8501,null,1227,null,12230,null,1677,null,11189,null,1381,null,14674,null,1771,null,18566,null,1765,null,116161,null,3414,null,60791,null,2887,null,55370,null,2828,null,9701,null,1858,null,6945,null,1248,null,6768,null,1396,null,3200,null,835,null,5069,null,1089,null,2400,null,834,null,2258,null,762,null,1285,null,524,null,2273,null,623,null,976,null,405,null,3077,null,884,null,2311,null,709,null,1470,null,616,null,1453,null,592,null,394,null,228,null,1618,null,615,null,1210,null,452,null,1071,null,500,null,640,null,400,null,1251,null,533,null,267693,null,1508,null,101532,null,3958,null,54,null,86,null,101478,null,3932,null,32,null,55,null,182,null,165,null,986,null,646,null,548,null,350,null,2385,null,745,null,1983,null,714,null,3333,null,965,null,3008,null,864,null,4176,null,1155,null,3146,null,850,null,11373,null,1758,null,11784,null,1391,null,8259,null,1366,null,9220,null,1571,null,6385,null,1253,null,5957,null,997,null,9099,null,1337,null,7117,null,1125,null,6831,null,1265,null,5674,null,1063,null,166161,null,4175,null,96933,null,3430,null,69228,null,3525,null,13491,null,1682,null,10562,null,1573,null,8680,null,1445,null,3591,null,749,null,6018,null,1050,null,2353,null,668,null,3718,null,987,null,1839,null,607,null,3320,null,845,null,1281,null,619,null,3369,null,839,null,2186,null,608,null,1457,null,472,null,1258,null,529,null,844,null,334,null,1183,null,361,null,988,null,441,null,1670,null,698,null,1117,null,482,null,303,null,226,null,0400000US10,Delaware,10
196337,null,2788,null,97960,null,1659,null,60022,null,2563,null,0,null,296,null,60022,null,2563,null,0,null,296,null,0,null,296,null,67,null,108,null,244,null,349,null,204,null,197,null,61,null,102,null,1032,null,554,null,592,null,305,null,940,null,570,null,702,null,515,null,1086,null,519,null,1823,null,635,null,2822,null,865,null,2941,null,970,null,2267,null,824,null,3270,null,804,null,3675,null,965,null,4247,null,952,null,9876,null,1586,null,24173,null,2287,null,37938,null,2635,null,13330,null,1861,null,24608,null,2802,null,4004,null,969,null,2328,null,764,null,2581,null,778,null,712,null,419,null,1085,null,513,null,521,null,389,null,933,null,497,null,346,null,321,null,469,null,282,null,905,null,514,null,1084,null,672,null,1525,null,656,null,470,null,380,null,198,null,194,null,576,null,424,null,695,null,416,null,949,null,383,null,1186,null,628,null,1425,null,799,null,2616,null,730,null,98377,null,1612,null,48960,null,2297,null,0,null,296,null,48960,null,2297,null,0,null,296,null,0,null,296,null,216,null,176,null,517,null,437,null,422,null,345,null,123,null,151,null,1135,null,629,null,196,null,305,null,338,null,283,null,218,null,212,null,997,null,396,null,2097,null,860,null,2184,null,647,null,2887,null,840,null,3081,null,751,null,3376,null,961,null,5968,null,1310,null,3915,null,1120,null,6428,null,1170,null,14862,null,1440,null,49417,null,2406,null,20637,null,1891,null,28780,null,1906,null,3929,null,752,null,4201,null,942,null,2891,null,773,null,1017,null,579,null,2981,null,890,null,714,null,438,null,1347,null,506,null,397,null,231,null,759,null,432,null,589,null,340,null,1332,null,494,null,2182,null,811,null,785,null,443,null,859,null,511,null,578,null,299,null,578,null,446,null,1148,null,559,null,205,null,201,null,1010,null,365,null,1278,null,526,null,0400000US11,District of Columbia,11
11758727,null,20115,null,5732604,null,15121,null,2741807,null,21188,null,275,null,290,null,2741532,null,21210,null,6756,null,1365,null,4881,null,1566,null,19267,null,2565,null,18466,null,2796,null,61617,null,5494,null,44116,null,4162,null,88329,null,6620,null,75436,null,5168,null,146190,null,8258,null,92735,null,6045,null,217858,null,9133,null,244985,null,8813,null,201768,null,8135,null,217788,null,7723,null,145884,null,7637,null,187227,null,6761,null,220097,null,7842,null,156105,null,5675,null,239793,null,9020,null,352234,null,10220,null,2990797,null,22913,null,1768124,null,13278,null,1222673,null,21582,null,162264,null,7709,null,131275,null,5532,null,135003,null,7052,null,92666,null,4894,null,126138,null,8151,null,58156,null,4994,null,74396,null,5304,null,40703,null,3543,null,60412,null,4814,null,30172,null,2919,null,54750,null,4438,null,46957,null,4261,null,34596,null,3085,null,31381,null,2660,null,19335,null,2589,null,23626,null,2474,null,21805,null,2145,null,14140,null,2212,null,20038,null,2211,null,44860,null,3085,null,6026123,null,10892,null,2035526,null,18995,null,135,null,158,null,2035391,null,19008,null,3438,null,1067,null,2418,null,802,null,21261,null,2506,null,21471,null,2527,null,78990,null,6199,null,49049,null,4145,null,96340,null,5944,null,82619,null,6492,null,141585,null,7024,null,101463,null,5593,null,211741,null,7527,null,221961,null,8009,null,181937,null,6693,null,175385,null,7438,null,113709,null,5654,null,119528,null,6429,null,133509,null,5964,null,82283,null,5000,null,102812,null,5596,null,93892,null,5495,null,3990597,null,20496,null,2593654,null,17524,null,1396943,null,16109,null,214173,null,7913,null,162076,null,6308,null,159246,null,7095,null,114119,null,5884,null,157934,null,5588,null,68251,null,4729,null,90644,null,5813,null,42774,null,3254,null,67507,null,4312,null,34744,null,3189,null,63401,null,4339,null,55501,null,4149,null,40518,null,3104,null,32851,null,2856,null,18643,null,1936,null,22035,null,2437,null,20808,null,2345,null,10373,null,1565,null,9991,null,1512,null,11354,null,1568,null,0400000US12,Florida,12
