B12005_001E,B12005_001EA,B12005_001M,B12005_001MA,B12005_002E,B12005_002EA,B12005_002M,B12005_002MA,B12005_003E,B12005_003EA,B12005_003M,B12005_003MA,B12005_004E,B12005_004EA,B12005_004M,B12005_004MA,B12005_005E,B12005_005EA,B12005_005M,B12005_005MA,B12005_006E,B12005_006EA,B12005_006M,B12005_006MA,B12005_007E,B12005_007EA,B12005_007M,B12005_007MA,B12005_008E,B12005_008EA,B12005_008M,B12005_008MA,B12005_009E,B12005_009EA,B12005_009M,B12005_009MA,B12005_010E,B12005_010EA,B12005_010M,B12005_010MA,B12005_011E,B12005_011EA,B12005_011M,B12005_011MA,B12005_012E,B12005_012EA,B12005_012M,B12005_012MA,B12005_013E,B12005_013EA,B12005_013M,B12005_013MA,B12005_014E,B12005_014EA,B12005_014M,B12005_014MA,B12005_015E,B12005_015EA,B12005_015M,B12005_015MA,B12005_016E,B12005_016EA,B12005_016M,B12005_016MA,GEO_ID,NAME,state
7561173,null,4493,null,2408861,null,25378,null,2177198,null,24046,null,231663,null,10616,null,3683525,null,33078,null,3178896,null,32538,null,504629,null,11910,null,184879,null,8917,null,160916,null,8467,null,23963,null,3795,null,432860,null,8080,null,403083,null,8215,null,29777,null,3046,null,851048,null,17870,null,797915,null,17262,null,53133,null,4223,null,0400000US13,Georgia,13
1052486,null,1649,null,343412,null,7712,null,296912,null,7678,null,46500,null,5195,null,533014,null,9984,null,397155,null,8302,null,135859,null,5897,null,13113,null,1617,null,10199,null,1574,null,2914,null,962,null,67356,null,3641,null,50689,null,3294,null,16667,null,2099,null,95591,null,5680,null,80682,null,5365,null,14909,null,2167,null,0400000US15,Hawaii,15
1179440,null,1637,null,294187,null,7752,null,274471,null,7547,null,19716,null,2761,null,672820,null,11691,null,617595,null,11238,null,55225,null,4375,null,15101,null,2155,null,13873,null,1982,null,1228,null,571,null,58891,null,3238,null,55794,null,3004,null,3097,null,887,null,138441,null,5765,null,135245,null,5745,null,3196,null,865,null,0400000US16,Idaho,16
10269170,null,2777,null,3466103,null,25562,null,3061177,null,25645,null,404926,null,12692,null,5010808,null,34600,null,3940159,null,29136,null,1070649,null,18993,null,173426,null,8086,null,135655,null,6736,null,37771,null,3918,null,639947,null,9974,null,555956,null,9100,null,83991,null,5042,null,978886,null,15699,null,878106,null,15105,null,100780,null,5781,null,0400000US17,Illinois,17
5065862,null,3014,null,1426376,null,17185,null,1364541,null,16113,null,61835,null,4967,null,2623696,null,27184,null,2484892,null,25710,null,138804,null,6567,null,74117,null,4443,null,67389,null,4175,null,6728,null,1272,null,319483,null,7488,null,307117,null,6996,null,12366,null,2249,null,622190,null,14849,null,607160,null,14434,null,15030,null,1921,null,0400000US18,Indiana,18
2418896,null,2129,null,668960,null,9487,null,637086,null,9386,null,31874,null,3169,null,1318006,null,14011,null,1258010,null,13697,null,59996,null,3870,null,27134,null,2829,null,25099,null,2726,null,2035,null,751,null,157507,null,4484,null,154354,null,4396,null,3153,null,807,null,247289,null,6949,null,241640,null,6574,null,5649,null,1427,null,0400000US19,Iowa,19
2218840,null,2056,null,599028,null,9961,null,561429,null,9201,null,37599,null,3878,null,1205380,null,13235,null,1110559,null,12811,null,94821,null,4391,null,28993,null,2650,null,25389,null,2531,null,3604,null,1046,null,137339,null,4183,null,130755,null,3811,null,6584,null,1281,null,248100,null,7667,null,237775,null,7655,null,10325,null,2018,null,0400000US20,Kansas,20
3435315,null,3001,null,902257,null,14372,null,873682,null,14758,null,28575,null,3246,null,1786832,null,23087,null,1723409,null,21847,null,63423,null,4556,null,73617,null,5275,null,70310,null,5056,null,3307,null,1008,null,243415,null,5915,null,237707,null,5757,null,5708,null,1349,null,429194,null,11136,null,422240,null,10929,null,6954,null,1440,null,0400000US21,Kentucky,21
3493783,null,2786,null,1121463,null,15078,null,1089313,null,15219,null,32150,null,3281,null,1629717,null,18494,null,1555843,null,19290,null,73874,null,5126,null,94134,null,5395,null,91769,null,5317,null,2365,null,747,null,244879,null,6861,null,236901,null,6490,null,7978,null,1446,null,403590,null,9992,null,392233,null,9994,null,11357,null,1835,null,0400000US22,Louisiana,22
1094908,null,1349,null,294255,null,7417,null,287975,null,7155,null,6280,null,1465,null,567920,null,10355,null,545673,null,10196,null,22247,null,2381,null,12143,null,1703,null,11703,null,1693,null,440,null,308,null,71852,null,2959,null,67914,null,2895,null,3938,null,924,null,148738,null,6112,null,145253,null,6094,null,3485,null,997,null,0400000US23,Maine,23
4533816,null,1698,null,1520036,null,15189,null,1354405,null,15033,null,165631,null,7646,null,2181899,null,22556,null,1782408,null,21401,null,399491,null,10240,null,120443,null,6894,null,102597,null,6674,null,17846,null,2750,null,268627,null,6270,null,239768,null,5567,null,28859,null,2497,null,442811,null,11114,null,395659,null,10532,null,47152,null,3774,null,0400000US24,Maryland,24
5328765,null,1529,null,1881689,null,16141,null,1645981,null,17372,null,235708,null,9853,null,2529764,null,24239,null,2026421,null,22756,null,503343,null,12279,null,102077,null,5334,null,72737,null,4715,null,29340,null,3151,null,332075,null,7809,null,279319,null,7361,null,52756,null,3557,null,483160,null,11464,null,415120,null,10372,null,68040,null,4281,null,0400000US25,Massachusetts,25
8054089,null,2765,null,2557456,null,20658,null,2443513,null,21493,null,113943,null,6675,null,3984470,null,27836,null,3633371,null,24877,null,351099,null,10638,null,114828,null,5592,null,107064,null,5555,null,7764,null,1320,null,499251,null,7148,null,462340,null,7309,null,36911,null,2845,null,898084,null,14189,null,864489,null,14131,null,33595,null,3564,null,0400000US26,Michigan,26
4190265,null,2117,null,1274537,null,13183,null,1187522,null,12803,null,87015,null,5031,null,2236929,null,19094,null,2057580,null,18224,null,179349,null,6574,null,43818,null,2977,null,35228,null,2881,null,8590,null,1463,null,229910,null,5168,null,215769,null,4578,null,14141,null,1794,null,405071,null,10115,null,383870,null,9742,null,21201,null,2444,null,0400000US27,Minnesota,27
2305571,null,2639,null,717776,null,10761,null,701888,null,11261,null,15888,null,2994,null,1085657,null,18994,null,1051301,null,18706,null,34356,null,3536,null,69737,null,4297,null,68045,null,4279,null,1692,null,910,null,171668,null,5827,null,169632,null,6045,null,2036,null,734,null,260733,null,10069,null,258637,null,9947,null,2096,null,747,null,0400000US28,Mississippi,28
4743939,null,2550,null,1340205,null,15406,null,1290890,null,14254,null,49315,null,4583,null,2440374,null,23521,null,2322566,null,23450,null,117808,null,5882,null,94412,null,5734,null,90158,null,5520,null,4254,null,1163,null,314368,null,6342,null,305198,null,6281,null,9170,null,1393,null,554580,null,12327,null,538455,null,11951,null,16125,null,2533,null,0400000US29,Missouri,29
785742,null,1986,null,225114,null,5892,null,220598,null,6044,null,4516,null,1202,null,408346,null,9115,null,396836,null,8613,null,11510,null,1590,null,9736,null,1628,null,9583,null,1628,null,153,null,160,null,46177,null,2596,null,44416,null,2665,null,1761,null,819,null,96369,null,5366,null,94933,null,5320,null,1436,null,510,null,0400000US30,Montana,30
1412195,null,1753,null,396824,null,7032,null,370627,null,7253,null,26197,null,3033,null,763656,null,10735,null,712656,null,11321,null,51000,null,3488,null,17269,null,2120,null,15578,null,2038,null,1691,null,716,null,88098,null,3943,null,85034,null,3772,null,3064,null,931,null,146348,null,5471,null,138392,null,5390,null,7956,null,1806,null,0400000US31,Nebraska,31
2039602,null,1351,null,608903,null,11105,null,507722,null,9983,null,101181,null,6176,null,993972,null,16413,null,717474,null,14560,null,276498,null,10213,null,42006,null,4166,null,29079,null,2999,null,12927,null,2502,null,105886,null,4620,null,85402,null,4202,null,20484,null,2505,null,288835,null,9272,null,241452,null,8317,null,47383,null,4121,null,0400000US32,Nevada,32
1079527,null,1258,null,300927,null,7437,null,288134,null,6972,null,12793,null,2445,null,581619,null,10167,null,542320,null,9803,null,39299,null,3417,null,11041,null,1854,null,10192,null,1701,null,849,null,511,null,63425,null,3413,null,59561,null,3186,null,3864,null,1007,null,122515,null,5532,null,117475,null,5431,null,5040,null,1213,null,0400000US33,New Hampshire,33
6996319,null,1400,null,2282687,null,19861,null,1900609,null,18318,null,382078,null,12783,null,3544648,null,24738,null,2529589,null,20476,null,1015059,null,17869,null,138225,null,6857,null,93412,null,5606,null,44813,null,4141,null,454856,null,10233,null,372364,null,8093,null,82492,null,5543,null,575903,null,12981,null,467246,null,11604,null,108657,null,5218,null,0400000US34,New Jersey,34
1569164,null,2151,null,513607,null,10823,null,474274,null,10671,null,39333,null,4489,null,736727,null,12275,null,628076,null,11532,null,108651,null,6906,null,30709,null,2995,null,23983,null,2674,null,6726,null,1520,null,93867,null,3282,null,85120,null,3360,null,8747,null,1437,null,194254,null,7537,null,179349,null,7362,null,14905,null,2511,null,0400000US35,New Mexico,35
15888014,null,2552,null,5824947,null,32121,null,4714243,null,29151,null,1110704,null,19977,null,7262125,null,41350,null,5025640,null,37204,null,2236485,null,25095,null,434140,null,12709,null,283093,null,8791,null,151047,null,7548,null,1027801,null,12709,null,764644,null,10785,null,263157,null,8637,null,1339001,null,18521,null,1023548,null,16386,null,315453,null,10699,null,0400000US36,New York,36
7354084,null,4742,null,2116280,null,21124,null,1950423,null,19121,null,165857,null,8065,null,3783524,null,30348,null,3423295,null,26330,null,360229,null,11502,null,234072,null,8588,null,213090,null,8429,null,20982,null,2942,null,464677,null,9410,null,451133,null,9212,null,13544,null,1761,null,755531,null,14265,null,722937,null,13864,null,32594,null,3814,null,0400000US37,North Carolina,37
525574,null,1335,null,153936,null,4119,null,150054,null,4370,null,3882,null,1322,null,289375,null,6414,null,281427,null,6453,null,7948,null,1338,null,3409,null,821,null,3342,null,821,null,67,null,81,null,36036,null,2041,null,35153,null,1941,null,883,null,428,null,42818,null,3137,null,42008,null,3071,null,810,null,429,null,0400000US38,North Dakota,38
9243143,null,3392,null,2776299,null,20498,null,2693490,null,21434,null,82809,null,6127,null,4593879,null,29072,null,4351386,null,27457,null,242493,null,6734,null,167519,null,7275,null,160843,null,6768,null,6676,null,1660,null,614469,null,8565,null,586989,null,8503,null,27480,null,2483,null,1090977,null,17970,null,1057091,null,17384,null,33886,null,3404,null,0400000US39,Ohio,39
2890196,null,2609,null,749756,null,10505,null,711237,null,10245,null,38519,null,4226,null,1509905,null,15692,null,1399440,null,15964,null,110465,null,4691,null,56645,null,3426,null,51954,null,3207,null,4691,null,1206,null,201153,null,5467,null,195388,null,5348,null,5765,null,1125,null,372737,null,10307,null,359937,null,10186,null,12800,null,1903,null,0400000US40,Oklahoma,40
3074258,null,2151,null,883051,null,12477,null,796309,null,11388,null,86742,null,5726,null,1566133,null,18970,null,1358450,null,18436,null,207683,null,7734,null,55998,null,4194,null,47374,null,4088,null,8624,null,1904,null,175728,null,5863,null,160177,null,5703,null,15551,null,2231,null,393348,null,11904,null,371540,null,11803,null,21808,null,2507,null,0400000US41,Oregon,41
10200364,null,2746,null,3193044,null,20139,null,3049301,null,21536,null,143743,null,6967,null,5073930,null,23366,null,4694654,null,25257,null,379276,null,10470,null,227961,null,8189,null,210188,null,7694,null,17773,null,2139,null,764431,null,11060,null,723702,null,10845,null,40729,null,3008,null,940998,null,15582,null,902154,null,15293,null,38844,null,3446,null,0400000US42,Pennsylvania,42
865780,null,1347,null,298109,null,7479,null,266767,null,7506,null,31342,null,3277,null,392443,null,9860,null,328642,null,9552,null,63801,null,4626,null,18645,null,2461,null,11371,null,1806,null,7274,null,1856,null,61404,null,2756,null,53173,null,2760,null,8231,null,1533,null,95179,null,5129,null,83031,null,4808,null,12148,null,2043,null,0400000US44,Rhode Island,44
3601064,null,2353,null,1113809,null,14200,null,1061700,null,14235,null,52109,null,4035,null,1752564,null,21152,null,1649465,null,20075,null,103099,null,6274,null,116569,null,6923,null,111497,null,6692,null,5072,null,1286,null,254905,null,5613,null,247584,null,5337,null,7321,null,1403,null,363217,null,10663,null,350566,null,10642,null,12651,null,1868,null,0400000US45,South Carolina,45
640393,null,1515,null,182185,null,5663,null,179480,null,5610,null,2705,null,1125,null,342885,null,6794,null,333949,null,6801,null,8936,null,1846,null,6941,null,1206,null,6737,null,1184,null,204,null,236,null,42206,null,2160,null,41356,null,2166,null,850,null,451,null,66176,null,3902,null,65070,null,3925,null,1106,null,608,null,0400000US46,South Dakota,46
4989688,null,3331,null,1350902,null,16092,null,1292352,null,15532,null,58550,null,4645,null,2567920,null,25023,null,2426117,null,24511,null,141803,null,6657,null,109091,null,5583,null,103240,null,5631,null,5851,null,1450,null,339516,null,6963,null,332642,null,7042,null,6874,null,1297,null,622259,null,13851,null,608434,null,14165,null,13825,null,1807,null,0400000US47,Tennessee,47
18671445,null,6166,null,5592398,null,30618,null,4763704,null,31835,null,828694,null,17756,null,9542089,null,49087,null,7231310,null,45410,null,2310779,null,26003,null,500884,null,11263,null,373135,null,10354,null,127749,null,5992,null,1032361,null,15555,null,883621,null,14075,null,148740,null,7145,null,2003713,null,23334,null,1773910,null,22051,null,229803,null,9444,null,0400000US48,Texas,48
2012454,null,1680,null,596203,null,11805,null,542686,null,11195,null,53517,null,4963,null,1123535,null,14242,null,993307,null,13089,null,130228,null,6091,null,25860,null,2965,null,21654,null,2530,null,4206,null,1195,null,77799,null,3490,null,71438,null,3666,null,6361,null,1246,null,189057,null,7528,null,175173,null,7413,null,13884,null,2437,null,0400000US49,Utah,49
518208,null,723,null,152450,null,4314,null,147316,null,4032,null,5134,null,1228,null,263235,null,6854,null,249488,null,6804,null,13747,null,1914,null,6946,null,1104,null,6691,null,1116,null,255,null,240,null,30282,null,1974,null,28842,null,1903,null,1440,null,442,null,65295,null,4109,null,62893,null,4056,null,2402,null,635,null,0400000US50,Vermont,50
6261651,null,3951,null,1890969,null,19803,null,1699186,null,18410,null,191783,null,9840,null,3250511,null,26783,null,2790653,null,24563,null,459858,null,11885,null,163122,null,8030,null,143462,null,6732,null,19660,null,2717,null,356811,null,6324,null,327178,null,6248,null,29633,null,2986,null,600238,null,13912,null,548468,null,13129,null,51770,null,4447,null,0400000US51,Virginia,51
5277716,null,2294,null,1545956,null,15020,null,1371807,null,15063,null,174149,null,8247,null,2718397,null,25883,null,2247647,null,24223,null,470750,null,11699,null,86673,null,5769,null,71825,null,5092,null,14848,null,2109,null,267995,null,8204,null,230899,null,8024,null,37096,null,2947,null,658695,null,13871,null,603893,null,13064,null,54802,null,4035,null,0400000US53,Washington,53
1498929,null,1895,null,375403,null,7971,null,369603,null,7912,null,5800,null,1203,null,792930,null,13561,null,780157,null,12915,null,12773,null,1960,null,26567,null,2915,null,26366,null,2916,null,201,null,222,null,123097,null,4060,null,121134,null,3989,null,1963,null,600,null,180932,null,7938,null,179916,null,8017,null,1016,null,501,null,0400000US54,West Virginia,54
4549531,null,2286,null,1383465,null,15526,null,1322144,null,15383,null,61321,null,4891,null,2394484,null,17418,null,2257335,null,16307,null,137149,null,5740,null,51730,null,3220,null,47380,null,3046,null,4350,null,1067,null,263032,null,5478,null,251106,null,4851,null,11926,null,1696,null,456820,null,9694,null,443142,null,9450,null,13678,null,1847,null,0400000US55,Wisconsin,55
427057,null,1652,null,110503,null,4404,null,107543,null,4417,null,2960,null,1071,null,234044,null,6685,null,227475,null,6945,null,6569,null,1638,null,5567,null,1132,null,5180,null,1079,null,387,null,359,null,23184,null,2181,null,22401,null,2113,null,783,null,379,null,53759,null,3780,null,52631,null,3727,null,1128,null,553,null,0400000US56,Wyoming,56
3149891,null,643,null,1211379,null,16579,null,1185264,null,16863,null,26115,null,2895,null,1202856,null,17504,null,1151657,null,16373,null,51199,null,4128,null,107956,null,4843,null,104203,null,4767,null,3753,null,913,null,224172,null,5229,null,217997,null,5233,null,6175,null,1075,null,403528,null,11028,null,386694,null,10674,null,16834,null,2222,null,0400000US72,Puerto Rico,72
