B24031_001E,B24031_001EA,B24031_001M,B24031_001MA,B24031_002E,B24031_002EA,B24031_002M,B24031_002MA,B24031_003E,B24031_003EA,B24031_003M,B24031_003MA,B24031_004E,B24031_004EA,B24031_004M,B24031_004MA,B24031_005E,B24031_005EA,B24031_005M,B24031_005MA,B24031_006E,B24031_006EA,B24031_006M,B24031_006MA,B24031_007E,B24031_007EA,B24031_007M,B24031_007MA,B24031_008E,B24031_008EA,B24031_008M,B24031_008MA,B24031_009E,B24031_009EA,B24031_009M,B24031_009MA,B24031_010E,B24031_010EA,B24031_010M,B24031_010MA,B24031_011E,B24031_011EA,B24031_011M,B24031_011MA,B24031_012E,B24031_012EA,B24031_012M,B24031_012MA,B24031_013E,B24031_013EA,B24031_013M,B24031_013MA,B24031_014E,B24031_014EA,B24031_014M,B24031_014MA,B24031_015E,B24031_015EA,B24031_015M,B24031_015MA,B24031_016E,B24031_016EA,B24031_016M,B24031_016MA,B24031_017E,B24031_017EA,B24031_017M,B24031_017MA,B24031_018E,B24031_018EA,B24031_018M,B24031_018MA,B24031_019E,B24031_019EA,B24031_019M,B24031_019MA,B24031_020E,B24031_020EA,B24031_020M,B24031_020MA,B24031_021E,B24031_021EA,B24031_021M,B24031_021MA,B24031_022E,B24031_022EA,B24031_022M,B24031_022MA,B24031_023E,B24031_023EA,B24031_023M,B24031_023MA,B24031_024E,B24031_024EA,B24031_024M,B24031_024MA,B24031_025E,B24031_025EA,B24031_025M,B24031_025MA,B24031_026E,B24031_026EA,B24031_026M,B24031_026MA,B24031_027E,B24031_027EA,B24031_027M,B24031_027MA,GEO_ID,NAME,state
29558,null,476,null,34408,null,2721,null,26268,null,2489,null,51554,null,1325,null,29484,null,1254,null,34238,null,1187,null,37256,null,1969,null,19957,null,642,null,41211,null,868,null,38807,null,2660,null,55432,null,4808,null,35123,null,3587,null,35528,null,1476,null,36694,null,1327,null,31372,null,1702,null,32315,null,1483,null,46650,null,2829,null,34688,null,58701,null,21078,null,1293,null,29971,null,946,null,36116,null,833,null,26132,null,579,null,11627,null,431,null,14038,null,2886,null,11371,null,463,null,21096,null,1128,null,40555,null,1441,null,0400000US01,Alabama,01
35760,null,825,null,60073,null,14594,null,41674,null,4029,null,70342,null,11207,null,45157,null,3699,null,29994,null,4723,null,43649,null,7207,null,22820,null,1256,null,47046,null,4269,null,43180,null,5910,null,56064,null,9198,null,50403,null,6625,null,36690,null,4926,null,39669,null,8816,null,30953,null,9700,null,41182,null,2381,null,51078,null,4646,null,35652,null,36207,null,31782,null,2773,null,35560,null,2111,null,37445,null,4646,null,34171,null,3122,null,15041,null,2781,null,15754,null,2724,null,14118,null,3981,null,28177,null,6000,null,46407,null,1985,null,0400000US02,Alaska,02
31373,null,228,null,31216,null,2418,null,20401,null,1530,null,50252,null,3141,null,32316,null,1078,null,45415,null,1483,null,40079,null,1867,null,22531,null,836,null,40768,null,1480,null,37212,null,1407,null,55585,null,4905,null,37098,null,2057,null,38543,null,1435,null,40906,null,917,null,32918,null,2045,null,32157,null,1303,null,50475,null,1098,null,51925,null,14854,null,22159,null,671,null,32148,null,459,null,32695,null,992,null,31809,null,566,null,16372,null,826,null,21522,null,1105,null,14898,null,924,null,21960,null,808,null,44496,null,1267,null,0400000US04,Arizona,04
26304,null,447,null,25556,null,1990,null,21861,null,1451,null,45954,null,7086,null,26708,null,1250,null,30298,null,823,null,35127,null,2677,null,21497,null,708,null,38222,null,3545,null,37411,null,2928,null,41623,null,5552,null,29136,null,2944,null,30993,null,1221,null,33386,null,2300,null,21795,null,1860,null,27268,null,1782,null,40261,null,2882,null,46903,null,29455,null,18874,null,1384,null,26707,null,1040,null,31760,null,1401,null,24505,null,1068,null,10804,null,622,null,15876,null,5673,null,10437,null,677,null,18982,null,1491,null,33081,null,1277,null,0400000US05,Arkansas,05
34325,null,260,null,19996,null,762,null,18545,null,792,null,53686,null,4160,null,36262,null,466,null,41173,null,377,null,37322,null,883,null,22873,null,389,null,41863,null,504,null,38933,null,1468,null,66048,null,1690,null,54410,null,1760,null,45162,null,691,null,50535,null,558,null,36499,null,718,null,42339,null,433,null,61009,null,449,null,57691,null,5492,null,24013,null,558,null,36128,null,301,null,38377,null,865,null,35111,null,393,null,17407,null,264,null,24298,null,808,null,16075,null,276,null,22002,null,382,null,58499,null,2417,null,0400000US06,California,06
33609,null,527,null,41509,null,1916,null,25194,null,2201,null,62774,null,4256,null,33878,null,2074,null,43214,null,1842,null,41938,null,1645,null,23395,null,1041,null,41102,null,1105,null,38213,null,2090,null,55636,null,4388,null,50065,null,2393,null,41859,null,753,null,44631,null,1828,null,36591,null,1752,null,42642,null,1976,null,55902,null,1460,null,49263,null,6575,null,25208,null,1355,null,31867,null,607,null,32302,null,1046,null,31540,null,854,null,15388,null,703,null,20207,null,2533,null,14526,null,918,null,22802,null,1448,null,51569,null,950,null,0400000US08,Colorado,08
41012,null,345,null,27228,null,7625,null,26260,null,5674,null,56851,null,8903,null,43373,null,3725,null,52244,null,1091,null,52425,null,3978,null,25154,null,1319,null,48194,null,3299,null,43031,null,3571,null,72246,null,6796,null,54388,null,3355,null,58717,null,3196,null,63817,null,3211,null,41008,null,2148,null,48906,null,2335,null,61490,null,1343,null,74675,null,31335,null,31381,null,1157,null,38098,null,1401,null,41965,null,1321,null,35995,null,861,null,18844,null,1298,null,25248,null,3225,null,16852,null,1147,null,25713,null,1467,null,61456,null,1602,null,0400000US09,Connecticut,09
35027,null,889,null,38569,null,9905,null,37782,null,16960,null,47332,null,29392,null,36013,null,2250,null,50908,null,2484,null,41767,null,5085,null,23033,null,2290,null,40700,null,3188,null,36578,null,3521,null,60315,null,14503,null,37984,null,4744,null,41726,null,1747,null,42719,null,3048,null,30811,null,6539,null,40145,null,3340,null,55217,null,4978,null,100001,"100,000+",0,***,25331,null,1980,null,34178,null,3342,null,37109,null,2664,null,31777,null,1460,null,12145,null,1392,null,17836,null,4745,null,11437,null,1067,null,26342,null,3357,null,45347,null,1684,null,0400000US10,Delaware,10
45271,null,1686,null,45385,null,40302,null,32186,null,16895,null,100001,"100,000+",0,***,36727,null,1634,null,49448,null,12658,null,50189,null,12330,null,22854,null,2741,null,32485,null,7286,null,32227,null,6431,null,51550,null,15352,null,63532,null,8234,null,50628,null,3178,null,53548,null,9316,null,42136,null,9319,null,61090,null,3643,null,75622,null,5781,null,100001,"100,000+",0,***,27026,null,3164,null,36262,null,1369,null,40702,null,3929,null,34093,null,4061,null,24071,null,1356,null,32500,null,4694,null,22741,null,1589,null,45201,null,5131,null,66109,null,6044,null,0400000US11,District of Columbia,11
30458,null,133,null,18446,null,2927,null,17154,null,2239,null,48180,null,5718,null,30660,null,321,null,36613,null,658,null,37553,null,1930,null,22085,null,263,null,39354,null,1295,null,36737,null,790,null,50838,null,2592,null,41026,null,848,null,37052,null,433,null,40781,null,511,null,30631,null,623,null,32399,null,437,null,45856,null,899,null,56055,null,8510,null,23260,null,676,null,32265,null,329,null,35236,null,477,null,31024,null,376,null,17227,null,330,null,21670,null,743,null,16409,null,319,null,21703,null,575,null,41846,null,494,null,0400000US12,Florida,12
31586,null,181,null,24236,null,2827,null,22368,null,2425,null,39722,null,4302,null,29676,null,1148,null,34936,null,962,null,40724,null,1029,null,23233,null,742,null,38863,null,1751,null,37059,null,951,null,47145,null,3588,null,52793,null,2485,null,40102,null,1073,null,42856,null,1495,null,33574,null,2277,null,40759,null,873,null,57244,null,2575,null,51175,null,11232,null,25326,null,975,null,32114,null,458,null,35334,null,979,null,30837,null,487,null,14187,null,763,null,16483,null,1591,null,13750,null,877,null,22510,null,1058,null,41222,null,769,null,0400000US13,Georgia,13
