C18107_001E,C18107_001EA,C18107_001M,C18107_001MA,C18107_002E,C18107_002EA,C18107_002M,C18107_002MA,C18107_003E,C18107_003EA,C18107_003M,C18107_003MA,C18107_004E,C18107_004EA,C18107_004M,C18107_004MA,C18107_005E,C18107_005EA,C18107_005M,C18107_005MA,C18107_006E,C18107_006EA,C18107_006M,C18107_006MA,C18107_007E,C18107_007EA,C18107_007M,C18107_007MA,C18107_008E,C18107_008EA,C18107_008M,C18107_008MA,C18107_009E,C18107_009EA,C18107_009M,C18107_009MA,C18107_010E,C18107_010EA,C18107_010M,C18107_010MA,C18107_011E,C18107_011EA,C18107_011M,C18107_011MA,C18107_012E,C18107_012EA,C18107_012M,C18107_012MA,C18107_013E,C18107_013EA,C18107_013M,C18107_013MA,C18107_014E,C18107_014EA,C18107_014M,C18107_014MA,C18107_015E,C18107_015EA,C18107_015M,C18107_015MA,GEO_ID,NAME,state
3454453,null,3292,null,1625917,null,3933,null,1369886,null,3608,null,69383,null,3696,null,1300503,null,4718,null,256031,null,1863,null,41960,null,2812,null,214071,null,3422,null,1828536,null,3147,null,1470605,null,3065,null,81723,null,4556,null,1388882,null,4981,null,357931,null,1990,null,95139,null,3716,null,262792,null,3986,null,0400000US01,Alabama,01
478653,null,2899,null,241324,null,2802,null,218187,null,2814,null,6806,null,1407,null,211381,null,2801,null,23137,null,626,null,2135,null,584,null,21002,null,808,null,237329,null,1252,null,212751,null,1383,null,7757,null,1703,null,204994,null,2219,null,24578,null,684,null,5017,null,1025,null,19561,null,1162,null,0400000US02,Alaska,02
4696945,null,2947,null,2304357,null,3293,null,1919866,null,3728,null,60159,null,4435,null,1859707,null,5818,null,384491,null,1769,null,42242,null,3700,null,342249,null,3805,null,2392588,null,2402,null,1922663,null,2579,null,72554,null,5025,null,1850109,null,5930,null,469925,null,2050,null,83466,null,4735,null,386459,null,4492,null,0400000US04,Arizona,04
2100139,null,2626,null,1005161,null,3276,null,837986,null,3460,null,47907,null,3642,null,790079,null,4922,null,167175,null,1778,null,25509,null,2490,null,141666,null,2440,null,1094978,null,3322,null,876889,null,3438,null,51301,null,3720,null,825588,null,5066,null,218089,null,1680,null,50988,null,3006,null,167101,null,3167,null,0400000US05,Arkansas,05
26812886,null,6878,null,13157196,null,8364,null,11431915,null,7795,null,316732,null,10483,null,11115183,null,12761,null,1725281,null,4272,null,245153,null,7797,null,1480128,null,7902,null,13655690,null,7324,null,11378951,null,7913,null,370468,null,12213,null,11008483,null,14544,null,2276739,null,6449,null,538590,null,11439,null,1738149,null,11626,null,0400000US06,California,06
3649468,null,2613,null,1810749,null,3436,null,1591897,null,3328,null,33305,null,2779,null,1558592,null,4346,null,218852,null,1948,null,23887,null,1987,null,194965,null,2382,null,1838719,null,2949,null,1562266,null,2646,null,41358,null,3289,null,1520908,null,4671,null,276453,null,1676,null,49443,null,2750,null,227010,null,2861,null,0400000US08,Colorado,08
2630877,null,1444,null,1259148,null,2261,null,1068564,null,2290,null,27589,null,2580,null,1040975,null,3538,null,190584,null,843,null,19114,null,1788,null,171470,null,1799,null,1371729,null,1868,null,1111629,null,1886,null,33417,null,2523,null,1078212,null,2884,null,260100,null,1407,null,47855,null,2719,null,212245,null,2848,null,0400000US09,Connecticut,09
650088,null,1728,null,307138,null,1558,null,255873,null,1496,null,7260,null,1334,null,248613,null,1894,null,51265,null,545,null,5580,null,1028,null,45685,null,1254,null,342950,null,1049,null,277828,null,1177,null,11096,null,1722,null,266732,null,2050,null,65122,null,774,null,11832,null,1189,null,53290,null,1278,null,0400000US10,Delaware,10
469201,null,1068,null,215434,null,1561,null,189612,null,1245,null,5757,null,1437,null,183855,null,1778,null,25822,null,1035,null,2881,null,884,null,22941,null,1323,null,253767,null,1153,null,213275,null,690,null,7563,null,1737,null,205712,null,2046,null,40492,null,1079,null,8523,null,1306,null,31969,null,1426,null,0400000US11,District of Columbia,11
13999511,null,6418,null,6709589,null,8909,null,5332986,null,9420,null,182663,null,9315,null,5150323,null,12858,null,1376603,null,3520,null,155561,null,6211,null,1221042,null,6418,null,7289922,null,5870,null,5561721,null,5509,null,199007,null,7875,null,5362714,null,8991,null,1728201,null,3310,null,323098,null,8175,null,1405103,null,8543,null,0400000US12,Florida,12
6937383,null,4666,null,3301856,null,5363,null,2906233,null,5638,null,98885,null,6915,null,2807348,null,9580,null,395623,null,2954,null,51913,null,3224,null,343710,null,4163,null,3635527,null,4965,null,3080713,null,5749,null,108065,null,5318,null,2972648,null,7819,null,554814,null,3270,null,133723,null,5916,null,421091,null,5654,null,0400000US13,Georgia,13
952172,null,2951,null,459605,null,3073,null,378928,null,3133,null,8750,null,1540,null,370178,null,3694,null,80677,null,658,null,11931,null,1401,null,68746,null,1532,null,492567,null,2060,null,387496,null,1958,null,11494,null,1646,null,376002,null,2166,null,105071,null,747,null,20143,null,1924,null,84928,null,2134,null,0400000US15,Hawaii,15
1085817,null,1520,null,539231,null,3146,null,458895,null,3143,null,12131,null,1733,null,446764,null,3532,null,80336,null,931,null,10199,null,1211,null,70137,null,1440,null,546586,null,3103,null,453385,null,3160,null,15857,null,2299,null,437528,null,3980,null,93201,null,1387,null,18204,null,1899,null,74997,null,2197,null,0400000US16,Idaho,16
9533794,null,3136,null,4616351,null,4734,null,3991029,null,4553,null,110502,null,7527,null,3880527,null,8261,null,625322,null,2035,null,76463,null,3657,null,548859,null,4039,null,4917443,null,4112,null,4047395,null,4962,null,125122,null,6657,null,3922273,null,8593,null,870048,null,4619,null,169641,null,5298,null,700407,null,6574,null,0400000US17,Illinois,17
