B17007_001E,B17007_001EA,B17007_001M,B17007_001MA,B17007_002E,B17007_002EA,B17007_002M,B17007_002MA,B17007_003E,B17007_003EA,B17007_003M,B17007_003MA,B17007_004E,B17007_004EA,B17007_004M,B17007_004MA,B17007_005E,B17007_005EA,B17007_005M,B17007_005MA,B17007_006E,B17007_006EA,B17007_006M,B17007_006MA,B17007_007E,B17007_007EA,B17007_007M,B17007_007MA,B17007_008E,B17007_008EA,B17007_008M,B17007_008MA,B17007_009E,B17007_009EA,B17007_009M,B17007_009MA,B17007_010E,B17007_010EA,B17007_010M,B17007_010MA,B17007_011E,B17007_011EA,B17007_011M,B17007_011MA,B17007_012E,B17007_012EA,B17007_012M,B17007_012MA,B17007_013E,B17007_013EA,B17007_013M,B17007_013MA,B17007_014E,B17007_014EA,B17007_014M,B17007_014MA,B17007_015E,B17007_015EA,B17007_015M,B17007_015MA,B17007_016E,B17007_016EA,B17007_016M,B17007_016MA,B17007_017E,B17007_017EA,B17007_017M,B17007_017MA,B17007_018E,B17007_018EA,B17007_018M,B17007_018MA,B17007_019E,B17007_019EA,B17007_019M,B17007_019MA,B17007_020E,B17007_020EA,B17007_020M,B17007_020MA,B17007_021E,B17007_021EA,B17007_021M,B17007_021MA,B17007_022E,B17007_022EA,B17007_022M,B17007_022MA,B17007_023E,B17007_023EA,B17007_023M,B17007_023MA,B17007_024E,B17007_024EA,B17007_024M,B17007_024MA,B17007_025E,B17007_025EA,B17007_025M,B17007_025MA,B17007_026E,B17007_026EA,B17007_026M,B17007_026MA,B17007_027E,B17007_027EA,B17007_027M,B17007_027MA,B17007_028E,B17007_028EA,B17007_028M,B17007_028MA,B17007_029E,B17007_029EA,B17007_029M,B17007_029MA,B17007_030E,B17007_030EA,B17007_030M,B17007_030MA,B17007_031E,B17007_031EA,B17007_031M,B17007_031MA,B17007_032E,B17007_032EA,B17007_032M,B17007_032MA,B17007_033E,B17007_033EA,B17007_033M,B17007_033MA,B17007_034E,B17007_034EA,B17007_034M,B17007_034MA,B17007_035E,B17007_035EA,B17007_035M,B17007_035MA,B17007_036E,B17007_036EA,B17007_036M,B17007_036MA,B17007_037E,B17007_037EA,B17007_037M,B17007_037MA,B17007_038E,B17007_038EA,B17007_038M,B17007_038MA,B17007_039E,B17007_039EA,B17007_039M,B17007_039MA,B17007_040E,B17007_040EA,B17007_040M,B17007_040MA,B17007_041E,B17007_041EA,B17007_041M,B17007_041MA,B17007_042E,B17007_042EA,B17007_042M,B17007_042MA,B17007_043E,B17007_043EA,B17007_043M,B17007_043MA,GEO_ID,NAME,state
767995,null,12073,null,219345,null,6685,null,83231,null,5409,null,632,null,414,null,1503,null,838,null,17182,null,2447,null,13391,null,2842,null,10514,null,1830,null,16192,null,2594,null,12857,null,1543,null,5186,null,1117,null,5774,null,1223,null,136114,null,4610,null,914,null,515,null,1653,null,584,null,30795,null,2968,null,12061,null,1969,null,7890,null,1355,null,21174,null,2385,null,21332,null,2017,null,16181,null,1616,null,24114,null,1758,null,548650,null,11711,null,271810,null,8238,null,142,null,210,null,161,null,190,null,29367,null,3235,null,56105,null,4153,null,48284,null,3780,null,56138,null,3308,null,40859,null,3017,null,21678,null,2142,null,19076,null,1721,null,276840,null,8380,null,0,null,271,null,0,null,271,null,19110,null,2266,null,30675,null,3037,null,27575,null,2615,null,44761,null,3761,null,45702,null,3176,null,46331,null,2811,null,62686,null,3153,null,0400000US01,Alabama,01
138909,null,6233,null,23926,null,2767,null,12732,null,1972,null,290,null,274,null,362,null,294,null,3289,null,1308,null,2151,null,718,null,1535,null,582,null,3056,null,899,null,1824,null,779,null,130,null,120,null,95,null,90,null,11194,null,1828,null,204,null,251,null,558,null,321,null,3443,null,1050,null,2317,null,871,null,1234,null,570,null,1254,null,591,null,1577,null,601,null,375,null,272,null,232,null,159,null,114983,null,5719,null,65031,null,3841,null,0,null,240,null,193,null,243,null,10697,null,1748,null,17912,null,1826,null,10062,null,1785,null,11482,null,1626,null,9556,null,1144,null,3246,null,571,null,1883,null,587,null,49952,null,3331,null,0,null,240,null,0,null,240,null,7198,null,1325,null,9764,null,1791,null,6717,null,1219,null,10772,null,1361,null,8336,null,1216,null,4251,null,1006,null,2914,null,544,null,0400000US02,Alaska,02
1228405,null,20524,null,290429,null,10680,null,130673,null,7003,null,787,null,478,null,3193,null,1198,null,32542,null,3038,null,28394,null,4014,null,18386,null,2762,null,19543,null,3166,null,16917,null,2240,null,5835,null,1110,null,5076,null,1161,null,159756,null,8288,null,889,null,500,null,2918,null,906,null,39590,null,5312,null,30379,null,5001,null,17742,null,2680,null,18644,null,2776,null,18343,null,2011,null,13229,null,1800,null,18022,null,2135,null,937976,null,17778,null,496199,null,11014,null,0,null,302,null,1615,null,957,null,51940,null,4676,null,125919,null,6481,null,93538,null,5394,null,89872,null,4632,null,61767,null,4155,null,33899,null,2479,null,37649,null,2966,null,441777,null,10752,null,0,null,302,null,0,null,302,null,39637,null,3994,null,73642,null,4359,null,48047,null,3806,null,71407,null,4198,null,73417,null,3947,null,55829,null,2753,null,79798,null,3229,null,0400000US04,Arizona,04
479058,null,12603,null,146069,null,6890,null,62483,null,5027,null,470,null,390,null,1455,null,745,null,14882,null,2290,null,11149,null,2263,null,6849,null,1410,null,11165,null,1731,null,9072,null,1491,null,3877,null,810,null,3564,null,749,null,83586,null,4516,null,331,null,265,null,626,null,383,null,16288,null,2456,null,8852,null,1585,null,7513,null,1437,null,12035,null,1672,null,12052,null,1703,null,9062,null,1400,null,16827,null,2043,null,332989,null,9657,null,162948,null,6567,null,31,null,71,null,375,null,393,null,18479,null,2835,null,33564,null,3182,null,29977,null,2780,null,30061,null,2705,null,22663,null,2453,null,15466,null,1767,null,12332,null,1696,null,170041,null,5858,null,0,null,269,null,384,null,419,null,12286,null,2265,null,21686,null,2560,null,16774,null,2281,null,27704,null,2443,null,28264,null,2285,null,23832,null,2021,null,39111,null,2545,null,0400000US05,Arkansas,05
6449457,null,45640,null,1483113,null,25168,null,662270,null,19394,null,5932,null,1257,null,14157,null,2141,null,176016,null,9093,null,125481,null,8280,null,91275,null,6290,null,106545,null,6836,null,83294,null,4910,null,31372,null,3179,null,28198,null,2566,null,820843,null,17789,null,5673,null,1271,null,12888,null,1931,null,205351,null,9565,null,135313,null,7424,null,97635,null,7095,null,105077,null,5641,null,104097,null,5589,null,61747,null,4269,null,93062,null,6072,null,4966344,null,39991,null,2602284,null,27875,null,179,null,295,null,1399,null,679,null,247355,null,10827,null,681830,null,13859,null,543432,null,11989,null,465898,null,11727,null,313977,null,8027,null,178134,null,5560,null,170080,null,6242,null,2364060,null,21458,null,98,null,115,null,302,null,274,null,208031,null,9386,null,438593,null,10267,null,314619,null,10034,null,358139,null,10916,null,356285,null,6756,null,278170,null,5772,null,409823,null,7418,null,0400000US06,California,06
1008394,null,18300,null,210069,null,9302,null,92088,null,5669,null,645,null,441,null,1657,null,523,null,27156,null,3386,null,17174,null,2479,null,13232,null,2205,null,12866,null,1819,null,12112,null,1974,null,4246,null,1013,null,3000,null,765,null,117981,null,6703,null,352,null,292,null,1140,null,546,null,38938,null,4105,null,14778,null,2377,null,11435,null,2230,null,16110,null,2457,null,14685,null,1911,null,8462,null,1277,null,12081,null,1778,null,798325,null,15744,null,435914,null,10732,null,34,null,59,null,273,null,330,null,50516,null,5030,null,121172,null,5570,null,88211,null,5091,null,76596,null,4007,null,53774,null,2734,null,24862,null,1908,null,20476,null,1814,null,362411,null,9109,null,0,null,275,null,257,null,231,null,37386,null,2738,null,72285,null,3977,null,44873,null,3139,null,60317,null,3146,null,60324,null,3479,null,36871,null,2226,null,50098,null,3367,null,0400000US08,Colorado,08
609573,null,11151,null,121415,null,5981,null,51557,null,4148,null,508,null,505,null,504,null,302,null,11253,null,2338,null,8580,null,1503,null,8179,null,1674,null,9077,null,1692,null,7092,null,1347,null,3410,null,837,null,2954,null,1058,null,69858,null,4411,null,159,null,153,null,1622,null,652,null,15780,null,3042,null,8264,null,1433,null,6303,null,1352,null,9511,null,1578,null,9217,null,1416,null,6710,null,1252,null,12292,null,1667,null,488158,null,10377,null,236909,null,7280,null,0,null,275,null,155,null,116,null,19038,null,2819,null,54924,null,3299,null,44983,null,3194,null,47535,null,3256,null,31133,null,2261,null,18087,null,1516,null,21054,null,1625,null,251249,null,6499,null,66,null,114,null,52,null,85,null,14447,null,1923,null,38741,null,2706,null,30093,null,2958,null,39163,null,3113,null,41563,null,2594,null,32400,null,2248,null,54724,null,2834,null,0400000US09,Connecticut,09
153395,null,5882,null,32389,null,3100,null,12186,null,1884,null,149,null,184,null,66,null,107,null,3148,null,945,null,1550,null,690,null,1699,null,684,null,2550,null,762,null,1603,null,548,null,743,null,393,null,678,null,446,null,20203,null,2303,null,60,null,97,null,465,null,324,null,6256,null,1503,null,2108,null,826,null,1369,null,552,null,2506,null,731,null,2136,null,618,null,2302,null,751,null,3001,null,675,null,121006,null,4957,null,60742,null,3728,null,0,null,263,null,0,null,263,null,6774,null,1460,null,13077,null,1949,null,10915,null,1627,null,11882,null,1453,null,8591,null,1347,null,5081,null,822,null,4422,null,788,null,60264,null,3517,null,0,null,263,null,0,null,263,null,4372,null,1007,null,9652,null,1702,null,6805,null,1328,null,9640,null,1194,null,10779,null,1203,null,9237,null,1213,null,9779,null,1183,null,0400000US10,Delaware,10
206565,null,6860,null,41925,null,3633,null,19728,null,2450,null,98,null,163,null,0,null,296,null,4453,null,1155,null,4164,null,1321,null,2092,null,742,null,3564,null,1018,null,2810,null,712,null,1615,null,758,null,932,null,392,null,22197,null,2416,null,0,null,296,null,102,null,124,null,5596,null,1224,null,2188,null,792,null,2612,null,1008,null,3831,null,1221,null,2699,null,949,null,2044,null,769,null,3125,null,827,null,164640,null,6350,null,81301,null,3871,null,0,null,296,null,0,null,296,null,7610,null,1664,null,26887,null,1785,null,17021,null,1733,null,12702,null,1466,null,8742,null,1333,null,5165,null,936,null,3174,null,754,null,83339,null,4130,null,0,null,296,null,0,null,296,null,7739,null,1504,null,26548,null,2121,null,12495,null,1458,null,11035,null,1376,null,12303,null,1477,null,6732,null,922,null,6487,null,1146,null,0400000US11,District of Columbia,11
3582781,null,36707,null,843090,null,18862,null,373832,null,13258,null,2284,null,1006,null,4091,null,1159,null,84756,null,7019,null,57669,null,5556,null,52443,null,5967,null,65451,null,5371,null,49818,null,3944,null,27221,null,2828,null,30099,null,2873,null,469258,null,13320,null,1239,null,596,null,5706,null,1351,null,95688,null,7304,null,54911,null,4433,null,43439,null,3761,null,62709,null,4547,null,62888,null,4583,null,58603,null,3780,null,84075,null,4721,null,2739691,null,31936,null,1391832,null,19971,null,63,null,105,null,624,null,451,null,110644,null,6456,null,318007,null,11070,null,264605,null,8721,null,255144,null,8380,null,187314,null,6047,null,118005,null,5130,null,137426,null,5223,null,1347859,null,18832,null,0,null,305,null,386,null,371,null,89249,null,5430,null,195461,null,7593,null,145919,null,7220,null,201119,null,6932,null,219755,null,7181,null,182182,null,5691,null,313788,null,7992,null,0400000US12,Florida,12
