B99171_001E,B99171_001EA,B99171_002E,B99171_002EA,B99171_003E,B99171_003EA,B99171_004E,B99171_004EA,B99171_005E,B99171_005EA,B99171_006E,B99171_006EA,B99171_007E,B99171_007EA,B99171_008E,B99171_008EA,B99171_009E,B99171_009EA,B99171_010E,B99171_010EA,B99171_011E,B99171_011EA,B99171_012E,B99171_012EA,B99171_013E,B99171_013EA,B99171_014E,B99171_014EA,B99171_015E,B99171_015EA,GEO_ID,NAME,state
767995,null,154886,null,13329,null,561,null,791,null,810,null,1609,null,47359,null,409034,null,10229,null,4102,null,3263,null,4047,null,6899,null,111076,null,0400000US01,Alabama,01
138909,null,18402,null,788,null,373,null,16,null,489,null,1216,null,2642,null,96966,null,814,null,845,null,702,null,878,null,5848,null,8930,null,0400000US02,Alaska,02
1228405,null,210255,null,17418,null,1138,null,857,null,613,null,1196,null,58952,null,688630,null,13924,null,5005,null,3817,null,4684,null,11251,null,210665,null,0400000US04,Arizona,04
479058,null,109189,null,7037,null,374,null,271,null,552,null,1383,null,27263,null,248668,null,5462,null,2689,null,1704,null,2572,null,4759,null,67135,null,0400000US05,Arkansas,05
6449457,null,1062799,null,98226,null,4302,null,3212,null,3422,null,7667,null,303485,null,3704175,null,73662,null,39438,null,22077,null,30128,null,63062,null,1033802,null,0400000US06,California,06
1008394,null,163576,null,9608,null,983,null,512,null,745,null,1390,null,33255,null,634994,null,11205,null,6164,null,2657,null,3649,null,8282,null,131374,null,0400000US08,Colorado,08
609573,null,86297,null,7029,null,595,null,207,null,116,null,1112,null,26059,null,367893,null,10836,null,4638,null,3458,null,3322,null,7819,null,90192,null,0400000US09,Connecticut,09
153395,null,22648,null,1735,null,0,null,57,null,224,null,154,null,7571,null,87591,null,2128,null,1066,null,821,null,1160,null,1576,null,26664,null,0400000US10,Delaware,10
206565,null,29514,null,2734,null,40,null,0,null,0,null,352,null,9285,null,124286,null,1862,null,1443,null,178,null,769,null,1902,null,34200,null,0400000US11,District of Columbia,11
3582781,null,599640,null,57242,null,2536,null,2149,null,2728,null,4428,null,174367,null,1943034,null,58969,null,20694,null,13411,null,20632,null,41783,null,641168,null,0400000US12,Florida,12
1592795,null,294844,null,20318,null,1492,null,475,null,660,null,1812,null,90753,null,836081,null,16977,null,9196,null,4374,null,6782,null,14442,null,294589,null,0400000US13,Georgia,13
220354,null,37467,null,3358,null,42,null,129,null,155,null,218,null,13788,null,118391,null,2546,null,1247,null,823,null,885,null,1915,null,39390,null,0400000US15,Hawaii,15
252768,null,51529,null,2429,null,228,null,0,null,28,null,181,null,10595,null,145126,null,3552,null,1253,null,709,null,1749,null,2617,null,32772,null,0400000US16,Idaho,16
2234142,null,367008,null,24681,null,1709,null,1282,null,1079,null,3738,null,96738,null,1308336,null,31298,null,15018,null,8715,null,11767,null,22395,null,340378,null,0400000US17,Illinois,17
1134137,null,200265,null,16094,null,1227,null,437,null,1338,null,2012,null,52517,null,664554,null,16169,null,7125,null,4374,null,5722,null,14068,null,148235,null,0400000US18,Indiana,18
585762,null,114410,null,5700,null,1126,null,732,null,521,null,1127,null,27553,null,345329,null,8327,null,4007,null,2957,null,3170,null,6905,null,63898,null,0400000US19,Iowa,19
504380,null,93041,null,5563,null,472,null,134,null,447,null,1192,null,20464,null,306472,null,6627,null,3913,null,1827,null,2910,null,7439,null,53879,null,0400000US20,Kansas,20
741931,null,179215,null,10585,null,634,null,449,null,915,null,1769,null,36404,null,397131,null,9747,null,2834,null,1574,null,4430,null,7713,null,88531,null,0400000US21,Kentucky,21
