C15003_001E,C15003_001EA,C15003_001M,C15003_001MA,C15003_002E,C15003_002EA,C15003_002M,C15003_002MA,C15003_003E,C15003_003EA,C15003_003M,C15003_003MA,C15003_004E,C15003_004EA,C15003_004M,C15003_004MA,C15003_005E,C15003_005EA,C15003_005M,C15003_005MA,C15003_006E,C15003_006EA,C15003_006M,C15003_006MA,C15003_007E,C15003_007EA,C15003_007M,C15003_007MA,C15003_008E,C15003_008EA,C15003_008M,C15003_008MA,C15003_009E,C15003_009EA,C15003_009M,C15003_009MA,C15003_010E,C15003_010EA,C15003_010M,C15003_010MA,C15003_011E,C15003_011EA,C15003_011M,C15003_011MA,C15003_012E,C15003_012EA,C15003_012M,C15003_012MA,C15003_013E,C15003_013EA,C15003_013M,C15003_013MA,C15003_014E,C15003_014EA,C15003_014M,C15003_014MA,C15003_015E,C15003_015EA,C15003_015M,C15003_015MA,C15003_016E,C15003_016EA,C15003_016M,C15003_016MA,C15003_017E,C15003_017EA,C15003_017M,C15003_017MA,C15003_018E,C15003_018EA,C15003_018M,C15003_018MA,GEO_ID,NAME,state
6191871,null,8738,null,73128,null,5290,null,47663,null,4270,null,98571,null,6817,null,153640,null,7177,null,128873,null,6627,null,200839,null,8041,null,193141,null,8135,null,100744,null,6782,null,1521176,null,22042,null,295924,null,9467,null,337015,null,9772,null,937651,null,16765,null,401040,null,11109,null,1100034,null,16987,null,424577,null,10409,null,112797,null,5441,null,65058,null,4011,null,0400000US13,Georgia,13
873046,null,2596,null,8411,null,1473,null,4877,null,1126,null,14356,null,1993,null,13434,null,1928,null,8733,null,1421,null,12782,null,1795,null,11994,null,1908,null,10259,null,1410,null,229702,null,8307,null,21123,null,2367,null,50743,null,3163,null,147445,null,6393,null,85014,null,5000,null,167681,null,6106,null,55608,null,3504,null,21493,null,2326,null,9391,null,1524,null,0400000US15,Hawaii,15
959162,null,2120,null,10791,null,2072,null,7357,null,1385,null,13115,null,2333,null,16529,null,1899,null,11722,null,1928,null,19444,null,2130,null,22315,null,2591,null,15081,null,2052,null,223911,null,6161,null,42189,null,3192,null,80635,null,4241,null,183910,null,6444,null,82006,null,3510,null,159133,null,5837,null,47955,null,3436,null,14261,null,1864,null,8808,null,1469,null,0400000US16,Idaho,16
8393247,null,9864,null,94426,null,7108,null,63584,null,4906,null,165690,null,7565,null,216786,null,7930,null,126053,null,7114,null,166140,null,6767,null,191527,null,7183,null,161218,null,6927,null,2002286,null,22727,null,293266,null,9700,null,570016,null,10365,null,1225856,null,17696,null,608705,null,10146,null,1565010,null,17310,null,677947,null,10918,null,174295,null,7134,null,90442,null,4875,null,0400000US17,Illinois,17
4177420,null,4657,null,34974,null,3521,null,16013,null,2424,null,33132,null,3247,null,99114,null,4928,null,74983,null,4056,null,125537,null,5205,null,116945,null,4315,null,74037,null,4268,null,1265984,null,14038,null,200616,null,7965,null,284320,null,7285,null,581984,null,11171,null,313410,null,6798,null,617092,null,11060,null,242891,null,8182,null,58632,null,4176,null,37756,null,2669,null,0400000US18,Indiana,18
1979224,null,3332,null,11588,null,2236,null,6150,null,1161,null,9037,null,1215,null,49686,null,3350,null,22910,null,1960,null,30610,null,2622,null,38800,null,2987,null,24108,null,2445,null,583832,null,9700,null,84585,null,3632,null,161748,null,5455,null,284544,null,7630,null,191386,null,5697,null,335245,null,7895,null,96911,null,4377,null,29339,null,2334,null,18745,null,1902,null,0400000US19,Iowa,19
1806450,null,3846,null,9878,null,1520,null,5758,null,1133,null,19289,null,2331,null,38111,null,2744,null,25557,null,2367,null,31727,null,2488,null,35428,null,2956,null,23758,null,2217,null,430062,null,8300,null,74594,null,3597,null,154277,null,5975,null,288553,null,6696,null,134503,null,5220,null,353290,null,6812,null,130565,null,5872,null,32737,null,3118,null,18363,null,2000,null,0400000US20,Kansas,20
2872922,null,5170,null,30742,null,3102,null,22129,null,2702,null,35716,null,3457,null,141301,null,5757,null,76408,null,5486,null,93267,null,4771,null,92619,null,4958,null,44508,null,3728,null,789599,null,11304,null,199803,null,7588,null,195854,null,6183,null,393108,null,8944,null,192580,null,6544,null,337111,null,7366,null,162109,null,6049,null,45708,null,3554,null,20360,null,1933,null,0400000US21,Kentucky,21
2830500,null,5067,null,37809,null,3699,null,22908,null,2495,null,40020,null,3688,null,100165,null,5260,null,68356,null,4571,null,101324,null,5445,null,111054,null,6810,null,49923,null,3622,null,838376,null,12366,null,152409,null,5840,null,160348,null,6115,null,436113,null,10433,null,137845,null,5500,null,389972,null,9875,null,121972,null,5650,null,39165,null,3545,null,22741,null,2754,null,0400000US22,Louisiana,22
928594,null,1725,null,4327,null,958,null,2753,null,932,null,3700,null,935,null,23611,null,2068,null,14159,null,1848,null,21082,null,2497,null,15414,null,2307,null,10408,null,1367,null,280291,null,7573,null,44669,null,2561,null,58168,null,3687,null,130535,null,5091,null,83959,null,4466,null,153102,null,6142,null,59024,null,3820,null,13541,null,1630,null,9851,null,1216,null,0400000US23,Maine,23
3741795,null,3580,null,34290,null,3043,null,21024,null,2710,null,42904,null,3686,null,69512,null,4256,null,56392,null,4033,null,81594,null,4409,null,86617,null,5737,null,56928,null,3574,null,861570,null,12400,null,125296,null,6365,null,229645,null,7770,null,528731,null,9734,null,230850,null,7520,null,739285,null,12724,null,385466,null,9079,null,111735,null,4470,null,79956,null,4481,null,0400000US24,Maryland,24
4397927,null,3221,null,59973,null,5844,null,32736,null,3823,null,45262,null,3999,null,78807,null,5467,null,58887,null,4241,null,79222,null,5544,null,71665,null,4684,null,70075,null,4142,null,1043266,null,14456,null,128866,null,6868,null,217939,null,6806,null,504445,null,11451,null,331517,null,9856,null,956049,null,14644,null,498721,null,11951,null,126357,null,5853,null,94140,null,4359,null,0400000US25,Massachusetts,25
6627768,null,5124,null,68519,null,5663,null,22647,null,3086,null,40314,null,3765,null,111815,null,5300,null,92277,null,4393,null,171641,null,6633,null,177776,null,7716,null,103514,null,4635,null,1793375,null,17716,null,270859,null,7368,null,533225,null,10003,null,1067298,null,15004,null,534335,null,11411,null,1015678,null,13772,null,446993,null,9031,null,112101,null,4468,null,65401,null,3444,null,0400000US26,Michigan,26
3456013,null,3781,null,31576,null,3114,null,10967,null,1705,null,16331,null,2371,null,63229,null,3661,null,27122,null,2366,null,46102,null,3169,null,49530,null,2698,null,45908,null,2687,null,843296,null,10808,null,107565,null,4796,null,245919,null,5298,null,545232,null,9617,null,333882,null,8500,null,744626,null,10513,null,232531,null,6212,null,72822,null,3676,null,39375,null,2654,null,0400000US27,Minnesota,27
1862456,null,7273,null,25356,null,3024,null,15702,null,2031,null,28489,null,2870,null,66452,null,4482,null,50744,null,3629,null,74077,null,4888,null,77863,null,5385,null,35758,null,3548,null,455205,null,10580,null,104789,null,4554,null,109199,null,6300,null,311775,null,10971,null,145996,null,5675,null,234364,null,8758,null,88710,null,4753,null,23391,null,2151,null,14586,null,1852,null,0400000US28,Mississippi,28
3915849,null,6310,null,35743,null,4982,null,10098,null,1558,null,25940,null,2850,null,107315,null,4597,null,64068,null,4547,null,107255,null,5613,null,122535,null,6668,null,56496,null,3679,null,1070280,null,14985,null,183080,null,6553,null,290574,null,7701,null,600159,null,12643,null,263099,null,7216,null,621851,null,10947,null,255751,null,7475,null,63585,null,3870,null,38020,null,2813,null,0400000US29,Missouri,29
648277,null,2676,null,2433,null,739,null,858,null,486,null,1179,null,459,null,13671,null,2038,null,7128,null,1223,null,13112,null,1681,null,12187,null,1561,null,8198,null,1237,null,167663,null,5941,null,32656,null,2558,null,48597,null,3455,null,115248,null,5744,null,49516,null,3168,null,121576,null,4732,null,36162,null,2975,null,11904,null,1505,null,6189,null,1114,null,0400000US30,Montana,30
1151267,null,2670,null,7751,null,1502,null,5051,null,1353,null,10540,null,1763,null,24220,null,2165,null,14361,null,1865,null,16048,null,1879,null,22004,null,2262,null,13591,null,1689,null,299334,null,6737,null,41561,null,3128,null,94003,null,3950,null,187227,null,5581,null,103164,null,4398,null,213091,null,6523,null,66587,null,3463,null,21768,null,2107,null,10966,null,1524,null,0400000US31,Nebraska,31
1710130,null,3891,null,20836,null,2307,null,15543,null,2565,null,44647,null,3867,null,30664,null,3586,null,32210,null,4391,null,39036,null,3710,null,49945,null,4138,null,48767,null,4087,null,426949,null,10418,null,59654,null,3851,null,127413,null,5575,null,320373,null,9261,null,120278,null,6333,null,254739,null,8488,null,82770,null,4859,null,24131,null,2574,null,12175,null,1664,null,0400000US32,Nevada,32
903088,null,1899,null,5238,null,1085,null,2667,null,964,null,4179,null,1284,null,16550,null,1848,null,10441,null,1675,null,14798,null,1833,null,17731,null,2528,null,10635,null,1251,null,224980,null,6780,null,37548,null,3156,null,53650,null,3726,null,120081,null,4850,null,83703,null,3822,null,192469,null,6299,null,81088,null,4155,null,16774,null,1911,null,10556,null,1404,null,0400000US33,New Hampshire,33
5864395,null,2575,null,58981,null,4084,null,49060,null,4594,null,91827,null,7406,null,119951,null,7220,null,72947,null,4619,null,111588,null,5635,null,129455,null,5806,null,106779,null,4602,null,1573798,null,19056,null,153851,null,6602,null,308531,null,9044,null,701735,null,12748,null,368268,null,10046,null,1266033,null,16352,null,531683,null,11065,null,142075,null,6282,null,77833,null,4037,null,0400000US34,New Jersey,34
1278005,null,4018,null,15806,null,2158,null,18601,null,2393,null,36249,null,3927,null,30107,null,3187,null,29843,null,3381,null,33438,null,3053,null,39922,null,3497,null,20547,null,2299,null,277362,null,8553,null,56977,null,4056,null,78863,null,3906,null,229456,null,9239,null,94904,null,4451,null,178600,null,6569,null,96052,null,4941,null,20322,null,2022,null,20956,null,2097,null,0400000US35,New Mexico,35
13072344,null,5082,null,207079,null,9207,null,144587,null,8029,null,275042,null,10173,null,324620,null,9664,null,208318,null,9182,null,308650,null,9516,null,315890,null,10506,null,294525,null,8815,null,3115089,null,23790,null,499601,null,12173,null,609026,null,11338,null,1541922,null,19297,null,1054806,null,17705,null,2368483,null,23401,null,1273563,null,17736,null,357113,null,10220,null,174030,null,7395,null,0400000US36,New York,36
6085315,null,8660,null,68760,null,5200,null,53556,null,4735,null,98615,null,5903,null,162676,null,6103,null,153591,null,6128,null,190055,null,6337,null,187468,null,7517,null,81419,null,4915,null,1412377,null,16979,null,268505,null,10478,null,398464,null,8148,null,926472,null,16368,null,497276,null,10467,null,1060313,null,16657,null,371435,null,9774,null,89164,null,4884,null,65169,null,3780,null,0400000US37,North Carolina,37
418893,null,1871,null,2340,null,590,null,865,null,349,null,882,null,319,null,18712,null,1684,null,3895,null,818,null,6427,null,899,null,5222,null,949,null,5099,null,961,null,99517,null,3215,null,13955,null,1495,null,26724,null,1758,null,71522,null,3069,null,51090,null,2439,null,85130,null,3640,null,19474,null,1872,null,5053,null,1023,null,2986,null,808,null,0400000US38,North Dakota,38
7664309,null,4563,null,59709,null,3883,null,22526,null,2489,null,34518,null,2764,null,146415,null,6118,null,116288,null,5536,null,204158,null,7667,null,229935,null,7037,null,134073,null,6009,null,2430311,null,21712,null,283557,null,8917,null,541235,null,9351,null,1047136,null,13867,null,567394,null,11564,null,1179230,null,13582,null,476942,null,11182,null,121994,null,4989,null,68888,null,4272,null,0400000US39,Ohio,39
2359350,null,4649,null,19465,null,2224,null,12921,null,1887,null,27365,null,3170,null,56443,null,3544,null,44436,null,3662,null,62932,null,3419,null,76476,null,4789,null,41374,null,3115,null,634144,null,9476,null,124129,null,4773,null,171389,null,5940,null,404078,null,8101,null,161141,null,5107,null,353517,null,8134,null,117398,null,5068,null,32656,null,2542,null,19486,null,2121,null,0400000US40,Oklahoma,40
2580555,null,3695,null,23552,null,3484,null,15679,null,2637,null,29875,null,4163,null,39105,null,3674,null,37984,null,4380,null,44274,null,3377,null,57342,null,4293,null,45187,null,3919,null,547394,null,10324,null,113858,null,5010,null,211993,null,6843,null,477479,null,11794,null,211680,null,6834,null,465367,null,10151,null,177520,null,7248,null,48953,null,3712,null,33313,null,2563,null,0400000US41,Oregon,41
8475332,null,4233,null,75911,null,4309,null,23254,null,2113,null,55227,null,3674,null,188897,null,6697,null,129771,null,5589,null,223427,null,6920,null,232722,null,7772,null,133686,null,5315,null,2848361,null,20889,null,315847,null,8451,null,474042,null,9527,null,922602,null,15846,null,625930,null,12035,null,1382175,null,16630,null,582840,null,12691,null,154745,null,5309,null,105895,null,4498,null,0400000US42,Pennsylvania,42
708746,null,1821,null,9552,null,1926,null,9235,null,1717,null,8851,null,1908,null,20815,null,2537,null,15716,null,2241,null,22517,null,3020,null,15041,null,2081,null,13751,null,1960,null,166836,null,6117,null,30361,null,2572,null,38702,null,3191,null,90841,null,4690,null,53648,null,3433,null,132534,null,4966,null,57113,null,3712,null,14284,null,1891,null,8949,null,1460,null,0400000US44,Rhode Island,44
2960522,null,5661,null,36532,null,3414,null,22759,null,2307,null,39227,null,3581,null,79681,null,4521,null,66583,null,4359,null,101595,null,6331,null,97910,null,5056,null,53817,null,3524,null,785787,null,11501,null,127921,null,5269,null,177902,null,6114,null,418366,null,10950,null,251946,null,8972,null,449200,null,11326,null,180739,null,6190,null,42501,null,2948,null,28056,null,2794,null,0400000US45,South Carolina,45
522989,null,3160,null,1939,null,631,null,1464,null,632,null,1748,null,749,null,17238,null,1406,null,5415,null,948,null,7920,null,1271,null,8864,null,1359,null,5970,null,1011,null,148037,null,5122,null,21948,null,1896,null,35906,null,2614,null,84985,null,4044,null,50505,null,2956,null,92952,null,4190,null,24310,null,2256,null,8400,null,1598,null,5388,null,1027,null,0400000US46,South Dakota,46
4176640,null,4909,null,42217,null,3602,null,30569,null,2983,null,50463,null,4173,null,151744,null,6496,null,88169,null,4546,null,134416,null,5978,null,141800,null,6085,null,71745,null,3904,null,1114556,null,14561,null,244455,null,8291,null,275722,null,7696,null,624345,null,12556,null,251702,null,8027,null,620919,null,10772,null,225766,null,6755,null,66554,null,3789,null,41498,null,2917,null,0400000US47,Tennessee,47
15124846,null,12321,null,287953,null,9779,null,287766,null,10370,null,579453,null,14884,null,416346,null,12446,null,440690,null,13595,null,395474,null,12428,null,412938,null,10960,null,261978,null,9926,null,3146485,null,29114,null,701518,null,14108,null,957568,null,16903,null,2453487,null,25026,null,951090,null,15904,null,2582943,null,23848,null,884047,null,14354,null,220376,null,7931,null,144734,null,6356,null,0400000US48,Texas,48
1554634,null,2337,null,12107,null,2204,null,6601,null,1517,null,18664,null,3204,null,13290,null,2017,null,15810,null,2467,null,23532,null,3257,null,34101,null,3443,null,25057,null,2556,null,334414,null,10264,null,45481,null,3381,null,128957,null,4782,null,297038,null,7716,null,147843,null,5430,null,306131,null,7903,null,102498,null,4315,null,24875,null,2200,null,18235,null,1874,null,0400000US49,Utah,49
429859,null,1048,null,2441,null,598,null,805,null,416,null,1342,null,426,null,10181,null,1134,null,5475,null,1106,null,8402,null,1257,null,7308,null,1029,null,4385,null,794,null,124856,null,4659,null,17113,null,1570,null,24306,null,2085,null,47604,null,3033,null,37553,null,2398,null,85431,null,3596,null,37108,null,2560,null,9484,null,1265,null,6065,null,1075,null,0400000US50,Vermont,50
5155750,null,6747,null,54846,null,4765,null,36289,null,4489,null,70523,null,5003,null,129964,null,6212,null,91472,null,4933,null,129587,null,5937,null,137162,null,6409,null,75433,null,4291,null,1109914,null,17496,null,188186,null,7458,null,316739,null,8786,null,731772,null,15859,null,346881,null,7553,null,1027033,null,16459,null,508011,null,10110,null,120229,null,5462,null,81709,null,4715,null,0400000US51,Virginia,51
4387893,null,4167,null,46109,null,3926,null,24748,null,3181,null,53719,null,4689,null,55298,null,4005,null,48273,null,4622,null,73896,null,4708,null,81747,null,5342,null,70843,null,4449,null,876760,null,14730,null,164783,null,5957,null,367357,null,8693,null,768445,null,13917,null,408831,null,9827,null,870887,null,13566,null,335604,null,8588,null,88419,null,4335,null,52174,null,3652,null,0400000US53,Washington,53
1265065,null,2880,null,11262,null,1803,null,5996,null,1560,null,13425,null,1681,null,53168,null,3474,null,33742,null,2816,null,47635,null,3128,null,43967,null,3722,null,15507,null,1967,null,433562,null,8199,null,82319,null,4722,null,73724,null,3952,null,160601,null,5346,null,73953,null,3872,null,130855,null,5323,null,61032,null,4433,null,15023,null,1833,null,9294,null,1638,null,0400000US54,West Virginia,54
3758610,null,3731,null,29131,null,2499,null,12431,null,1978,null,22060,null,2456,null,75393,null,4016,null,36437,null,2661,null,64771,null,3553,null,89479,null,4612,null,59889,null,3527,null,1130927,null,12695,null,133075,null,5478,null,263856,null,5524,null,544865,null,9661,null,330632,null,9720,null,642270,null,11076,null,228158,null,6159,null,58856,null,3216,null,36380,null,2687,null,0400000US55,Wisconsin,55
349389,null,2251,null,1336,null,496,null,670,null,375,null,1584,null,680,null,4512,null,921,null,3694,null,895,null,4467,null,959,null,8114,null,1516,null,4693,null,953,null,86832,null,3341,null,20084,null,2133,null,32319,null,3099,null,63337,null,3260,null,35190,null,2601,null,54987,null,3250,null,19502,null,1870,null,5037,null,1051,null,3031,null,780,null,0400000US56,Wyoming,56
2571234,null,2256,null,91164,null,5527,null,199430,null,6569,null,141501,null,5567,null,141041,null,6230,null,123567,null,5561,null,50956,null,3610,null,61715,null,3677,null,39297,null,3193,null,516182,null,11656,null,105916,null,5570,null,54336,null,3972,null,285176,null,9927,null,217084,null,8039,null,398934,null,9269,null,94481,null,5027,null,33311,null,3292,null,17143,null,2216,null,0400000US72,Puerto Rico,72
