C18130_001E,C18130_001EA,C18130_001M,C18130_001MA,C18130_002E,C18130_002EA,C18130_002M,C18130_002MA,C18130_003E,C18130_003EA,C18130_003M,C18130_003MA,C18130_004E,C18130_004EA,C18130_004M,C18130_004MA,C18130_005E,C18130_005EA,C18130_005M,C18130_005MA,C18130_006E,C18130_006EA,C18130_006M,C18130_006MA,C18130_007E,C18130_007EA,C18130_007M,C18130_007MA,C18130_008E,C18130_008EA,C18130_008M,C18130_008MA,C18130_009E,C18130_009EA,C18130_009M,C18130_009MA,C18130_010E,C18130_010EA,C18130_010M,C18130_010MA,C18130_011E,C18130_011EA,C18130_011M,C18130_011MA,C18130_012E,C18130_012EA,C18130_012M,C18130_012MA,C18130_013E,C18130_013EA,C18130_013M,C18130_013MA,C18130_014E,C18130_014EA,C18130_014M,C18130_014MA,C18130_015E,C18130_015EA,C18130_015M,C18130_015MA,C18130_016E,C18130_016EA,C18130_016M,C18130_016MA,C18130_017E,C18130_017EA,C18130_017M,C18130_017MA,C18130_018E,C18130_018EA,C18130_018M,C18130_018MA,C18130_019E,C18130_019EA,C18130_019M,C18130_019MA,C18130_020E,C18130_020EA,C18130_020M,C18130_020MA,C18130_021E,C18130_021EA,C18130_021M,C18130_021MA,C18130_022E,C18130_022EA,C18130_022M,C18130_022MA,GEO_ID,NAME,state
9376039,null,5807,null,2501691,null,5753,null,99867,null,6782,null,29378,null,3597,null,70489,null,6036,null,2401824,null,8172,null,472514,null,16778,null,1929310,null,18553,null,5923911,null,6780,null,614918,null,13826,null,163676,null,8505,null,451242,null,12398,null,5308993,null,15416,null,601524,null,15804,null,4707469,null,22010,null,950437,null,4347,null,392808,null,8608,null,64896,null,5467,null,327912,null,7884,null,557629,null,8397,null,48081,null,3801,null,509548,null,8800,null,0400000US13,Georgia,13
1227905,null,3182,null,280966,null,1331,null,7745,null,1435,null,1064,null,486,null,6681,null,1356,null,273221,null,1986,null,27169,null,4161,null,246052,null,4313,null,761191,null,3162,null,55984,null,3478,null,12398,null,2374,null,43586,null,2995,null,705207,null,4286,null,61185,null,5602,null,644022,null,7049,null,185748,null,841,null,67217,null,2956,null,5702,null,1188,null,61515,null,2951,null,118531,null,3051,null,6848,null,1298,null,111683,null,3160,null,0400000US15,Hawaii,15
1484691,null,2010,null,407469,null,2038,null,14743,null,1905,null,3001,null,956,null,11742,null,1706,null,392726,null,3015,null,61472,null,6092,null,331254,null,5972,null,903685,null,1902,null,92680,null,4541,null,21870,null,3020,null,70810,null,3738,null,811005,null,4766,null,88166,null,6216,null,722839,null,8968,null,173537,null,1578,null,70511,null,3255,null,7437,null,1520,null,63074,null,3108,null,103026,null,3195,null,5723,null,1108,null,97303,null,3207,null,0400000US16,Idaho,16
12555079,null,4021,null,3140948,null,4367,null,99290,null,5231,null,28996,null,3143,null,70294,null,3902,null,3041658,null,6326,null,506201,null,14403,null,2535457,null,16279,null,7918761,null,5321,null,655556,null,16156,null,160788,null,8248,null,494768,null,13054,null,7263205,null,16632,null,698028,null,15960,null,6565177,null,21143,null,1495370,null,4672,null,547004,null,8195,null,73714,null,3894,null,473290,null,7366,null,948366,null,8924,null,64354,null,3594,null,884012,null,9359,null,0400000US17,Illinois,17
6170415,null,4097,null,1549424,null,4611,null,66710,null,4323,null,21230,null,2755,null,45480,null,3327,null,1482714,null,6342,null,261997,null,12595,null,1220717,null,14584,null,3854590,null,4069,null,426306,null,10300,null,111682,null,6802,null,314624,null,9005,null,3428284,null,11418,null,349123,null,10255,null,3079161,null,15057,null,766401,null,3095,null,290719,null,5610,null,33611,null,3205,null,257108,null,5447,null,475682,null,5962,null,29739,null,2402,null,445943,null,6286,null,0400000US18,Indiana,18
2896785,null,1864,null,698190,null,2481,null,30251,null,2554,null,7653,null,1435,null,22598,null,2416,null,667939,null,2997,null,93032,null,6803,null,574907,null,7728,null,1785416,null,2531,null,168244,null,5502,null,44685,null,3835,null,123559,null,4120,null,1617172,null,6094,null,155049,null,6784,null,1462123,null,8399,null,413179,null,1641,null,145277,null,4126,null,17673,null,1785,null,127604,null,3972,null,267902,null,4196,null,16771,null,1590,null,251131,null,3907,null,0400000US19,Iowa,19
2703160,null,3763,null,687233,null,3495,null,29428,null,3131,null,7238,null,1796,null,22190,null,2545,null,657805,null,4181,null,92534,null,6706,null,565271,null,6903,null,1673131,null,3495,null,172703,null,6677,null,38969,null,3708,null,133734,null,5439,null,1500428,null,7181,null,140697,null,6772,null,1359731,null,8746,null,342796,null,2251,null,130630,null,4771,null,14563,null,2074,null,116067,null,4949,null,212166,null,4288,null,13358,null,1743,null,198808,null,4459,null,0400000US20,Kansas,20
4143120,null,2638,null,991199,null,3742,null,54249,null,4424,null,23971,null,2977,null,30278,null,2994,null,936950,null,5625,null,208729,null,10116,null,728221,null,10338,null,2614255,null,2822,null,416700,null,9614,null,129505,null,7671,null,287195,null,7946,null,2197555,null,10324,null,283887,null,9547,null,1913668,null,13337,null,537666,null,2564,null,237682,null,5706,null,45041,null,3632,null,192641,null,5371,null,299984,null,5824,null,28930,null,2240,null,271054,null,5893,null,0400000US21,Kentucky,21
4274805,null,2858,null,1094567,null,2631,null,51631,null,3755,null,16018,null,2331,null,35613,null,3390,null,1042936,null,4553,null,254776,null,11027,null,788160,null,10863,null,2668831,null,4092,null,354881,null,8796,null,93073,null,6059,null,261808,null,8271,null,2313950,null,9476,null,310498,null,12488,null,2003452,null,14349,null,511407,null,2813,null,233082,null,5684,null,40883,null,2972,null,192199,null,5607,null,278325,null,5198,null,28302,null,2797,null,250023,null,5005,null,0400000US22,Louisiana,22
1275273,null,2081,null,267294,null,2010,null,16814,null,1970,null,5070,null,1376,null,11744,null,1652,null,250480,null,2378,null,37161,null,4010,null,213319,null,4575,null,816833,null,1867,null,112134,null,5173,null,35190,null,3087,null,76944,null,3781,null,704699,null,5188,null,62379,null,3526,null,642320,null,6246,null,191146,null,1113,null,76522,null,2836,null,10576,null,1465,null,65946,null,2764,null,114624,null,2974,null,7002,null,966,null,107622,null,2818,null,0400000US23,Maine,23
5470132,null,4011,null,1322972,null,2984,null,45074,null,3205,null,8746,null,1917,null,36328,null,3093,null,1277898,null,4515,null,126144,null,9164,null,1151754,null,9337,null,3493488,null,4432,null,292629,null,10890,null,55590,null,4793,null,237039,null,9556,null,3200859,null,11536,null,198495,null,8968,null,3002364,null,13589,null,653672,null,2692,null,218745,null,5931,null,27385,null,2572,null,191360,null,5762,null,434927,null,5911,null,26438,null,2285,null,408489,null,5707,null,0400000US24,Maryland,24
6265157,null,2557,null,1412121,null,2576,null,63597,null,4301,null,16964,null,2222,null,46633,null,3408,null,1348524,null,5293,null,152496,null,7348,null,1196028,null,8496,null,4041005,null,2874,null,376036,null,10886,null,102712,null,6548,null,273324,null,8832,null,3664969,null,10492,null,271990,null,12760,null,3392979,null,15682,null,812031,null,2133,null,281753,null,7402,null,40456,null,3155,null,241297,null,7077,null,530278,null,7145,null,42052,null,3310,null,488226,null,6902,null,0400000US25,Massachusetts,25
9762973,null,3408,null,2358085,null,4063,null,111765,null,6130,null,36874,null,3574,null,74891,null,4979,null,2246320,null,7142,null,421429,null,12930,null,1824891,null,12117,null,6149231,null,3517,null,708214,null,12726,null,206971,null,6728,null,501243,null,10871,null,5441017,null,13452,null,636196,null,14517,null,4804821,null,20611,null,1255657,null,2634,null,478279,null,5929,null,60052,null,3327,null,418227,null,6060,null,777378,null,6690,null,48595,null,3111,null,728783,null,7000,null,0400000US26,Michigan,26
5086482,null,2599,null,1233127,null,2879,null,43091,null,2904,null,9823,null,1723,null,33268,null,2413,null,1190036,null,4087,null,130388,null,7047,null,1059648,null,8040,null,3242956,null,2458,null,251560,null,7467,null,60404,null,4220,null,191156,null,6552,null,2991396,null,8155,null,237891,null,8536,null,2753505,null,11625,null,610399,null,1911,null,198342,null,4443,null,24655,null,1830,null,173687,null,3959,null,412057,null,4581,null,27661,null,2389,null,384396,null,4709,null,0400000US27,Minnesota,27
2826216,null,3085,null,751890,null,3108,null,35556,null,3702,null,14354,null,2502,null,21202,null,2876,null,716334,null,5051,null,214218,null,11445,null,502116,null,11978,null,1725238,null,4500,null,278530,null,9228,null,82508,null,5841,null,196022,null,7941,null,1446708,null,10051,null,230704,null,12947,null,1216004,null,15057,null,349088,null,2654,null,168862,null,4519,null,36310,null,2928,null,132552,null,3953,null,180226,null,4435,null,22854,null,2419,null,157372,null,4721,null,0400000US28,Mississippi,28
5724934,null,4503,null,1392354,null,4701,null,65277,null,4285,null,19932,null,2922,null,45345,null,3493,null,1327077,null,5469,null,239085,null,10390,null,1087992,null,10923,null,3575330,null,3614,null,439799,null,10538,null,122992,null,6000,null,316807,null,10058,null,3135531,null,11845,null,315730,null,9663,null,2819801,null,14841,null,757250,null,2482,null,299234,null,5540,null,40692,null,3340,null,258542,null,5416,null,458016,null,5440,null,29446,null,2433,null,428570,null,5789,null,0400000US29,Missouri,29
940005,null,1305,null,218599,null,2030,null,7983,null,1383,null,2435,null,952,null,5548,null,1042,null,210616,null,2331,null,42623,null,4647,null,167993,null,4957,null,591953,null,2036,null,68224,null,3775,null,19277,null,2507,null,48947,null,3072,null,523729,null,3944,null,63776,null,4766,null,459953,null,6087,null,129453,null,943,null,51326,null,2461,null,5796,null,1217,null,45530,null,2287,null,78127,null,2431,null,5751,null,1118,null,72376,null,2826,null,0400000US30,Montana,30
1720602,null,2649,null,435426,null,2853,null,14999,null,1842,null,3244,null,926,null,11755,null,1629,null,420427,null,3646,null,55110,null,4533,null,365317,null,5800,null,1061692,null,2328,null,93356,null,4774,null,22239,null,2589,null,71117,null,4230,null,968336,null,5158,null,84249,null,5299,null,884087,null,6868,null,223484,null,1537,null,80641,null,3180,null,12295,null,2251,null,68346,null,2927,null,142843,null,3071,null,9536,null,1148,null,133307,null,3098,null,0400000US31,Nebraska,31
2557578,null,2095,null,658902,null,1953,null,18842,null,2527,null,3972,null,1229,null,14870,null,2077,null,640060,null,3352,null,94812,null,8510,null,545248,null,9544,null,1607573,null,2664,null,135362,null,7611,null,25924,null,3619,null,109438,null,6289,null,1472211,null,8213,null,140336,null,8164,null,1331875,null,11304,null,291103,null,1606,null,103313,null,4099,null,12429,null,2036,null,90884,null,3597,null,187790,null,3963,null,12628,null,1797,null,175162,null,4041,null,0400000US32,Nevada,32
1275679,null,1410,null,288599,null,1545,null,14147,null,2266,null,1722,null,612,null,12425,null,2213,null,274452,null,2863,null,24156,null,3672,null,250296,null,4696,null,827721,null,1495,null,74824,null,4776,null,15194,null,2560,null,59630,null,4078,null,752897,null,4998,null,42924,null,4351,null,709973,null,6849,null,159359,null,1000,null,51830,null,2876,null,6687,null,1400,null,45143,null,2965,null,107529,null,2841,null,6475,null,1636,null,101054,null,2873,null,0400000US33,New Hampshire,33
8492104,null,3644,null,2026545,null,3132,null,66252,null,4801,null,15983,null,2484,null,50269,null,4602,null,1960293,null,6125,null,237395,null,12298,null,1722898,null,12092,null,5364280,null,3646,null,404356,null,11110,null,78271,null,5716,null,326085,null,9884,null,4959924,null,11817,null,322663,null,11989,null,4637261,null,16296,null,1101279,null,2783,null,370468,null,8745,null,40031,null,2959,null,330437,null,8412,null,730811,null,8484,null,47093,null,3537,null,683718,null,8644,null,0400000US34,New Jersey,34
1933376,null,3267,null,492703,null,2287,null,18057,null,2192,null,5125,null,1298,null,12932,null,1865,null,474646,null,3433,null,113891,null,8025,null,360755,null,8256,null,1184582,null,2610,null,142282,null,5845,null,36782,null,2856,null,105500,null,5155,null,1042300,null,6420,null,142585,null,7803,null,899715,null,9505,null,256091,null,2046,null,107218,null,3947,null,18281,null,1884,null,88937,null,3875,null,148873,null,4553,null,16041,null,1962,null,132832,null,4583,null,0400000US35,New Mexico,35
18942488,null,6672,null,4345364,null,6400,null,160328,null,8606,null,51335,null,4933,null,108993,null,6341,null,4185036,null,9959,null,778005,null,18780,null,3407031,null,20443,null,12107509,null,5771,null,1073731,null,16195,null,297389,null,11308,null,776342,null,15392,null,11033778,null,16555,null,1161542,null,24079,null,9872236,null,26420,null,2489615,null,4600,null,910014,null,11002,null,158337,null,6747,null,751677,null,11240,null,1579601,null,10996,null,134484,null,5490,null,1445117,null,11414,null,0400000US36,New York,36
8887625,null,6406,null,2209816,null,5101,null,91028,null,5966,null,28860,null,3324,null,62168,null,5107,null,2118788,null,7687,null,410658,null,15488,null,1708130,null,17185,null,5591005,null,5672,null,644989,null,13770,null,164122,null,6913,null,480867,null,11888,null,4946016,null,14380,null,573059,null,16465,null,4372957,null,23749,null,1086804,null,3320,null,432994,null,7032,null,69823,null,4052,null,363171,null,7108,null,653810,null,8222,null,54508,null,3380,null,599302,null,7678,null,0400000US37,North Carolina,37
609629,null,1281,null,139234,null,1051,null,3027,null,836,null,662,null,374,null,2365,null,761,null,136207,null,1463,null,20604,null,2832,null,115603,null,2929,null,383826,null,1441,null,32942,null,2512,null,7217,null,1238,null,25725,null,2235,null,350884,null,2713,null,33655,null,3148,null,317229,null,3359,null,86569,null,548,null,30977,null,1741,null,5593,null,863,null,25384,null,1695,null,55592,null,1840,null,5782,null,1021,null,49810,null,1816,null,0400000US38,North Dakota,38
11158128,null,4427,null,2692338,null,5107,null,128107,null,7128,null,41114,null,4253,null,86993,null,4958,null,2564231,null,9521,null,457273,null,15411,null,2106958,null,16378,null,6972612,null,4981,null,793128,null,12441,null,226278,null,8548,null,566850,null,11080,null,6179484,null,12552,null,635098,null,15490,null,5544386,null,18636,null,1493178,null,3855,null,556011,null,7935,null,66643,null,4152,null,489368,null,7612,null,937167,null,8534,null,65414,null,3776,null,871753,null,8667,null,0400000US39,Ohio,39
3508440,null,3580,null,887631,null,3691,null,47401,null,3844,null,17222,null,2172,null,30179,null,3159,null,840230,null,4882,null,183199,null,10139,null,657031,null,10533,null,2155396,null,4345,null,324440,null,9023,null,84024,null,5346,null,240416,null,7435,null,1830956,null,10512,null,225942,null,9142,null,1605014,null,12543,null,465413,null,2859,null,208716,null,4878,null,30868,null,2408,null,177848,null,4444,null,256697,null,4901,null,19886,null,1918,null,236811,null,5081,null,0400000US40,Oklahoma,40
3713930,null,2373,null,852459,null,2867,null,37797,null,3882,null,11043,null,2134,null,26754,null,2888,null,814662,null,4346,null,143155,null,10327,null,671507,null,10611,null,2370729,null,2932,null,263556,null,8554,null,72319,null,4890,null,191237,null,7385,null,2107173,null,8996,null,236762,null,9113,null,1870411,null,12169,null,490742,null,2378,null,194090,null,5090,null,22214,null,2457,null,171876,null,5862,null,296652,null,5118,null,20652,null,2085,null,276000,null,5198,null,0400000US41,Oregon,41
11999181,null,4166,null,2717133,null,4650,null,123693,null,5446,null,36675,null,3347,null,87018,null,4961,null,2593440,null,6790,null,418813,null,12600,null,2174627,null,14283,null,7488770,null,5486,null,821810,null,15420,null,218024,null,8735,null,603786,null,13364,null,6666960,null,16263,null,618214,null,15642,null,6048746,null,22049,null,1793278,null,4354,null,663096,null,8625,null,86724,null,5315,null,576372,null,8889,null,1130182,null,8054,null,79203,null,4610,null,1050979,null,8557,null,0400000US42,Pennsylvania,42
1009498,null,1500,null,224923,null,1695,null,11542,null,1960,null,3330,null,1187,null,8212,null,1396,null,213381,null,2478,null,31486,null,3368,null,181895,null,3855,null,644131,null,1852,null,68727,null,4287,null,18472,null,2283,null,50255,null,3707,null,575404,null,4844,null,49892,null,5056,null,525512,null,7387,null,140444,null,1064,null,51490,null,2921,null,7588,null,1270,null,43902,null,2841,null,88954,null,3058,null,7788,null,1590,null,81166,null,3216,null,0400000US44,Rhode Island,44
4319085,null,3613,null,1052129,null,3065,null,39564,null,3858,null,14085,null,2460,null,25479,null,2687,null,1012565,null,5341,null,213783,null,10012,null,798782,null,10362,null,2692610,null,4089,null,333814,null,9470,null,91786,null,5263,null,242028,null,7982,null,2358796,null,10605,null,290566,null,11796,null,2068230,null,15168,null,574346,null,2193,null,234267,null,5990,null,39445,null,2686,null,194822,null,5767,null,340079,null,5928,null,29855,null,3158,null,310224,null,6151,null,0400000US45,South Carolina,45
770394,null,1568,null,193251,null,1859,null,5005,null,907,null,1946,null,679,null,3059,null,630,null,188246,null,2098,null,32030,null,3957,null,156216,null,4270,null,468911,null,1931,null,41729,null,2855,null,8779,null,1381,null,32950,null,2632,null,427182,null,3169,null,42462,null,3802,null,384720,null,4411,null,108232,null,757,null,36523,null,1943,null,6039,null,801,null,30484,null,1971,null,71709,null,1861,null,5095,null,833,null,66614,null,1923,null,0400000US46,South Dakota,46
6042060,null,4102,null,1454004,null,4635,null,70031,null,5127,null,23530,null,2810,null,46501,null,4189,null,1383973,null,6717,null,292946,null,13499,null,1091027,null,14158,null,3807327,null,4226,null,504223,null,11114,null,144706,null,7075,null,359517,null,9158,null,3303104,null,11484,null,387320,null,13005,null,2915784,null,18074,null,780729,null,3181,null,329795,null,6434,null,52554,null,3920,null,277241,null,6505,null,450934,null,6583,null,36677,null,2970,null,414257,null,6497,null,0400000US47,Tennessee,47
23645175,null,8056,null,6650621,null,7858,null,257020,null,9341,null,83508,null,5226,null,173512,null,7201,null,6393601,null,11704,null,1414295,null,30504,null,4979306,null,30111,null,14634799,null,9048,null,1498880,null,22435,null,369854,null,10463,null,1129026,null,19469,null,13135919,null,22956,null,1602625,null,27655,null,11533294,null,34967,null,2359755,null,5883,null,1000258,null,11479,null,159700,null,7012,null,840558,null,11984,null,1359497,null,11942,null,128279,null,5592,null,1231218,null,10921,null,0400000US48,Texas,48
2685175,null,2246,null,842086,null,2123,null,25266,null,2751,null,4438,null,2174,null,20828,null,1953,null,816820,null,3385,null,84011,null,6651,null,732809,null,7334,null,1604086,null,3089,null,125940,null,6610,null,21062,null,2776,null,104878,null,5975,null,1478146,null,6600,null,131900,null,8081,null,1346246,null,8791,null,239003,null,1561,null,87651,null,3597,null,8428,null,1302,null,79223,null,3622,null,151352,null,3572,null,7810,null,1626,null,143542,null,3642,null,0400000US49,Utah,49
599220,null,906,null,126434,null,933,null,6857,null,1105,null,2125,null,923,null,4732,null,866,null,119577,null,1473,null,14521,null,2484,null,105056,null,2931,null,389764,null,935,null,44497,null,2938,null,11773,null,1733,null,32724,null,2536,null,345267,null,3194,null,27834,null,2991,null,317433,null,3645,null,83022,null,663,null,31399,null,1695,null,3995,null,848,null,27404,null,1585,null,51623,null,1637,null,3040,null,656,null,48583,null,1692,null,0400000US50,Vermont,50
7418239,null,6389,null,1792367,null,4629,null,65359,null,4810,null,17652,null,2738,null,47707,null,4149,null,1727008,null,7308,null,229082,null,11080,null,1497926,null,12107,null,4723959,null,6371,null,425810,null,12123,null,96064,null,6491,null,329746,null,8821,null,4298149,null,14670,null,347645,null,13093,null,3950504,null,19487,null,901913,null,3202,null,320365,null,6309,null,40823,null,3141,null,279542,null,6392,null,581548,null,6585,null,34638,null,3000,null,546910,null,6590,null,0400000US51,Virginia,51
6374020,null,4842,null,1518305,null,3389,null,58042,null,4306,null,15000,null,2577,null,43042,null,3444,null,1460263,null,5370,null,202002,null,11277,null,1258261,null,12910,null,4091966,null,5223,null,428419,null,11221,null,109307,null,6761,null,319112,null,9227,null,3663547,null,12789,null,338515,null,10184,null,3325032,null,14915,null,763749,null,2854,null,292427,null,6700,null,33139,null,3027,null,259288,null,6540,null,471322,null,6655,null,29221,null,3186,null,442101,null,7050,null,0400000US53,Washington,53
1765106,null,1787,null,378334,null,2084,null,17730,null,2530,null,6221,null,1369,null,11509,null,2005,null,360604,null,3083,null,80767,null,6165,null,279837,null,6584,null,1114320,null,2204,null,200245,null,6584,null,60513,null,4159,null,139732,null,6167,null,914075,null,6823,null,124428,null,6988,null,789647,null,9100,null,272452,null,1350,null,119486,null,3968,null,16340,null,1678,null,103146,null,3969,null,152966,null,3894,null,12371,null,1663,null,140595,null,4089,null,0400000US54,West Virginia,54
5468602,null,2399,null,1293155,null,2586,null,49533,null,3167,null,11790,null,1748,null,37743,null,3014,null,1243622,null,4067,null,160390,null,8336,null,1083232,null,9651,null,3462233,null,2420,null,304677,null,6950,null,70148,null,4622,null,234529,null,6785,null,3157556,null,7258,null,266613,null,9905,null,2890943,null,11331,null,713214,null,1840,null,236200,null,4270,null,28309,null,2740,null,207891,null,4363,null,477014,null,4396,null,31632,null,2375,null,445382,null,5167,null,0400000US55,Wisconsin,55
516163,null,1044,null,125874,null,1600,null,3786,null,1134,null,693,null,529,null,3093,null,977,null,122088,null,1892,null,13909,null,2709,null,108179,null,3201,null,327000,null,1850,null,34221,null,2800,null,6336,null,1209,null,27885,null,2336,null,292779,null,3131,null,23195,null,2496,null,269584,null,4436,null,63289,null,1207,null,23507,null,1711,null,2488,null,653,null,21019,null,1721,null,39782,null,1849,null,2155,null,680,null,37627,null,1874,null,0400000US56,Wyoming,56
3904025,null,2924,null,966283,null,2958,null,73647,null,4478,null,49862,null,4114,null,23785,null,2338,null,892636,null,5242,null,495141,null,10066,null,397495,null,10738,null,2403620,null,1665,null,468269,null,11253,null,243121,null,9681,null,225148,null,8725,null,1935351,null,11271,null,736784,null,18665,null,1198567,null,18350,null,534122,null,1133,null,301129,null,5461,null,140462,null,4665,null,160667,null,5457,null,232993,null,5600,null,85007,null,4382,null,147986,null,4836,null,0400000US72,Puerto Rico,72
