B19215_001E,B19215_001EA,B19215_001M,B19215_001MA,B19215_002E,B19215_002EA,B19215_002M,B19215_002MA,B19215_003E,B19215_003EA,B19215_003M,B19215_003MA,B19215_004E,B19215_004EA,B19215_004M,B19215_004MA,B19215_005E,B19215_005EA,B19215_005M,B19215_005MA,B19215_006E,B19215_006EA,B19215_006M,B19215_006MA,B19215_007E,B19215_007EA,B19215_007M,B19215_007MA,B19215_008E,B19215_008EA,B19215_008M,B19215_008MA,B19215_009E,B19215_009EA,B19215_009M,B19215_009MA,B19215_010E,B19215_010EA,B19215_010M,B19215_010MA,B19215_011E,B19215_011EA,B19215_011M,B19215_011MA,B19215_012E,B19215_012EA,B19215_012M,B19215_012MA,B19215_013E,B19215_013EA,B19215_013M,B19215_013MA,B19215_014E,B19215_014EA,B19215_014M,B19215_014MA,B19215_015E,B19215_015EA,B19215_015M,B19215_015MA,GEO_ID,NAME,state
23616,null,676,null,30937,null,812,null,28671,null,1584,null,30627,null,912,null,21478,null,1410,null,42275,null,3202,null,43527,null,4193,null,37702,null,5452,null,19462,null,595,null,18203,null,615,null,21821,null,707,null,15004,null,523,null,36368,null,2368,null,35912,null,2867,null,38736,null,4480,null,0400000US01,Alabama,01
45056,null,2491,null,49163,null,2516,null,42610,null,3311,null,43889,null,3605,null,39073,null,3098,null,75313,null,8646,null,75190,null,8850,null,103464,null,144356,null,40703,null,2508,null,34108,null,2047,null,36949,null,3076,null,25819,null,4300,null,83108,null,9701,null,83808,null,9304,null,62021,null,6660,null,0400000US02,Alaska,02
33964,null,687,null,39035,null,1252,null,34915,null,1389,null,37188,null,955,null,23924,null,917,null,60448,null,2344,null,60706,null,2170,null,55407,null,12187,null,30343,null,595,null,26791,null,893,null,32775,null,1082,null,20719,null,831,null,55014,null,3924,null,57135,null,4902,null,40514,null,8378,null,0400000US04,Arizona,04
21927,null,550,null,26855,null,1313,null,24285,null,1801,null,26316,null,1477,null,18612,null,1370,null,43064,null,4039,null,44039,null,6163,null,35102,null,9287,null,19205,null,850,null,17339,null,730,null,20975,null,997,null,15133,null,684,null,39007,null,4779,null,39699,null,4741,null,33293,null,15139,null,0400000US05,Arkansas,05
40812,null,336,null,48041,null,824,null,40920,null,492,null,45658,null,762,null,26547,null,813,null,71612,null,1825,null,72673,null,2405,null,53409,null,4913,null,34828,null,654,null,29992,null,550,null,40123,null,648,null,21095,null,398,null,64227,null,1668,null,66126,null,1894,null,50926,null,3444,null,0400000US06,California,06
36368,null,731,null,41260,null,872,null,36187,null,1189,null,38797,null,2225,null,26377,null,1456,null,61394,null,3380,null,61691,null,3486,null,56123,null,11430,null,31997,null,880,null,28693,null,1016,null,34503,null,1192,null,19829,null,1095,null,57046,null,3770,null,57359,null,4400,null,49014,null,17718,null,0400000US08,Colorado,08
39792,null,1512,null,48081,null,2156,null,41742,null,1367,null,47263,null,2092,null,26685,null,2242,null,74918,null,4447,null,74951,null,4519,null,72237,null,17756,null,32329,null,1469,null,28792,null,1219,null,40210,null,2047,null,20556,null,684,null,72469,null,5252,null,72893,null,5828,null,64193,null,27674,null,0400000US09,Connecticut,09
35175,null,1700,null,41043,null,1981,null,35907,null,2223,null,38915,null,3651,null,24610,null,5110,null,64598,null,6126,null,64651,null,6090,null,62216,null,36182,null,29334,null,2156,null,26914,null,1586,null,35600,null,3323,null,18780,null,1032,null,56446,null,8381,null,56705,null,9532,null,55104,null,32658,null,0400000US10,Delaware,10
51612,null,1687,null,57970,null,7353,null,46877,null,4264,null,51146,null,4364,null,28218,null,10633,null,110407,null,16140,null,112205,null,17967,null,74740,null,65182,null,48014,null,3282,null,42927,null,2548,null,50405,null,2462,null,22500,null,3654,null,94732,null,13739,null,96438,null,13342,null,34425,null,106557,null,0400000US11,District of Columbia,11
30702,null,297,null,36172,null,562,null,31623,null,461,null,35052,null,830,null,23581,null,810,null,54287,null,1408,null,55265,null,1430,null,45977,null,4016,null,26429,null,428,null,23574,null,414,null,30118,null,607,null,18813,null,380,null,52970,null,1806,null,54583,null,2033,null,44774,null,3416,null,0400000US12,Florida,12
31925,null,522,null,37520,null,1112,null,34149,null,1406,null,36792,null,956,null,21469,null,1050,null,53476,null,3232,null,54203,null,3376,null,43342,null,6580,null,26844,null,717,null,24549,null,767,null,32041,null,788,null,15836,null,569,null,51512,null,2942,null,53036,null,3614,null,37030,null,9342,null,0400000US13,Georgia,13
39518,null,2077,null,46792,null,3324,null,41199,null,1723,null,42488,null,5095,null,28987,null,9514,null,70595,null,7658,null,71232,null,7298,null,60718,null,50471,null,31488,null,2465,null,26595,null,2417,null,35545,null,4937,null,21190,null,1686,null,62055,null,8942,null,62317,null,10179,null,59067,null,14198,null,0400000US15,Hawaii,15
28595,null,1263,null,35185,null,2675,null,30567,null,1727,null,32417,null,3308,null,24161,null,2653,null,50570,null,5491,null,52577,null,5313,null,37889,null,12653,null,22468,null,1422,null,20366,null,1215,null,25725,null,1873,null,16818,null,1032,null,42750,null,5644,null,40743,null,6082,null,55982,null,21708,null,0400000US16,Idaho,16
33740,null,536,null,40668,null,595,null,36593,null,540,null,40724,null,654,null,24232,null,845,null,61457,null,1719,null,62125,null,2008,null,48291,null,5645,null,28091,null,600,null,25326,null,454,null,34266,null,883,null,19093,null,423,null,60195,null,2577,null,61428,null,2452,null,50985,null,7711,null,0400000US17,Illinois,17
28194,null,650,null,33782,null,1101,null,31023,null,621,null,32937,null,1284,null,23353,null,1175,null,49102,null,2882,null,49280,null,2898,null,45888,null,8501,null,23613,null,515,null,21642,null,430,null,27484,null,852,null,17586,null,492,null,46073,null,2524,null,47142,null,2896,null,36022,null,6584,null,0400000US18,Indiana,18
27560,null,650,null,32291,null,882,null,29839,null,921,null,31938,null,877,null,21335,null,1515,null,47741,null,3092,null,48039,null,3152,null,42102,null,11275,null,23497,null,733,null,21651,null,577,null,26892,null,1037,null,18125,null,643,null,43993,null,3076,null,44585,null,3026,null,32070,null,12872,null,0400000US19,Iowa,19
29481,null,971,null,34518,null,1627,null,31645,null,828,null,32851,null,1832,null,25593,null,1937,null,51108,null,3700,null,51707,null,3660,null,37700,null,15755,null,24993,null,955,null,23080,null,892,null,26687,null,1351,null,20231,null,829,null,40244,null,4566,null,40125,null,4596,null,44777,null,45311,null,0400000US20,Kansas,20
23441,null,690,null,28229,null,1519,null,25449,null,1109,null,28135,null,1900,null,18155,null,1954,null,50995,null,2747,null,51315,null,2923,null,47656,null,11156,null,19793,null,659,null,18042,null,583,null,22374,null,1162,null,14984,null,539,null,42424,null,3230,null,44557,null,3483,null,29645,null,3816,null,0400000US21,Kentucky,21
25133,null,714,null,31533,null,979,null,29143,null,1637,null,32297,null,1853,null,19072,null,1452,null,47097,null,5290,null,48933,null,5754,null,30427,null,8831,null,20391,null,609,null,18543,null,728,null,22013,null,839,null,14976,null,536,null,43943,null,2796,null,44092,null,2803,null,36879,null,17538,null,0400000US22,Louisiana,22
