B21001A_001E,B21001A_001EA,B21001A_001M,B21001A_001MA,B21001A_002E,B21001A_002EA,B21001A_002M,B21001A_002MA,B21001A_003E,B21001A_003EA,B21001A_003M,B21001A_003MA,B21001A_004E,B21001A_004EA,B21001A_004M,B21001A_004MA,B21001A_005E,B21001A_005EA,B21001A_005M,B21001A_005MA,B21001A_006E,B21001A_006EA,B21001A_006M,B21001A_006MA,B21001A_007E,B21001A_007EA,B21001A_007M,B21001A_007MA,B21001A_008E,B21001A_008EA,B21001A_008M,B21001A_008MA,B21001A_009E,B21001A_009EA,B21001A_009M,B21001A_009MA,B21001A_010E,B21001A_010EA,B21001A_010M,B21001A_010MA,B21001A_011E,B21001A_011EA,B21001A_011M,B21001A_011MA,B21001A_012E,B21001A_012EA,B21001A_012M,B21001A_012MA,B21001A_013E,B21001A_013EA,B21001A_013M,B21001A_013MA,B21001A_014E,B21001A_014EA,B21001A_014M,B21001A_014MA,B21001A_015E,B21001A_015EA,B21001A_015M,B21001A_015MA,B21001A_016E,B21001A_016EA,B21001A_016M,B21001A_016MA,B21001A_017E,B21001A_017EA,B21001A_017M,B21001A_017MA,B21001A_018E,B21001A_018EA,B21001A_018M,B21001A_018MA,B21001A_019E,B21001A_019EA,B21001A_019M,B21001A_019MA,B21001A_020E,B21001A_020EA,B21001A_020M,B21001A_020MA,B21001A_021E,B21001A_021EA,B21001A_021M,B21001A_021MA,B21001A_022E,B21001A_022EA,B21001A_022M,B21001A_022MA,B21001A_023E,B21001A_023EA,B21001A_023M,B21001A_023MA,B21001A_024E,B21001A_024EA,B21001A_024M,B21001A_024MA,B21001A_025E,B21001A_025EA,B21001A_025M,B21001A_025MA,B21001A_026E,B21001A_026EA,B21001A_026M,B21001A_026MA,B21001A_027E,B21001A_027EA,B21001A_027M,B21001A_027MA,B21001A_028E,B21001A_028EA,B21001A_028M,B21001A_028MA,B21001A_029E,B21001A_029EA,B21001A_029M,B21001A_029MA,B21001A_030E,B21001A_030EA,B21001A_030M,B21001A_030MA,B21001A_031E,B21001A_031EA,B21001A_031M,B21001A_031MA,B21001A_032E,B21001A_032EA,B21001A_032M,B21001A_032MA,B21001A_033E,B21001A_033EA,B21001A_033M,B21001A_033MA,GEO_ID,NAME,state
2541019,null,4442,null,1224192,null,4006,null,347802,null,2944,null,16926,null,1948,null,330876,null,3393,null,459893,null,2443,null,64851,null,3611,null,395042,null,4199,null,198798,null,741,null,78964,null,2911,null,119834,null,2881,null,127943,null,829,null,64853,null,2600,null,63090,null,2434,null,89756,null,624,null,65864,null,1842,null,23892,null,1673,null,1316827,null,2200,null,340936,null,1900,null,3806,null,909,null,337130,null,2081,null,464152,null,1838,null,8142,null,1351,null,456010,null,2113,null,213958,null,951,null,3062,null,839,null,210896,null,1172,null,148956,null,711,null,1303,null,548,null,147653,null,756,null,148825,null,764,null,1921,null,554,null,146904,null,919,null,0400000US01,Alabama,01
349672,null,3009,null,180253,null,2836,null,57363,null,2550,null,5692,null,1401,null,51671,null,2840,null,72583,null,1493,null,17085,null,1967,null,55498,null,2249,null,31880,null,364,null,15155,null,1366,null,16725,null,1401,null,12709,null,575,null,7359,null,845,null,5350,null,857,null,5718,null,436,null,4621,null,549,null,1097,null,415,null,169419,null,1176,null,52005,null,935,null,1181,null,586,null,50824,null,1014,null,71803,null,670,null,4644,null,1356,null,67159,null,1512,null,26981,null,263,null,628,null,313,null,26353,null,354,null,10863,null,675,null,311,null,306,null,10552,null,746,null,7767,null,586,null,266,null,262,null,7501,null,601,null,0400000US02,Alaska,02
3925663,null,16574,null,1939162,null,10082,null,601207,null,6530,null,27796,null,3320,null,573411,null,7854,null,701112,null,4144,null,100239,null,4469,null,600873,null,5894,null,282124,null,2133,null,111006,null,4068,null,171118,null,4224,null,187241,null,1746,null,95354,null,3358,null,91887,null,3406,null,167478,null,1225,null,122201,null,2932,null,45277,null,2881,null,1986501,null,8245,null,554408,null,4699,null,6558,null,1611,null,547850,null,4955,null,689593,null,4483,null,16612,null,2198,null,672981,null,5010,null,308288,null,2042,null,5059,null,1151,null,303229,null,2292,null,212161,null,1312,null,3665,null,901,null,208496,null,1520,null,222051,null,1071,null,4564,null,919,null,217487,null,1368,null,0400000US04,Arizona,04
1735529,null,3935,null,839484,null,3183,null,243078,null,2297,null,10717,null,1566,null,232361,null,2967,null,306011,null,2344,null,45477,null,3260,null,260534,null,3975,null,135797,null,624,null,55089,null,2584,null,80708,null,2553,null,89223,null,782,null,42626,null,2033,null,46597,null,1934,null,65375,null,603,null,46915,null,1661,null,18460,null,1565,null,896045,null,2449,null,238446,null,1945,null,2218,null,884,null,236228,null,2065,null,308921,null,1665,null,5493,null,1125,null,303428,null,1784,null,144694,null,687,null,1331,null,448,null,143363,null,854,null,99945,null,1369,null,785,null,373,null,99160,null,1397,null,104039,null,1265,null,875,null,413,null,103164,null,1295,null,0400000US05,Arkansas,05
17460553,null,45261,null,8636561,null,27382,null,2711106,null,17788,null,99014,null,5905,null,2612092,null,17542,null,3341701,null,15194,null,297358,null,9057,null,3044343,null,17333,null,1260947,null,5285,null,394570,null,7552,null,866377,null,9181,null,718913,null,3456,null,315496,null,5342,null,403417,null,6107,null,603894,null,3053,null,402828,null,5130,null,201066,null,5463,null,8823992,null,23490,null,2537303,null,14032,null,14655,null,2415,null,2522648,null,14159,null,3239179,null,11343,null,35316,null,2861,null,3203863,null,11706,null,1308875,null,5583,null,12211,null,1720,null,1296664,null,5958,null,815587,null,4222,null,7504,null,1275,null,808083,null,4295,null,923048,null,3966,null,21425,null,2128,null,901623,null,4491,null,0400000US06,California,06
3201801,null,9539,null,1593501,null,6486,null,509174,null,4320,null,27989,null,3368,null,481185,null,5197,null,633487,null,4224,null,92072,null,4652,null,541415,null,6382,null,245322,null,1416,null,93530,null,3474,null,151792,null,3428,null,121364,null,1153,null,61197,null,2238,null,60167,null,2452,null,84154,null,830,null,61349,null,1541,null,22805,null,1776,null,1608300,null,4551,null,472453,null,3890,null,6319,null,1403,null,466134,null,4099,null,620868,null,2870,null,13249,null,1502,null,607619,null,3156,null,249921,null,1500,null,4738,null,845,null,245183,null,1632,null,134426,null,1848,null,1678,null,690,null,132748,null,1809,null,130632,null,1724,null,3733,null,1061,null,126899,null,1568,null,0400000US08,Colorado,08
2198841,null,7467,null,1054357,null,4443,null,270892,null,2707,null,8592,null,1452,null,262300,null,2933,null,431490,null,2481,null,40968,null,3474,null,390522,null,3928,null,171976,null,988,null,51508,null,2525,null,120468,null,2615,null,97254,null,929,null,46433,null,2281,null,50821,null,2176,null,82745,null,429,null,57350,null,1787,null,25395,null,1795,null,1144484,null,3892,null,265743,null,2205,null,1451,null,664,null,264292,null,2215,null,441195,null,2106,null,5357,null,1275,null,435838,null,2689,null,184015,null,1035,null,1907,null,685,null,182108,null,1160,null,113016,null,773,null,488,null,337,null,112528,null,827,null,140515,null,614,null,1687,null,531,null,138828,null,680,null,0400000US09,Connecticut,09
494349,null,2487,null,236214,null,1565,null,63709,null,1260,null,2182,null,869,null,61527,null,1533,null,88428,null,845,null,12524,null,1673,null,75904,null,1782,null,39070,null,456,null,15152,null,1387,null,23918,null,1509,null,24816,null,336,null,12882,null,1141,null,11934,null,1196,null,20191,null,215,null,14846,null,857,null,5345,null,835,null,258135,null,1223,null,65693,null,792,null,369,null,306,null,65324,null,814,null,90995,null,815,null,1765,null,668,null,89230,null,1009,null,43125,null,536,null,377,null,246,null,42748,null,576,null,28860,null,505,null,204,null,148,null,28656,null,521,null,29462,null,94,null,856,null,405,null,28606,null,407,null,0400000US10,Delaware,10
192530,null,2694,null,95406,null,1618,null,41480,null,1140,null,779,null,414,null,40701,null,1144,null,32273,null,986,null,2416,null,773,null,29857,null,1217,null,10979,null,472,null,2573,null,625,null,8406,null,718,null,6596,null,157,null,2087,null,622,null,4509,null,659,null,4078,null,151,null,2297,null,455,null,1781,null,479,null,97124,null,1612,null,46662,null,891,null,217,null,171,null,46445,null,937,null,25951,null,1024,null,579,null,311,null,25372,null,1048,null,11880,null,374,null,106,null,133,null,11774,null,404,null,6419,null,390,null,0,null,296,null,6419,null,390,null,6212,null,396,null,256,null,350,null,5956,null,531,null,0400000US11,District of Columbia,11
11390143,null,18139,null,5531070,null,13908,null,1426800,null,10690,null,67515,null,6230,null,1359285,null,11980,null,1980807,null,6121,null,273056,null,8700,null,1707751,null,11394,null,856027,null,2632,null,305627,null,6127,null,550400,null,6843,null,627715,null,2033,null,295125,null,5347,null,332590,null,5282,null,639721,null,1760,null,438140,null,5048,null,201581,null,5486,null,5859073,null,10271,null,1346910,null,6139,null,13065,null,1942,null,1333845,null,6399,null,1974973,null,6296,null,37325,null,3048,null,1937648,null,6946,null,943937,null,2850,null,13439,null,1791,null,930498,null,3253,null,719344,null,2349,null,8025,null,1377,null,711319,null,2565,null,873909,null,2169,null,15845,null,2022,null,858064,null,2935,null,0400000US12,Florida,12
4534835,null,12236,null,2214115,null,9051,null,650244,null,6387,null,32274,null,3083,null,617970,null,7085,null,898434,null,5122,null,116227,null,5229,null,782207,null,6350,null,346306,null,1729,null,132807,null,4464,null,213499,null,4580,null,196002,null,1587,null,97339,null,3638,null,98663,null,3600,null,123129,null,1399,null,89545,null,2654,null,33584,null,2319,null,2320720,null,5283,null,632230,null,4866,null,6271,null,1309,null,625959,null,5281,null,887962,null,4105,null,16344,null,2001,null,871618,null,4431,null,367516,null,1445,null,4880,null,991,null,362636,null,1566,null,224255,null,1219,null,1856,null,595,null,222399,null,1319,null,208757,null,1462,null,2948,null,767,null,205809,null,1628,null,0400000US13,Georgia,13
262031,null,3631,null,133617,null,3130,null,34467,null,2677,null,2817,null,1043,null,31650,null,2519,null,50888,null,1734,null,10128,null,1600,null,40760,null,2324,null,26157,null,446,null,9623,null,1116,null,16534,null,1168,null,12577,null,274,null,7181,null,797,null,5396,null,828,null,9528,null,183,null,6990,null,573,null,2538,null,566,null,128414,null,1605,null,37240,null,1274,null,1520,null,547,null,35720,null,1296,null,44829,null,1017,null,1640,null,664,null,43189,null,1210,null,23250,null,364,null,169,null,100,null,23081,null,375,null,11609,null,238,null,275,null,220,null,11334,null,312,null,11486,null,276,null,301,null,231,null,11185,null,330,null,0400000US15,Hawaii,15
1038840,null,3246,null,514521,null,2306,null,168681,null,2025,null,11629,null,2018,null,157052,null,2690,null,187037,null,1877,null,30651,null,2723,null,156386,null,3328,null,78755,null,519,null,32504,null,1789,null,46251,null,1688,null,45480,null,413,null,21906,null,1593,null,23574,null,1563,null,34568,null,526,null,24714,null,1383,null,9854,null,1337,null,524319,null,1724,null,161043,null,1384,null,1807,null,788,null,159236,null,1459,null,187159,null,1398,null,4837,null,1203,null,182322,null,1837,null,80330,null,735,null,1402,null,593,null,78928,null,976,null,47585,null,440,null,471,null,274,null,47114,null,491,null,48202,null,690,null,935,null,444,null,47267,null,861,null,0400000US16,Idaho,16
7255186,null,18561,null,3543583,null,9910,null,1085717,null,6388,null,37243,null,3185,null,1048474,null,6950,null,1376822,null,5987,null,121155,null,5268,null,1255667,null,7880,null,534500,null,2257,null,171146,null,4359,null,363354,null,4832,null,303702,null,1762,null,131669,null,3771,null,172033,null,3915,null,242842,null,1175,null,162391,null,3077,null,80451,null,3319,null,3711603,null,10687,null,1032188,null,5155,null,7432,null,1427,null,1024756,null,5691,null,1360998,null,5468,null,13891,null,1832,null,1347107,null,5719,null,549426,null,3245,null,3549,null,840,null,545877,null,3140,null,353987,null,2103,null,2228,null,606,null,351759,null,2131,null,415004,null,2418,null,5467,null,995,null,409537,null,2759,null,0400000US17,Illinois,17
4182334,null,6315,null,2031490,null,3876,null,614719,null,2542,null,24501,null,2319,null,590218,null,3083,null,789840,null,2391,null,104163,null,4108,null,685677,null,4532,null,313812,null,794,null,112794,null,3631,null,201018,null,3801,null,179263,null,680,null,81281,null,2446,null,97982,null,2501,null,133856,null,660,null,93027,null,2258,null,40829,null,2277,null,2150844,null,3301,null,596919,null,2081,null,4116,null,879,null,592803,null,2213,null,786917,null,2075,null,10484,null,1488,null,776433,null,2374,null,328985,null,1367,null,3306,null,761,null,325679,null,1516,null,208694,null,662,null,1263,null,466,null,207431,null,752,null,229329,null,498,null,3253,null,847,null,226076,null,1026,null,0400000US18,Indiana,18
