B21001A_001E,B21001A_001EA,B21001A_001M,B21001A_001MA,B21001A_002E,B21001A_002EA,B21001A_002M,B21001A_002MA,B21001A_003E,B21001A_003EA,B21001A_003M,B21001A_003MA,B21001A_004E,B21001A_004EA,B21001A_004M,B21001A_004MA,B21001A_005E,B21001A_005EA,B21001A_005M,B21001A_005MA,B21001A_006E,B21001A_006EA,B21001A_006M,B21001A_006MA,B21001A_007E,B21001A_007EA,B21001A_007M,B21001A_007MA,B21001A_008E,B21001A_008EA,B21001A_008M,B21001A_008MA,B21001A_009E,B21001A_009EA,B21001A_009M,B21001A_009MA,B21001A_010E,B21001A_010EA,B21001A_010M,B21001A_010MA,B21001A_011E,B21001A_011EA,B21001A_011M,B21001A_011MA,B21001A_012E,B21001A_012EA,B21001A_012M,B21001A_012MA,B21001A_013E,B21001A_013EA,B21001A_013M,B21001A_013MA,B21001A_014E,B21001A_014EA,B21001A_014M,B21001A_014MA,B21001A_015E,B21001A_015EA,B21001A_015M,B21001A_015MA,B21001A_016E,B21001A_016EA,B21001A_016M,B21001A_016MA,B21001A_017E,B21001A_017EA,B21001A_017M,B21001A_017MA,B21001A_018E,B21001A_018EA,B21001A_018M,B21001A_018MA,B21001A_019E,B21001A_019EA,B21001A_019M,B21001A_019MA,B21001A_020E,B21001A_020EA,B21001A_020M,B21001A_020MA,B21001A_021E,B21001A_021EA,B21001A_021M,B21001A_021MA,B21001A_022E,B21001A_022EA,B21001A_022M,B21001A_022MA,B21001A_023E,B21001A_023EA,B21001A_023M,B21001A_023MA,B21001A_024E,B21001A_024EA,B21001A_024M,B21001A_024MA,B21001A_025E,B21001A_025EA,B21001A_025M,B21001A_025MA,B21001A_026E,B21001A_026EA,B21001A_026M,B21001A_026MA,B21001A_027E,B21001A_027EA,B21001A_027M,B21001A_027MA,B21001A_028E,B21001A_028EA,B21001A_028M,B21001A_028MA,B21001A_029E,B21001A_029EA,B21001A_029M,B21001A_029MA,B21001A_030E,B21001A_030EA,B21001A_030M,B21001A_030MA,B21001A_031E,B21001A_031EA,B21001A_031M,B21001A_031MA,B21001A_032E,B21001A_032EA,B21001A_032M,B21001A_032MA,B21001A_033E,B21001A_033EA,B21001A_033M,B21001A_033MA,GEO_ID,NAME,state
2151359,null,3431,null,1042519,null,2537,null,309553,null,2308,null,11942,null,1827,null,297611,null,2978,null,386858,null,1237,null,50911,null,2923,null,335947,null,3325,null,164715,null,683,null,61584,null,2091,null,103131,null,2088,null,96952,null,503,null,43711,null,2148,null,53241,null,2206,null,84441,null,271,null,57773,null,1340,null,26668,null,1343,null,1108840,null,2044,null,301151,null,1619,null,2213,null,801,null,298938,null,1804,null,387189,null,1178,null,5093,null,967,null,382096,null,1540,null,167455,null,695,null,1802,null,501,null,165653,null,883,null,110735,null,383,null,830,null,325,null,109905,null,433,null,142310,null,379,null,2158,null,528,null,140152,null,717,null,0400000US19,Iowa,19
1830594,null,5679,null,888783,null,4195,null,275864,null,3626,null,13043,null,2035,null,262821,null,3926,null,330977,null,2076,null,48212,null,3359,null,282765,null,3871,null,137329,null,862,null,55015,null,2241,null,82314,null,2533,null,78454,null,944,null,34641,null,1868,null,43813,null,1885,null,66159,null,932,null,45536,null,1639,null,20623,null,1457,null,941811,null,2576,null,267001,null,2098,null,3065,null,902,null,263936,null,2189,null,335703,null,2212,null,6034,null,1126,null,329669,null,2330,null,139690,null,925,null,2078,null,588,null,137612,null,1053,null,89716,null,779,null,835,null,360,null,88881,null,796,null,109701,null,611,null,1366,null,560,null,108335,null,797,null,0400000US20,Kansas,20
2929299,null,3442,null,1404523,null,2707,null,412837,null,2550,null,20142,null,2777,null,392695,null,3409,null,544388,null,2016,null,66390,null,4002,null,477998,null,4643,null,225407,null,675,null,81687,null,3797,null,143720,null,3920,null,133314,null,641,null,52776,null,2449,null,80538,null,2397,null,88577,null,604,null,60049,null,1950,null,28528,null,1839,null,1524776,null,1915,null,417530,null,1907,null,2958,null,942,null,414572,null,2180,null,561356,null,1677,null,8304,null,1438,null,553052,null,1908,null,239333,null,698,null,1966,null,647,null,237367,null,957,null,154537,null,455,null,699,null,352,null,153838,null,589,null,152020,null,574,null,2213,null,682,null,149807,null,921,null,0400000US21,Kentucky,21
2187070,null,4185,null,1054148,null,2981,null,317077,null,2690,null,14954,null,2197,null,302123,null,3477,null,397594,null,1948,null,43031,null,2946,null,354563,null,3398,null,168240,null,709,null,59554,null,2630,null,108686,null,2672,null,98624,null,646,null,45471,null,2039,null,53153,null,2133,null,72613,null,603,null,52811,null,1981,null,19802,null,1980,null,1132922,null,2189,null,317375,null,2177,null,2361,null,789,null,315014,null,2499,null,403559,null,1684,null,4301,null,858,null,399258,null,1860,null,176702,null,757,null,967,null,468,null,175735,null,887,null,115083,null,643,null,1689,null,582,null,113394,null,927,null,120203,null,799,null,1890,null,707,null,118313,null,1080,null,0400000US22,Louisiana,22
1004506,null,1540,null,481208,null,1189,null,122005,null,1112,null,7090,null,1299,null,114915,null,1675,null,188756,null,411,null,30563,null,2484,null,158193,null,2550,null,86109,null,159,null,35144,null,2018,null,50965,null,2027,null,47142,null,445,null,24256,null,1562,null,22886,null,1605,null,37196,null,377,null,26916,null,939,null,10280,null,1013,null,523298,null,888,null,123692,null,600,null,1329,null,567,null,122363,null,843,null,199167,null,633,null,4546,null,863,null,194621,null,1083,null,88572,null,271,null,845,null,333,null,87727,null,391,null,52640,null,769,null,975,null,367,null,51665,null,791,null,59227,null,824,null,1714,null,595,null,57513,null,1152,null,0400000US23,Maine,23
2683682,null,7736,null,1292844,null,5074,null,358399,null,3111,null,23104,null,2438,null,335295,null,4080,null,509001,null,2916,null,67618,null,3901,null,441383,null,5072,null,211810,null,921,null,75331,null,3185,null,136479,null,3388,null,120756,null,606,null,58402,null,2413,null,62354,null,2540,null,92878,null,457,null,67193,null,1902,null,25685,null,1947,null,1390838,null,3550,null,352612,null,2429,null,4640,null,1113,null,347972,null,2614,null,526437,null,1836,null,11952,null,1478,null,514485,null,2377,null,222961,null,1178,null,2817,null,819,null,220144,null,1396,null,138465,null,807,null,1020,null,505,null,137445,null,971,null,150363,null,729,null,2181,null,596,null,148182,null,957,null,0400000US24,Maryland,24
4264856,null,10296,null,2032019,null,5744,null,577095,null,3615,null,19619,null,2558,null,557476,null,4258,null,803436,null,3693,null,76096,null,4512,null,727340,null,5934,null,323919,null,1204,null,98144,null,3680,null,225775,null,4121,null,177621,null,1060,null,79714,null,3300,null,97907,null,3417,null,149948,null,658,null,105840,null,2338,null,44108,null,2445,null,2232837,null,5331,null,579109,null,3109,null,3495,null,1211,null,575614,null,3163,null,831554,null,3358,null,7084,null,1279,null,824470,null,3512,null,346209,null,1181,null,2215,null,667,null,343994,null,1397,null,211864,null,967,null,1555,null,532,null,210309,null,1116,null,264101,null,906,null,5818,null,1456,null,258283,null,1717,null,0400000US25,Massachusetts,25
6192789,null,6376,null,3024457,null,4065,null,858757,null,2817,null,30087,null,2607,null,828670,null,3596,null,1186676,null,2587,null,133765,null,5602,null,1052911,null,6269,null,489644,null,1007,null,175947,null,4653,null,313697,null,4822,null,277579,null,602,null,118592,null,3385,null,158987,null,3387,null,211801,null,438,null,145767,null,2902,null,66034,null,2873,null,3168332,null,3660,null,830083,null,2537,null,4441,null,1045,null,825642,null,2705,null,1179802,null,2260,null,14791,null,1868,null,1165011,null,2413,null,501922,null,988,null,3938,null,886,null,497984,null,1325,null,314451,null,826,null,1800,null,609,null,312651,null,1039,null,342074,null,903,null,4293,null,962,null,337781,null,1231,null,0400000US26,Michigan,26
3571694,null,4144,null,1752970,null,3046,null,519882,null,2216,null,18387,null,2204,null,501495,null,3307,null,694664,null,2021,null,78979,null,3856,null,615685,null,4435,null,270918,null,663,null,103104,null,3338,null,167814,null,3389,null,148944,null,443,null,71377,null,2099,null,77567,null,2189,null,118562,null,297,null,83366,null,2008,null,35196,null,1975,null,1818724,null,2248,null,501556,null,1531,null,3018,null,746,null,498538,null,1744,null,683260,null,1561,null,8388,null,1300,null,674872,null,1826,null,275147,null,717,null,2219,null,575,null,272928,null,907,null,165599,null,747,null,1195,null,398,null,164404,null,846,null,193162,null,880,null,3692,null,959,null,189470,null,1402,null,0400000US27,Minnesota,27
1347118,null,4202,null,649599,null,3479,null,188258,null,2789,null,9433,null,1883,null,178825,null,3291,null,241226,null,3025,null,34931,null,2528,null,206295,null,4080,null,106249,null,723,null,37895,null,2671,null,68354,null,2821,null,68059,null,982,null,32711,null,1809,null,35348,null,1968,null,45807,null,1044,null,35176,null,1422,null,10631,null,1351,null,697519,null,2157,null,183196,null,2674,null,1734,null,700,null,181462,null,2690,null,242986,null,1840,null,4268,null,1008,null,238718,null,1868,null,111833,null,307,null,1531,null,671,null,110302,null,701,null,77628,null,757,null,559,null,424,null,77069,null,834,null,81876,null,665,null,699,null,337,null,81177,null,732,null,0400000US28,Mississippi,28
3830274,null,4160,null,1848833,null,2725,null,546486,null,2235,null,25872,null,2670,null,520614,null,3612,null,706160,null,1980,null,95171,null,3959,null,610989,null,4352,null,288282,null,744,null,123635,null,3948,null,164647,null,4142,null,173446,null,448,null,83219,null,2707,null,90227,null,2693,null,134459,null,367,null,99400,null,2607,null,35059,null,2639,null,1981441,null,2810,null,541048,null,2222,null,4078,null,1229,null,536970,null,2164,null,712288,null,1612,null,11754,null,1620,null,700534,null,2334,null,306509,null,879,null,3592,null,942,null,302917,null,1276,null,199698,null,587,null,2101,null,707,null,197597,null,873,null,221898,null,594,null,3380,null,867,null,218518,null,985,null,0400000US29,Missouri,29
678931,null,1602,null,336456,null,1266,null,95255,null,1177,null,5178,null,1203,null,90077,null,1425,null,121259,null,772,null,22334,null,2035,null,98925,null,2055,null,60506,null,278,null,25042,null,1600,null,35464,null,1618,null,33439,null,265,null,17172,null,1190,null,16267,null,1149,null,25997,null,231,null,18356,null,853,null,7641,null,888,null,342475,null,925,null,89543,null,656,null,1250,null,618,null,88293,null,916,null,123422,null,661,null,4085,null,1216,null,119337,null,1396,null,57882,null,232,null,1212,null,432,null,56670,null,489,null,34528,null,179,null,65,null,98,null,34463,null,201,null,37100,null,189,null,584,null,227,null,36516,null,314,null,0400000US30,Montana,30
1208149,null,3267,null,587225,null,2368,null,182918,null,2187,null,8511,null,1608,null,174407,null,2842,null,217175,null,1391,null,28710,null,2084,null,188465,null,2450,null,90454,null,662,null,34378,null,1933,null,56076,null,1871,null,51550,null,458,null,25372,null,1398,null,26178,null,1435,null,45128,null,238,null,31923,null,1177,null,13205,null,1161,null,620924,null,1749,null,177167,null,1434,null,1688,null,610,null,175479,null,1613,null,217237,null,1321,null,4093,null,813,null,213144,null,1533,null,92524,null,451,null,940,null,344,null,91584,null,579,null,59584,null,649,null,688,null,313,null,58896,null,780,null,74412,null,323,null,1280,null,530,null,73132,null,656,null,0400000US31,Nebraska,31
1510623,null,7358,null,773368,null,4162,null,235396,null,3402,null,13931,null,3315,null,221465,null,4242,null,299875,null,3058,null,41952,null,3082,null,257923,null,4049,null,119815,null,1057,null,53902,null,2456,null,65913,null,2681,null,70489,null,867,null,38095,null,1927,null,32394,null,2106,null,47793,null,519,null,34735,null,1607,null,13058,null,1603,null,737255,null,4361,null,212646,null,2811,null,1905,null,712,null,210741,null,2870,null,273751,null,3160,null,5533,null,1298,null,268218,null,3370,null,119739,null,867,null,1985,null,704,null,117754,null,1131,null,71976,null,793,null,2373,null,791,null,69603,null,1086,null,59143,null,868,null,715,null,376,null,58428,null,927,null,0400000US32,Nevada,32
976316,null,1684,null,474376,null,1144,null,125621,null,1092,null,5711,null,1399,null,119910,null,1799,null,197661,null,1151,null,31248,null,2421,null,166413,null,2531,null,79681,null,495,null,30055,null,1974,null,49626,null,2000,null,41103,null,150,null,21690,null,1523,null,19413,null,1521,null,30310,null,253,null,22792,null,1066,null,7518,null,1066,null,501940,null,1135,null,124682,null,938,null,546,null,352,null,124136,null,972,null,201068,null,941,null,3678,null,1025,null,197390,null,1325,null,81228,null,531,null,886,null,386,null,80342,null,696,null,45068,null,901,null,276,null,204,null,44792,null,930,null,49894,null,930,null,1437,null,490,null,48457,null,1137,null,0400000US33,New Hampshire,33
4804634,null,12268,null,2319630,null,7450,null,606327,null,4712,null,14351,null,2313,null,591976,null,5102,null,947696,null,4745,null,65309,null,4594,null,882387,null,6630,null,368977,null,1982,null,99130,null,3350,null,269847,null,3934,null,214485,null,1633,null,93529,null,3186,null,120956,null,3368,null,182145,null,1213,null,123665,null,2663,null,58480,null,2709,null,2485004,null,6465,null,575297,null,4038,null,1790,null,668,null,573507,null,4056,null,953836,null,3877,null,6253,null,1209,null,947583,null,3882,null,393526,null,2251,null,2803,null,818,null,390723,null,2305,null,255032,null,1810,null,617,null,289,null,254415,null,1910,null,307313,null,1186,null,4802,null,1114,null,302511,null,1586,null,0400000US34,New Jersey,34
1113104,null,7483,null,540680,null,4684,null,160927,null,3496,null,7886,null,1752,null,153041,null,4254,null,193714,null,2534,null,31254,null,2501,null,162460,null,3274,null,87564,null,1663,null,36746,null,2368,null,50818,null,2282,null,55478,null,1288,null,26424,null,1440,null,29054,null,1685,null,42997,null,1246,null,31094,null,1688,null,11903,null,1738,null,572424,null,4840,null,155982,null,2914,null,1591,null,738,null,154391,null,2999,null,201349,null,3394,null,4913,null,1177,null,196436,null,3319,null,93507,null,1388,null,2340,null,583,null,91167,null,1370,null,60532,null,1343,null,456,null,286,null,60076,null,1388,null,61054,null,1329,null,2055,null,680,null,58999,null,1437,null,0400000US35,New Mexico,35
10372782,null,21735,null,4992275,null,13854,null,1420884,null,9669,null,37059,null,2846,null,1383825,null,9822,null,1927112,null,6905,null,153442,null,6290,null,1773670,null,9750,null,788879,null,3050,null,221688,null,5715,null,567191,null,6415,null,462526,null,1843,null,188556,null,4262,null,273970,null,4474,null,392874,null,2120,null,245947,null,4358,null,146927,null,4542,null,5380507,null,11025,null,1395060,null,6487,null,6227,null,1343,null,1388833,null,6549,null,1938009,null,5759,null,15015,null,1837,null,1922994,null,5700,null,844534,null,3294,null,4149,null,911,null,840385,null,3331,null,547644,null,2111,null,3094,null,720,null,544550,null,2222,null,655260,null,2181,null,7901,null,1206,null,647359,null,2355,null,0400000US36,New York,36
4992372,null,9713,null,2390531,null,6630,null,664764,null,5013,null,30967,null,3082,null,633797,null,5702,null,939692,null,4420,null,129203,null,5223,null,810489,null,6244,null,393685,null,1473,null,150526,null,4427,null,243159,null,4674,null,230785,null,870,null,112935,null,3151,null,117850,null,3303,null,161605,null,797,null,115223,null,2262,null,46382,null,2282,null,2601841,null,4434,null,676883,null,3777,null,8248,null,1744,null,668635,null,3726,null,962073,null,3474,null,21214,null,2683,null,940859,null,4121,null,426274,null,1409,null,6581,null,1160,null,419693,null,1828,null,268917,null,811,null,1800,null,615,null,267117,null,941,null,267694,null,1034,null,3002,null,788,null,264692,null,1273,null,0400000US37,North Carolina,37
457819,null,1161,null,226111,null,943,null,74871,null,945,null,4591,null,1068,null,70280,null,1222,null,76846,null,878,null,10779,null,1141,null,66067,null,1406,null,35381,null,339,null,12929,null,1109,null,22452,null,1101,null,19605,null,236,null,8562,null,883,null,11043,null,875,null,19408,null,221,null,11211,null,774,null,8197,null,740,null,231708,null,659,null,67886,null,715,null,1221,null,624,null,66665,null,951,null,77393,null,575,null,1680,null,662,null,75713,null,791,null,33920,null,264,null,304,null,204,null,33616,null,339,null,22105,null,452,null,108,null,80,null,21997,null,447,null,30404,null,443,null,411,null,209,null,29993,null,386,null,0400000US38,North Dakota,38
