C17006_001E,C17006_001EA,C17006_001M,C17006_001MA,C17006_002E,C17006_002EA,C17006_002M,C17006_002MA,C17006_003E,C17006_003EA,C17006_003M,C17006_003MA,C17006_004E,C17006_004EA,C17006_004M,C17006_004MA,C17006_005E,C17006_005EA,C17006_005M,C17006_005MA,C17006_006E,C17006_006EA,C17006_006M,C17006_006MA,C17006_007E,C17006_007EA,C17006_007M,C17006_007MA,GEO_ID,NAME,state
1099865,null,3835,null,235347,null,12098,null,60025,null,6182,null,175322,null,11173,null,864518,null,11665,null,654977,null,13840,null,209541,null,11738,null,0400000US01,Alabama,01
175244,null,1778,null,18135,null,2830,null,5693,null,1438,null,12442,null,2572,null,157109,null,3506,null,116721,null,5133,null,40388,null,4773,null,0400000US02,Alaska,02
1670377,null,5439,null,340990,null,15014,null,121248,null,11963,null,219742,null,13352,null,1329387,null,16887,null,986428,null,15841,null,342959,null,12901,null,0400000US04,Arizona,04
686798,null,3348,null,168877,null,9236,null,51095,null,6024,null,117782,null,8503,null,517921,null,8983,null,393667,null,10431,null,124254,null,5618,null,0400000US05,Arkansas,05
9174511,null,9796,null,1661141,null,36860,null,707149,null,24559,null,953992,null,30333,null,7513370,null,38188,null,5656220,null,40064,null,1857150,null,33069,null,0400000US06,California,06
1185951,null,3371,null,175371,null,11577,null,75915,null,9115,null,99456,null,9328,null,1010580,null,12089,null,796678,null,14279,null,213902,null,8898,null,0400000US08,Colorado,08
795491,null,2894,null,96095,null,7961,null,17971,null,3597,null,78124,null,7051,null,699396,null,8082,null,543594,null,10049,null,155802,null,8245,null,0400000US09,Connecticut,09
203696,null,962,null,26993,null,3761,null,7587,null,2363,null,19406,null,3475,null,176703,null,3743,null,128819,null,4686,null,47884,null,4573,null,0400000US10,Delaware,10
109273,null,1433,null,28100,null,4158,null,1743,null,1158,null,26357,null,4202,null,81173,null,4293,null,43680,null,3850,null,37493,null,4181,null,0400000US11,District of Columbia,11
3925249,null,8443,null,707503,null,20012,null,217301,null,13520,null,490202,null,19635,null,3217746,null,21022,null,2306817,null,24671,null,910929,null,20557,null,0400000US12,Florida,12
2490969,null,6270,null,491646,null,17467,null,143234,null,9270,null,348412,null,16197,null,1999323,null,17479,null,1479837,null,20022,null,519486,null,14524,null,0400000US13,Georgia,13
279547,null,1439,null,26934,null,4225,null,8984,null,2812,null,17950,null,3319,null,252613,null,4225,null,187964,null,5543,null,64649,null,5457,null,0400000US15,Hawaii,15
403951,null,2486,null,60943,null,6099,null,27488,null,4144,null,33455,null,4404,null,343008,null,5865,null,285116,null,7197,null,57892,null,4458,null,0400000US16,Idaho,16
3130671,null,4756,null,525880,null,15097,null,154573,null,10227,null,371307,null,12924,null,2604791,null,15468,null,2017371,null,17956,null,587420,null,19060,null,0400000US17,Illinois,17
1541800,null,4914,null,276430,null,13260,null,83087,null,7882,null,193343,null,11090,null,1265370,null,13815,null,974451,null,14489,null,290919,null,11977,null,0400000US18,Indiana,18
692993,null,3017,null,95792,null,6977,null,30323,null,4191,null,65469,null,5995,null,597201,null,7591,null,481672,null,8400,null,115529,null,5797,null,0400000US19,Iowa,19
683112,null,3887,null,95759,null,7109,null,32746,null,4498,null,63013,null,5294,null,587353,null,7040,null,462703,null,9402,null,124650,null,7098,null,0400000US20,Kansas,20
984355,null,4430,null,226849,null,10628,null,77959,null,7564,null,148890,null,9506,null,757506,null,9938,null,591051,null,11181,null,166455,null,8844,null,0400000US21,Kentucky,21
1089604,null,3111,null,266013,null,11561,null,51332,null,6237,null,214681,null,10135,null,823591,null,11259,null,589400,null,12383,null,234191,null,9600,null,0400000US22,Louisiana,22
265651,null,2084,null,40674,null,4424,null,11020,null,2338,null,29654,null,4199,null,224977,null,4548,null,175888,null,5683,null,49089,null,3952,null,0400000US23,Maine,23
1316202,null,3381,null,128679,null,9449,null,30380,null,5331,null,98299,null,8661,null,1187523,null,9501,null,863774,null,12909,null,323749,null,10874,null,0400000US24,Maryland,24
1404843,null,3195,null,162956,null,8000,null,36240,null,4208,null,126716,null,8414,null,1241887,null,7972,null,960259,null,12647,null,281628,null,10427,null,0400000US25,Massachusetts,25
2344504,null,4086,null,446339,null,13518,null,124604,null,8859,null,321735,null,12829,null,1898165,null,12402,null,1475656,null,14645,null,422509,null,11473,null,0400000US26,Michigan,26
1225358,null,2994,null,133096,null,7276,null,40762,null,4796,null,92334,null,6611,null,1092262,null,7858,null,880655,null,10560,null,211607,null,8663,null,0400000US27,Minnesota,27
748997,null,3278,null,225973,null,12045,null,50210,null,6495,null,175763,null,11224,null,523024,null,12095,null,374861,null,9541,null,148163,null,8949,null,0400000US28,Mississippi,28
1384501,null,5089,null,251653,null,10874,null,70776,null,6324,null,180877,null,10010,null,1132848,null,11449,null,874084,null,11566,null,258764,null,12241,null,0400000US29,Missouri,29
216001,null,2393,null,42599,null,4839,null,17663,null,3424,null,24936,null,3669,null,173402,null,4962,null,137936,null,5388,null,35466,null,3565,null,0400000US30,Montana,30
432749,null,3053,null,55726,null,4628,null,17539,null,2665,null,38187,null,4647,null,377023,null,5559,null,304562,null,6276,null,72461,null,5518,null,0400000US31,Nebraska,31
654118,null,2304,null,94864,null,8653,null,38657,null,6278,null,56207,null,7308,null,559254,null,9325,null,404798,null,10398,null,154456,null,8755,null,0400000US32,Nevada,32
287162,null,1659,null,24441,null,3731,null,4292,null,1589,null,20149,null,3533,null,262721,null,3876,null,211647,null,5369,null,51074,null,4372,null,0400000US33,New Hampshire,33
2016250,null,5022,null,243635,null,12508,null,73225,null,8750,null,170410,null,9734,null,1772615,null,11755,null,1385310,null,15132,null,387305,null,13237,null,0400000US34,New Jersey,34
490985,null,2607,null,117396,null,8243,null,36498,null,5443,null,80898,null,8234,null,373589,null,8187,null,267143,null,9226,null,106446,null,7423,null,0400000US35,New Mexico,35
4328370,null,7336,null,814111,null,19417,null,262524,null,13766,null,551587,null,19297,null,3514259,null,20150,null,2594812,null,23973,null,919447,null,21562,null,0400000US36,New York,36
2198055,null,5528,null,429054,null,16919,null,127147,null,10098,null,301907,null,13325,null,1769001,null,16797,null,1334082,null,19085,null,434919,null,14396,null,0400000US37,North Carolina,37
138079,null,1215,null,20497,null,2995,null,6349,null,1721,null,14148,null,2501,null,117582,null,2817,null,98429,null,2975,null,19153,null,2213,null,0400000US38,North Dakota,38
2679423,null,5228,null,486035,null,16284,null,116932,null,8895,null,369103,null,15019,null,2193388,null,15628,null,1684186,null,19104,null,509202,null,15386,null,0400000US39,Ohio,39
880885,null,4010,null,194046,null,10399,null,65583,null,5027,null,128463,null,9608,null,686839,null,10421,null,538894,null,11036,null,147945,null,8267,null,0400000US40,Oklahoma,40
846353,null,3256,null,148265,null,10557,null,54249,null,7797,null,94016,null,8122,null,698088,null,10727,null,547520,null,11935,null,150568,null,9184,null,0400000US41,Oregon,41
2705359,null,5234,null,444647,null,13391,null,114251,null,8869,null,330396,null,13612,null,2260712,null,13623,null,1733983,null,14430,null,526729,null,14108,null,0400000US42,Pennsylvania,42
224215,null,1790,null,34108,null,3599,null,6719,null,2341,null,27389,null,3546,null,190107,null,3657,null,142721,null,5239,null,47386,null,4656,null,0400000US44,Rhode Island,44
1048312,null,3353,null,224965,null,10389,null,51695,null,6216,null,173270,null,9601,null,823347,null,10337,null,600228,null,10924,null,223119,null,11400,null,0400000US45,South Carolina,45
191487,null,2039,null,32830,null,3945,null,7519,null,1967,null,25311,null,3779,null,158657,null,4292,null,126602,null,4717,null,32055,null,3744,null,0400000US46,South Dakota,46
1447519,null,5075,null,310557,null,14085,null,94635,null,9381,null,215922,null,11600,null,1136962,null,14056,null,863836,null,17387,null,273126,null,12497,null,0400000US47,Tennessee,47
6624383,null,9046,null,1474772,null,31342,null,573444,null,23811,null,901328,null,28020,null,5149611,null,30406,null,3943475,null,35230,null,1206136,null,23338,null,0400000US48,Texas,48
838115,null,2693,null,85033,null,6767,null,44672,null,5904,null,40361,null,5197,null,753082,null,7350,null,649229,null,10555,null,103853,null,8875,null,0400000US49,Utah,49
124939,null,1143,null,15217,null,2671,null,3182,null,1101,null,12035,null,2469,null,109722,null,3016,null,83288,null,3592,null,26434,null,3025,null,0400000US50,Vermont,50
