C17001_001E,C17001_001EA,C17001_001M,C17001_001MA,C17001_002E,C17001_002EA,C17001_002M,C17001_002MA,C17001_003E,C17001_003EA,C17001_003M,C17001_003MA,C17001_004E,C17001_004EA,C17001_004M,C17001_004MA,C17001_005E,C17001_005EA,C17001_005M,C17001_005MA,C17001_006E,C17001_006EA,C17001_006M,C17001_006MA,C17001_007E,C17001_007EA,C17001_007M,C17001_007MA,C17001_008E,C17001_008EA,C17001_008M,C17001_008MA,C17001_009E,C17001_009EA,C17001_009M,C17001_009MA,C17001_010E,C17001_010EA,C17001_010M,C17001_010MA,C17001_011E,C17001_011EA,C17001_011M,C17001_011MA,C17001_012E,C17001_012EA,C17001_012M,C17001_012MA,C17001_013E,C17001_013EA,C17001_013M,C17001_013MA,C17001_014E,C17001_014EA,C17001_014M,C17001_014MA,C17001_015E,C17001_015EA,C17001_015M,C17001_015MA,C17001_016E,C17001_016EA,C17001_016M,C17001_016MA,C17001_017E,C17001_017EA,C17001_017M,C17001_017MA,C17001_018E,C17001_018EA,C17001_018M,C17001_018MA,C17001_019E,C17001_019EA,C17001_019M,C17001_019MA,GEO_ID,NAME,state
4541756,null,2634,null,712835,null,22418,null,296934,null,12417,null,123489,null,7370,null,153832,null,7431,null,19613,null,2122,null,415901,null,14487,null,117029,null,7084,null,244300,null,9059,null,54572,null,2861,null,3828921,null,22229,null,1891642,null,12591,null,443049,null,8327,null,1212175,null,7926,null,236418,null,3003,null,1937279,null,14368,null,422446,null,6664,null,1211474,null,9499,null,303359,null,3089,null,0400000US01,Alabama,01
669783,null,1041,null,56396,null,5471,null,28743,null,3236,null,10257,null,1804,null,17709,null,2184,null,777,null,333,null,27653,null,3033,null,9292,null,1516,null,17349,null,2196,null,1012,null,400,null,613387,null,5595,null,316724,null,3550,null,81128,null,2619,null,213236,null,2258,null,22360,null,679,null,296663,null,3438,null,76309,null,2093,null,196788,null,2452,null,23566,null,829,null,0400000US02,Alaska,02
6379266,null,4360,null,938924,null,27514,null,426992,null,14751,null,177478,null,9437,null,224127,null,9427,null,25387,null,2427,null,511932,null,16338,null,171912,null,8369,null,291512,null,10869,null,48508,null,3779,null,5440342,null,27999,null,2743675,null,14644,null,682560,null,10158,null,1702011,null,9986,null,359104,null,3166,null,2696667,null,17106,null,648591,null,9214,null,1626659,null,10840,null,421417,null,4152,null,0400000US04,Arizona,04
2774152,null,2142,null,480551,null,18818,null,205282,null,8952,null,87472,null,5299,null,104141,null,5985,null,13669,null,1425,null,275269,null,11827,null,84377,null,5694,null,156364,null,6878,null,34528,null,2521,null,2293601,null,18663,null,1150214,null,9907,null,268678,null,5352,null,728030,null,6569,null,153506,null,1891,null,1143387,null,11528,null,250798,null,5740,null,709028,null,6992,null,183561,null,2740,null,0400000US05,Arkansas,05
35984461,null,8122,null,4778118,null,75892,null,2185001,null,38186,null,868844,null,19898,null,1197384,null,25627,null,118773,null,6337,null,2593117,null,42645,null,832066,null,21225,null,1533644,null,26718,null,227407,null,8312,null,31206343,null,77400,null,15706311,null,38902,null,3848715,null,20537,null,10251088,null,25657,null,1606508,null,7472,null,15500032,null,43981,null,3668323,null,22870,null,9782434,null,26925,null,2049275,null,9998,null,0400000US06,California,06
4835406,null,2605,null,552889,null,22387,null,248516,null,12260,null,91033,null,6773,null,144444,null,7183,null,13039,null,1606,null,304373,null,13001,null,88376,null,6640,null,187578,null,8430,null,28419,null,2588,null,4282517,null,22879,null,2170698,null,12902,null,514367,null,7782,null,1450518,null,7935,null,205813,null,2521,null,2111819,null,13318,null,497160,null,6785,null,1366625,null,9156,null,248034,null,3116,null,0400000US08,Colorado,08
3390665,null,2405,null,314806,null,14745,null,134292,null,7855,null,52299,null,4858,null,72283,null,5057,null,9710,null,1402,null,180514,null,8731,null,47281,null,4396,null,108542,null,6007,null,24691,null,1972,null,3075859,null,14745,null,1516034,null,7877,null,357381,null,5117,null,977779,null,5226,null,180874,null,1572,null,1559825,null,9600,null,342337,null,4953,null,982079,null,6781,null,235409,null,2367,null,0400000US09,Connecticut,09
850832,null,828,null,85094,null,7055,null,34380,null,3947,null,12775,null,2133,null,19138,null,2730,null,2467,null,673,null,50714,null,4548,null,14958,null,2393,null,29296,null,2892,null,6460,null,1116,null,765738,null,7005,null,376539,null,4287,null,91064,null,2364,null,236677,null,3066,null,48798,null,829,null,389199,null,4695,null,85639,null,2465,null,244898,null,2928,null,58662,null,1246,null,0400000US10,Delaware,10
561874,null,839,null,96769,null,7324,null,41576,null,4114,null,14262,null,2231,null,23815,null,2947,null,3499,null,1036,null,55193,null,4415,null,14103,null,2328,null,34482,null,2834,null,6608,null,1160,null,465105,null,7423,null,223239,null,4254,null,41170,null,2444,null,159746,null,3263,null,22323,null,1306,null,241866,null,4950,null,40003,null,2395,null,167979,null,3008,null,33884,null,1457,null,0400000US11,District of Columbia,11
17923483,null,5659,null,2370808,null,41243,null,1061497,null,22327,null,369081,null,12937,null,576998,null,16129,null,115418,null,5465,null,1309311,null,26167,null,352203,null,11194,null,749441,null,18171,null,207667,null,7281,null,15552675,null,42086,null,7676179,null,23280,null,1650014,null,13665,null,4764980,null,17101,null,1261185,null,5955,null,7876496,null,26724,null,1570334,null,12153,null,4785628,null,18708,null,1520534,null,8096,null,0400000US12,Florida,12
9418066,null,4470,null,1380842,null,31340,null,606192,null,16758,null,259559,null,10510,null,315330,null,12444,null,31303,null,2725,null,774650,null,20617,null,242333,null,10392,null,450643,null,12571,null,81674,null,5335,null,8037224,null,31704,null,3986015,null,18428,null,1022530,null,11900,null,2599165,null,13047,null,364320,null,4179,null,4051209,null,20276,null,977329,null,10188,null,2600740,null,13676,null,473140,null,5507,null,0400000US13,Georgia,13
1260602,null,1337,null,115131,null,8921,null,49672,null,4610,null,14010,null,2605,null,31816,null,3360,null,3846,null,787,null,65459,null,5872,null,14223,null,2458,null,42532,null,4496,null,8704,null,1289,null,1145471,null,8830,null,582584,null,5139,null,132083,null,3474,null,373670,null,3742,null,76831,null,1076,null,562887,null,6305,null,120650,null,2722,null,345870,null,4661,null,96367,null,1551,null,0400000US15,Hawaii,15
1489034,null,1709,null,187805,null,12824,null,80576,null,6455,null,32002,null,3720,null,44195,null,3712,null,4379,null,1060,null,107229,null,7601,null,32471,null,3468,null,65977,null,5145,null,8781,null,1356,null,1301229,null,12634,null,667933,null,6395,null,178035,null,3519,null,413941,null,4185,null,75957,null,1365,null,633296,null,8953,null,165059,null,3726,null,383817,null,6744,null,84420,null,1912,null,0400000US16,Idaho,16
12568150,null,3634,null,1532238,null,26674,null,668984,null,15412,null,268820,null,9044,null,356022,null,10835,null,44142,null,2969,null,863254,null,18518,null,266377,null,10043,null,502951,null,11046,null,93926,null,4302,null,11035912,null,27010,null,5503505,null,15526,null,1334368,null,10019,null,3587957,null,10842,null,581180,null,3126,null,5532407,null,19181,null,1271383,null,10388,null,3484902,null,11651,null,776122,null,6143,null,0400000US17,Illinois,17
6175885,null,3789,null,807506,null,21723,null,352625,null,12201,null,141637,null,7607,null,192804,null,8736,null,18184,null,2086,null,454881,null,13613,null,141590,null,8015,null,268125,null,7553,null,45166,null,3017,null,5368379,null,22448,null,2679858,null,13245,null,646338,null,8181,null,1725561,null,9231,null,307959,null,2678,null,2688521,null,15058,null,619859,null,9065,null,1673570,null,7999,null,395092,null,3918,null,0400000US18,Indiana,18
2899804,null,1887,null,334919,null,13360,null,145508,null,7266,null,51129,null,4171,null,84463,null,3926,null,9916,null,1107,null,189411,null,8109,null,49556,null,4129,null,115327,null,5696,null,24528,null,2047,null,2564885,null,14005,null,1287537,null,7600,null,304879,null,4659,null,815692,null,4345,null,166966,null,1642,null,1277348,null,9181,null,292626,null,4381,null,772953,null,6178,null,211769,null,2207,null,0400000US19,Iowa,19
2716652,null,3284,null,307478,null,12785,null,134445,null,7126,null,52849,null,4152,null,74496,null,4964,null,7100,null,1279,null,173033,null,7698,null,46923,null,4387,null,105289,null,4593,null,20821,null,2765,null,2409174,null,12393,null,1207159,null,7279,null,296653,null,4321,null,771150,null,4969,null,139356,null,1798,null,1202015,null,8703,null,290808,null,4976,null,735688,null,5344,null,175519,null,3346,null,0400000US20,Kansas,20
