B10051_001E,B10051_001EA,B10051_001M,B10051_001MA,B10051_002E,B10051_002EA,B10051_002M,B10051_002MA,B10051_003E,B10051_003EA,B10051_003M,B10051_003MA,B10051_004E,B10051_004EA,B10051_004M,B10051_004MA,B10051_005E,B10051_005EA,B10051_005M,B10051_005MA,B10051_006E,B10051_006EA,B10051_006M,B10051_006MA,B10051_007E,B10051_007EA,B10051_007M,B10051_007MA,B10051_008E,B10051_008EA,B10051_008M,B10051_008MA,B10051_009E,B10051_009EA,B10051_009M,B10051_009MA,B10051_010E,B10051_010EA,B10051_010M,B10051_010MA,B10051_011E,B10051_011EA,B10051_011M,B10051_011MA,GEO_ID,NAME,state
105283,null,5919,null,60086,null,4118,null,26040,null,2896,null,15247,null,2021,null,10793,null,2096,null,34046,null,3709,null,24404,null,3098,null,9642,null,1892,null,45197,null,3829,null,25035,null,3150,null,20162,null,2183,null,0400000US01,Alabama,01
12579,null,1833,null,6112,null,1132,null,2028,null,654,null,1309,null,632,null,719,null,307,null,4084,null,968,null,2442,null,703,null,1642,null,695,null,6467,null,1272,null,3554,null,1074,null,2913,null,845,null,0400000US02,Alaska,02
148138,null,8069,null,58527,null,4999,null,17343,null,3134,null,9917,null,2290,null,7426,null,1417,null,41184,null,4188,null,31435,null,3707,null,9749,null,1682,null,89611,null,6523,null,45764,null,4668,null,43847,null,4561,null,0400000US04,Arizona,04
68947,null,4485,null,40636,null,3406,null,16016,null,2103,null,9680,null,1648,null,6336,null,1216,null,24620,null,2783,null,19328,null,2502,null,5292,null,1313,null,28311,null,3231,null,17004,null,2843,null,11307,null,1821,null,0400000US05,Arkansas,05
1004456,null,21114,null,294608,null,10728,null,75349,null,4720,null,33953,null,3516,null,41396,null,3360,null,219259,null,9958,null,145972,null,7438,null,73287,null,5690,null,709848,null,15396,null,313054,null,10971,null,396794,null,12180,null,0400000US06,California,06
91225,null,6898,null,39989,null,4211,null,16524,null,2883,null,9937,null,2069,null,6587,null,1569,null,23465,null,2887,null,16973,null,2445,null,6492,null,1483,null,51236,null,5053,null,23442,null,3804,null,27794,null,3155,null,0400000US08,Colorado,08
57675,null,4047,null,19542,null,2631,null,5998,null,1426,null,2960,null,1046,null,3038,null,905,null,13544,null,2384,null,10062,null,2091,null,3482,null,944,null,38133,null,3354,null,14318,null,2386,null,23815,null,2814,null,0400000US09,Connecticut,09
20830,null,2781,null,8176,null,1719,null,3192,null,1082,null,2202,null,1021,null,990,null,442,null,4984,null,1265,null,3647,null,1095,null,1337,null,618,null,12654,null,2080,null,7174,null,1818,null,5480,null,1384,null,0400000US10,Delaware,10
11011,null,1840,null,4571,null,980,null,1712,null,718,null,488,null,301,null,1224,null,621,null,2859,null,854,null,1891,null,721,null,968,null,457,null,6440,null,1626,null,2277,null,1013,null,4163,null,1203,null,0400000US11,District of Columbia,11
393605,null,14019,null,149319,null,7773,null,55793,null,4812,null,29287,null,3336,null,26506,null,2865,null,93526,null,7612,null,66400,null,6304,null,27126,null,3650,null,244286,null,10344,null,100421,null,6375,null,143865,null,7135,null,0400000US12,Florida,12
