B09001_001E,B09001_001EA,B09001_001M,B09001_001MA,B09001_002E,B09001_002EA,B09001_002M,B09001_002MA,B09001_003E,B09001_003EA,B09001_003M,B09001_003MA,B09001_004E,B09001_004EA,B09001_004M,B09001_004MA,B09001_005E,B09001_005EA,B09001_005M,B09001_005MA,B09001_006E,B09001_006EA,B09001_006M,B09001_006MA,B09001_007E,B09001_007EA,B09001_007M,B09001_007MA,B09001_008E,B09001_008EA,B09001_008M,B09001_008MA,B09001_009E,B09001_009EA,B09001_009M,B09001_009MA,B09001_010E,B09001_010EA,B09001_010M,B09001_010MA,GEO_ID,NAME,state
1121210,null,2322,null,1118678,null,2879,null,182621,null,5040,null,124512,null,4515,null,57313,null,4617,null,184955,null,6676,null,182278,null,4918,null,194533,null,5729,null,192466,null,2479,null,2532,null,1532,null,0400000US01,Alabama,01
180759,null,1228,null,180061,null,1259,null,32867,null,1558,null,18645,null,1571,null,8640,null,1423,null,27173,null,1899,null,30676,null,2090,null,30549,null,2495,null,31511,null,1406,null,698,null,264,null,0400000US02,Alaska,02
1707680,null,1470,null,1704646,null,2421,null,314544,null,6106,null,200265,null,5971,null,96406,null,5904,null,276385,null,6762,null,271961,null,8323,null,273690,null,8142,null,271395,null,1294,null,3034,null,1625,null,0400000US04,Arizona,04
702924,null,1880,null,700582,null,2078,null,117501,null,3971,null,81581,null,3733,null,36184,null,3144,null,119918,null,4388,null,115927,null,4972,null,110479,null,4866,null,118992,null,2040,null,2342,null,785,null,0400000US05,Arkansas,05
9362697,null,2142,null,9334445,null,4754,null,1630977,null,13736,null,1058729,null,13145,null,485089,null,11841,null,1464550,null,14553,null,1508950,null,16639,null,1569664,null,16318,null,1616486,null,3843,null,28252,null,4388,null,0400000US06,California,06
1206766,null,1556,null,1203803,null,1608,null,212921,null,5436,null,142933,null,5631,null,70823,null,4936,null,199204,null,5882,null,188854,null,6117,null,191379,null,6323,null,197689,null,1817,null,2963,null,384,null,0400000US08,Colorado,08
811287,null,759,null,808854,null,1201,null,124956,null,3578,null,85575,null,3685,null,39753,null,2818,null,126952,null,4919,null,136813,null,3298,null,146436,null,5217,null,148369,null,1310,null,2433,null,1198,null,0400000US09,Connecticut,09
206126,null,342,null,205887,null,423,null,36101,null,1923,null,23701,null,1861,null,11438,null,1543,null,34238,null,2227,null,30447,null,2210,null,34256,null,2375,null,35706,null,387,null,239,null,248,null,0400000US10,Delaware,10
111971,null,295,null,110776,null,1108,null,21557,null,1656,null,14615,null,1652,null,5262,null,1022,null,16276,null,1841,null,18831,null,1848,null,15942,null,1749,null,18293,null,901,null,1195,null,1027,null,0400000US11,District of Columbia,11
4003386,null,5535,null,3992281,null,5659,null,682807,null,10836,null,456070,null,10789,null,205074,null,8083,null,630974,null,10999,null,652089,null,11633,null,674766,null,14087,null,690501,null,3128,null,11105,null,2040,null,0400000US12,Florida,12
2542478,null,3111,null,2533598,null,3836,null,427821,null,8165,null,303762,null,8162,null,137679,null,7494,null,427875,null,10911,null,408209,null,9061,null,418096,null,10355,null,410156,null,4029,null,8880,null,1804,null,0400000US13,Georgia,13
284604,null,295,null,284086,null,444,null,50125,null,2867,null,35632,null,2388,null,14529,null,1998,null,45903,null,2930,null,43753,null,3315,null,45770,null,3072,null,48374,null,1674,null,518,null,360,null,0400000US15,Hawaii,15
413736,null,1219,null,411859,null,1387,null,74162,null,2187,null,46950,null,2125,null,23747,null,2326,null,67185,null,3641,null,67511,null,3293,null,64592,null,3411,null,67712,null,1493,null,1877,null,923,null,0400000US16,Idaho,16
