C05008_001E,C05008_001EA,C05008_001M,C05008_001MA,C05008_002E,C05008_002EA,C05008_002M,C05008_002MA,C05008_003E,C05008_003EA,C05008_003M,C05008_003MA,C05008_004E,C05008_004EA,C05008_004M,C05008_004MA,C05008_005E,C05008_005EA,C05008_005M,C05008_005MA,C05008_006E,C05008_006EA,C05008_006M,C05008_006MA,C05008_007E,C05008_007EA,C05008_007M,C05008_007MA,C05008_008E,C05008_008EA,C05008_008M,C05008_008MA,C05008_009E,C05008_009EA,C05008_009M,C05008_009MA,C05008_010E,C05008_010EA,C05008_010M,C05008_010MA,C05008_011E,C05008_011EA,C05008_011M,C05008_011MA,C05008_012E,C05008_012EA,C05008_012M,C05008_012MA,C05008_013E,C05008_013EA,C05008_013M,C05008_013MA,C05008_014E,C05008_014EA,C05008_014M,C05008_014MA,C05008_015E,C05008_015EA,C05008_015M,C05008_015MA,C05008_016E,C05008_016EA,C05008_016M,C05008_016MA,C05008_017E,C05008_017EA,C05008_017M,C05008_017MA,C05008_018E,C05008_018EA,C05008_018M,C05008_018MA,C05008_019E,C05008_019EA,C05008_019M,C05008_019MA,C05008_020E,C05008_020EA,C05008_020M,C05008_020MA,C05008_021E,C05008_021EA,C05008_021M,C05008_021MA,C05008_022E,C05008_022EA,C05008_022M,C05008_022MA,C05008_023E,C05008_023EA,C05008_023M,C05008_023MA,C05008_024E,C05008_024EA,C05008_024M,C05008_024MA,C05008_025E,C05008_025EA,C05008_025M,C05008_025MA,C05008_026E,C05008_026EA,C05008_026M,C05008_026MA,C05008_027E,C05008_027EA,C05008_027M,C05008_027MA,C05008_028E,C05008_028EA,C05008_028M,C05008_028MA,C05008_029E,C05008_029EA,C05008_029M,C05008_029MA,C05008_030E,C05008_030EA,C05008_030M,C05008_030MA,C05008_031E,C05008_031EA,C05008_031M,C05008_031MA,C05008_032E,C05008_032EA,C05008_032M,C05008_032MA,C05008_033E,C05008_033EA,C05008_033M,C05008_033MA,C05008_034E,C05008_034EA,C05008_034M,C05008_034MA,C05008_035E,C05008_035EA,C05008_035M,C05008_035MA,C05008_036E,C05008_036EA,C05008_036M,C05008_036MA,C05008_037E,C05008_037EA,C05008_037M,C05008_037MA,C05008_038E,C05008_038EA,C05008_038M,C05008_038MA,C05008_039E,C05008_039EA,C05008_039M,C05008_039MA,C05008_040E,C05008_040EA,C05008_040M,C05008_040MA,C05008_041E,C05008_041EA,C05008_041M,C05008_041MA,C05008_042E,C05008_042EA,C05008_042M,C05008_042MA,C05008_043E,C05008_043EA,C05008_043M,C05008_043MA,C05008_044E,C05008_044EA,C05008_044M,C05008_044MA,C05008_045E,C05008_045EA,C05008_045M,C05008_045MA,C05008_046E,C05008_046EA,C05008_046M,C05008_046MA,C05008_047E,C05008_047EA,C05008_047M,C05008_047MA,C05008_048E,C05008_048EA,C05008_048M,C05008_048MA,C05008_049E,C05008_049EA,C05008_049M,C05008_049MA,C05008_050E,C05008_050EA,C05008_050M,C05008_050MA,C05008_051E,C05008_051EA,C05008_051M,C05008_051MA,GEO_ID,NAME,state
131695,null,6916,null,70629,null,4353,null,6745,null,1328,null,2042,null,856,null,2091,null,703,null,2612,null,669,null,16257,null,2119,null,6460,null,1672,null,3797,null,1157,null,6000,null,1049,null,41541,null,3027,null,23487,null,3010,null,11084,null,1768,null,6970,null,1435,null,29633,null,2987,null,18068,null,2615,null,7984,null,1494,null,3581,null,1067,null,11908,null,2026,null,5419,null,1551,null,3100,null,994,null,3389,null,983,null,6086,null,1595,null,2795,null,1175,null,1911,null,861,null,1380,null,610,null,61066,null,4094,null,12003,null,1960,null,3444,null,1216,null,1939,null,680,null,6620,null,1073,null,19738,null,1759,null,7521,null,1332,null,4439,null,1069,null,7778,null,1268,null,25305,null,2510,null,14852,null,2170,null,5308,null,1079,null,5145,null,1161,null,15558,null,2251,null,10338,null,1913,null,3606,null,957,null,1614,null,575,null,9747,null,1640,null,4514,null,1303,null,1702,null,587,null,3531,null,1039,null,4020,null,1062,null,1017,null,612,null,1526,null,740,null,1477,null,506,null,0400000US01,Alabama,01
44296,null,3230,null,21402,null,2128,null,3182,null,927,null,637,null,588,null,589,null,392,null,1956,null,691,null,11051,null,1423,null,3537,null,1073,null,3080,null,761,null,4434,null,847,null,4392,null,1694,null,742,null,528,null,1646,null,935,null,2004,null,844,null,1748,null,1078,null,170,null,185,null,534,null,613,null,1044,null,662,null,2644,null,1075,null,572,null,485,null,1112,null,722,null,960,null,446,null,2777,null,976,null,1011,null,693,null,981,null,484,null,785,null,348,null,22894,null,1866,null,3576,null,992,null,894,null,536,null,863,null,369,null,1819,null,582,null,12458,null,1027,null,4157,null,863,null,3314,null,940,null,4987,null,813,null,3824,null,895,null,867,null,505,null,1149,null,658,null,1808,null,784,null,1258,null,547,null,239,null,229,null,503,null,401,null,516,null,333,null,2566,null,813,null,628,null,449,null,646,null,525,null,1292,null,712,null,3036,null,929,null,1067,null,590,null,374,null,318,null,1595,null,584,null,0400000US02,Alaska,02
932518,null,19501,null,478725,null,12925,null,35063,null,3293,null,6441,null,1462,null,9050,null,2116,null,19572,null,2309,null,57914,null,3906,null,22332,null,3378,null,15899,null,2016,null,19683,null,2134,null,354561,null,9673,null,129842,null,8854,null,104677,null,6343,null,120042,null,5683,null,328231,null,9605,null,120399,null,8611,null,98397,null,5931,null,109435,null,5476,null,26330,null,3631,null,9443,null,2537,null,6280,null,1729,null,10607,null,1829,null,31187,null,4376,null,15005,null,3364,null,5873,null,1396,null,10309,null,1754,null,453793,null,10166,null,48546,null,3673,null,8880,null,2022,null,10389,null,2285,null,29277,null,2311,null,67023,null,3492,null,21650,null,3057,null,17850,null,2412,null,27523,null,2381,null,307853,null,9300,null,92927,null,7995,null,103369,null,6669,null,111557,null,6392,null,283179,null,9158,null,85139,null,7259,null,97655,null,6171,null,100385,null,6061,null,24674,null,2976,null,7788,null,1893,null,5714,null,1678,null,11172,null,2325,null,30371,null,3735,null,12396,null,2445,null,6599,null,1521,null,11376,null,1795,null,0400000US04,Arizona,04
109257,null,4766,null,58584,null,3577,null,3945,null,1091,null,809,null,488,null,542,null,304,null,2594,null,967,null,9945,null,1335,null,3843,null,964,null,1628,null,762,null,4474,null,1105,null,41107,null,2635,null,18182,null,2284,null,13219,null,1901,null,9706,null,1649,null,34566,null,2633,null,16154,null,2202,null,11328,null,1717,null,7084,null,1342,null,6541,null,1344,null,2028,null,849,null,1891,null,654,null,2622,null,885,null,3587,null,1133,null,1476,null,799,null,864,null,509,null,1247,null,582,null,50673,null,2676,null,6336,null,1130,null,685,null,463,null,977,null,490,null,4674,null,930,null,11095,null,1149,null,3102,null,990,null,2795,null,887,null,5198,null,963,null,30970,null,2125,null,11339,null,1691,null,13423,null,1725,null,6208,null,1403,null,24598,null,2003,null,9200,null,1555,null,11108,null,1652,null,4290,null,1263,null,6372,null,1497,null,2139,null,800,null,2315,null,878,null,1918,null,610,null,2272,null,789,null,515,null,318,null,774,null,542,null,983,null,573,null,0400000US05,Arkansas,05
9859027,null,46357,null,4919647,null,28287,null,309433,null,9477,null,63578,null,5138,null,80444,null,5609,null,165411,null,6300,null,1603702,null,15600,null,386199,null,13652,null,433585,null,11171,null,783918,null,12322,null,2830399,null,27510,null,695597,null,20788,null,768437,null,16235,null,1366365,null,16110,null,2278369,null,25707,null,556051,null,19241,null,635661,null,14093,null,1086657,null,15712,null,552030,null,17803,null,139546,null,9536,null,132776,null,8058,null,279708,null,9637,null,176113,null,8799,null,45552,null,5236,null,46440,null,4530,null,84121,null,4846,null,4939380,null,28299,null,374539,null,9241,null,65633,null,4858,null,90776,null,5880,null,218130,null,8056,null,1827799,null,14868,null,468202,null,13239,null,498809,null,10276,null,860788,null,12270,null,2557240,null,22486,null,591432,null,18486,null,720411,null,15139,null,1245397,null,16639,null,1976046,null,22751,null,464542,null,15686,null,593030,null,14273,null,918474,null,15424,null,581194,null,12386,null,126890,null,7697,null,127381,null,6864,null,326923,null,9981,null,179802,null,7439,null,45834,null,4729,null,44433,null,4315,null,89535,null,4288,null,0400000US06,California,06
499179,null,15182,null,255395,null,9784,null,32621,null,3249,null,7064,null,1583,null,9989,null,2260,null,15568,null,1913,null,43172,null,2918,null,14629,null,2819,null,11590,null,2366,null,16953,null,2152,null,160422,null,7488,null,59301,null,5562,null,57687,null,5078,null,43434,null,3468,null,140738,null,7612,null,52543,null,5623,null,51429,null,5055,null,36766,null,3386,null,19684,null,2942,null,6758,null,1934,null,6258,null,1593,null,6668,null,1537,null,19180,null,2932,null,8771,null,2321,null,5064,null,1314,null,5345,null,1189,null,243784,null,8461,null,43139,null,4225,null,7772,null,1399,null,12578,null,2458,null,22789,null,2779,null,54469,null,2773,null,18307,null,2448,null,13916,null,2150,null,22246,null,2087,null,126544,null,6533,null,47006,null,4544,null,48028,null,4140,null,31510,null,3014,null,109591,null,6614,null,40549,null,4586,null,44293,null,4121,null,24749,null,2995,null,16953,null,2457,null,6457,null,1758,null,3735,null,1094,null,6761,null,1252,null,19632,null,2754,null,8343,null,2151,null,4636,null,1315,null,6653,null,1150,null,0400000US08,Colorado,08
454002,null,12375,null,225379,null,7454,null,64512,null,4364,null,11386,null,2093,null,15333,null,2808,null,37793,null,2877,null,52057,null,2811,null,19502,null,2551,null,14611,null,2392,null,17944,null,1423,null,93058,null,5781,null,32563,null,4157,null,29167,null,3498,null,31328,null,3158,null,14707,null,3235,null,6679,null,2142,null,4680,null,1363,null,3348,null,1126,null,78351,null,5864,null,25884,null,4112,null,24487,null,3480,null,27980,null,3214,null,15752,null,2145,null,6310,null,1486,null,2629,null,943,null,6813,null,1060,null,228623,null,7361,null,72035,null,3666,null,12337,null,2015,null,13992,null,2241,null,45706,null,3068,null,48293,null,2188,null,19755,null,1925,null,12958,null,1705,null,15580,null,1558,null,91884,null,5634,null,28488,null,3706,null,30491,null,2776,null,32905,null,3618,null,9718,null,2198,null,5016,null,1726,null,3218,null,932,null,1484,null,840,null,82166,null,5161,null,23472,null,3210,null,27273,null,2716,null,31421,null,3332,null,16411,null,2210,null,5264,null,1502,null,2759,null,825,null,8388,null,1243,null,0400000US09,Connecticut,09
66793,null,4719,null,33024,null,2906,null,3284,null,845,null,628,null,441,null,474,null,298,null,2182,null,651,null,9709,null,1112,null,3403,null,813,null,3107,null,720,null,3199,null,1026,null,16203,null,2455,null,7122,null,1775,null,4065,null,975,null,5016,null,1429,null,8368,null,1982,null,4004,null,1298,null,1909,null,770,null,2455,null,893,null,7835,null,1829,null,3118,null,1387,null,2156,null,776,null,2561,null,989,null,3828,null,1341,null,2340,null,1267,null,720,null,389,null,768,null,364,null,33769,null,2716,null,6055,null,1005,null,869,null,482,null,1074,null,486,null,4112,null,832,null,11097,null,784,null,4223,null,759,null,3456,null,773,null,3418,null,710,null,12744,null,2005,null,4401,null,1043,null,4714,null,1565,null,3629,null,1096,null,5670,null,1467,null,2238,null,683,null,2748,null,1303,null,684,null,365,null,7074,null,1441,null,2163,null,872,null,1966,null,886,null,2945,null,992,null,3873,null,1314,null,1688,null,1043,null,1106,null,854,null,1079,null,472,null,0400000US10,Delaware,10
77884,null,4700,null,38641,null,3070,null,6321,null,1417,null,2952,null,1075,null,1584,null,617,null,1785,null,600,null,6731,null,1416,null,2913,null,1017,null,990,null,548,null,2828,null,803,null,18652,null,2041,null,6748,null,1523,null,5405,null,1495,null,6499,null,1513,null,2149,null,1050,null,1536,null,899,null,514,null,459,null,99,null,130,null,16503,null,2142,null,5212,null,1195,null,4891,null,1455,null,6400,null,1531,null,6937,null,1602,null,2799,null,899,null,2457,null,1087,null,1681,null,701,null,39243,null,2792,null,6816,null,1569,null,2160,null,947,null,1460,null,608,null,3196,null,933,null,8078,null,807,null,3174,null,843,null,1330,null,552,null,3574,null,700,null,17955,null,1989,null,7777,null,1868,null,4423,null,930,null,5755,null,1509,null,1820,null,893,null,1126,null,627,null,593,null,493,null,101,null,154,null,16135,null,2052,null,6651,null,1705,null,3830,null,924,null,5654,null,1483,null,6394,null,1394,null,3005,null,1035,null,2073,null,852,null,1316,null,631,null,0400000US11,District of Columbia,11
3391511,null,32540,null,1644561,null,22227,null,166006,null,7114,null,36212,null,3709,null,35919,null,3926,null,93875,null,5292,null,154506,null,5277,null,45517,null,4236,null,38595,null,4028,null,70394,null,4006,null,1235276,null,21337,null,392550,null,19060,null,337341,null,12994,null,505385,null,10040,null,163943,null,13305,null,74415,null,14038,null,54447,null,5523,null,35081,null,4161,null,1071333,null,17805,null,318135,null,13179,null,282894,null,11698,null,470304,null,9623,null,88773,null,5195,null,25911,null,3321,null,21749,null,2494,null,41113,null,3424,null,1746950,null,16361,null,204768,null,6711,null,40107,null,3739,null,40072,null,3612,null,124589,null,4529,null,183048,null,5548,null,55198,null,4117,null,50067,null,3552,null,77783,null,4346,null,1269247,null,16137,null,368907,null,14195,null,342373,null,11353,null,557967,null,10481,null,92968,null,5588,null,36550,null,3764,null,35624,null,3828,null,20794,null,2517,null,1176279,null,15961,null,332357,null,13789,null,306749,null,10935,null,537173,null,10495,null,89887,null,5960,null,25241,null,3660,null,19261,null,2593,null,45385,null,4146,null,0400000US12,Florida,12
