C23002D_001E,C23002D_001EA,C23002D_001M,C23002D_001MA,C23002D_002E,C23002D_002EA,C23002D_002M,C23002D_002MA,C23002D_003E,C23002D_003EA,C23002D_003M,C23002D_003MA,C23002D_004E,C23002D_004EA,C23002D_004M,C23002D_004MA,C23002D_005E,C23002D_005EA,C23002D_005M,C23002D_005MA,C23002D_006E,C23002D_006EA,C23002D_006M,C23002D_006MA,C23002D_007E,C23002D_007EA,C23002D_007M,C23002D_007MA,C23002D_008E,C23002D_008EA,C23002D_008M,C23002D_008MA,C23002D_009E,C23002D_009EA,C23002D_009M,C23002D_009MA,C23002D_010E,C23002D_010EA,C23002D_010M,C23002D_010MA,C23002D_011E,C23002D_011EA,C23002D_011M,C23002D_011MA,C23002D_012E,C23002D_012EA,C23002D_012M,C23002D_012MA,C23002D_013E,C23002D_013EA,C23002D_013M,C23002D_013MA,C23002D_014E,C23002D_014EA,C23002D_014M,C23002D_014MA,C23002D_015E,C23002D_015EA,C23002D_015M,C23002D_015MA,C23002D_016E,C23002D_016EA,C23002D_016M,C23002D_016MA,C23002D_017E,C23002D_017EA,C23002D_017M,C23002D_017MA,C23002D_018E,C23002D_018EA,C23002D_018M,C23002D_018MA,C23002D_019E,C23002D_019EA,C23002D_019M,C23002D_019MA,C23002D_020E,C23002D_020EA,C23002D_020M,C23002D_020MA,C23002D_021E,C23002D_021EA,C23002D_021M,C23002D_021MA,C23002D_022E,C23002D_022EA,C23002D_022M,C23002D_022MA,C23002D_023E,C23002D_023EA,C23002D_023M,C23002D_023MA,C23002D_024E,C23002D_024EA,C23002D_024M,C23002D_024MA,C23002D_025E,C23002D_025EA,C23002D_025M,C23002D_025MA,C23002D_026E,C23002D_026EA,C23002D_026M,C23002D_026MA,C23002D_027E,C23002D_027EA,C23002D_027M,C23002D_027MA,GEO_ID,NAME,state
34204,null,2092,null,15651,null,1192,null,14804,null,1148,null,12595,null,1056,null,510,null,373,null,12085,null,1014,null,11180,null,1135,null,905,null,533,null,2209,null,826,null,847,null,425,null,235,null,199,null,235,null,199,null,0,null,271,null,612,null,374,null,18553,null,1485,null,16921,null,1529,null,10534,null,1191,null,0,null,271,null,10534,null,1191,null,10060,null,1210,null,474,null,321,null,6387,null,1261,null,1632,null,712,null,48,null,86,null,48,null,86,null,0,null,271,null,1584,null,707,null,0400000US01,Alabama,01
26188,null,1445,null,12350,null,1256,null,11125,null,1210,null,9415,null,1210,null,520,null,333,null,8895,null,1180,null,8450,null,1130,null,445,null,278,null,1710,null,602,null,1225,null,313,null,461,null,289,null,461,null,289,null,0,null,240,null,764,null,255,null,13838,null,769,null,12552,null,838,null,10998,null,909,null,153,null,229,null,10845,null,924,null,10313,null,853,null,532,null,326,null,1554,null,492,null,1286,null,216,null,290,null,235,null,290,null,235,null,0,null,240,null,996,null,278,null,0400000US02,Alaska,02
122673,null,2804,null,56930,null,1733,null,51815,null,1706,null,44720,null,2122,null,602,null,465,null,44118,null,2152,null,41474,null,2185,null,2644,null,942,null,7095,null,1511,null,5115,null,509,null,1328,null,459,null,1085,null,438,null,243,null,248,null,3787,null,602,null,65743,null,2243,null,57705,null,2206,null,39049,null,2527,null,31,null,53,null,39018,null,2519,null,36878,null,2415,null,2140,null,639,null,18656,null,2273,null,8038,null,606,null,1457,null,738,null,1457,null,738,null,0,null,302,null,6581,null,738,null,0400000US04,Arizona,04
22273,null,1424,null,10689,null,827,null,10003,null,887,null,8179,null,806,null,0,null,269,null,8179,null,806,null,7500,null,787,null,679,null,461,null,1824,null,776,null,686,null,297,null,169,null,151,null,169,null,151,null,0,null,269,null,517,null,285,null,11584,null,1118,null,10491,null,1069,null,6515,null,966,null,203,null,294,null,6312,null,998,null,6224,null,1001,null,88,null,109,null,3976,null,925,null,1093,null,385,null,199,null,184,null,108,null,132,null,91,null,144,null,894,null,386,null,0400000US05,Arkansas,05
3731503,null,9424,null,1767854,null,6721,null,1542563,null,6835,null,1238456,null,8545,null,9863,null,1544,null,1228593,null,8616,null,1151887,null,9276,null,76706,null,4855,null,304107,null,8128,null,225291,null,1706,null,38842,null,2848,null,37408,null,2831,null,1434,null,567,null,186449,null,3183,null,1963649,null,5097,null,1658866,null,5228,null,1131603,null,10008,null,1082,null,550,null,1130521,null,10019,null,1066953,null,11240,null,63568,null,3671,null,527263,null,8982,null,304783,null,1701,null,28242,null,2823,null,27298,null,2818,null,944,null,435,null,276541,null,3330,null,0400000US06,California,06
101087,null,2331,null,45391,null,1638,null,40986,null,1723,null,34680,null,1779,null,511,null,273,null,34169,null,1809,null,32978,null,1858,null,1191,null,599,null,6306,null,1349,null,4405,null,854,null,943,null,393,null,856,null,360,null,87,null,145,null,3462,null,770,null,55696,null,1603,null,48947,null,1591,null,33829,null,1987,null,359,null,290,null,33470,null,2006,null,32231,null,1974,null,1239,null,547,null,15118,null,1616,null,6749,null,788,null,694,null,371,null,640,null,363,null,54,null,110,null,6055,null,819,null,0400000US08,Colorado,08
94190,null,1664,null,47381,null,960,null,43953,null,841,null,36850,null,1370,null,110,null,90,null,36740,null,1374,null,35285,null,1409,null,1455,null,550,null,7103,null,1094,null,3428,null,543,null,1351,null,481,null,1351,null,481,null,0,null,275,null,2077,null,615,null,46809,null,1093,null,42815,null,1177,null,29159,null,1296,null,0,null,275,null,29159,null,1296,null,27368,null,1374,null,1791,null,596,null,13656,null,1452,null,3994,null,484,null,877,null,463,null,877,null,463,null,0,null,275,null,3117,null,537,null,0400000US09,Connecticut,09
19517,null,683,null,9381,null,400,null,8622,null,392,null,7210,null,570,null,39,null,69,null,7171,null,566,null,7003,null,559,null,168,null,163,null,1412,null,512,null,759,null,184,null,447,null,194,null,447,null,194,null,0,null,263,null,312,null,159,null,10136,null,495,null,9427,null,510,null,5732,null,748,null,0,null,263,null,5732,null,748,null,5324,null,751,null,408,null,365,null,3695,null,771,null,709,null,292,null,130,null,140,null,130,null,140,null,0,null,263,null,579,null,269,null,0400000US10,Delaware,10
17377,null,644,null,7627,null,528,null,6833,null,633,null,5526,null,824,null,43,null,76,null,5483,null,820,null,5243,null,829,null,240,null,205,null,1307,null,591,null,794,null,310,null,235,null,285,null,235,null,285,null,0,null,296,null,559,null,334,null,9750,null,401,null,9046,null,510,null,6698,null,759,null,0,null,296,null,6698,null,759,null,6560,null,746,null,138,null,137,null,2348,null,838,null,704,null,342,null,212,null,252,null,212,null,252,null,0,null,296,null,492,null,263,null,0400000US11,District of Columbia,11
335879,null,4035,null,152492,null,3134,null,135446,null,2991,null,115094,null,3299,null,782,null,443,null,114312,null,3366,null,108771,null,3471,null,5541,null,1167,null,20352,null,2472,null,17046,null,1086,null,5349,null,1127,null,4795,null,960,null,554,null,519,null,11697,null,1306,null,183387,null,2756,null,160730,null,2963,null,106685,null,3535,null,544,null,378,null,106141,null,3523,null,100785,null,3542,null,5356,null,1163,null,54045,null,3391,null,22657,null,1364,null,3111,null,851,null,3080,null,850,null,31,null,51,null,19546,null,1534,null,0400000US12,Florida,12
