B13002A_001E,B13002A_001EA,B13002A_001M,B13002A_001MA,B13002A_002E,B13002A_002EA,B13002A_002M,B13002A_002MA,B13002A_003E,B13002A_003EA,B13002A_003M,B13002A_003MA,B13002A_004E,B13002A_004EA,B13002A_004M,B13002A_004MA,B13002A_005E,B13002A_005EA,B13002A_005M,B13002A_005MA,B13002A_006E,B13002A_006EA,B13002A_006M,B13002A_006MA,B13002A_007E,B13002A_007EA,B13002A_007M,B13002A_007MA,GEO_ID,NAME,state
1135607,null,3113,null,67711,null,3753,null,49190,null,3480,null,18521,null,2034,null,1067896,null,4887,null,541280,null,6925,null,526616,null,7103,null,0400000US27,Minnesota,27
411308,null,2912,null,25384,null,3110,null,18887,null,2744,null,6497,null,1538,null,385924,null,4599,null,213623,null,6294,null,172301,null,6387,null,0400000US28,Mississippi,28
1207593,null,3404,null,66425,null,3541,null,49089,null,2973,null,17336,null,2163,null,1141168,null,4762,null,596736,null,8122,null,544432,null,8093,null,0400000US29,Missouri,29
201919,null,1464,null,9752,null,1682,null,6919,null,1305,null,2833,null,912,null,192167,null,2096,null,95139,null,3435,null,97028,null,3278,null,0400000US30,Montana,30
379812,null,2070,null,21786,null,2176,null,16473,null,1767,null,5313,null,1103,null,358026,null,2990,null,188821,null,3888,null,169205,null,3923,null,0400000US31,Nebraska,31
473455,null,4639,null,29945,null,3123,null,21862,null,2563,null,8083,null,1869,null,443510,null,4667,null,216289,null,6702,null,227221,null,6796,null,0400000US32,Nevada,32
312642,null,1730,null,13899,null,1779,null,10882,null,1517,null,3017,null,836,null,298743,null,2286,null,147413,null,3917,null,151330,null,4027,null,0400000US33,New Hampshire,33
1456714,null,6616,null,81418,null,4249,null,63827,null,3582,null,17591,null,2317,null,1375296,null,7180,null,676514,null,8701,null,698782,null,8478,null,0400000US34,New Jersey,34
344148,null,4683,null,19244,null,2922,null,10720,null,1784,null,8524,null,1995,null,324904,null,4904,null,150124,null,5280,null,174780,null,5913,null,0400000US35,New Mexico,35
3184916,null,11174,null,156142,null,6140,null,119458,null,5170,null,36684,null,3734,null,3028774,null,12293,null,1382304,null,15367,null,1646470,null,16446,null,0400000US36,New York,36
1571656,null,5195,null,81442,null,5073,null,62844,null,3915,null,18598,null,2932,null,1490214,null,7478,null,836367,null,10452,null,653847,null,10188,null,0400000US37,North Carolina,37
138237,null,1061,null,8788,null,1288,null,6186,null,987,null,2602,null,800,null,129449,null,1657,null,69769,null,2387,null,59680,null,2280,null,0400000US38,North Dakota,38
2345055,null,4497,null,125392,null,5507,null,86841,null,4487,null,38551,null,3111,null,2219663,null,7341,null,1087682,null,12125,null,1131981,null,12961,null,0400000US39,Ohio,39
657219,null,3638,null,39304,null,3213,null,28041,null,2294,null,11263,null,1863,null,617915,null,4836,null,333999,null,7027,null,283916,null,6767,null,0400000US40,Oklahoma,40
785144,null,4035,null,45471,null,3737,null,31207,null,3187,null,14264,null,2429,null,739673,null,5186,null,354733,null,8030,null,384940,null,7295,null,0400000US41,Oregon,41
2465860,null,5692,null,127663,null,5311,null,89794,null,3769,null,37869,null,3286,null,2338197,null,8021,null,1152565,null,11514,null,1185632,null,11092,null,0400000US42,Pennsylvania,42
219710,null,2376,null,10253,null,2068,null,6824,null,1587,null,3429,null,1151,null,209457,null,3242,null,88263,null,3866,null,121194,null,4454,null,0400000US44,Rhode Island,44
713737,null,3065,null,40635,null,3585,null,29091,null,2591,null,11544,null,2147,null,673102,null,4658,null,363382,null,6482,null,309720,null,6524,null,0400000US45,South Carolina,45
162964,null,1567,null,9417,null,1447,null,7196,null,1200,null,2221,null,765,null,153547,null,1983,null,78872,null,3393,null,74675,null,3194,null,0400000US46,South Dakota,46
1192870,null,3837,null,66375,null,4633,null,47232,null,3708,null,19143,null,2939,null,1126495,null,6359,null,608462,null,8630,null,518033,null,9310,null,0400000US47,Tennessee,47
4440350,null,17176,null,289371,null,9298,null,201522,null,7927,null,87849,null,6035,null,4150979,null,19633,null,2163932,null,19550,null,1987047,null,18410,null,0400000US48,Texas,48
634003,null,2565,null,52343,null,3570,null,44538,null,3229,null,7805,null,1522,null,581660,null,4229,null,307951,null,6035,null,273709,null,6969,null,0400000US49,Utah,49
147170,null,931,null,7224,null,1186,null,4665,null,952,null,2559,null,985,null,139946,null,1637,null,63256,null,2321,null,76690,null,2672,null,0400000US50,Vermont,50
1355968,null,5238,null,68768,null,4208,null,55176,null,3868,null,13592,null,2058,null,1287200,null,5740,null,690539,null,7666,null,596661,null,8132,null,0400000US51,Virginia,51
1288412,null,5099,null,76036,null,4631,null,56416,null,3679,null,19620,null,2642,null,1212376,null,7100,null,593869,null,8446,null,618507,null,8528,null,0400000US53,Washington,53
406358,null,2165,null,22239,null,2268,null,13659,null,1749,null,8580,null,1666,null,384119,null,3139,null,201475,null,5821,null,182644,null,6019,null,0400000US54,West Virginia,54
1209601,null,2867,null,65705,null,3796,null,49567,null,3136,null,16138,null,2083,null,1143896,null,4469,null,579123,null,5888,null,564773,null,7001,null,0400000US55,Wisconsin,55
117388,null,1352,null,7761,null,1354,null,4827,null,934,null,2934,null,801,null,109627,null,1990,null,57814,null,3017,null,51813,null,3041,null,0400000US56,Wyoming,56
766063,null,8517,null,34359,null,3290,null,19597,null,2430,null,14762,null,2243,null,731704,null,9035,null,265340,null,6747,null,466364,null,8920,null,0400000US72,Puerto Rico,72
