B13002A_001E,B13002A_001EA,B13002A_001M,B13002A_001MA,B13002A_002E,B13002A_002EA,B13002A_002M,B13002A_002MA,B13002A_003E,B13002A_003EA,B13002A_003M,B13002A_003MA,B13002A_004E,B13002A_004EA,B13002A_004M,B13002A_004MA,B13002A_005E,B13002A_005EA,B13002A_005M,B13002A_005MA,B13002A_006E,B13002A_006EA,B13002A_006M,B13002A_006MA,B13002A_007E,B13002A_007EA,B13002A_007M,B13002A_007MA,GEO_ID,NAME,state
772061,null,3335,null,41149,null,3382,null,31381,null,3032,null,9768,null,1469,null,730912,null,4959,null,407249,null,6459,null,323663,null,8008,null,0400000US01,Alabama,01
118432,null,1339,null,6937,null,1227,null,5081,null,1053,null,1856,null,594,null,111495,null,1569,null,55242,null,2576,null,56253,null,3011,null,0400000US02,Alaska,02
1210279,null,7466,null,69309,null,4391,null,45972,null,3632,null,23337,null,3050,null,1140970,null,8772,null,527686,null,9765,null,613284,null,11740,null,0400000US04,Arizona,04
526869,null,2869,null,30470,null,2823,null,21718,null,2266,null,8752,null,1588,null,496399,null,3720,null,273687,null,5443,null,222712,null,5966,null,0400000US05,Arkansas,05
5622868,null,22491,null,321200,null,9744,null,227673,null,7311,null,93527,null,5688,null,5301668,null,24707,null,2445803,null,21252,null,2855865,null,21629,null,0400000US06,California,06
1052617,null,5400,null,58285,null,4656,null,45244,null,4109,null,13041,null,2012,null,994332,null,6832,null,504221,null,7690,null,490111,null,8262,null,0400000US08,Colorado,08
670887,null,3847,null,30815,null,2938,null,23852,null,2428,null,6963,null,1427,null,640072,null,4465,null,307686,null,6431,null,332386,null,6547,null,0400000US09,Connecticut,09
150147,null,1477,null,7317,null,1085,null,4817,null,801,null,2500,null,715,null,142830,null,1763,null,69428,null,2337,null,73402,null,2772,null,0400000US10,Delaware,10
70293,null,1459,null,2362,null,754,null,1674,null,556,null,688,null,468,null,67931,null,1613,null,17001,null,2189,null,50930,null,2336,null,0400000US11,District of Columbia,11
3169857,null,10230,null,165252,null,7130,null,115293,null,5936,null,49959,null,4150,null,3004605,null,12309,null,1475524,null,13757,null,1529081,null,14001,null,0400000US12,Florida,12
1467549,null,6957,null,81192,null,5026,null,62227,null,4049,null,18965,null,3126,null,1386357,null,7117,null,753352,null,10816,null,633005,null,10926,null,0400000US13,Georgia,13
78547,null,1626,null,3821,null,1029,null,3568,null,1017,null,253,null,176,null,74726,null,1878,null,38042,null,2690,null,36684,null,2912,null,0400000US15,Hawaii,15
340670,null,2438,null,23896,null,2529,null,18168,null,1864,null,5728,null,1449,null,316774,null,3573,null,170918,null,4998,null,145856,null,5431,null,0400000US16,Idaho,16
2300307,null,9461,null,125111,null,5021,null,92248,null,4420,null,32863,null,3213,null,2175196,null,10419,null,1066111,null,11686,null,1109085,null,10692,null,0400000US17,Illinois,17
1334767,null,4547,null,76478,null,3491,null,52116,null,3130,null,24362,null,2432,null,1258289,null,5786,null,635195,null,9330,null,623094,null,9187,null,0400000US18,Indiana,18
661067,null,2453,null,41656,null,2837,null,30963,null,2439,null,10693,null,1615,null,619411,null,3596,null,315659,null,5355,null,303752,null,5606,null,0400000US19,Iowa,19
581559,null,3155,null,36453,null,2703,null,25939,null,2234,null,10514,null,1504,null,545106,null,4155,null,289209,null,5741,null,255897,null,5524,null,0400000US20,Kansas,20
938962,null,3375,null,54212,null,3919,null,36747,null,2935,null,17465,null,2280,null,884750,null,5220,null,467889,null,9044,null,416861,null,9136,null,0400000US21,Kentucky,21
691346,null,2973,null,40074,null,3262,null,26835,null,2572,null,13239,null,1890,null,651272,null,3721,null,344965,null,6252,null,306307,null,6703,null,0400000US22,Louisiana,22
303862,null,1668,null,13762,null,1588,null,9435,null,1323,null,4327,null,1026,null,290100,null,2422,null,136823,null,4435,null,153277,null,4572,null,0400000US23,Maine,23
838961,null,4117,null,42804,null,3266,null,32162,null,2544,null,10642,null,1875,null,796157,null,4960,null,402815,null,7646,null,393342,null,7918,null,0400000US24,Maryland,24
1342961,null,5636,null,61813,null,4329,null,45119,null,3740,null,16694,null,2325,null,1281148,null,6587,null,560217,null,9316,null,720931,null,9595,null,0400000US25,Massachusetts,25
1924991,null,4668,null,97835,null,4716,null,69881,null,3667,null,27954,null,2407,null,1827156,null,6179,null,901247,null,10312,null,925909,null,10973,null,0400000US26,Michigan,26
