B17020H_001E,B17020H_001EA,B17020H_001M,B17020H_001MA,B17020H_002E,B17020H_002EA,B17020H_002M,B17020H_002MA,B17020H_003E,B17020H_003EA,B17020H_003M,B17020H_003MA,B17020H_004E,B17020H_004EA,B17020H_004M,B17020H_004MA,B17020H_005E,B17020H_005EA,B17020H_005M,B17020H_005MA,B17020H_006E,B17020H_006EA,B17020H_006M,B17020H_006MA,B17020H_007E,B17020H_007EA,B17020H_007M,B17020H_007MA,B17020H_008E,B17020H_008EA,B17020H_008M,B17020H_008MA,B17020H_009E,B17020H_009EA,B17020H_009M,B17020H_009MA,B17020H_010E,B17020H_010EA,B17020H_010M,B17020H_010MA,B17020H_011E,B17020H_011EA,B17020H_011M,B17020H_011MA,B17020H_012E,B17020H_012EA,B17020H_012M,B17020H_012MA,B17020H_013E,B17020H_013EA,B17020H_013M,B17020H_013MA,B17020H_014E,B17020H_014EA,B17020H_014M,B17020H_014MA,B17020H_015E,B17020H_015EA,B17020H_015M,B17020H_015MA,B17020H_016E,B17020H_016EA,B17020H_016M,B17020H_016MA,B17020H_017E,B17020H_017EA,B17020H_017M,B17020H_017MA,GEO_ID,NAME,state
3124315,null,4348,null,329432,null,14044,null,27205,null,3246,null,3908,null,1290,null,27286,null,3167,null,26964,null,3265,null,197478,null,7628,null,20290,null,2363,null,26301,null,2279,null,2794883,null,14354,null,153479,null,3269,null,30460,null,3035,null,195358,null,5427,null,213395,null,5806,null,1756196,null,8364,null,251631,null,2447,null,194364,null,2865,null,0400000US01,Alabama,01
440258,null,1281,null,25738,null,3579,null,3043,null,889,null,156,null,146,null,1750,null,654,null,2526,null,931,null,17096,null,2469,null,701,null,387,null,466,null,276,null,414520,null,3638,null,24124,null,1164,null,5299,null,1123,null,27265,null,1758,null,34074,null,2126,null,289200,null,2540,null,22095,null,837,null,12463,null,781,null,0400000US02,Alaska,02
3724881,null,3907,null,323444,null,16903,null,18512,null,2853,null,3964,null,1240,null,20885,null,3266,null,21289,null,3047,null,211837,null,11334,null,19821,null,2335,null,27136,null,3348,null,3401437,null,17385,null,181217,null,3305,null,34991,null,2848,null,214395,null,7287,null,224196,null,5113,null,2087526,null,11825,null,336160,null,2572,null,322952,null,4128,null,0400000US04,Arizona,04
2102785,null,3983,null,270859,null,12525,null,24750,null,2804,null,4528,null,1130,null,24958,null,2941,null,24833,null,2955,null,156661,null,8327,null,14115,null,1412,null,21014,null,1917,null,1831926,null,12663,null,100853,null,3052,null,18357,null,2216,null,131251,null,3960,null,132710,null,4348,null,1142550,null,8680,null,171324,null,1603,null,134881,null,2687,null,0400000US05,Arkansas,05
15140750,null,11698,null,1252408,null,26699,null,70524,null,5961,null,11558,null,2338,null,69869,null,5724,null,80097,null,5478,null,855084,null,21162,null,71368,null,4685,null,93908,null,6132,null,13888342,null,27044,null,652259,null,7053,null,130332,null,5722,null,802010,null,11435,null,949559,null,10933,null,8998758,null,21726,null,1195934,null,5568,null,1159490,null,7695,null,0400000US06,California,06
3431706,null,3605,null,258976,null,12217,null,16377,null,2569,null,4087,null,1214,null,14617,null,2644,null,17179,null,2448,null,176912,null,8088,null,13329,null,1838,null,16475,null,2558,null,3172730,null,12722,null,180809,null,2858,null,36317,null,3328,null,214020,null,6130,null,227707,null,5737,null,2127002,null,8340,null,217255,null,2295,null,169620,null,3510,null,0400000US08,Colorado,08
2502489,null,2991,null,135129,null,7693,null,6004,null,1508,null,1148,null,645,null,7786,null,1507,null,10054,null,1728,null,88211,null,5964,null,7464,null,1475,null,14462,null,1932,null,2367360,null,8394,null,119335,null,1542,null,24765,null,2154,null,161444,null,3989,null,187918,null,4006,null,1499252,null,6050,null,190971,null,1926,null,183675,null,2534,null,0400000US09,Connecticut,09
581189,null,2115,null,38260,null,4648,null,1978,null,811,null,235,null,313,null,2501,null,1129,null,2586,null,953,null,24922,null,3046,null,2611,null,750,null,3427,null,820,null,542929,null,4966,null,29928,null,870,null,6302,null,1134,null,35672,null,2179,null,40154,null,1868,null,338741,null,3585,null,49330,null,747,null,42802,null,834,null,0400000US10,Delaware,10
178386,null,2017,null,11959,null,1586,null,189,null,230,null,0,null,296,null,266,null,323,null,170,null,203,null,10528,null,1388,null,405,null,388,null,401,null,255,null,166427,null,2547,null,9373,null,380,null,1462,null,589,null,6990,null,1016,null,3132,null,549,null,126802,null,1956,null,10711,null,544,null,7957,null,690,null,0400000US11,District of Columbia,11
10806570,null,9282,null,1029479,null,26481,null,70194,null,6170,null,11168,null,1566,null,70785,null,5530,null,72344,null,5739,null,626886,null,18785,null,72274,null,4539,null,105828,null,5096,null,9777091,null,28619,null,431654,null,6587,null,88455,null,6009,null,559127,null,9141,null,637920,null,9614,null,5809678,null,19020,null,1070217,null,4664,null,1180040,null,6165,null,0400000US12,Florida,12
