C19001I_001E,C19001I_001EA,C19001I_001M,C19001I_001MA,C19001I_002E,C19001I_002EA,C19001I_002M,C19001I_002MA,C19001I_003E,C19001I_003EA,C19001I_003M,C19001I_003MA,C19001I_004E,C19001I_004EA,C19001I_004M,C19001I_004MA,C19001I_005E,C19001I_005EA,C19001I_005M,C19001I_005MA,C19001I_006E,C19001I_006EA,C19001I_006M,C19001I_006MA,C19001I_007E,C19001I_007EA,C19001I_007M,C19001I_007MA,C19001I_008E,C19001I_008EA,C19001I_008M,C19001I_008MA,C19001I_009E,C19001I_009EA,C19001I_009M,C19001I_009MA,C19001I_010E,C19001I_010EA,C19001I_010M,C19001I_010MA,C19001I_011E,C19001I_011EA,C19001I_011M,C19001I_011MA,GEO_ID,NAME,state
25432,null,1658,null,1993,null,778,null,2211,null,756,null,4657,null,944,null,3515,null,1012,null,5222,null,1044,null,4198,null,1210,null,1816,null,604,null,929,null,427,null,552,null,362,null,339,null,246,null,0400000US21,Kentucky,21
43345,null,2238,null,4736,null,1158,null,2892,null,797,null,5729,null,1263,null,5146,null,1118,null,6909,null,1294,null,7879,null,1103,null,4271,null,1095,null,4044,null,829,null,941,null,382,null,798,null,428,null,0400000US22,Louisiana,22
3566,null,758,null,425,null,417,null,0,null,228,null,677,null,415,null,493,null,432,null,526,null,278,null,852,null,489,null,198,null,215,null,352,null,241,null,22,null,41,null,21,null,35,null,0400000US23,Maine,23
94456,null,2754,null,4051,null,975,null,2757,null,861,null,7033,null,1187,null,8725,null,1377,null,15431,null,1928,null,20612,null,2340,null,14247,null,1659,null,13425,null,1754,null,4690,null,941,null,3485,null,789,null,0400000US24,Maryland,24
169072,null,5139,null,30627,null,2859,null,14519,null,2409,null,23473,null,2342,null,18427,null,2414,null,22864,null,2669,null,25569,null,2711,null,14864,null,1944,null,12606,null,1485,null,2862,null,748,null,3261,null,904,null,0400000US25,Massachusetts,25
109466,null,3891,null,10385,null,1778,null,8467,null,1628,null,17371,null,2419,null,13581,null,1851,null,19015,null,1884,null,18449,null,2017,null,10454,null,1523,null,7520,null,1405,null,3088,null,1027,null,1136,null,417,null,0400000US26,Michigan,26
56804,null,2497,null,4184,null,1046,null,3565,null,847,null,7672,null,1416,null,8521,null,1748,null,10142,null,1431,null,10381,null,1381,null,4977,null,1106,null,4634,null,1100,null,1733,null,623,null,995,null,460,null,0400000US27,Minnesota,27
14482,null,1704,null,729,null,486,null,716,null,424,null,2915,null,1024,null,1970,null,906,null,2994,null,867,null,2716,null,755,null,1290,null,614,null,759,null,470,null,171,null,168,null,222,null,188,null,0400000US28,Mississippi,28
50288,null,2444,null,4172,null,1024,null,3098,null,978,null,8108,null,1539,null,6972,null,1366,null,8257,null,1442,null,9664,null,1607,null,4877,null,1034,null,3728,null,945,null,653,null,325,null,759,null,401,null,0400000US29,Missouri,29
5920,null,856,null,967,null,572,null,144,null,143,null,1410,null,583,null,674,null,370,null,1045,null,460,null,738,null,361,null,452,null,379,null,388,null,297,null,0,null,235,null,102,null,130,null,0400000US30,Montana,30
37441,null,1932,null,2249,null,746,null,2102,null,831,null,5942,null,1208,null,5703,null,1021,null,7894,null,1399,null,7154,null,1282,null,3897,null,998,null,2011,null,576,null,256,null,283,null,233,null,216,null,0400000US31,Nebraska,31
182459,null,4353,null,11276,null,1975,null,7513,null,1751,null,20470,null,2699,null,25657,null,2889,null,34771,null,3412,null,41041,null,3532,null,23131,null,2697,null,13260,null,1843,null,3473,null,1084,null,1867,null,946,null,0400000US32,Nevada,32
10051,null,1265,null,1073,null,777,null,348,null,253,null,1013,null,609,null,1049,null,600,null,2212,null,927,null,1885,null,695,null,622,null,377,null,1169,null,582,null,288,null,261,null,392,null,303,null,0400000US33,New Hampshire,33
417536,null,6228,null,34752,null,3375,null,21062,null,2747,null,48024,null,4232,null,48966,null,3215,null,64592,null,5183,null,80424,null,4713,null,48877,null,3274,null,44365,null,3614,null,17228,null,1959,null,9246,null,1377,null,0400000US34,New Jersey,34
294392,null,4703,null,29238,null,2651,null,24355,null,2221,null,46633,null,3674,null,40453,null,3316,null,45232,null,3106,null,51760,null,4088,null,28104,null,2217,null,21186,null,2083,null,5486,null,1158,null,1945,null,562,null,0400000US35,New Mexico,35
969458,null,9774,null,141279,null,5998,null,72999,null,4081,null,130921,null,6398,null,105752,null,5539,null,140854,null,6513,null,162291,null,6179,null,89577,null,5087,null,77136,null,4204,null,31473,null,2610,null,17176,null,1952,null,0400000US36,New York,36
174941,null,5358,null,13892,null,1918,null,11094,null,1915,null,32203,null,3428,null,31676,null,3445,null,33726,null,3161,null,29104,null,2869,null,11897,null,1875,null,7117,null,1448,null,2642,null,798,null,1590,null,634,null,0400000US37,North Carolina,37
4075,null,800,null,212,null,224,null,467,null,373,null,639,null,337,null,1131,null,439,null,572,null,352,null,393,null,286,null,314,null,252,null,171,null,213,null,129,null,209,null,47,null,73,null,0400000US38,North Dakota,38
85420,null,3426,null,9759,null,1649,null,7474,null,1560,null,12704,null,2085,null,10254,null,1761,null,12504,null,1868,null,14791,null,1727,null,6089,null,1113,null,7636,null,1395,null,2276,null,675,null,1933,null,596,null,0400000US39,Ohio,39
76689,null,2592,null,6461,null,1307,null,4630,null,916,null,15068,null,2081,null,13040,null,1990,null,11690,null,1522,null,13887,null,1767,null,7269,null,1299,null,3462,null,995,null,881,null,437,null,301,null,231,null,0400000US40,Oklahoma,40
103455,null,3660,null,8591,null,1589,null,6654,null,1522,null,18386,null,2346,null,14980,null,2006,null,18642,null,2515,null,18270,null,2093,null,10018,null,1908,null,5048,null,1273,null,1161,null,615,null,1705,null,715,null,0400000US41,Oregon,41
175807,null,4173,null,28873,null,2911,null,13800,null,1623,null,26117,null,2903,null,21740,null,2616,null,24841,null,2414,null,29021,null,2738,null,13795,null,1942,null,12237,null,1626,null,2867,null,772,null,2516,null,860,null,0400000US42,Pennsylvania,42
34345,null,2022,null,6055,null,1293,null,2496,null,863,null,4383,null,1144,null,4286,null,1427,null,6189,null,1482,null,5220,null,1253,null,2393,null,768,null,1816,null,675,null,821,null,542,null,686,null,468,null,0400000US44,Rhode Island,44
43605,null,2372,null,4059,null,1232,null,3369,null,1042,null,8171,null,1325,null,5421,null,1210,null,8671,null,1463,null,7344,null,1333,null,3598,null,846,null,2068,null,710,null,396,null,268,null,508,null,247,null,0400000US45,South Carolina,45
5060,null,812,null,642,null,493,null,361,null,361,null,392,null,294,null,513,null,366,null,1392,null,706,null,1012,null,643,null,600,null,401,null,148,null,158,null,0,null,223,null,0,null,223,null,0400000US46,South Dakota,46
58554,null,2675,null,6161,null,1582,null,3493,null,972,null,10618,null,2071,null,10155,null,1646,null,11530,null,1652,null,7608,null,1373,null,3636,null,1006,null,3598,null,955,null,530,null,360,null,1225,null,550,null,0400000US47,Tennessee,47
2462189,null,14305,null,238222,null,8213,null,174207,null,6072,null,404100,null,9109,null,341992,null,10333,null,415329,null,10504,null,431579,null,10114,null,223143,null,8282,null,160067,null,6688,null,42773,null,3597,null,30777,null,2938,null,0400000US48,Texas,48
81031,null,3008,null,4624,null,1066,null,4611,null,1057,null,9700,null,1668,null,12479,null,1782,null,16935,null,1901,null,17338,null,2063,null,7887,null,1435,null,6063,null,1294,null,725,null,365,null,669,null,417,null,0400000US49,Utah,49
2414,null,540,null,22,null,28,null,82,null,90,null,205,null,149,null,346,null,252,null,195,null,154,null,356,null,213,null,341,null,208,null,380,null,294,null,362,null,293,null,125,null,127,null,0400000US50,Vermont,50
144912,null,4409,null,5071,null,1230,null,4951,null,1222,null,14222,null,1822,null,15509,null,2383,null,23853,null,2721,null,28736,null,3094,null,18118,null,2090,null,22891,null,2664,null,6710,null,1293,null,4851,null,1315,null,0400000US51,Virginia,51
163166,null,4133,null,11772,null,1823,null,10770,null,2059,null,20278,null,2461,null,21718,null,2588,null,32724,null,3203,null,29628,null,2944,null,16119,null,2109,null,13728,null,1896,null,4020,null,917,null,2409,null,776,null,0400000US53,Washington,53
5387,null,1054,null,453,null,398,null,328,null,281,null,1527,null,729,null,566,null,483,null,689,null,390,null,862,null,430,null,558,null,374,null,404,null,272,null,0,null,265,null,0,null,265,null,0400000US54,West Virginia,54
75377,null,2581,null,6836,null,1404,null,3670,null,925,null,10772,null,1613,null,12952,null,1721,null,13054,null,1652,null,14862,null,1831,null,6054,null,1120,null,4861,null,867,null,1066,null,559,null,1250,null,587,null,0400000US55,Wisconsin,55
12094,null,1422,null,482,null,373,null,169,null,202,null,1802,null,811,null,1842,null,611,null,2302,null,818,null,1917,null,674,null,1720,null,592,null,1149,null,584,null,531,null,416,null,180,null,268,null,0400000US56,Wyoming,56
1174025,null,9883,null,362814,null,7671,null,145614,null,4995,null,206904,null,5574,null,141196,null,4407,null,135832,null,5021,null,104793,null,3756,null,36626,null,2655,null,26576,null,2080,null,6537,null,1137,null,7133,null,1190,null,0400000US72,Puerto Rico,72
