C19001I_001E,C19001I_001EA,C19001I_001M,C19001I_001MA,C19001I_002E,C19001I_002EA,C19001I_002M,C19001I_002MA,C19001I_003E,C19001I_003EA,C19001I_003M,C19001I_003MA,C19001I_004E,C19001I_004EA,C19001I_004M,C19001I_004MA,C19001I_005E,C19001I_005EA,C19001I_005M,C19001I_005MA,C19001I_006E,C19001I_006EA,C19001I_006M,C19001I_006MA,C19001I_007E,C19001I_007EA,C19001I_007M,C19001I_007MA,C19001I_008E,C19001I_008EA,C19001I_008M,C19001I_008MA,C19001I_009E,C19001I_009EA,C19001I_009M,C19001I_009MA,C19001I_010E,C19001I_010EA,C19001I_010M,C19001I_010MA,C19001I_011E,C19001I_011EA,C19001I_011M,C19001I_011MA,GEO_ID,NAME,state
33075,null,1934,null,2934,null,956,null,2166,null,878,null,6932,null,1312,null,4676,null,1301,null,6149,null,1060,null,4357,null,925,null,2955,null,788,null,2202,null,836,null,591,null,372,null,113,null,143,null,0400000US01,Alabama,01
10340,null,1595,null,451,null,447,null,265,null,188,null,674,null,459,null,931,null,586,null,2145,null,962,null,3083,null,1071,null,1097,null,434,null,960,null,444,null,444,null,389,null,290,null,206,null,0400000US02,Alaska,02
487626,null,7502,null,41464,null,3196,null,32710,null,3205,null,67639,null,4743,null,70645,null,4476,null,84188,null,4555,null,89725,null,4792,null,50663,null,3709,null,36192,null,3366,null,9759,null,1496,null,4641,null,966,null,0400000US04,Arizona,04
39466,null,2384,null,4086,null,1230,null,2736,null,1131,null,9583,null,1661,null,5234,null,1232,null,9053,null,1301,null,4622,null,999,null,2545,null,806,null,1201,null,594,null,296,null,229,null,110,null,116,null,0400000US05,Arkansas,05
3260557,null,14714,null,181568,null,6452,null,186106,null,7557,null,422759,null,10841,null,402666,null,11920,null,529637,null,12118,null,651829,null,11457,null,378823,null,9806,null,339583,null,8566,null,104315,null,4981,null,63271,null,4427,null,0400000US06,California,06
283980,null,4760,null,24928,null,2926,null,25577,null,2801,null,41838,null,3998,null,38704,null,3155,null,46829,null,3373,null,51029,null,3590,null,27190,null,2890,null,20366,null,2934,null,5015,null,1169,null,2504,null,818,null,0400000US08,Colorado,08
127048,null,3706,null,18276,null,2141,null,9989,null,1683,null,15696,null,2367,null,13751,null,2085,null,17953,null,2219,null,21177,null,2235,null,13783,null,2324,null,9622,null,1473,null,2780,null,863,null,4021,null,1037,null,0400000US09,Connecticut,09
15705,null,1292,null,832,null,410,null,917,null,638,null,1819,null,727,null,2802,null,1105,null,2666,null,1009,null,2973,null,806,null,1550,null,579,null,1798,null,591,null,164,null,162,null,184,null,163,null,0400000US10,Delaware,10
18671,null,1407,null,1931,null,807,null,1190,null,729,null,2153,null,812,null,1774,null,797,null,3190,null,999,null,3592,null,999,null,1632,null,827,null,1522,null,704,null,618,null,429,null,1069,null,518,null,0400000US11,District of Columbia,11
1207966,null,11670,null,106155,null,4793,null,80696,null,5032,null,165365,null,6159,null,157473,null,6844,null,194846,null,7030,null,226790,null,6785,null,119396,null,5283,null,98468,null,5160,null,29758,null,2718,null,29019,null,2638,null,0400000US12,Florida,12
187408,null,5294,null,11992,null,1976,null,12355,null,2385,null,28471,null,3602,null,29556,null,3021,null,31899,null,2958,null,37336,null,3198,null,17280,null,2090,null,11937,null,1666,null,3451,null,990,null,3131,null,1034,null,0400000US13,Georgia,13
28988,null,1888,null,2028,null,700,null,890,null,412,null,2831,null,1047,null,1652,null,540,null,3952,null,1148,null,6559,null,1361,null,4411,null,1126,null,4531,null,1069,null,1056,null,487,null,1078,null,553,null,0400000US15,Hawaii,15
39785,null,2152,null,2919,null,881,null,2970,null,885,null,7079,null,1267,null,7231,null,1604,null,6294,null,1190,null,7596,null,1373,null,3246,null,1017,null,1843,null,711,null,335,null,317,null,272,null,245,null,0400000US16,Idaho,16
502527,null,6239,null,28555,null,3070,null,23406,null,2530,null,62431,null,4229,null,62728,null,4155,null,85564,null,4860,null,109692,null,5615,null,62111,null,3651,null,49272,null,2981,null,11362,null,1771,null,7406,null,1517,null,0400000US17,Illinois,17
85219,null,3116,null,6348,null,1365,null,5527,null,1227,null,12013,null,1877,null,14199,null,1937,null,16540,null,2061,null,14911,null,2081,null,8083,null,1249,null,5487,null,1341,null,1452,null,651,null,659,null,357,null,0400000US18,Indiana,18
35902,null,1563,null,2677,null,820,null,2426,null,899,null,6195,null,1248,null,5547,null,1018,null,6333,null,1273,null,7430,null,1145,null,2968,null,917,null,1808,null,711,null,123,null,138,null,395,null,252,null,0400000US19,Iowa,19
70393,null,2399,null,5010,null,1171,null,3619,null,1113,null,11702,null,1867,null,10485,null,1453,null,12661,null,1604,null,13286,null,1636,null,7526,null,1276,null,4024,null,806,null,1571,null,684,null,509,null,275,null,0400000US20,Kansas,20
