B18105_001E,B18105_001EA,B18105_001M,B18105_001MA,B18105_002E,B18105_002EA,B18105_002M,B18105_002MA,B18105_003E,B18105_003EA,B18105_003M,B18105_003MA,B18105_004E,B18105_004EA,B18105_004M,B18105_004MA,B18105_005E,B18105_005EA,B18105_005M,B18105_005MA,B18105_006E,B18105_006EA,B18105_006M,B18105_006MA,B18105_007E,B18105_007EA,B18105_007M,B18105_007MA,B18105_008E,B18105_008EA,B18105_008M,B18105_008MA,B18105_009E,B18105_009EA,B18105_009M,B18105_009MA,B18105_010E,B18105_010EA,B18105_010M,B18105_010MA,B18105_011E,B18105_011EA,B18105_011M,B18105_011MA,B18105_012E,B18105_012EA,B18105_012M,B18105_012MA,B18105_013E,B18105_013EA,B18105_013M,B18105_013MA,B18105_014E,B18105_014EA,B18105_014M,B18105_014MA,B18105_015E,B18105_015EA,B18105_015M,B18105_015MA,B18105_016E,B18105_016EA,B18105_016M,B18105_016MA,B18105_017E,B18105_017EA,B18105_017M,B18105_017MA,B18105_018E,B18105_018EA,B18105_018M,B18105_018MA,B18105_019E,B18105_019EA,B18105_019M,B18105_019MA,B18105_020E,B18105_020EA,B18105_020M,B18105_020MA,B18105_021E,B18105_021EA,B18105_021M,B18105_021MA,B18105_022E,B18105_022EA,B18105_022M,B18105_022MA,B18105_023E,B18105_023EA,B18105_023M,B18105_023MA,B18105_024E,B18105_024EA,B18105_024M,B18105_024MA,B18105_025E,B18105_025EA,B18105_025M,B18105_025MA,B18105_026E,B18105_026EA,B18105_026M,B18105_026MA,B18105_027E,B18105_027EA,B18105_027M,B18105_027MA,B18105_028E,B18105_028EA,B18105_028M,B18105_028MA,B18105_029E,B18105_029EA,B18105_029M,B18105_029MA,B18105_030E,B18105_030EA,B18105_030M,B18105_030MA,B18105_031E,B18105_031EA,B18105_031M,B18105_031MA,B18105_032E,B18105_032EA,B18105_032M,B18105_032MA,B18105_033E,B18105_033EA,B18105_033M,B18105_033MA,GEO_ID,NAME,state
4267052,null,3253,null,2041960,null,5202,null,416043,null,3025,null,2934,null,824,null,413109,null,3032,null,505102,null,4022,null,12802,null,1945,null,492300,null,4510,null,864784,null,4785,null,94409,null,4705,null,770375,null,5973,null,153316,null,1653,null,30033,null,2161,null,123283,null,2764,null,102715,null,1606,null,36607,null,2577,null,66108,null,2821,null,2225092,null,4620,null,396556,null,3218,null,3248,null,996,null,393308,null,3448,null,525076,null,2778,null,11963,null,1778,null,513113,null,3149,null,945529,null,3566,null,120121,null,5725,null,825408,null,7055,null,186499,null,1459,null,48135,null,2773,null,138364,null,2571,null,171432,null,1989,null,78736,null,3212,null,92696,null,2874,null,0400000US01,Alabama,01
607460,null,2805,null,306835,null,2648,null,65511,null,1564,null,1070,null,619,null,64441,null,1680,null,84325,null,3055,null,2230,null,966,null,82095,null,3231,null,133862,null,2532,null,11329,null,2028,null,122533,null,3083,null,15814,null,715,null,1850,null,607,null,13964,null,885,null,7323,null,667,null,1885,null,585,null,5438,null,683,null,300625,null,1902,null,63296,null,1358,null,303,null,321,null,62993,null,1455,null,78834,null,1426,null,1226,null,864,null,77608,null,1529,null,133917,null,1602,null,12246,null,1666,null,121671,null,1964,null,15146,null,916,null,3268,null,740,null,11878,null,965,null,9432,null,800,null,3268,null,771,null,6164,null,924,null,0400000US02,Alaska,02
5887465,null,3355,null,2915769,null,3714,null,611412,null,2337,null,5522,null,1118,null,605890,null,2552,null,760069,null,2900,null,11792,null,2407,null,748277,null,3672,null,1159797,null,3106,null,78140,null,4264,null,1081657,null,4794,null,208608,null,1644,null,26514,null,2643,null,182094,null,2411,null,175883,null,1573,null,44788,null,3144,null,131095,null,3148,null,2971696,null,2975,null,579108,null,1887,null,3279,null,1000,null,575829,null,2252,null,718221,null,2240,null,10620,null,2017,null,707601,null,2606,null,1204442,null,2651,null,94487,null,5068,null,1109955,null,5564,null,235875,null,1171,null,38311,null,2995,null,197564,null,2921,null,234050,null,1835,null,82111,null,3922,null,151939,null,3875,null,0400000US04,Arizona,04
2602546,null,2977,null,1262389,null,4113,null,257228,null,2720,null,4231,null,1055,null,252997,null,3070,null,309705,null,3083,null,8383,null,1839,null,301322,null,3410,null,528281,null,3628,null,61388,null,3466,null,466893,null,4942,null,98686,null,1532,null,20527,null,1863,null,78159,null,1945,null,68489,null,1341,null,24926,null,1996,null,43563,null,1838,null,1340157,null,4074,null,245179,null,2689,null,2534,null,823,null,242645,null,2887,null,315840,null,3093,null,8541,null,1753,null,307299,null,3784,null,561049,null,2688,null,78161,null,4039,null,482888,null,4515,null,113037,null,1739,null,26623,null,2175,null,86414,null,2661,null,105052,null,2073,null,47072,null,2594,null,57980,null,2512,null,0400000US05,Arkansas,05
33468064,null,6858,null,16561048,null,8838,null,3403852,null,4110,null,23052,null,2958,null,3380800,null,4884,null,4499199,null,8391,null,61408,null,5225,null,4437791,null,9582,null,6932716,null,7527,null,346313,null,11024,null,6586403,null,12597,null,969273,null,2877,null,131765,null,6117,null,837508,null,7118,null,756008,null,2907,null,216098,null,6818,null,539910,null,6567,null,16907016,null,7657,null,3251326,null,4176,null,18487,null,2373,null,3232839,null,4649,null,4313909,null,5742,null,51391,null,4046,null,4262518,null,7215,null,7065042,null,6019,null,432979,null,9601,null,6632063,null,10387,null,1137766,null,2876,null,216027,null,6176,null,921739,null,6559,null,1138973,null,5806,null,446650,null,8683,null,692323,null,8597,null,0400000US06,California,06
4497535,null,2707,null,2243142,null,3459,null,432393,null,2383,null,1943,null,839,null,430450,null,2512,null,601313,null,3700,null,7416,null,1700,null,593897,null,4263,null,990584,null,3787,null,43680,null,3241,null,946904,null,5401,null,131966,null,1466,null,15760,null,1603,null,116206,null,2037,null,86886,null,1722,null,22906,null,1598,null,63980,null,2263,null,2254393,null,3134,null,415674,null,2365,null,2750,null,748,null,412924,null,2515,null,567093,null,2765,null,4987,null,1309,null,562106,null,3086,null,995173,null,2915,null,61189,null,3720,null,933984,null,4489,null,146073,null,1958,null,21602,null,1881,null,124471,null,2548,null,130380,null,2316,null,45908,null,2245,null,84472,null,2827,null,0400000US08,Colorado,08
3230191,null,1764,null,1565907,null,2476,null,306759,null,2097,null,1057,null,492,null,305702,null,2122,null,357464,null,2181,null,4582,null,1407,null,352882,null,2494,null,711100,null,2580,null,32894,null,3508,null,678206,null,3956,null,107426,null,986,null,10795,null,1458,null,96631,null,1704,null,83158,null,970,null,20239,null,1652,null,62919,null,1840,null,1664284,null,2073,null,292555,null,1322,null,1856,null,753,null,290699,null,1482,null,356323,null,1730,null,3423,null,1089,null,352900,null,2103,null,755306,null,2145,null,45418,null,3025,null,709888,null,3691,null,125361,null,1415,null,17658,null,1511,null,107703,null,2024,null,134739,null,1834,null,45473,null,2272,null,89266,null,2790,null,0400000US09,Connecticut,09
796329,null,1864,null,381798,null,1790,null,74660,null,720,null,1101,null,639,null,73559,null,933,null,89565,null,1429,null,984,null,505,null,88581,null,1448,null,166308,null,1073,null,10642,null,1624,null,155666,null,2036,null,29052,null,609,null,4355,null,839,null,24697,null,1112,null,22213,null,496,null,5087,null,864,null,17126,null,987,null,414531,null,1275,null,71581,null,740,null,191,null,231,null,71390,null,754,null,95722,null,851,null,1564,null,633,null,94158,null,1066,null,182106,null,827,null,14310,null,1575,null,167796,null,1738,null,34317,null,634,null,6156,null,1021,null,28161,null,1203,null,30805,null,702,null,10530,null,1266,null,20275,null,1352,null,0400000US10,Delaware,10
544104,null,684,null,253049,null,1247,null,37615,null,913,null,152,null,248,null,37463,null,953,null,83871,null,859,null,707,null,505,null,83164,null,925,null,105741,null,821,null,7174,null,1401,null,98567,null,1533,null,15046,null,987,null,2284,null,722,null,12762,null,1091,null,10776,null,537,null,3024,null,673,null,7752,null,707,null,291055,null,1178,null,37288,null,388,null,133,null,162,null,37155,null,421,null,96804,null,565,null,1046,null,592,null,95758,null,818,null,116471,null,482,null,11014,null,1788,null,105457,null,1925,null,20382,null,605,null,3095,null,770,null,17287,null,896,null,20110,null,882,null,7996,null,1206,null,12114,null,1209,null,0400000US11,District of Columbia,11
16856491,null,4889,null,8171649,null,8291,null,1462060,null,4662,null,12482,null,2165,null,1449578,null,5104,null,1889246,null,8458,null,25089,null,3411,null,1864157,null,9009,null,3443740,null,6897,null,227906,null,8047,null,3215834,null,10788,null,706973,null,3011,null,89393,null,4142,null,617580,null,4749,null,669630,null,2779,null,166055,null,6241,null,503575,null,5905,null,8684842,null,7682,null,1394920,null,4945,null,9259,null,1534,null,1385661,null,4922,null,1873727,null,5592,null,29473,null,3549,null,1844254,null,5675,null,3687994,null,5046,null,280294,null,9187,null,3407700,null,10418,null,819771,null,2690,null,134346,null,4864,null,685425,null,5688,null,908430,null,3467,null,314058,null,8417,null,594372,null,8526,null,0400000US12,Florida,12
