B19081_001E,B19081_001EA,B19081_001M,B19081_001MA,B19081_002E,B19081_002EA,B19081_002M,B19081_002MA,B19081_003E,B19081_003EA,B19081_003M,B19081_003MA,B19081_004E,B19081_004EA,B19081_004M,B19081_004MA,B19081_005E,B19081_005EA,B19081_005M,B19081_005MA,B19081_006E,B19081_006EA,B19081_006M,B19081_006MA,GEO_ID,NAME,state
14997,null,902,null,41972,null,1270,null,67801,null,1584,null,99118,null,1925,null,193720,null,6770,null,324490,null,23383,null,0400000US15,Hawaii,15
12681,null,494,null,30243,null,655,null,47629,null,784,null,69368,null,1018,null,137223,null,3932,null,231415,null,14191,null,0400000US16,Idaho,16
12512,null,192,null,33570,null,298,null,56408,null,360,null,86498,null,477,null,189733,null,2243,null,341345,null,7358,null,0400000US17,Illinois,17
11810,null,232,null,29531,null,379,null,48045,null,454,null,72704,null,532,null,146607,null,2190,null,249217,null,7361,null,0400000US18,Indiana,18
12482,null,286,null,30432,null,393,null,48980,null,470,null,72691,null,570,null,144742,null,2762,null,246673,null,9279,null,0400000US19,Iowa,19
12722,null,352,null,31181,null,502,null,50047,null,528,null,75809,null,764,null,157470,null,3321,null,274737,null,11244,null,0400000US20,Kansas,20
8843,null,226,null,24013,null,385,null,41621,null,443,null,65722,null,636,null,138581,null,2937,null,240886,null,9767,null,0400000US21,Kentucky,21
9570,null,280,null,25239,null,432,null,43897,null,555,null,70543,null,807,null,153832,null,3058,null,273077,null,10700,null,0400000US22,Louisiana,22
11650,null,385,null,28170,null,642,null,46604,null,832,null,70505,null,853,null,141059,null,4173,null,237072,null,12964,null,0400000US23,Maine,23
16993,null,358,null,43742,null,568,null,70490,null,742,null,105009,null,864,null,215278,null,3292,null,367878,null,10459,null,0400000US24,Maryland,24
13333,null,305,null,38157,null,481,null,65591,null,581,null,100793,null,912,null,219797,null,3750,null,393846,null,12508,null,0400000US25,Massachusetts,25
11197,null,175,null,29551,null,263,null,48724,null,343,null,75152,null,429,null,155891,null,1776,null,266816,null,6086,null,0400000US26,Michigan,26
14118,null,267,null,35843,null,407,null,57600,null,489,null,85627,null,609,null,180755,null,3080,null,324294,null,10491,null,0400000US27,Minnesota,27
8218,null,235,null,21579,null,453,null,38074,null,582,null,61484,null,903,null,133729,null,3944,null,234503,null,13273,null,0400000US28,Mississippi,28
11608,null,186,null,28733,null,317,null,46895,null,387,null,71765,null,537,null,150218,null,2210,null,262203,null,7761,null,0400000US29,Missouri,29
11151,null,527,null,26706,null,739,null,43671,null,1050,null,67097,null,1305,null,141208,null,5219,null,246683,null,16283,null,0400000US30,Montana,30
12863,null,411,null,30731,null,609,null,49635,null,738,null,73417,null,835,null,146483,null,2988,null,248205,null,9971,null,0400000US31,Nebraska,31
14700,null,526,null,36030,null,716,null,56523,null,810,null,83324,null,1157,null,170588,null,4381,null,301009,null,15503,null,0400000US32,Nevada,32
16305,null,715,null,40143,null,1109,null,63933,null,1410,null,94907,null,1701,null,183006,null,4332,null,297300,null,12786,null,0400000US33,New Hampshire,33
15705,null,304,null,42158,null,459,null,70487,null,537,null,108093,null,797,null,232917,null,2802,null,412476,null,8870,null,0400000US34,New Jersey,34
10289,null,344,null,26211,null,578,null,43877,null,763,null,69318,null,958,null,147088,null,4048,null,249755,null,13590,null,0400000US35,New Mexico,35
11464,null,159,null,32266,null,244,null,56417,null,374,null,89968,null,516,null,218200,null,2261,null,417395,null,8115,null,0400000US36,New York,36
10860,null,192,null,28244,null,311,null,46692,null,426,null,72098,null,583,null,157130,null,2275,null,278049,null,7750,null,0400000US37,North Carolina,37
11593,null,514,null,28307,null,865,null,46025,null,980,null,70293,null,1412,null,149671,null,7685,null,269894,null,24961,null,0400000US38,North Dakota,38
10973,null,173,null,28966,null,229,null,48091,null,268,null,73270,null,396,null,152338,null,1497,null,262107,null,5146,null,0400000US39,Ohio,39
10196,null,272,null,26061,null,467,null,43217,null,594,null,67053,null,737,null,142941,null,3281,null,251461,null,10244,null,0400000US40,Oklahoma,40
11948,null,267,null,30370,null,399,null,49970,null,567,null,76111,null,812,null,158063,null,2901,null,271675,null,9448,null,0400000US41,Oregon,41
11867,null,146,null,30411,null,243,null,50767,null,273,null,78027,null,399,null,166225,null,1642,null,290491,null,5677,null,0400000US42,Pennsylvania,42
11190,null,630,null,32125,null,1117,null,56055,null,1607,null,86223,null,1815,null,177799,null,9000,null,307552,null,30777,null,0400000US44,Rhode Island,44
9895,null,280,null,26466,null,415,null,44779,null,484,null,69901,null,614,null,148670,null,3551,null,262450,null,11964,null,0400000US45,South Carolina,45
11484,null,446,null,28736,null,816,null,46279,null,1190,null,68520,null,1289,null,145387,null,7019,null,268252,null,25877,null,0400000US46,South Dakota,46
10125,null,208,null,26307,null,319,null,43745,null,395,null,67763,null,586,null,151934,null,2678,null,274887,null,8804,null,0400000US47,Tennessee,47
11398,null,112,null,29748,null,175,null,50017,null,224,null,79024,null,355,null,176433,null,1583,null,315888,null,5286,null,0400000US48,Texas,48
15919,null,493,null,37837,null,580,null,57140,null,661,null,82514,null,855,null,162944,null,4444,null,277116,null,14419,null,0400000US49,Utah,49
13166,null,590,null,32502,null,776,null,52215,null,1019,null,77038,null,1397,null,157393,null,7046,null,277559,null,26073,null,0400000US50,Vermont,50
14348,null,294,null,37405,null,410,null,61570,null,508,null,95560,null,735,null,205928,null,2845,null,354632,null,9166,null,0400000US51,Virginia,51
14169,null,266,null,36127,null,431,null,58283,null,472,null,87575,null,675,null,181096,null,2872,null,313906,null,9009,null,0400000US53,Washington,53
8599,null,313,null,22395,null,524,null,38283,null,857,null,59824,null,1102,null,121730,null,4179,null,204288,null,14414,null,0400000US54,West Virginia,54
13456,null,222,null,32839,null,322,null,52455,null,428,null,77561,null,544,null,153372,null,2200,null,263736,null,7415,null,0400000US55,Wisconsin,55
13771,null,778,null,33996,null,1049,null,53613,null,1611,null,80543,null,2141,null,167959,null,12886,null,306157,null,46020,null,0400000US56,Wyoming,56
2494,null,100,null,9769,null,187,null,18577,null,315,null,32704,null,455,null,81112,null,2180,null,149120,null,7659,null,0400000US72,Puerto Rico,72
