C08128_001E,C08128_001EA,C08128_001M,C08128_001MA,C08128_002E,C08128_002EA,C08128_002M,C08128_002MA,C08128_003E,C08128_003EA,C08128_003M,C08128_003MA,C08128_004E,C08128_004EA,C08128_004M,C08128_004MA,C08128_005E,C08128_005EA,C08128_005M,C08128_005MA,C08128_006E,C08128_006EA,C08128_006M,C08128_006MA,C08128_007E,C08128_007EA,C08128_007M,C08128_007MA,C08128_008E,C08128_008EA,C08128_008M,C08128_008MA,C08128_009E,C08128_009EA,C08128_009M,C08128_009MA,C08128_010E,C08128_010EA,C08128_010M,C08128_010MA,C08128_011E,C08128_011EA,C08128_011M,C08128_011MA,C08128_012E,C08128_012EA,C08128_012M,C08128_012MA,C08128_013E,C08128_013EA,C08128_013M,C08128_013MA,C08128_014E,C08128_014EA,C08128_014M,C08128_014MA,C08128_015E,C08128_015EA,C08128_015M,C08128_015MA,C08128_016E,C08128_016EA,C08128_016M,C08128_016MA,C08128_017E,C08128_017EA,C08128_017M,C08128_017MA,C08128_018E,C08128_018EA,C08128_018M,C08128_018MA,C08128_019E,C08128_019EA,C08128_019M,C08128_019MA,C08128_020E,C08128_020EA,C08128_020M,C08128_020MA,C08128_021E,C08128_021EA,C08128_021M,C08128_021MA,C08128_022E,C08128_022EA,C08128_022M,C08128_022MA,C08128_023E,C08128_023EA,C08128_023M,C08128_023MA,C08128_024E,C08128_024EA,C08128_024M,C08128_024MA,C08128_025E,C08128_025EA,C08128_025M,C08128_025MA,C08128_026E,C08128_026EA,C08128_026M,C08128_026MA,C08128_027E,C08128_027EA,C08128_027M,C08128_027MA,C08128_028E,C08128_028EA,C08128_028M,C08128_028MA,C08128_029E,C08128_029EA,C08128_029M,C08128_029MA,C08128_030E,C08128_030EA,C08128_030M,C08128_030MA,GEO_ID,NAME,state
2051673,null,14830,null,1577835,null,14647,null,352947,null,9690,null,118224,null,5628,null,2667,null,779,null,1702592,null,16740,null,1318702,null,16752,null,301044,null,8977,null,81252,null,4540,null,1594,null,652,null,241975,null,9135,null,189879,null,8369,null,38546,null,3280,null,13224,null,1920,null,326,null,223,null,10616,null,1790,null,7685,null,1654,null,2798,null,831,null,133,null,154,null,0,null,271,null,49391,null,4275,null,36561,null,3611,null,8279,null,2013,null,4274,null,927,null,277,null,245,null,47099,null,3439,null,25008,null,2744,null,2280,null,869,null,19341,null,2282,null,470,null,252,null,0400000US01,Alabama,01
340794,null,5186,null,218699,null,7147,null,99171,null,6279,null,21698,null,2251,null,1226,null,759,null,225636,null,5991,null,149209,null,5972,null,65176,null,4254,null,10788,null,1624,null,463,null,468,null,49225,null,3911,null,32301,null,3436,null,14381,null,1983,null,2448,null,939,null,95,null,112,null,5734,null,1334,null,4865,null,1329,null,825,null,397,null,44,null,59,null,0,null,240,null,40001,null,2757,null,23299,null,2420,null,14708,null,1883,null,1868,null,655,null,126,null,147,null,20198,null,3521,null,9025,null,1562,null,4081,null,2628,null,6550,null,1334,null,542,null,554,null,0400000US02,Alaska,02
2900947,null,16349,null,2278510,null,21067,null,444563,null,12814,null,172559,null,8208,null,5315,null,1607,null,2183335,null,21273,null,1737772,null,22315,null,346404,null,10902,null,95857,null,5897,null,3302,null,1089,null,381261,null,13548,null,300832,null,11129,null,58908,null,4348,null,20831,null,3482,null,690,null,562,null,67500,null,5697,null,55909,null,5806,null,9373,null,1696,null,2029,null,751,null,189,null,235,null,127829,null,7646,null,97607,null,7134,null,22970,null,2509,null,6970,null,1283,null,282,null,284,null,141022,null,6203,null,86390,null,5797,null,6908,null,1569,null,46872,null,3733,null,852,null,432,null,0400000US04,Arizona,04
1252670,null,10521,null,966051,null,11722,null,198088,null,7043,null,85566,null,5542,null,2965,null,981,null,1004273,null,11640,null,783248,null,10857,null,163503,null,6224,null,55775,null,4631,null,1747,null,815,null,157328,null,6653,null,122953,null,6539,null,24967,null,2456,null,9040,null,1677,null,368,null,262,null,5434,null,1437,null,4175,null,1314,null,981,null,497,null,278,null,296,null,0,null,269,null,44407,null,3304,null,33222,null,3322,null,6060,null,1332,null,4693,null,1363,null,432,null,379,null,41228,null,3842,null,22453,null,2558,null,2577,null,792,null,15780,null,2308,null,418,null,250,null,0400000US05,Arkansas,05
16809493,null,45386,null,12817743,null,51032,null,2543353,null,24430,null,1416713,null,20546,null,31684,null,3227,null,12223667,null,46209,null,9467078,null,43887,null,1918310,null,24966,null,820952,null,15961,null,17327,null,2571,null,2006930,null,27228,null,1567847,null,25825,null,281092,null,9209,null,152143,null,6964,null,5848,null,1256,null,884947,null,18482,null,718871,null,16149,null,121730,null,6706,null,43633,null,5086,null,713,null,613,null,888692,null,19357,null,664409,null,18324,null,145270,null,7596,null,76533,null,5541,null,2480,null,820,null,805257,null,18388,null,399538,null,12322,null,76951,null,5911,null,323452,null,10080,null,5316,null,1157,null,0400000US06,California,06
2552101,null,13998,null,2000215,null,16301,null,368205,null,9034,null,179512,null,7190,null,4169,null,1091,null,1880334,null,15006,null,1499858,null,15265,null,283217,null,8533,null,95157,null,5258,null,2102,null,856,null,287500,null,11460,null,230060,null,10329,null,38998,null,3528,null,17893,null,2585,null,549,null,319,null,87910,null,5922,null,71967,null,5411,null,12802,null,1772,null,3074,null,1014,null,67,null,94,null,134786,null,6499,null,97971,null,5367,null,25899,null,2555,null,10860,null,2171,null,56,null,61,null,161571,null,5613,null,100359,null,4801,null,7289,null,1319,null,52528,null,3939,null,1395,null,596,null,0400000US08,Colorado,08
1748301,null,14513,null,1399998,null,14191,null,236051,null,9408,null,109192,null,4811,null,3060,null,1076,null,1375574,null,12473,null,1104173,null,11634,null,200393,null,8388,null,69611,null,4058,null,1397,null,585,null,153043,null,7637,null,125304,null,6920,null,18829,null,2561,null,8585,null,1547,null,325,null,430,null,76131,null,4830,null,69139,null,4650,null,4458,null,1002,null,2534,null,1109,null,0,null,275,null,72652,null,4950,null,59502,null,4459,null,8889,null,1547,null,3559,null,789,null,702,null,651,null,70901,null,4363,null,41880,null,3500,null,3482,null,742,null,24903,null,2558,null,636,null,458,null,0400000US09,Connecticut,09
416457,null,5632,null,337067,null,7114,null,62718,null,4926,null,16370,null,2237,null,302,null,225,null,327261,null,6881,null,267297,null,7211,null,50308,null,4161,null,9533,null,1727,null,123,null,148,null,43957,null,3826,null,35352,null,3483,null,6712,null,1569,null,1893,null,595,null,0,null,263,null,15893,null,2498,null,14173,null,2426,null,1666,null,719,null,54,null,89,null,0,null,263,null,16829,null,2218,null,12242,null,1817,null,3277,null,1342,null,1189,null,516,null,121,null,145,null,12517,null,1613,null,8003,null,1242,null,755,null,354,null,3701,null,916,null,58,null,79,null,0400000US10,Delaware,10
302634,null,5596,null,208352,null,6796,null,79496,null,4487,null,14323,null,1905,null,463,null,422,null,112669,null,5175,null,77936,null,4865,null,30246,null,2661,null,4394,null,1153,null,93,null,154,null,19932,null,2595,null,13375,null,2121,null,5787,null,1281,null,770,null,342,null,0,null,296,null,108164,null,4746,null,75564,null,4149,null,30302,null,3389,null,2133,null,780,null,165,null,221,null,47785,null,3939,null,33705,null,3449,null,11814,null,1914,null,2061,null,722,null,205,null,329,null,14084,null,1723,null,7772,null,1263,null,1347,null,412,null,4965,null,1041,null,0,null,296,null,0400000US11,District of Columbia,11
8277340,null,29829,null,6649784,null,34593,null,1126171,null,16748,null,489820,null,13307,null,11565,null,2012,null,6576041,null,33841,null,5320010,null,32195,null,953889,null,15518,null,296869,null,10491,null,5273,null,1102,null,852160,null,18064,null,697753,null,14914,null,106983,null,5523,null,45681,null,5139,null,1743,null,816,null,162862,null,12053,null,136075,null,12043,null,15528,null,1901,null,11259,null,2185,null,0,null,305,null,315732,null,12558,null,258288,null,10633,null,33757,null,4506,null,22203,null,2979,null,1484,null,562,null,370545,null,10598,null,237658,null,9509,null,16014,null,2643,null,113808,null,6918,null,3065,null,1061,null,0400000US12,Florida,12
