B14007G_001E,B14007G_001EA,B14007G_001M,B14007G_001MA,B14007G_002E,B14007G_002EA,B14007G_002M,B14007G_002MA,B14007G_003E,B14007G_003EA,B14007G_003M,B14007G_003MA,B14007G_004E,B14007G_004EA,B14007G_004M,B14007G_004MA,B14007G_005E,B14007G_005EA,B14007G_005M,B14007G_005MA,B14007G_006E,B14007G_006EA,B14007G_006M,B14007G_006MA,B14007G_007E,B14007G_007EA,B14007G_007M,B14007G_007MA,B14007G_008E,B14007G_008EA,B14007G_008M,B14007G_008MA,B14007G_009E,B14007G_009EA,B14007G_009M,B14007G_009MA,B14007G_010E,B14007G_010EA,B14007G_010M,B14007G_010MA,B14007G_011E,B14007G_011EA,B14007G_011M,B14007G_011MA,B14007G_012E,B14007G_012EA,B14007G_012M,B14007G_012MA,B14007G_013E,B14007G_013EA,B14007G_013M,B14007G_013MA,B14007G_014E,B14007G_014EA,B14007G_014M,B14007G_014MA,B14007G_015E,B14007G_015EA,B14007G_015M,B14007G_015MA,B14007G_016E,B14007G_016EA,B14007G_016M,B14007G_016MA,B14007G_017E,B14007G_017EA,B14007G_017M,B14007G_017MA,B14007G_018E,B14007G_018EA,B14007G_018M,B14007G_018MA,B14007G_019E,B14007G_019EA,B14007G_019M,B14007G_019MA,GEO_ID,NAME,state
254155,null,10209,null,97779,null,6338,null,9393,null,2127,null,5614,null,1432,null,5839,null,1725,null,6449,null,1150,null,5247,null,1057,null,5292,null,1073,null,5599,null,1205,null,5174,null,1128,null,4487,null,1191,null,6473,null,1291,null,6022,null,1170,null,5057,null,1009,null,5910,null,1061,null,6229,null,1215,null,13510,null,1835,null,1484,null,466,null,156376,null,6898,null,0400000US15,Hawaii,15
34437,null,3424,null,16169,null,1875,null,1472,null,705,null,1107,null,447,null,1021,null,516,null,593,null,250,null,1556,null,516,null,1283,null,561,null,789,null,318,null,994,null,514,null,1186,null,534,null,690,null,252,null,686,null,402,null,1390,null,574,null,496,null,328,null,1485,null,702,null,1249,null,533,null,172,null,189,null,18268,null,2722,null,0400000US16,Idaho,16
193820,null,10420,null,104956,null,6792,null,13735,null,1849,null,7283,null,1299,null,7366,null,1654,null,6202,null,1461,null,6640,null,1417,null,6070,null,1293,null,5915,null,1078,null,4998,null,1088,null,5163,null,1076,null,6419,null,1097,null,4490,null,1038,null,4576,null,1116,null,5027,null,1109,null,3561,null,903,null,14130,null,2110,null,3381,null,886,null,88864,null,6528,null,0400000US17,Illinois,17
109239,null,6363,null,55655,null,4451,null,4797,null,1103,null,4225,null,970,null,4269,null,1046,null,4078,null,987,null,3138,null,849,null,3742,null,960,null,2888,null,846,null,3955,null,922,null,2965,null,977,null,3241,null,995,null,3529,null,903,null,2040,null,606,null,2582,null,788,null,2674,null,831,null,6605,null,1253,null,927,null,493,null,53584,null,3890,null,0400000US18,Indiana,18
40525,null,3538,null,21494,null,2437,null,1978,null,706,null,1278,null,503,null,1462,null,612,null,1816,null,691,null,1677,null,557,null,1143,null,478,null,1293,null,567,null,1557,null,525,null,1013,null,444,null,1345,null,781,null,655,null,410,null,1286,null,632,null,836,null,442,null,1183,null,618,null,2699,null,758,null,273,null,186,null,19031,null,2306,null,0400000US19,Iowa,19
66838,null,4253,null,31585,null,3657,null,3139,null,852,null,1603,null,694,null,2353,null,820,null,1335,null,519,null,2434,null,694,null,2553,null,851,null,1212,null,496,null,1430,null,510,null,2046,null,696,null,1249,null,547,null,2758,null,705,null,1548,null,478,null,811,null,386,null,1374,null,392,null,5232,null,1779,null,508,null,335,null,35253,null,2546,null,0400000US20,Kansas,20
53567,null,4661,null,28413,null,3172,null,2368,null,731,null,2400,null,809,null,2306,null,753,null,1981,null,614,null,1843,null,685,null,1364,null,585,null,2129,null,795,null,1797,null,711,null,1471,null,602,null,1397,null,534,null,1096,null,515,null,1671,null,560,null,1113,null,550,null,1250,null,510,null,3626,null,1105,null,601,null,351,null,25154,null,2874,null,0400000US21,Kentucky,21
44713,null,4151,null,21251,null,2654,null,2555,null,890,null,1861,null,814,null,1175,null,632,null,1499,null,676,null,1663,null,608,null,1045,null,336,null,1210,null,659,null,558,null,326,null,1322,null,559,null,1044,null,572,null,625,null,322,null,838,null,425,null,1285,null,733,null,923,null,576,null,2995,null,1083,null,653,null,509,null,23462,null,2547,null,0400000US22,Louisiana,22
19642,null,1904,null,8362,null,1424,null,490,null,240,null,465,null,256,null,693,null,271,null,367,null,223,null,378,null,287,null,409,null,235,null,1109,null,510,null,485,null,283,null,345,null,227,null,712,null,348,null,645,null,299,null,321,null,205,null,420,null,299,null,359,null,217,null,997,null,628,null,167,null,172,null,11280,null,1333,null,0400000US23,Maine,23
105873,null,6816,null,52698,null,3922,null,5373,null,1095,null,4003,null,994,null,2893,null,1054,null,3018,null,792,null,3426,null,935,null,2974,null,739,null,2339,null,773,null,2658,null,888,null,3711,null,1042,null,3444,null,1008,null,2416,null,718,null,2214,null,629,null,2346,null,749,null,2372,null,724,null,7928,null,1490,null,1583,null,707,null,53175,null,4272,null,0400000US24,Maryland,24
120526,null,8336,null,52194,null,4856,null,5006,null,1133,null,3777,null,1047,null,3805,null,1021,null,2977,null,822,null,3186,null,819,null,2599,null,865,null,2266,null,820,null,2584,null,768,null,2865,null,924,null,3447,null,977,null,2430,null,779,null,1755,null,559,null,2806,null,938,null,2524,null,881,null,8119,null,1509,null,2048,null,939,null,68332,null,5724,null,0400000US25,Massachusetts,25
194799,null,8015,null,97572,null,6258,null,7999,null,1392,null,5170,null,1227,null,5094,null,1046,null,6091,null,1079,null,6760,null,1341,null,5481,null,1080,null,7090,null,1476,null,5043,null,986,null,6068,null,1149,null,5425,null,1114,null,5078,null,1038,null,5527,null,1246,null,4523,null,966,null,5289,null,959,null,13881,null,2232,null,3053,null,768,null,97227,null,5015,null,0400000US26,Michigan,26
82388,null,5154,null,45042,null,3884,null,4470,null,1133,null,2879,null,832,null,3019,null,649,null,3569,null,866,null,1973,null,566,null,3086,null,916,null,2705,null,851,null,2690,null,722,null,2074,null,512,null,2540,null,573,null,2228,null,679,null,2955,null,815,null,2678,null,768,null,2142,null,599,null,5207,null,1073,null,827,null,332,null,37346,null,2991,null,0400000US27,Minnesota,27
22426,null,3270,null,11624,null,2792,null,751,null,466,null,921,null,513,null,588,null,343,null,383,null,323,null,969,null,547,null,899,null,473,null,737,null,373,null,661,null,655,null,854,null,450,null,608,null,322,null,276,null,247,null,451,null,346,null,400,null,326,null,1066,null,834,null,1782,null,1092,null,278,null,373,null,10802,null,1713,null,0400000US28,Mississippi,28
105351,null,5884,null,50089,null,4019,null,4492,null,916,null,3660,null,932,null,2233,null,790,null,4086,null,860,null,2704,null,906,null,3171,null,875,null,3019,null,863,null,1783,null,656,null,2617,null,909,null,2471,null,798,null,3016,null,869,null,3078,null,757,null,2265,null,797,null,2094,null,578,null,7776,null,1705,null,1624,null,807,null,55262,null,3982,null,0400000US29,Missouri,29
20948,null,2637,null,9364,null,1759,null,438,null,365,null,696,null,355,null,326,null,286,null,163,null,126,null,464,null,357,null,991,null,477,null,301,null,272,null,806,null,391,null,684,null,362,null,456,null,314,null,888,null,399,null,398,null,219,null,673,null,356,null,862,null,608,null,1035,null,426,null,183,null,236,null,11584,null,1789,null,0400000US30,Montana,30
33879,null,3280,null,16986,null,2276,null,2262,null,870,null,795,null,403,null,1401,null,582,null,1220,null,481,null,1272,null,499,null,579,null,275,null,1024,null,505,null,883,null,377,null,1067,null,514,null,1029,null,461,null,816,null,455,null,570,null,253,null,714,null,499,null,1368,null,629,null,1774,null,667,null,212,null,142,null,16893,null,2292,null,0400000US31,Nebraska,31
73978,null,5822,null,31245,null,3623,null,1499,null,705,null,1982,null,802,null,2654,null,888,null,2689,null,983,null,2334,null,906,null,2555,null,801,null,2683,null,829,null,1744,null,637,null,2244,null,797,null,1664,null,835,null,1701,null,638,null,1689,null,648,null,1095,null,431,null,793,null,361,null,3207,null,873,null,712,null,473,null,42733,null,3910,null,0400000US32,Nevada,32
16785,null,2104,null,8163,null,1680,null,839,null,450,null,380,null,344,null,901,null,503,null,285,null,239,null,166,null,134,null,331,null,191,null,438,null,259,null,634,null,398,null,405,null,363,null,614,null,496,null,341,null,253,null,397,null,330,null,860,null,464,null,369,null,235,null,1088,null,423,null,115,null,146,null,8622,null,1239,null,0400000US33,New Hampshire,33
147460,null,8320,null,68492,null,5444,null,7535,null,1286,null,5135,null,989,null,3613,null,1086,null,4879,null,1227,null,4894,null,1131,null,4819,null,1386,null,3611,null,857,null,4095,null,1125,null,4053,null,994,null,3438,null,913,null,2903,null,678,null,3105,null,783,null,2613,null,737,null,3721,null,1041,null,8140,null,1584,null,1938,null,655,null,78968,null,5477,null,0400000US34,New Jersey,34
57735,null,6186,null,25629,null,3907,null,1586,null,601,null,1251,null,494,null,1725,null,655,null,1641,null,709,null,2355,null,1081,null,1078,null,457,null,1063,null,442,null,1124,null,454,null,1119,null,460,null,1331,null,530,null,1955,null,757,null,1799,null,725,null,1360,null,672,null,1385,null,598,null,4300,null,988,null,557,null,408,null,32106,null,4044,null,0400000US35,New Mexico,35
353575,null,14218,null,163741,null,8719,null,15426,null,2428,null,8227,null,1471,null,9323,null,1816,null,8575,null,1708,null,8918,null,1449,null,7954,null,1658,null,8425,null,1743,null,8293,null,1484,null,8041,null,1418,null,8149,null,1453,null,7214,null,1409,null,7546,null,1505,null,9074,null,1607,null,8816,null,1627,null,32308,null,3375,null,7452,null,1602,null,189834,null,8880,null,0400000US36,New York,36
134408,null,7733,null,68371,null,4827,null,5967,null,1068,null,4613,null,1182,null,4486,null,1016,null,4748,null,1138,null,3117,null,832,null,3688,null,848,null,3298,null,820,null,3643,null,1030,null,4543,null,1261,null,3799,null,984,null,4509,null,1357,null,3717,null,1071,null,1684,null,638,null,2616,null,959,null,12110,null,1917,null,1833,null,674,null,66037,null,4777,null,0400000US37,North Carolina,37
7682,null,1515,null,4028,null,982,null,613,null,285,null,272,null,220,null,195,null,168,null,79,null,94,null,175,null,123,null,282,null,274,null,381,null,201,null,248,null,192,null,125,null,153,null,227,null,167,null,227,null,211,null,322,null,295,null,185,null,147,null,110,null,128,null,586,null,322,null,1,null,3,null,3654,null,928,null,0400000US38,North Dakota,38
183711,null,8603,null,95444,null,7342,null,8618,null,1498,null,6711,null,1489,null,6757,null,1326,null,7352,null,1327,null,6514,null,1256,null,6318,null,1435,null,6195,null,1190,null,5216,null,1130,null,4394,null,1201,null,4781,null,1081,null,3486,null,833,null,5494,null,1157,null,2959,null,841,null,5869,null,1186,null,12702,null,1716,null,2078,null,974,null,88267,null,4813,null,0400000US39,Ohio,39
220384,null,9473,null,91415,null,5415,null,7511,null,1399,null,5976,null,1115,null,6456,null,1423,null,5570,null,1169,null,5413,null,1165,null,4861,null,906,null,5776,null,1051,null,4877,null,850,null,4517,null,979,null,4573,null,996,null,4824,null,856,null,5176,null,1009,null,3992,null,924,null,6197,null,1356,null,13793,null,2145,null,1903,null,596,null,128969,null,6314,null,0400000US40,Oklahoma,40
118559,null,6890,null,53526,null,4339,null,3986,null,1170,null,3815,null,1137,null,2085,null,661,null,4503,null,1241,null,3345,null,824,null,3217,null,736,null,2829,null,869,null,3324,null,705,null,2286,null,735,null,3128,null,849,null,2978,null,790,null,2446,null,827,null,2648,null,608,null,3565,null,817,null,7677,null,1427,null,1694,null,754,null,65033,null,4468,null,0400000US41,Oregon,41
161630,null,8507,null,81675,null,5703,null,7575,null,1374,null,5742,null,1342,null,5060,null,1143,null,5715,null,1358,null,4712,null,957,null,4763,null,1140,null,6376,null,1194,null,5012,null,1071,null,4456,null,889,null,4540,null,997,null,4786,null,1109,null,4726,null,1127,null,3917,null,1077,null,3553,null,907,null,8746,null,1542,null,1996,null,569,null,79955,null,4732,null,0400000US42,Pennsylvania,42
17667,null,2910,null,9134,null,2041,null,908,null,522,null,720,null,475,null,308,null,253,null,223,null,178,null,570,null,413,null,320,null,225,null,461,null,250,null,520,null,377,null,928,null,492,null,434,null,331,null,574,null,372,null,522,null,366,null,391,null,339,null,378,null,314,null,1644,null,606,null,233,null,354,null,8533,null,1565,null,0400000US44,Rhode Island,44
61909,null,5313,null,31153,null,3491,null,2202,null,729,null,2898,null,930,null,1945,null,785,null,2169,null,815,null,2080,null,877,null,2139,null,801,null,1007,null,491,null,2512,null,1102,null,2023,null,682,null,1998,null,790,null,1631,null,770,null,2288,null,853,null,1357,null,678,null,935,null,461,null,3342,null,806,null,627,null,460,null,30756,null,3269,null,0400000US45,South Carolina,45
15081,null,2189,null,8315,null,1701,null,731,null,484,null,281,null,205,null,354,null,374,null,464,null,260,null,587,null,347,null,1023,null,626,null,368,null,211,null,174,null,159,null,605,null,343,null,514,null,364,null,452,null,351,null,288,null,201,null,228,null,204,null,584,null,437,null,1625,null,731,null,37,null,58,null,6766,null,1461,null,0400000US46,South Dakota,46
84681,null,6668,null,40219,null,4349,null,2714,null,908,null,4322,null,1170,null,3443,null,800,null,2161,null,670,null,3626,null,1092,null,1937,null,603,null,3103,null,1118,null,2585,null,954,null,2856,null,1077,null,2201,null,727,null,1792,null,577,null,1600,null,521,null,2185,null,776,null,1044,null,491,null,3901,null,922,null,749,null,420,null,44462,null,4371,null,0400000US47,Tennessee,47
427134,null,15197,null,196717,null,9281,null,17097,null,2426,null,12037,null,1527,null,11492,null,1856,null,11426,null,1457,null,13090,null,1659,null,10512,null,1671,null,11805,null,1584,null,11927,null,1532,null,9632,null,1987,null,10877,null,1658,null,10287,null,1637,null,10230,null,1721,null,8315,null,1351,null,10248,null,1205,null,33752,null,3630,null,3990,null,886,null,230417,null,9881,null,0400000US48,Texas,48
47980,null,4261,null,25398,null,2632,null,1902,null,691,null,2088,null,653,null,2372,null,749,null,1173,null,493,null,1723,null,744,null,1524,null,737,null,1998,null,679,null,1108,null,447,null,1198,null,468,null,1136,null,604,null,924,null,458,null,961,null,507,null,916,null,525,null,976,null,528,null,4875,null,1104,null,524,null,285,null,22582,null,2757,null,0400000US49,Utah,49
8591,null,1380,null,3268,null,833,null,153,null,157,null,90,null,110,null,171,null,196,null,161,null,212,null,142,null,156,null,74,null,137,null,115,null,96,null,154,null,150,null,256,null,244,null,177,null,123,null,441,null,284,null,253,null,199,null,205,null,208,null,210,null,198,null,608,null,306,null,58,null,74,null,5323,null,870,null,0400000US50,Vermont,50
144921,null,9594,null,76221,null,6227,null,6256,null,1216,null,5471,null,1226,null,4360,null,932,null,5070,null,1130,null,4873,null,1326,null,3930,null,1101,null,4225,null,925,null,4213,null,1037,null,4675,null,1318,null,4654,null,1452,null,4692,null,1149,null,2588,null,664,null,2464,null,739,null,4307,null,1255,null,9961,null,1729,null,4482,null,1225,null,68700,null,5578,null,0400000US51,Virginia,51
234628,null,9269,null,112437,null,6126,null,9634,null,1729,null,5466,null,1104,null,7507,null,1548,null,7363,null,1309,null,8575,null,1230,null,6374,null,1256,null,7186,null,1236,null,6850,null,1251,null,5554,null,1034,null,5259,null,1252,null,5730,null,1204,null,4952,null,976,null,6770,null,1136,null,6069,null,1274,null,16950,null,2193,null,2198,null,803,null,122191,null,6144,null,0400000US53,Washington,53
23443,null,3033,null,12121,null,2119,null,748,null,327,null,734,null,514,null,483,null,380,null,995,null,633,null,895,null,409,null,767,null,459,null,987,null,492,null,824,null,408,null,347,null,276,null,1336,null,550,null,1019,null,493,null,225,null,226,null,263,null,199,null,109,null,117,null,1889,null,796,null,500,null,304,null,11322,null,1864,null,0400000US54,West Virginia,54
79045,null,6060,null,41853,null,3976,null,2675,null,793,null,4585,null,1037,null,3814,null,1034,null,3041,null,815,null,2995,null,733,null,3001,null,749,null,2203,null,789,null,1976,null,664,null,2323,null,725,null,2058,null,640,null,2653,null,729,null,2066,null,797,null,1111,null,442,null,2093,null,678,null,4035,null,1009,null,1224,null,582,null,37192,null,3717,null,0400000US55,Wisconsin,55
12950,null,2022,null,5454,null,1468,null,487,null,350,null,461,null,312,null,661,null,315,null,406,null,314,null,185,null,235,null,575,null,286,null,711,null,443,null,167,null,158,null,432,null,332,null,293,null,204,null,137,null,179,null,28,null,58,null,375,null,292,null,232,null,164,null,260,null,218,null,44,null,76,null,7496,null,1277,null,0400000US56,Wyoming,56
297684,null,10962,null,93220,null,6276,null,4665,null,945,null,4736,null,1111,null,4804,null,1110,null,5524,null,1321,null,5038,null,1038,null,6073,null,1187,null,4925,null,1069,null,5739,null,1295,null,5248,null,1287,null,4473,null,980,null,6050,null,1295,null,5564,null,1477,null,4558,null,997,null,5863,null,1314,null,17166,null,2611,null,2794,null,1089,null,204464,null,8391,null,0400000US72,Puerto Rico,72
