B99194_001E,B99194_001EA,B99194_002E,B99194_002EA,B99194_003E,B99194_003EA,B99194_004E,B99194_004EA,B99194_005E,B99194_005EA,B99194_006E,B99194_006EA,B99194_007E,B99194_007EA,B99194_008E,B99194_008EA,GEO_ID,NAME,state
599253,null,441705,null,19196,null,5561,null,5001,null,8020,null,14121,null,105649,null,0400000US01,Alabama,01
80334,null,65891,null,1054,null,1335,null,1377,null,1593,null,4597,null,4487,null,0400000US02,Alaska,02
784650,null,578239,null,20761,null,7422,null,8042,null,13394,null,24129,null,132663,null,0400000US04,Arizona,04
362085,null,270717,null,10233,null,3261,null,3092,null,5746,null,10581,null,58455,null,0400000US05,Arkansas,05
3910883,null,2959722,null,103506,null,50582,null,42529,null,80665,null,143580,null,530299,null,0400000US06,California,06
688841,null,544905,null,16825,null,7948,null,5147,null,11224,null,20174,null,82618,null,0400000US08,Colorado,08
440480,null,329826,null,14289,null,5202,null,5012,null,8181,null,17441,null,60529,null,0400000US09,Connecticut,09
106610,null,76418,null,2820,null,1265,null,1097,null,2022,null,3021,null,19967,null,0400000US10,Delaware,10
142631,null,107801,null,2610,null,1700,null,554,null,2344,null,4679,null,22943,null,0400000US11,District of Columbia,11
2480058,null,1743340,null,85222,null,26529,null,27243,null,43777,null,80383,null,473564,null,0400000US12,Florida,12
1105804,null,776964,null,27696,null,12602,null,7760,null,16141,null,32891,null,231750,null,0400000US13,Georgia,13
133761,null,97169,null,4200,null,1791,null,1689,null,2039,null,5513,null,21360,null,0400000US15,Hawaii,15
169751,null,131759,null,4733,null,1468,null,1369,null,3850,null,5890,null,20682,null,0400000US16,Idaho,16
1627495,null,1219345,null,44045,null,19579,null,15210,null,24196,null,46663,null,258457,null,0400000US17,Illinois,17
832139,null,623977,null,25118,null,10610,null,7327,null,12998,null,25022,null,127087,null,0400000US18,Indiana,18
423561,null,326134,null,11866,null,5217,null,5304,null,7240,null,14967,null,52833,null,0400000US19,Iowa,19
374565,null,293728,null,9901,null,4789,null,3882,null,5480,null,12431,null,44354,null,0400000US20,Kansas,20
560647,null,428229,null,16761,null,3822,null,4162,null,8450,null,13613,null,85610,null,0400000US21,Kentucky,21
531012,null,382721,null,13679,null,5804,null,4693,null,7334,null,15999,null,100782,null,0400000US22,Louisiana,22
198541,null,158431,null,4423,null,2731,null,1102,null,4897,null,7275,null,19682,null,0400000US23,Maine,23
696914,null,531864,null,19260,null,8700,null,5608,null,14296,null,22197,null,94989,null,0400000US24,Maryland,24
898682,null,637287,null,30016,null,11161,null,9456,null,19857,null,32414,null,158491,null,0400000US25,Massachusetts,25
1285413,null,947398,null,42485,null,15582,null,11927,null,22070,null,37960,null,207991,null,0400000US26,Michigan,26
746725,null,591712,null,20835,null,8417,null,7584,null,11852,null,21330,null,84995,null,0400000US27,Minnesota,27
338960,null,245889,null,11729,null,4204,null,2286,null,5484,null,9111,null,60257,null,0400000US28,Mississippi,28
800500,null,604215,null,23398,null,8039,null,7021,null,14585,null,24552,null,118690,null,0400000US29,Missouri,29
138024,null,104932,null,2927,null,1524,null,1689,null,2340,null,4700,null,19912,null,0400000US30,Montana,30
246684,null,190492,null,6477,null,3808,null,2259,null,3792,null,9164,null,30692,null,0400000US31,Nebraska,31
337837,null,254118,null,8712,null,2833,null,3058,null,5923,null,9925,null,53268,null,0400000US32,Nevada,32
159962,null,116490,null,3500,null,2658,null,1567,null,3263,null,6584,null,25900,null,0400000US33,New Hampshire,33
985635,null,716894,null,31618,null,11782,null,7869,null,13739,null,30435,null,173298,null,0400000US34,New Jersey,34
259240,null,200158,null,7452,null,2353,null,2187,null,3803,null,7905,null,35382,null,0400000US35,New Mexico,35
2555168,null,1852896,null,82645,null,36682,null,23710,null,41146,null,79323,null,438766,null,0400000US36,New York,36
1197444,null,899291,null,32532,null,13100,null,12082,null,20227,null,35589,null,184623,null,0400000US37,North Carolina,37
103822,null,79221,null,1894,null,1132,null,582,null,1595,null,3858,null,15540,null,0400000US38,North Dakota,38
1572699,null,1194646,null,50646,null,19249,null,13450,null,24095,null,46464,null,224149,null,0400000US39,Ohio,39
471394,null,356278,null,13610,null,6293,null,5253,null,7926,null,13809,null,68225,null,0400000US40,Oklahoma,40
535268,null,412551,null,14696,null,5212,null,6904,null,11302,null,16575,null,68028,null,0400000US41,Oregon,41
1699440,null,1251094,null,57322,null,22479,null,15858,null,27919,null,46618,null,278150,null,0400000US42,Pennsylvania,42
151348,null,106598,null,6959,null,2553,null,1403,null,2848,null,4914,null,26073,null,0400000US44,Rhode Island,44
560128,null,394209,null,17016,null,4947,null,4529,null,7692,null,18065,null,113670,null,0400000US45,South Carolina,45
113687,null,90541,null,3162,null,1243,null,1227,null,1308,null,3021,null,13185,null,0400000US46,South Dakota,46
811411,null,608594,null,22237,null,9867,null,7115,null,13043,null,21163,null,129392,null,0400000US47,Tennessee,47
2554048,null,1921059,null,59598,null,23398,null,21656,null,38696,null,72909,null,416732,null,0400000US48,Texas,48
221927,null,171816,null,6029,null,2734,null,2673,null,5414,null,8273,null,24988,null,0400000US49,Utah,49
89532,null,67107,null,2124,null,1086,null,762,null,2831,null,3375,null,12247,null,0400000US50,Vermont,50
961674,null,740429,null,23751,null,12998,null,7667,null,14086,null,29374,null,133369,null,0400000US51,Virginia,51
910908,null,723459,null,23340,null,10137,null,9131,null,16914,null,28636,null,99291,null,0400000US53,Washington,53
258434,null,194780,null,8236,null,3801,null,1522,null,3626,null,5920,null,40549,null,0400000US54,West Virginia,54
781834,null,595532,null,20220,null,11397,null,7927,null,13889,null,21849,null,111020,null,0400000US55,Wisconsin,55
72935,null,59376,null,1453,null,1139,null,699,null,738,null,2017,null,7513,null,0400000US56,Wyoming,56
308073,null,260986,null,4934,null,859,null,1329,null,3284,null,4835,null,31846,null,0400000US72,Puerto Rico,72
