B17014_001E,B17014_001EA,B17014_001M,B17014_001MA,B17014_002E,B17014_002EA,B17014_002M,B17014_002MA,B17014_003E,B17014_003EA,B17014_003M,B17014_003MA,B17014_004E,B17014_004EA,B17014_004M,B17014_004MA,B17014_005E,B17014_005EA,B17014_005M,B17014_005MA,B17014_006E,B17014_006EA,B17014_006M,B17014_006MA,B17014_007E,B17014_007EA,B17014_007M,B17014_007MA,B17014_008E,B17014_008EA,B17014_008M,B17014_008MA,B17014_009E,B17014_009EA,B17014_009M,B17014_009MA,B17014_010E,B17014_010EA,B17014_010M,B17014_010MA,B17014_011E,B17014_011EA,B17014_011M,B17014_011MA,B17014_012E,B17014_012EA,B17014_012M,B17014_012MA,B17014_013E,B17014_013EA,B17014_013M,B17014_013MA,B17014_014E,B17014_014EA,B17014_014M,B17014_014MA,B17014_015E,B17014_015EA,B17014_015M,B17014_015MA,B17014_016E,B17014_016EA,B17014_016M,B17014_016MA,B17014_017E,B17014_017EA,B17014_017M,B17014_017MA,B17014_018E,B17014_018EA,B17014_018M,B17014_018MA,B17014_019E,B17014_019EA,B17014_019M,B17014_019MA,B17014_020E,B17014_020EA,B17014_020M,B17014_020MA,B17014_021E,B17014_021EA,B17014_021M,B17014_021MA,B17014_022E,B17014_022EA,B17014_022M,B17014_022MA,B17014_023E,B17014_023EA,B17014_023M,B17014_023MA,B17014_024E,B17014_024EA,B17014_024M,B17014_024MA,B17014_025E,B17014_025EA,B17014_025M,B17014_025MA,B17014_026E,B17014_026EA,B17014_026M,B17014_026MA,B17014_027E,B17014_027EA,B17014_027M,B17014_027MA,B17014_028E,B17014_028EA,B17014_028M,B17014_028MA,B17014_029E,B17014_029EA,B17014_029M,B17014_029MA,B17014_030E,B17014_030EA,B17014_030M,B17014_030MA,B17014_031E,B17014_031EA,B17014_031M,B17014_031MA,B17014_032E,B17014_032EA,B17014_032M,B17014_032MA,B17014_033E,B17014_033EA,B17014_033M,B17014_033MA,B17014_034E,B17014_034EA,B17014_034M,B17014_034MA,B17014_035E,B17014_035EA,B17014_035M,B17014_035MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,45070,null,3943,null,16497,null,2092,null,18775,null,2478,null,8963,null,1575,null,835,null,377,null,101253,null,4694,null,12056,null,2130,null,4925,null,1437,null,6086,null,1616,null,991,null,503,null,54,null,102,null,89197,null,4477,null,32214,null,2965,null,50345,null,3749,null,6020,null,1235,null,618,null,332,null,1070289,null,11368,null,841575,null,10754,null,113824,null,3150,null,214772,null,6207,null,420286,null,9441,null,92693,null,4842,null,228714,null,7852,null,59689,null,3966,null,5103,null,941,null,31796,null,3160,null,19257,null,2325,null,3533,null,910,null,169025,null,6589,null,15576,null,1559,null,94696,null,5529,null,46970,null,3862,null,11783,null,1841,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,2280,null,554,null,390,null,289,null,720,null,267,null,1103,null,363,null,67,null,52,null,6701,null,1218,null,1875,null,672,null,485,null,318,null,1262,null,532,null,128,null,115,null,0,null,240,null,4826,null,1031,null,1125,null,457,null,3158,null,838,null,511,null,388,null,32,null,46,null,148292,null,3868,null,113901,null,3841,null,6787,null,983,null,23876,null,2283,null,65143,null,3379,null,18095,null,1656,null,34391,null,2960,null,14138,null,1813,null,525,null,326,null,8524,null,1469,null,4376,null,970,null,713,null,373,null,20253,null,2261,null,1619,null,581,null,10743,null,1602,null,6188,null,1137,null,1703,null,572,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,62919,null,4524,null,18841,null,2308,null,29556,null,3135,null,12389,null,2251,null,2133,null,751,null,91048,null,5431,null,16260,null,2417,null,3648,null,1129,null,10520,null,2105,null,1727,null,562,null,365,null,314,null,74788,null,4573,null,23256,null,2867,null,44641,null,3167,null,5913,null,1300,null,978,null,570,null,1335225,null,13296,null,1044681,null,12716,null,180649,null,5164,null,255149,null,7131,null,485040,null,10009,null,123843,null,4974,null,290544,null,8142,null,100347,null,5319,null,4157,null,998,null,53524,null,3854,null,33569,null,3145,null,9097,null,1663,null,190197,null,5936,null,10172,null,1356,null,109307,null,5185,null,54035,null,3385,null,16683,null,2036,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,31847,null,2714,null,9240,null,1368,null,14283,null,1907,null,7740,null,1482,null,584,null,353,null,65814,null,4378,null,7416,null,1224,null,1763,null,568,null,4525,null,971,null,969,null,572,null,159,null,192,null,58398,null,4207,null,17744,null,2196,null,35230,null,3389,null,4571,null,1274,null,853,null,672,null,654295,null,9443,null,521241,null,9443,null,81680,null,3234,null,120438,null,4966,null,266242,null,7417,null,52881,null,3391,null,133054,null,4238,null,38100,null,2902,null,2918,null,814,null,20907,null,2194,null,11454,null,1864,null,2821,null,910,null,94954,null,3991,null,10155,null,1516,null,49516,null,3385,null,28806,null,2494,null,6477,null,1227,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,350161,null,10215,null,75784,null,4626,null,182907,null,7712,null,77185,null,5188,null,14285,null,2033,null,474800,null,12730,null,91870,null,4849,null,22466,null,2392,null,57089,null,4144,null,10294,null,1866,null,2021,null,695,null,382930,null,11237,null,138506,null,7458,null,209758,null,7476,null,29516,null,2770,null,5150,null,1331,null,7440916,null,26807,null,5633384,null,24928,null,586073,null,9280,null,1373699,null,16051,null,2795285,null,23025,null,878327,null,15052,null,1807532,null,19617,null,611037,null,15079,null,29149,null,2543,null,297555,null,9371,null,199268,null,6671,null,85065,null,4661,null,1196495,null,14905,null,85815,null,4169,null,621213,null,12111,null,356211,null,10342,null,133256,null,6582,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,42794,null,3810,null,8396,null,1540,null,21927,null,2826,null,10288,null,1849,null,2183,null,919,null,52039,null,4170,null,9248,null,1963,null,2319,null,785,null,5442,null,1520,null,1280,null,714,null,207,null,252,null,42791,null,3384,null,10547,null,1983,null,26773,null,2528,null,5026,null,1272,null,445,null,349,null,1114161,null,12813,null,903865,null,10480,null,87709,null,3046,null,189346,null,6531,null,515548,null,9676,null,111262,null,4480,null,210296,null,7862,null,70053,null,4108,null,2964,null,816,null,36185,null,3255,null,24738,null,2242,null,6166,null,1354,null,140243,null,6356,null,6258,null,1214,null,80460,null,4730,null,42423,null,3507,null,11102,null,1786,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,14920,null,1976,null,5196,null,1235,null,6082,null,1359,null,3234,null,946,null,408,null,301,null,44455,null,3583,null,5638,null,1380,null,1086,null,437,null,4172,null,1309,null,380,null,237,null,0,null,275,null,38817,null,3298,null,14205,null,1945,null,21169,null,2402,null,3170,null,1105,null,273,null,192,null,829450,null,7641,null,653964,null,8040,null,63651,null,2749,null,144939,null,4688,null,343677,null,7257,null,101697,null,4041,null,175486,null,7258,null,47993,null,3758,null,2095,null,737,null,25325,null,2604,null,16261,null,1994,null,4312,null,1018,null,127493,null,6113,null,8360,null,1308,null,64502,null,4241,null,42308,null,3627,null,12323,null,1948,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,4575,null,1088,null,1358,null,595,null,2306,null,746,null,664,null,350,null,247,null,195,null,10689,null,1745,null,1641,null,801,null,301,null,190,null,1017,null,683,null,296,null,344,null,27,null,44,null,9048,null,1567,null,2473,null,925,null,5969,null,1322,null,591,null,423,null,15,null,25,null,206780,null,4632,null,158253,null,4041,null,23525,null,1515,null,35027,null,2462,null,76894,null,3566,null,22807,null,2049,null,48527,null,3404,null,13753,null,1820,null,644,null,350,null,7697,null,1521,null,4807,null,1003,null,605,null,363,null,34774,null,2797,null,1302,null,468,null,19524,null,2186,null,11188,null,1477,null,2760,null,831,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,2125,null,895,null,992,null,577,null,1001,null,629,null,132,null,154,null,0,null,296,null,12550,null,1842,null,1004,null,562,null,345,null,278,null,521,null,435,null,138,null,213,null,0,null,296,null,11546,null,1782,null,6081,null,1412,null,4763,null,1267,null,651,null,337,null,51,null,86,null,92690,null,3608,null,52314,null,3165,null,5348,null,915,null,10925,null,1645,null,32413,null,2294,null,3628,null,934,null,40376,null,2455,null,8939,null,1375,null,306,null,249,null,5498,null,1176,null,2740,null,856,null,395,null,274,null,31437,null,2517,null,1840,null,568,null,16633,null,2397,null,10811,null,1528,null,2153,null,572,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,175428,null,7483,null,68495,null,4822,null,71510,null,5324,null,31739,null,3180,null,3684,null,935,null,257861,null,10672,null,43588,null,4287,null,13869,null,2095,null,24564,null,3270,null,4773,null,1333,null,382,null,294,null,214273,null,8857,null,71016,null,5253,null,124406,null,6730,null,16971,null,2412,null,1880,null,775,null,4143938,null,25186,null,3196740,null,23962,null,606357,null,9197,null,751339,null,13599,null,1487926,null,19208,null,351118,null,9445,null,947198,null,16879,null,285773,null,10506,null,16980,null,1931,null,149654,null,7882,null,94144,null,5191,null,24995,null,3065,null,661425,null,12514,null,47414,null,3503,null,370911,null,9187,null,193977,null,7037,null,49123,null,3679,null,0400000US12,Florida,12
