B08007_001E,B08007_001EA,B08007_001M,B08007_001MA,B08007_002E,B08007_002EA,B08007_002M,B08007_002MA,B08007_003E,B08007_003EA,B08007_003M,B08007_003MA,B08007_004E,B08007_004EA,B08007_004M,B08007_004MA,B08007_005E,B08007_005EA,B08007_005M,B08007_005MA,B08007_006E,B08007_006EA,B08007_006M,B08007_006MA,B08007_007E,B08007_007EA,B08007_007M,B08007_007MA,B08007_008E,B08007_008EA,B08007_008M,B08007_008MA,B08007_009E,B08007_009EA,B08007_009M,B08007_009MA,B08007_010E,B08007_010EA,B08007_010M,B08007_010MA,B08007_011E,B08007_011EA,B08007_011M,B08007_011MA,B08007_012E,B08007_012EA,B08007_012M,B08007_012MA,B08007_013E,B08007_013EA,B08007_013M,B08007_013MA,B08007_014E,B08007_014EA,B08007_014M,B08007_014MA,B08007_015E,B08007_015EA,B08007_015M,B08007_015MA,GEO_ID,NAME,state
2051673,null,14830,null,1966216,null,15665,null,1506742,null,17463,null,459474,null,10290,null,85457,null,5234,null,1091622,null,9837,null,1035595,null,10289,null,761222,null,10286,null,274373,null,7602,null,56027,null,3793,null,960051,null,10201,null,930621,null,11071,null,745520,null,12506,null,185101,null,6193,null,29430,null,2979,null,0400000US01,Alabama,01
340794,null,5186,null,339422,null,5139,null,318082,null,5277,null,21340,null,2123,null,1372,null,640,null,187845,null,3973,null,186798,null,3872,null,171960,null,3847,null,14838,null,1640,null,1047,null,585,null,152949,null,3390,null,152624,null,3382,null,146122,null,3720,null,6502,null,1466,null,325,null,224,null,0400000US02,Alaska,02
2900947,null,16349,null,2847861,null,16554,null,2733205,null,15794,null,114656,null,5566,null,53086,null,3683,null,1600050,null,11339,null,1562589,null,11847,null,1490888,null,12445,null,71701,null,4065,null,37461,null,3085,null,1300897,null,12797,null,1285272,null,12708,null,1242317,null,12488,null,42955,null,3216,null,15625,null,1827,null,0400000US04,Arizona,04
1252670,null,10521,null,1206347,null,11507,null,948188,null,11513,null,258159,null,7663,null,46323,null,3388,null,660403,null,8384,null,631349,null,9310,null,479991,null,8863,null,151358,null,5996,null,29054,null,3077,null,592267,null,6979,null,574998,null,7229,null,468197,null,7105,null,106801,null,4546,null,17269,null,1904,null,0400000US05,Arkansas,05
16809493,null,45386,null,16723823,null,45498,null,13925477,null,44138,null,2798346,null,26158,null,85670,null,5346,null,9323067,null,31512,null,9260634,null,31794,null,7510156,null,30016,null,1750478,null,19945,null,62433,null,4492,null,7486426,null,29700,null,7463189,null,29497,null,6415321,null,30445,null,1047868,null,16377,null,23237,null,2529,null,0400000US06,California,06
2552101,null,13998,null,2518621,null,14579,null,1686680,null,16384,null,831941,null,12926,null,33480,null,2964,null,1406658,null,9480,null,1381358,null,10116,null,892612,null,10565,null,488746,null,10298,null,25300,null,2361,null,1145443,null,10480,null,1137263,null,10597,null,794068,null,10921,null,343195,null,8181,null,8180,null,1631,null,0400000US08,Colorado,08
1748301,null,14513,null,1636039,null,14346,null,1274357,null,13282,null,361682,null,9413,null,112262,null,5125,null,913948,null,9550,null,841791,null,9528,null,637248,null,9270,null,204543,null,6601,null,72157,null,3768,null,834353,null,8670,null,794248,null,8576,null,637109,null,9531,null,157139,null,6037,null,40105,null,3197,null,0400000US09,Connecticut,09
416457,null,5632,null,358958,null,5922,null,331880,null,6079,null,27078,null,2692,null,57499,null,4016,null,214870,null,3750,null,181066,null,4027,null,166364,null,4275,null,14702,null,1759,null,33804,null,2939,null,201587,null,3726,null,177892,null,4031,null,165516,null,3966,null,12376,null,1698,null,23695,null,2408,null,0400000US10,Delaware,10
302634,null,5596,null,220637,null,5686,null,220637,null,5686,null,0,null,296,null,81997,null,5116,null,148105,null,4016,null,105290,null,4097,null,105290,null,4097,null,0,null,296,null,42815,null,3965,null,154529,null,3463,null,115347,null,3743,null,115347,null,3743,null,0,null,296,null,39182,null,3069,null,0400000US11,District of Columbia,11
8277340,null,29829,null,8165849,null,29907,null,6711112,null,34589,null,1454737,null,17971,null,111491,null,5231,null,4379971,null,22793,null,4301154,null,21873,null,3437620,null,27313,null,863534,null,13635,null,78817,null,4193,null,3897369,null,21524,null,3864695,null,21933,null,3273492,null,21494,null,591203,null,12973,null,32674,null,3035,null,0400000US12,Florida,12
