B18101A_001E,B18101A_001EA,B18101A_001M,B18101A_001MA,B18101A_002E,B18101A_002EA,B18101A_002M,B18101A_002MA,B18101A_003E,B18101A_003EA,B18101A_003M,B18101A_003MA,B18101A_004E,B18101A_004EA,B18101A_004M,B18101A_004MA,B18101A_005E,B18101A_005EA,B18101A_005M,B18101A_005MA,B18101A_006E,B18101A_006EA,B18101A_006M,B18101A_006MA,B18101A_007E,B18101A_007EA,B18101A_007M,B18101A_007MA,B18101A_008E,B18101A_008EA,B18101A_008M,B18101A_008MA,B18101A_009E,B18101A_009EA,B18101A_009M,B18101A_009MA,B18101A_010E,B18101A_010EA,B18101A_010M,B18101A_010MA,GEO_ID,NAME,state
3225173,null,6577,null,720826,null,3504,null,30778,null,2512,null,690048,null,4027,null,2008205,null,4652,null,273739,null,9260,null,1734466,null,9445,null,496142,null,1957,null,211204,null,5694,null,284938,null,5693,null,0400000US01,Alabama,01
454505,null,3329,null,108835,null,1442,null,4088,null,1015,null,104747,null,1727,null,309171,null,2852,null,37183,null,3570,null,271988,null,4163,null,36499,null,545,null,13435,null,1359,null,23064,null,1469,null,0400000US02,Alaska,02
5133478,null,25228,null,1258677,null,11658,null,43142,null,3886,null,1215535,null,12409,null,3094066,null,15468,null,313480,null,9664,null,2780586,null,18191,null,780735,null,3657,null,278289,null,7157,null,502446,null,7440,null,0400000US04,Arizona,04
2210498,null,6734,null,506041,null,3660,null,29427,null,2656,null,476614,null,4807,null,1361439,null,4508,null,206705,null,7249,null,1154734,null,8628,null,343018,null,1628,null,150193,null,4491,null,192825,null,4300,null,0400000US05,Arkansas,05
22618322,null,66041,null,5383307,null,26373,null,158894,null,7295,null,5224413,null,26708,null,14257124,null,44399,null,1222231,null,19570,null,13034893,null,47641,null,2977891,null,9999,null,1131805,null,14308,null,1846086,null,16597,null,0400000US06,California,06
4123779,null,14692,null,960084,null,7413,null,22751,null,2550,null,937333,null,7404,null,2708903,null,8976,null,209115,null,6977,null,2499788,null,10141,null,454792,null,2199,null,156371,null,4426,null,298421,null,4281,null,0400000US08,Colorado,08
2764096,null,10891,null,601312,null,5086,null,20723,null,2502,null,580589,null,5284,null,1753903,null,7248,null,138374,null,6629,null,1615529,null,10263,null,408881,null,2060,null,133111,null,4140,null,275770,null,4444,null,0400000US09,Connecticut,09
624186,null,3579,null,135929,null,1731,null,6977,null,1266,null,128952,null,2110,null,388567,null,2740,null,37830,null,2788,null,350737,null,3981,null,99690,null,872,null,37012,null,2247,null,62678,null,2491,null,0400000US10,Delaware,10
217763,null,3949,null,27429,null,1462,null,428,null,285,null,27001,null,1527,null,168649,null,2655,null,6043,null,1270,null,162606,null,2991,null,21685,null,646,null,4092,null,866,null,17593,null,877,null,0400000US11,District of Columbia,11
14008399,null,25078,null,2780206,null,10950,null,103182,null,6454,null,2677024,null,11522,null,8434631,null,17799,null,809070,null,16798,null,7625561,null,25423,null,2793562,null,4718,null,985283,null,13381,null,1808279,null,13346,null,0400000US12,Florida,12
5891990,null,17715,null,1421678,null,8769,null,56276,null,4620,null,1365402,null,9306,null,3740461,null,11272,null,367556,null,9766,null,3372905,null,14116,null,729851,null,3320,null,291076,null,7193,null,438775,null,7188,null,0400000US13,Georgia,13
320822,null,4683,null,60281,null,2009,null,2126,null,961,null,58155,null,2253,null,216170,null,3593,null,16138,null,2128,null,200032,null,4017,null,44371,null,528,null,14237,null,1515,null,30134,null,1588,null,0400000US15,Hawaii,15
1389803,null,5129,null,368829,null,2666,null,13302,null,1849,null,355527,null,3023,null,853313,null,3305,null,84779,null,4628,null,768534,null,4928,null,167661,null,1392,null,67927,null,3033,null,99734,null,3140,null,0400000US16,Idaho,16
9253033,null,28568,null,2108543,null,13732,null,61674,null,4070,null,2046869,null,14873,null,5898125,null,17887,null,445714,null,11982,null,5452411,null,21807,null,1246365,null,4909,null,442473,null,7433,null,803892,null,7690,null,0400000US17,Illinois,17
5388411,null,9726,null,1279008,null,5034,null,53527,null,3704,null,1225481,null,6400,null,3400589,null,5814,null,362334,null,9970,null,3038255,null,10871,null,708814,null,2615,null,265358,null,5435,null,443456,null,5306,null,0400000US18,Indiana,18
2737597,null,5571,null,628002,null,2664,null,24421,null,2027,null,603581,null,3462,null,1705354,null,3985,null,155438,null,5022,null,1549916,null,7182,null,404241,null,1462,null,141774,null,4093,null,262467,null,4104,null,0400000US19,Iowa,19
2366269,null,8205,null,570448,null,3712,null,23397,null,2657,null,547051,null,4069,null,1474939,null,5785,null,147302,null,6501,null,1327637,null,8253,null,320882,null,2084,null,119765,null,4480,null,201117,null,4303,null,0400000US20,Kansas,20
3739604,null,4875,null,855443,null,2244,null,46526,null,4011,null,808917,null,4333,null,2378747,null,3830,null,374312,null,9618,null,2004435,null,10219,null,505414,null,1541,null,222079,null,5645,null,283335,null,5453,null,0400000US21,Kentucky,21
2774340,null,6265,null,626234,null,3074,null,29458,null,2570,null,596776,null,3897,null,1762271,null,4412,null,214844,null,6829,null,1547427,null,7899,null,385835,null,2311,null,167823,null,4382,null,218012,null,4122,null,0400000US22,Louisiana,22
1245291,null,1975,null,253451,null,803,null,15154,null,1930,null,238297,null,2080,null,803548,null,1848,null,107843,null,4930,null,695705,null,5037,null,188292,null,936,null,75088,null,2781,null,113204,null,2963,null,0400000US23,Maine,23
3392400,null,12166,null,745444,null,5997,null,25062,null,2442,null,720382,null,6301,null,2161879,null,7794,null,178038,null,8223,null,1983841,null,11690,null,485077,null,2723,null,159673,null,4855,null,325404,null,5038,null,0400000US24,Maryland,24
5280374,null,14442,null,1091678,null,5758,null,46991,null,3750,null,1044687,null,6441,null,3440966,null,10003,null,307781,null,9370,null,3133185,null,14134,null,747730,null,2605,null,255417,null,6695,null,492313,null,6593,null,0400000US25,Massachusetts,25
7880215,null,9217,null,1764649,null,4670,null,80450,null,4601,null,1684199,null,6125,null,5008844,null,6773,null,520996,null,11356,null,4487848,null,12518,null,1106722,null,2812,null,412292,null,4823,null,694430,null,5526,null,0400000US26,Michigan,26
4541383,null,6702,null,1024561,null,2921,null,35153,null,2434,null,989408,null,3436,null,2930086,null,4848,null,217421,null,7028,null,2712665,null,9347,null,586736,null,1607,null,189070,null,4274,null,397666,null,4660,null,0400000US27,Minnesota,27
1717250,null,6454,null,395100,null,2522,null,17619,null,2388,null,377481,null,3601,null,1062494,null,4362,null,153946,null,6489,null,908548,null,7580,null,259656,null,2070,null,119884,null,4103,null,139772,null,3569,null,0400000US28,Mississippi,28
4888171,null,8015,null,1127001,null,4326,null,53314,null,4022,null,1073687,null,5877,null,3072921,null,4987,null,359784,null,9431,null,2713137,null,10602,null,688249,null,2930,null,269578,null,5587,null,418671,null,5403,null,0400000US29,Missouri,29
853425,null,1972,null,184886,null,1303,null,6753,null,1318,null,178133,null,1974,null,543840,null,1492,null,59954,null,3278,null,483886,null,3586,null,124699,null,582,null,49040,null,2354,null,75659,null,2308,null,0400000US30,Montana,30
1556581,null,5118,null,370030,null,2866,null,11312,null,1706,null,358718,null,2929,null,971267,null,3348,null,79844,null,4094,null,891423,null,5400,null,215284,null,1380,null,77058,null,3181,null,138226,null,2997,null,0400000US31,Nebraska,31
1988467,null,11454,null,490798,null,5398,null,13845,null,2127,null,476953,null,6023,null,1251561,null,7168,null,105874,null,6521,null,1145687,null,9416,null,246108,null,1551,null,86434,null,3784,null,159674,null,3702,null,0400000US32,Nevada,32
1231747,null,2648,null,269504,null,1256,null,13016,null,2196,null,256488,null,2616,null,805694,null,1690,null,70872,null,4543,null,734822,null,4742,null,156549,null,826,null,51509,null,2861,null,105040,null,2854,null,0400000US33,New Hampshire,33
6071439,null,16419,null,1330856,null,7120,null,41043,null,3973,null,1289813,null,7962,null,3821435,null,12087,null,275483,null,8135,null,3545952,null,14581,null,919148,null,4343,null,309215,null,8420,null,609933,null,7984,null,0400000US34,New Jersey,34
