B18101A_001E,B18101A_001EA,B18101A_001M,B18101A_001MA,B18101A_002E,B18101A_002EA,B18101A_002M,B18101A_002MA,B18101A_003E,B18101A_003EA,B18101A_003M,B18101A_003MA,B18101A_004E,B18101A_004EA,B18101A_004M,B18101A_004MA,B18101A_005E,B18101A_005EA,B18101A_005M,B18101A_005MA,B18101A_006E,B18101A_006EA,B18101A_006M,B18101A_006MA,B18101A_007E,B18101A_007EA,B18101A_007M,B18101A_007MA,B18101A_008E,B18101A_008EA,B18101A_008M,B18101A_008MA,B18101A_009E,B18101A_009EA,B18101A_009M,B18101A_009MA,B18101A_010E,B18101A_010EA,B18101A_010M,B18101A_010MA,GEO_ID,NAME,state
1434892,null,12131,null,337124,null,5933,null,12562,null,1873,null,324562,null,6069,null,882448,null,7088,null,105583,null,5842,null,776865,null,8659,null,215320,null,2590,null,87944,null,3941,null,127376,null,4120,null,0400000US35,New Mexico,35
12927514,null,29763,null,2694632,null,11972,null,95593,null,5571,null,2599039,null,13517,null,8265570,null,20989,null,709316,null,11891,null,7556254,null,22437,null,1967312,null,6571,null,700975,null,9967,null,1266337,null,10096,null,0400000US36,New York,36
6355987,null,14841,null,1423564,null,6748,null,56383,null,4608,null,1367181,null,8592,null,4038831,null,9444,null,439134,null,10720,null,3599697,null,14020,null,893592,null,3234,null,340673,null,6225,null,552919,null,7300,null,0400000US37,North Carolina,37
569334,null,1623,null,120474,null,792,null,2255,null,533,null,118219,null,952,null,364333,null,1177,null,28687,null,2276,null,335646,null,2518,null,84527,null,305,null,29846,null,1757,null,54681,null,1763,null,0400000US38,North Dakota,38
9521337,null,7804,null,2161566,null,4379,null,98784,null,5578,null,2062782,null,6910,null,6018027,null,5405,null,645219,null,10467,null,5372808,null,11314,null,1341744,null,3483,null,493104,null,7028,null,848640,null,7495,null,0400000US39,Ohio,39
2696953,null,8576,null,615095,null,5271,null,31821,null,2924,null,583274,null,5473,null,1681629,null,5172,null,240030,null,7825,null,1441599,null,9244,null,400229,null,1588,null,175208,null,3755,null,225021,null,4128,null,0400000US40,Oklahoma,40
3250853,null,11124,null,697060,null,6146,null,31621,null,3431,null,665439,null,6389,null,2090471,null,6446,null,231898,null,8191,null,1858573,null,10124,null,463322,null,1883,null,181252,null,4954,null,282070,null,4738,null,0400000US41,Oregon,41
10255726,null,12517,null,2139225,null,5958,null,92348,null,4330,null,2046877,null,7382,null,6479045,null,8696,null,651828,null,14492,null,5827217,null,15274,null,1637456,null,4690,null,591890,null,8166,null,1045566,null,7946,null,0400000US42,Pennsylvania,42
857499,null,7331,null,169739,null,2673,null,8035,null,1754,null,161704,null,2899,null,558448,null,5673,null,55689,null,4218,null,502759,null,6484,null,129312,null,873,null,48344,null,2859,null,80968,null,2815,null,0400000US44,Rhode Island,44
2967353,null,6194,null,647471,null,3955,null,24234,null,2452,null,623237,null,4670,null,1870389,null,4287,null,215067,null,6964,null,1655322,null,8224,null,449493,null,1854,null,174250,null,5321,null,275243,null,5565,null,0400000US45,South Carolina,45
685239,null,2840,null,154497,null,1230,null,3822,null,678,null,150675,null,1375,null,426822,null,2062,null,34867,null,2759,null,391955,null,2816,null,103920,null,730,null,34545,null,1865,null,69375,null,1872,null,0400000US46,South Dakota,46
4865803,null,8203,null,1083830,null,4152,null,52248,null,4496,null,1031582,null,5866,null,3090868,null,5053,null,406673,null,10149,null,2684195,null,11346,null,691105,null,2348,null,286535,null,5966,null,404570,null,5801,null,0400000US47,Tennessee,47
17645205,null,41766,null,4740182,null,21801,null,184664,null,7551,null,4555518,null,23087,null,10912314,null,26781,null,1091803,null,18690,null,9820511,null,29956,null,1992709,null,6696,null,821619,null,10717,null,1171090,null,11805,null,0400000US48,Texas,48
2463766,null,6947,null,753296,null,3346,null,22952,null,2921,null,730344,null,4540,null,1480845,null,5345,null,117452,null,6277,null,1363393,null,7873,null,229625,null,1355,null,84517,null,3523,null,145108,null,3594,null,0400000US49,Utah,49
589791,null,970,null,119985,null,626,null,6556,null,1100,null,113429,null,1297,null,388500,null,799,null,42299,null,2594,null,346201,null,2796,null,81306,null,368,null,30341,null,1559,null,50965,null,1632,null,0400000US50,Vermont,50
5344380,null,14384,null,1190984,null,6278,null,42723,null,3706,null,1148261,null,7093,null,3425398,null,9414,null,296534,null,8750,null,3128864,null,12661,null,727998,null,3006,null,251971,null,6191,null,476027,null,6599,null,0400000US51,Virginia,51
5171704,null,14147,null,1132546,null,6711,null,45126,null,3519,null,1087420,null,7952,null,3352249,null,9676,null,355010,null,9783,null,2997239,null,13987,null,686909,null,2500,null,260167,null,6385,null,426742,null,6163,null,0400000US53,Washington,53
1690879,null,2749,null,355631,null,1451,null,16904,null,2572,null,338727,null,2757,null,1071673,null,2105,null,191319,null,6271,null,880354,null,6687,null,263575,null,726,null,115643,null,3896,null,147932,null,3876,null,0400000US54,West Virginia,54
4908658,null,6541,null,1072206,null,3079,null,39322,null,2792,null,1032884,null,4222,null,3153166,null,4570,null,259022,null,6693,null,2894144,null,8082,null,683286,null,1529,null,223513,null,3921,null,459773,null,4101,null,0400000US55,Wisconsin,55
481442,null,2216,null,111304,null,1399,null,3486,null,1017,null,107818,null,1661,null,310024,null,1616,null,31666,null,2591,null,278358,null,2732,null,60114,null,616,null,22281,null,1599,null,37833,null,1603,null,0400000US56,Wyoming,56
2976435,null,20234,null,734426,null,8414,null,53009,null,3390,null,681417,null,9096,null,1810233,null,13635,null,342885,null,10012,null,1467348,null,13360,null,431776,null,5156,null,238162,null,5643,null,193614,null,5976,null,0400000US72,Puerto Rico,72
