C21001A_001E,C21001A_001EA,C21001A_001M,C21001A_001MA,C21001A_002E,C21001A_002EA,C21001A_002M,C21001A_002MA,C21001A_003E,C21001A_003EA,C21001A_003M,C21001A_003MA,C21001A_004E,C21001A_004EA,C21001A_004M,C21001A_004MA,C21001A_005E,C21001A_005EA,C21001A_005M,C21001A_005MA,C21001A_006E,C21001A_006EA,C21001A_006M,C21001A_006MA,C21001A_007E,C21001A_007EA,C21001A_007M,C21001A_007MA,C21001A_008E,C21001A_008EA,C21001A_008M,C21001A_008MA,C21001A_009E,C21001A_009EA,C21001A_009M,C21001A_009MA,C21001A_010E,C21001A_010EA,C21001A_010M,C21001A_010MA,C21001A_011E,C21001A_011EA,C21001A_011M,C21001A_011MA,C21001A_012E,C21001A_012EA,C21001A_012M,C21001A_012MA,C21001A_013E,C21001A_013EA,C21001A_013M,C21001A_013MA,C21001A_014E,C21001A_014EA,C21001A_014M,C21001A_014MA,C21001A_015E,C21001A_015EA,C21001A_015M,C21001A_015MA,GEO_ID,NAME,state
2541019,null,4442,null,1224192,null,4006,null,1006493,null,4035,null,160741,null,4933,null,845752,null,6190,null,217699,null,618,null,130717,null,3194,null,86982,null,3127,null,1316827,null,2200,null,1019046,null,2224,null,15010,null,1682,null,1004036,null,2647,null,297781,null,747,null,3224,null,802,null,294557,null,1034,null,0400000US01,Alabama,01
349672,null,3009,null,180253,null,2836,null,161826,null,2950,null,37932,null,2926,null,123894,null,3777,null,18427,null,331,null,11980,null,894,null,6447,null,905,null,169419,null,1176,null,150789,null,1103,null,6453,null,1285,null,144336,null,1672,null,18630,null,310,null,577,null,420,null,18053,null,569,null,0400000US02,Alaska,02
3925663,null,16574,null,1939162,null,10082,null,1584443,null,9368,null,239041,null,7696,null,1345402,null,12633,null,354719,null,1886,null,217555,null,4244,null,137164,null,4172,null,1986501,null,8245,null,1552289,null,7652,null,28229,null,3307,null,1524060,null,8494,null,434212,null,1663,null,8229,null,1398,null,425983,null,2106,null,0400000US04,Arizona,04
1735529,null,3935,null,839484,null,3183,null,684886,null,3229,null,111283,null,4211,null,573603,null,5383,null,154598,null,518,null,89541,null,2304,null,65057,null,2270,null,896045,null,2449,null,692061,null,2357,null,9042,null,1351,null,683019,null,2740,null,203984,null,457,null,1660,null,532,null,202324,null,694,null,0400000US05,Arkansas,05
17460553,null,45261,null,8636561,null,27382,null,7313754,null,26808,null,790942,null,13729,null,6522812,null,29856,null,1322807,null,4518,null,718324,null,6834,null,604483,null,8321,null,8823992,null,23490,null,7085357,null,22276,null,62182,null,4389,null,7023175,null,22163,null,1738635,null,5648,null,28929,null,2392,null,1709706,null,5910,null,0400000US06,California,06
3201801,null,9539,null,1593501,null,6486,null,1387983,null,6332,null,213591,null,6304,null,1174392,null,8315,null,205518,null,1265,null,122546,null,2538,null,82972,null,2980,null,1608300,null,4551,null,1343242,null,4381,null,24306,null,2235,null,1318936,null,5016,null,265058,null,1219,null,5411,null,1075,null,259647,null,1653,null,0400000US08,Colorado,08
2198841,null,7467,null,1054357,null,4443,null,874358,null,4296,null,101068,null,4577,null,773290,null,5846,null,179999,null,902,null,103783,null,2940,null,76216,null,2851,null,1144484,null,3892,null,890953,null,3776,null,8715,null,1665,null,882238,null,3931,null,253531,null,947,null,2175,null,654,null,251356,null,1071,null,0400000US09,Connecticut,09
494349,null,2487,null,236214,null,1565,null,191207,null,1684,null,29858,null,2096,null,161349,null,2727,null,45007,null,393,null,27728,null,1546,null,17279,null,1545,null,258135,null,1223,null,199813,null,1295,null,2511,null,783,null,197302,null,1404,null,58322,null,523,null,1060,null,386,null,57262,null,646,null,0400000US10,Delaware,10
192530,null,2694,null,95406,null,1618,null,84732,null,1614,null,5768,null,944,null,78964,null,1749,null,10674,null,169,null,4384,null,806,null,6290,null,842,null,97124,null,1612,null,84493,null,1522,null,902,null,375,null,83591,null,1577,null,12631,null,440,null,256,null,350,null,12375,null,566,null,0400000US11,District of Columbia,11
11390143,null,18139,null,5531070,null,13908,null,4263634,null,13706,null,646198,null,11494,null,3617436,null,18740,null,1267436,null,2091,null,733265,null,7622,null,534171,null,7907,null,5859073,null,10271,null,4265820,null,9551,null,63829,null,3674,null,4201991,null,9779,null,1593253,null,2925,null,23870,null,2333,null,1569383,null,3364,null,0400000US12,Florida,12
