C15002_001E,C15002_001EA,C15002_001M,C15002_001MA,C15002_002E,C15002_002EA,C15002_002M,C15002_002MA,C15002_003E,C15002_003EA,C15002_003M,C15002_003MA,C15002_004E,C15002_004EA,C15002_004M,C15002_004MA,C15002_005E,C15002_005EA,C15002_005M,C15002_005MA,C15002_006E,C15002_006EA,C15002_006M,C15002_006MA,C15002_007E,C15002_007EA,C15002_007M,C15002_007MA,C15002_008E,C15002_008EA,C15002_008M,C15002_008MA,C15002_009E,C15002_009EA,C15002_009M,C15002_009MA,C15002_010E,C15002_010EA,C15002_010M,C15002_010MA,C15002_011E,C15002_011EA,C15002_011M,C15002_011MA,C15002_012E,C15002_012EA,C15002_012M,C15002_012MA,C15002_013E,C15002_013EA,C15002_013M,C15002_013MA,C15002_014E,C15002_014EA,C15002_014M,C15002_014MA,C15002_015E,C15002_015EA,C15002_015M,C15002_015MA,C15002_016E,C15002_016EA,C15002_016M,C15002_016MA,C15002_017E,C15002_017EA,C15002_017M,C15002_017MA,GEO_ID,NAME,state
3078499,null,6085,null,1451480,null,4640,null,95067,null,5094,null,178177,null,5981,null,460197,null,9065,null,299196,null,7809,null,87210,null,4532,null,217892,null,7267,null,113741,null,4973,null,1627019,null,3229,null,93795,null,4944,null,190496,null,7254,null,513891,null,9923,null,360302,null,7816,null,123098,null,5638,null,221695,null,6163,null,123742,null,5711,null,0400000US01,Alabama,01
424901,null,2418,null,217999,null,1693,null,6091,null,1109,null,12630,null,1763,null,63225,null,3466,null,63020,null,3484,null,17327,null,2260,null,34936,null,3111,null,20770,null,2206,null,206902,null,1726,null,6549,null,1061,null,10287,null,1673,null,49331,null,2640,null,63612,null,2928,null,16795,null,1856,null,39792,null,2547,null,20536,null,2190,null,0400000US02,Alaska,02
4192547,null,3658,null,2067339,null,2449,null,163652,null,8098,null,182254,null,8134,null,519625,null,10565,null,513983,null,8888,null,148518,null,6294,null,334564,null,9082,null,204743,null,6852,null,2125208,null,2523,null,152745,null,6995,null,179454,null,7222,null,528486,null,10678,null,571407,null,11028,null,180090,null,6683,null,332440,null,9002,null,180586,null,6146,null,0400000US04,Arizona,04
1872814,null,5105,null,892205,null,4066,null,64036,null,4316,null,103810,null,5021,null,323021,null,9134,null,189255,null,6494,null,39486,null,3222,null,113812,null,4683,null,58785,null,3396,null,980609,null,3121,null,64730,null,3806,null,104384,null,4893,null,340087,null,6405,null,227027,null,6226,null,65038,null,3711,null,120543,null,3991,null,58800,null,3314,null,0400000US05,Arkansas,05
23528476,null,7194,null,11586729,null,5279,null,1219160,null,21671,null,1136894,null,18629,null,2410922,null,25265,null,2505508,null,25264,null,797282,null,14116,null,2160557,null,22897,null,1356406,null,20463,null,11941747,null,4552,null,1282396,null,16260,null,1013213,null,14853,null,2492387,null,22472,null,2716494,null,19560,null,992094,null,14880,null,2271559,null,18105,null,1173604,null,15297,null,0400000US06,California,06
3263026,null,4054,null,1624815,null,3260,null,87293,null,5456,null,109217,null,5388,null,371457,null,7852,null,355600,null,8503,null,115447,null,5420,null,373322,null,7658,null,212479,null,6658,null,1638211,null,3766,null,70014,null,4975,null,96972,null,5149,null,375476,null,9317,null,387011,null,7031,null,133072,null,5381,null,375172,null,8445,null,200494,null,6200,null,0400000US08,Colorado,08
2364317,null,2053,null,1125970,null,1907,null,53045,null,3510,null,78273,null,4368,null,319020,null,8393,null,190778,null,6192,null,69901,null,3905,null,237373,null,5866,null,177580,null,5647,null,1238347,null,1511,null,59136,null,3793,null,78099,null,4061,null,342730,null,7945,null,224969,null,7151,null,106456,null,5031,null,244603,null,7296,null,182354,null,5302,null,0400000US09,Connecticut,09
581811,null,1097,null,274793,null,771,null,12462,null,1808,null,25509,null,2497,null,86961,null,3896,null,55895,null,3055,null,17191,null,1832,null,45319,null,3430,null,31456,null,2412,null,307018,null,712,null,11835,null,1581,null,24547,null,2346,null,95302,null,3170,null,67356,null,3512,null,24775,null,2129,null,51545,null,3340,null,31658,null,2567,null,0400000US10,Delaware,10
403768,null,570,null,187290,null,551,null,11153,null,1809,null,15811,null,2667,null,35065,null,3108,null,26480,null,2994,null,4108,null,1183,null,42518,null,3273,null,52155,null,2951,null,216478,null,462,null,11606,null,1792,null,18880,null,2556,null,45004,null,3153,null,33020,null,2889,null,7882,null,1427,null,44575,null,2769,null,55511,null,3261,null,0400000US11,District of Columbia,11
12699412,null,7907,null,6105240,null,7010,null,367101,null,12487,null,588698,null,12716,null,1787232,null,19181,null,1238319,null,17430,null,464007,null,10747,null,1049722,null,15287,null,610161,null,11675,null,6594172,null,4946,null,364462,null,9183,null,556555,null,12054,null,2015763,null,21598,null,1441177,null,17849,null,597651,null,11993,null,1084744,null,15128,null,533820,null,11115,null,0400000US12,Florida,12
6191871,null,8738,null,2965354,null,7219,null,192516,null,9121,null,315555,null,11032,null,886490,null,15539,null,576188,null,11303,null,169976,null,7315,null,533142,null,10483,null,291487,null,6968,null,3226517,null,4544,null,180486,null,6161,null,308042,null,10389,null,930610,null,14993,null,698478,null,12224,null,231064,null,8173,null,566892,null,11144,null,310945,null,7758,null,0400000US13,Georgia,13
873046,null,2596,null,429774,null,2248,null,17136,null,1903,null,23072,null,2264,null,124731,null,5638,null,97825,null,4397,null,41608,null,3178,null,80797,null,3900,null,44605,null,3027,null,443272,null,1330,null,23942,null,2132,null,20696,null,1992,null,126094,null,4935,null,100363,null,4320,null,43406,null,3029,null,86884,null,3914,null,41887,null,2903,null,0400000US15,Hawaii,15
959162,null,2120,null,473895,null,2103,null,26300,null,2717,null,34960,null,3055,null,129799,null,4791,null,124435,null,4877,null,38317,null,2429,null,79373,null,4209,null,40711,null,2851,null,485267,null,1635,null,21492,null,2394,null,33602,null,3059,null,136301,null,4263,null,140110,null,4174,null,43689,null,2451,null,79760,null,3425,null,30313,null,2313,null,0400000US16,Idaho,16
8393247,null,9864,null,4048366,null,4782,null,269327,null,9286,null,329724,null,9516,null,1109459,null,16184,null,845119,null,13006,null,264905,null,7944,null,751185,null,11599,null,478647,null,11768,null,4344881,null,7631,null,271159,null,8284,null,315214,null,8031,null,1186093,null,15545,null,950753,null,13165,null,343800,null,6892,null,813825,null,12014,null,464037,null,8326,null,0400000US17,Illinois,17
4177420,null,4657,null,2014051,null,3701,null,97406,null,4499,null,193778,null,7449,null,705537,null,10538,null,411828,null,8364,null,134380,null,5554,null,299253,null,7233,null,171869,null,6142,null,2163369,null,2951,null,85827,null,4997,null,197724,null,5835,null,761063,null,9774,null,454476,null,8170,null,179030,null,5794,null,317839,null,6961,null,167410,null,5642,null,0400000US18,Indiana,18
1979224,null,3332,null,958298,null,2626,null,37902,null,2416,null,60756,null,3434,null,334387,null,6662,null,209461,null,5991,null,82874,null,3872,null,157203,null,5266,null,75715,null,3819,null,1020926,null,2216,null,38559,null,3172,null,55672,null,3068,null,334030,null,6123,null,236831,null,5644,null,108512,null,4324,null,178042,null,5003,null,69280,null,3185,null,0400000US19,Iowa,19
1806450,null,3846,null,877855,null,2910,null,37785,null,2602,null,58990,null,3559,null,248325,null,6228,null,207715,null,5292,null,58572,null,3802,null,174565,null,5311,null,91903,null,4016,null,928595,null,2624,null,35251,null,2875,null,57480,null,3169,null,256331,null,5614,null,235115,null,5328,null,75931,null,3434,null,178725,null,4664,null,89762,null,4387,null,0400000US20,Kansas,20
2872922,null,5170,null,1374698,null,4247,null,115988,null,4526,null,159639,null,6347,null,483620,null,7669,null,272529,null,7327,null,73222,null,4532,null,162889,null,5015,null,106811,null,4433,null,1498224,null,3938,null,113900,null,5143,null,147163,null,5476,null,505782,null,9337,null,316433,null,6585,null,119358,null,5299,null,174222,null,5172,null,121366,null,4546,null,0400000US21,Kentucky,21
2830500,null,5067,null,1336135,null,3600,null,102540,null,5190,null,164959,null,6457,null,474302,null,9185,null,275756,null,8345,null,50031,null,3149,null,178029,null,5774,null,90518,null,5344,null,1494365,null,4008,null,98362,null,5162,null,165698,null,6511,null,516483,null,8843,null,320705,null,8713,null,87814,null,4679,null,211943,null,7488,null,93360,null,4382,null,0400000US22,Louisiana,22
928594,null,1725,null,443444,null,1490,null,17643,null,1769,null,34088,null,2424,null,159495,null,4577,null,87283,null,3958,null,36067,null,2735,null,68188,null,3079,null,40680,null,2609,null,485150,null,1325,null,16748,null,1751,null,26975,null,2795,null,165465,null,5158,null,101420,null,3787,null,47892,null,3113,null,84914,null,4429,null,41736,null,2815,null,0400000US23,Maine,23
3741795,null,3580,null,1759898,null,3134,null,85634,null,4563,null,139563,null,6459,null,467791,null,10664,null,345628,null,8826,null,92934,null,4573,null,342903,null,8159,null,285445,null,7176,null,1981897,null,2468,null,82096,null,4091,null,141968,null,5005,null,519075,null,9328,null,412748,null,8185,null,137916,null,5731,null,396382,null,8540,null,291712,null,7407,null,0400000US24,Maryland,24
4397927,null,3221,null,2087962,null,2603,null,103371,null,6240,null,142650,null,6227,null,568423,null,10950,null,330673,null,8176,null,128170,null,6404,null,456764,null,9429,null,357911,null,8552,null,2309965,null,2043,null,113407,null,5301,null,137199,null,5448,null,603709,null,11007,null,391711,null,9203,null,203347,null,6518,null,499285,null,10826,null,361307,null,8565,null,0400000US25,Massachusetts,25
6627768,null,5124,null,3194649,null,4377,null,124039,null,6016,null,286006,null,8442,null,991010,null,12417,null,755663,null,12844,null,219854,null,6556,null,497811,null,7986,null,320266,null,7231,null,3433119,null,3496,null,119256,null,6002,null,259202,null,6783,null,1073224,null,11456,null,844860,null,12182,null,314481,null,7773,null,517867,null,9772,null,304229,null,6147,null,0400000US26,Michigan,26
3456013,null,3781,null,1696943,null,2941,null,59177,null,3672,null,90113,null,3879,null,476472,null,7228,null,376402,null,7640,null,149196,null,5913,null,363788,null,7567,null,181795,null,4723,null,1759070,null,2707,null,62926,null,3685,null,78549,null,3733,null,474389,null,7354,null,414749,null,7207,null,184686,null,6351,null,380838,null,6473,null,162933,null,4785,null,0400000US27,Minnesota,27
1862456,null,7273,null,874011,null,3757,null,70460,null,4671,null,115601,null,5194,null,272336,null,7791,null,191146,null,6633,null,57082,null,4016,null,107411,null,5304,null,59975,null,3027,null,988445,null,5864,null,65539,null,4494,null,122841,null,5171,null,287658,null,7346,null,229828,null,7696,null,88914,null,4461,null,126953,null,6220,null,66712,null,4180,null,0400000US28,Mississippi,28
3915849,null,6310,null,1865705,null,4641,null,83860,null,4856,null,173024,null,6617,null,612441,null,9742,null,404746,null,9328,null,114021,null,4752,null,301697,null,7162,null,175916,null,5252,null,2050144,null,3651,null,95236,null,5420,null,177330,null,6266,null,640919,null,9647,null,485987,null,9666,null,149078,null,5275,null,320154,null,7309,null,181440,null,6072,null,0400000US29,Missouri,29
648277,null,2676,null,319435,null,2120,null,10378,null,1615,null,21481,null,2039,null,101783,null,4119,null,79842,null,4518,null,20879,null,1608,null,56577,null,3247,null,28495,null,2573,null,328842,null,1962,null,7763,null,1145,null,19144,null,2018,null,98536,null,3852,null,84003,null,4259,null,28637,null,2708,null,64999,null,2986,null,25760,null,2111,null,0400000US30,Montana,30
1151267,null,2670,null,559271,null,1943,null,24355,null,2122,null,33993,null,2712,null,166265,null,5408,null,131821,null,3963,null,47653,null,3087,null,104306,null,4762,null,50878,null,2738,null,591996,null,1953,null,23207,null,2382,null,32011,null,2311,null,174630,null,4620,null,149409,null,4374,null,55511,null,3149,null,108785,null,3447,null,48443,null,2372,null,0400000US31,Nebraska,31
1710130,null,3891,null,864425,null,3243,null,57625,null,4074,null,90555,null,5975,null,245974,null,7380,null,218784,null,8452,null,56760,null,4209,null,132542,null,6517,null,62185,null,3426,null,845705,null,2603,null,54065,null,3573,null,79403,null,4329,null,240629,null,6120,null,229002,null,6633,null,63518,null,3793,null,122197,null,5058,null,56891,null,3539,null,0400000US32,Nevada,32
903088,null,1899,null,437464,null,1613,null,14146,null,1885,null,29901,null,2741,null,128507,null,4904,null,78156,null,3603,null,36117,null,2470,null,93431,null,4469,null,57206,null,3264,null,465624,null,1597,null,14488,null,1622,null,23704,null,2562,null,134021,null,4503,null,95575,null,4223,null,47586,null,3407,null,99038,null,3968,null,51212,null,3018,null,0400000US33,New Hampshire,33
5864395,null,2575,null,2805050,null,2549,null,154304,null,8444,null,206780,null,6318,null,805465,null,13794,null,489049,null,11743,null,147474,null,6405,null,606050,null,11803,null,395928,null,8598,null,3059345,null,1906,null,165515,null,6958,null,213989,null,7144,null,922184,null,12415,null,521217,null,10335,null,220794,null,7292,null,659983,null,10074,null,355663,null,8711,null,0400000US34,New Jersey,34
1278005,null,4018,null,617003,null,3145,null,50599,null,3845,null,61336,null,3846,null,167315,null,5872,null,142988,null,5337,null,42508,null,3119,null,83032,null,4262,null,69225,null,3941,null,661002,null,2293,null,50164,null,3244,null,62414,null,3514,null,167024,null,5058,null,165331,null,5629,null,52396,null,3198,null,95568,null,4614,null,68105,null,3143,null,0400000US35,New Mexico,35
13072344,null,5082,null,6189387,null,4215,null,452041,null,10736,null,553740,null,13204,null,1714379,null,17500,null,1042917,null,17014,null,440039,null,12630,null,1156071,null,15129,null,830200,null,12046,null,6882957,null,4008,null,499287,null,10129,null,573643,null,12117,null,1900311,null,19244,null,1108031,null,14980,null,614767,null,12025,null,1212412,null,15868,null,974506,null,14994,null,0400000US36,New York,36
6085315,null,8660,null,2894183,null,7095,null,209236,null,8043,null,314962,null,9718,null,819649,null,14857,null,590491,null,11221,null,205718,null,6438,null,491253,null,11456,null,262874,null,7905,null,3191132,null,5281,null,174371,null,5650,null,297571,null,8650,null,861233,null,11521,null,734445,null,11545,null,291558,null,8756,null,569060,null,9764,null,262894,null,6961,null,0400000US37,North Carolina,37
418893,null,1871,null,206443,null,1543,null,11868,null,1180,null,10778,null,1312,null,57481,null,2165,null,46238,null,2514,null,25031,null,1791,null,39542,null,2354,null,15505,null,1675,null,212450,null,1246,null,10931,null,1122,null,9865,null,1128,null,55991,null,2526,null,52008,null,2544,null,26059,null,2198,null,45588,null,2484,null,12008,null,1226,null,0400000US38,North Dakota,38
7664309,null,4563,null,3653061,null,3910,null,127154,null,5637,null,341396,null,8623,null,1289975,null,12525,null,754194,null,11015,null,227052,null,7108,null,573485,null,8716,null,339805,null,7453,null,4011248,null,3301,null,136014,null,4810,null,343058,null,9064,null,1423893,null,16365,null,834177,null,12289,null,340342,null,9312,null,605745,null,9180,null,328019,null,8956,null,0400000US39,Ohio,39
2359350,null,4649,null,1131633,null,3890,null,57818,null,3553,null,113762,null,5219,null,361796,null,7168,null,269075,null,5992,null,70722,null,3371,null,169519,null,5526,null,88941,null,4436,null,1227717,null,3207,null,58376,null,3426,null,111456,null,5100,null,396477,null,7019,null,306392,null,6366,null,90419,null,3874,null,183998,null,6146,null,80599,null,4065,null,0400000US40,Oklahoma,40
2580555,null,3695,null,1263775,null,3110,null,61409,null,4586,null,96445,null,5766,null,315083,null,7445,null,326272,null,9441,null,101080,null,5077,null,230815,null,7457,null,132671,null,6205,null,1316780,null,2956,null,46802,null,3592,null,88342,null,4940,null,346169,null,7149,null,363200,null,8194,null,110600,null,5469,null,234552,null,5926,null,127115,null,5182,null,0400000US41,Oregon,41
8475332,null,4233,null,4030633,null,3545,null,162541,null,6331,null,348229,null,8417,null,1479649,null,13317,null,665143,null,12581,null,264479,null,6776,null,679575,null,11863,null,431017,null,8640,null,4444699,null,3423,null,180748,null,5188,null,371377,null,8547,null,1684559,null,14338,null,731501,null,11049,null,361451,null,8841,null,702600,null,9788,null,412463,null,8947,null,0400000US42,Pennsylvania,42
708746,null,1821,null,335016,null,1721,null,22823,null,2703,null,34715,null,3667,null,91073,null,4317,null,58774,null,4056,null,22701,null,2346,null,65445,null,3521,null,39485,null,2939,null,373730,null,1040,null,25630,null,2621,null,32310,null,2737,null,106124,null,4439,null,70769,null,3598,null,30947,null,2603,null,67089,null,3170,null,40861,null,2867,null,0400000US44,Rhode Island,44
2960522,null,5661,null,1395187,null,4274,null,94051,null,4311,null,160106,null,6769,null,428477,null,7845,null,270577,null,7628,null,104772,null,5405,null,218716,null,7152,null,118488,null,5551,null,1565335,null,3102,null,84148,null,4398,null,159799,null,6402,null,485231,null,9033,null,325691,null,9016,null,147174,null,6177,null,230484,null,7587,null,132808,null,5448,null,0400000US45,South Carolina,45
522989,null,3160,null,255982,null,2189,null,11923,null,1178,null,14354,null,1372,null,88469,null,3153,null,55656,null,2930,null,21216,null,1722,null,43797,null,2536,null,20567,null,1998,null,267007,null,2167,null,10466,null,1220,null,13815,null,1828,null,81516,null,3653,null,65235,null,3118,null,29289,null,2401,null,49155,null,3052,null,17531,null,1928,null,0400000US46,South Dakota,46
4176640,null,4909,null,1987229,null,4170,null,138332,null,6041,null,214373,null,6533,null,652058,null,9049,null,412343,null,9374,null,102181,null,4918,null,301637,null,7180,null,166305,null,5425,null,2189411,null,3945,null,136661,null,6128,null,221757,null,7439,null,706953,null,11376,null,487724,null,10031,null,149521,null,6407,null,319282,null,7852,null,167513,null,6294,null,0400000US47,Tennessee,47
15124846,null,12321,null,7412367,null,7936,null,779911,null,16777,null,777984,null,16985,null,1851679,null,20483,null,1612947,null,18403,null,447981,null,10951,null,1264941,null,16362,null,676924,null,11961,null,7712479,null,8732,null,791607,null,12751,null,733096,null,13979,null,1996324,null,20831,null,1798108,null,19393,null,503109,null,11986,null,1318002,null,15183,null,572233,null,10220,null,0400000US48,Texas,48
1554634,null,2337,null,772763,null,1958,null,27104,null,2886,null,49734,null,3934,null,182055,null,6771,null,199746,null,6355,null,66291,null,3921,null,154622,null,5306,null,93211,null,3831,null,781871,null,1292,null,23558,null,2580,null,48766,null,3656,null,197840,null,5389,null,226249,null,5351,null,81552,null,3909,null,151509,null,5218,null,52397,null,3345,null,0400000US49,Utah,49
429859,null,1048,null,207599,null,1085,null,6931,null,890,null,13261,null,1296,null,75133,null,3225,null,33048,null,2343,null,16065,null,1802,null,39255,null,2352,null,23906,null,1748,null,222260,null,938,null,7838,null,909,null,12309,null,1593,null,66836,null,2962,null,38862,null,2519,null,21488,null,1674,null,46176,null,2563,null,28751,null,2081,null,0400000US50,Vermont,50
5155750,null,6747,null,2472340,null,6159,null,153009,null,7053,null,222588,null,8353,null,620688,null,11543,null,480833,null,10549,null,141942,null,5358,null,474682,null,10783,null,378598,null,8043,null,2683410,null,4620,null,138613,null,6633,null,211066,null,7039,null,677412,null,12733,null,567678,null,11286,null,204939,null,6170,null,552351,null,11488,null,331351,null,7019,null,0400000US51,Virginia,51
4387893,null,4167,null,2154735,null,3493,null,90140,null,5503,null,144030,null,5665,null,516021,null,10166,null,528810,null,9725,null,186882,null,6070,null,436232,null,9463,null,252620,null,7327,null,2233158,null,3173,null,89734,null,4188,null,130729,null,6239,null,525522,null,10165,null,606992,null,8813,null,221949,null,6501,null,434655,null,8333,null,223577,null,6970,null,0400000US53,Washington,53
1265065,null,2880,null,604715,null,2241,null,45655,null,3216,null,70429,null,3769,null,251445,null,5107,null,108615,null,4679,null,27191,null,2692,null,60239,null,3495,null,41141,null,3162,null,660350,null,1760,null,38196,null,2750,null,70422,null,3616,null,264436,null,5959,null,125710,null,4482,null,46762,null,3320,null,70616,null,3901,null,44208,null,3477,null,0400000US54,West Virginia,54
