B01001G_001E,B01001G_001EA,B01001G_001M,B01001G_001MA,B01001G_002E,B01001G_002EA,B01001G_002M,B01001G_002MA,B01001G_003E,B01001G_003EA,B01001G_003M,B01001G_003MA,B01001G_004E,B01001G_004EA,B01001G_004M,B01001G_004MA,B01001G_005E,B01001G_005EA,B01001G_005M,B01001G_005MA,B01001G_006E,B01001G_006EA,B01001G_006M,B01001G_006MA,B01001G_007E,B01001G_007EA,B01001G_007M,B01001G_007MA,B01001G_008E,B01001G_008EA,B01001G_008M,B01001G_008MA,B01001G_009E,B01001G_009EA,B01001G_009M,B01001G_009MA,B01001G_010E,B01001G_010EA,B01001G_010M,B01001G_010MA,B01001G_011E,B01001G_011EA,B01001G_011M,B01001G_011MA,B01001G_012E,B01001G_012EA,B01001G_012M,B01001G_012MA,B01001G_013E,B01001G_013EA,B01001G_013M,B01001G_013MA,B01001G_014E,B01001G_014EA,B01001G_014M,B01001G_014MA,B01001G_015E,B01001G_015EA,B01001G_015M,B01001G_015MA,B01001G_016E,B01001G_016EA,B01001G_016M,B01001G_016MA,B01001G_017E,B01001G_017EA,B01001G_017M,B01001G_017MA,B01001G_018E,B01001G_018EA,B01001G_018M,B01001G_018MA,B01001G_019E,B01001G_019EA,B01001G_019M,B01001G_019MA,B01001G_020E,B01001G_020EA,B01001G_020M,B01001G_020MA,B01001G_021E,B01001G_021EA,B01001G_021M,B01001G_021MA,B01001G_022E,B01001G_022EA,B01001G_022M,B01001G_022MA,B01001G_023E,B01001G_023EA,B01001G_023M,B01001G_023MA,B01001G_024E,B01001G_024EA,B01001G_024M,B01001G_024MA,B01001G_025E,B01001G_025EA,B01001G_025M,B01001G_025MA,B01001G_026E,B01001G_026EA,B01001G_026M,B01001G_026MA,B01001G_027E,B01001G_027EA,B01001G_027M,B01001G_027MA,B01001G_028E,B01001G_028EA,B01001G_028M,B01001G_028MA,B01001G_029E,B01001G_029EA,B01001G_029M,B01001G_029MA,B01001G_030E,B01001G_030EA,B01001G_030M,B01001G_030MA,B01001G_031E,B01001G_031EA,B01001G_031M,B01001G_031MA,GEO_ID,NAME,state
134395,null,8695,null,65148,null,5395,null,10684,null,1929,null,9586,null,2062,null,8167,null,1683,null,4138,null,844,null,3332,null,977,null,5226,null,1487,null,4338,null,1291,null,3402,null,1014,null,5641,null,1197,null,5729,null,1422,null,3477,null,764,null,988,null,481,null,379,null,245,null,61,null,102,null,69247,null,5342,null,12637,null,1983,null,10305,null,1808,null,7441,null,1633,null,3915,null,992,null,2563,null,830,null,4994,null,1455,null,3700,null,865,null,3772,null,999,null,6458,null,1478,null,6858,null,1262,null,3380,null,757,null,2021,null,639,null,949,null,589,null,254,null,228,null,0400000US13,Georgia,13
275694,null,11060,null,137317,null,6363,null,18461,null,2364,null,14720,null,2235,null,13569,null,1843,null,8168,null,1187,null,4528,null,873,null,10340,null,1632,null,10484,null,1516,null,9190,null,1514,null,16044,null,1937,null,13651,null,1502,null,10470,null,1511,null,5159,null,995,null,1987,null,619,null,546,null,376,null,138377,null,6839,null,18476,null,1743,null,13728,null,2136,null,13856,null,1875,null,9041,null,1280,null,4679,null,930,null,10018,null,1427,null,9975,null,1475,null,10009,null,1312,null,15582,null,1819,null,14218,null,1872,null,9740,null,1374,null,5600,null,1063,null,3037,null,784,null,418,null,259,null,0400000US15,Hawaii,15
39037,null,3429,null,19586,null,2324,null,3710,null,943,null,2629,null,821,null,2220,null,698,null,1925,null,563,null,659,null,380,null,1406,null,722,null,1068,null,502,null,782,null,491,null,1841,null,596,null,1677,null,649,null,1054,null,431,null,347,null,264,null,117,null,134,null,151,null,174,null,19451,null,1940,null,3603,null,942,null,2779,null,698,null,2474,null,843,null,1331,null,597,null,652,null,456,null,1095,null,560,null,778,null,361,null,878,null,451,null,1630,null,511,null,1676,null,474,null,1084,null,505,null,797,null,533,null,406,null,265,null,268,null,225,null,0400000US16,Idaho,16
222243,null,11962,null,111608,null,6102,null,23986,null,2775,null,19052,null,2723,null,14355,null,2080,null,6350,null,1135,null,4364,null,1339,null,7922,null,1712,null,5736,null,1362,null,5706,null,1170,null,10504,null,1517,null,7280,null,1347,null,3415,null,720,null,1737,null,507,null,1067,null,527,null,134,null,141,null,110635,null,8167,null,21797,null,2773,null,17021,null,2608,null,12741,null,1859,null,7607,null,1453,null,3694,null,1022,null,7404,null,1361,null,7786,null,1675,null,5271,null,964,null,8929,null,1128,null,8539,null,1567,null,5219,null,984,null,2533,null,654,null,1534,null,628,null,560,null,445,null,0400000US17,Illinois,17
123789,null,6973,null,60501,null,4300,null,10771,null,1277,null,9974,null,1546,null,7671,null,1307,null,3795,null,963,null,2805,null,792,null,4398,null,1247,null,3139,null,853,null,3559,null,1094,null,5521,null,1274,null,4575,null,1321,null,2417,null,706,null,1284,null,507,null,466,null,278,null,126,null,131,null,63288,null,4500,null,11486,null,1676,null,9923,null,1671,null,8557,null,1563,null,4758,null,1096,null,3062,null,855,null,4544,null,1089,null,2900,null,898,null,2435,null,738,null,4853,null,1067,null,4487,null,1150,null,3566,null,974,null,1501,null,544,null,975,null,435,null,241,null,213,null,0400000US18,Indiana,18
44777,null,3753,null,22610,null,2178,null,3811,null,883,null,3411,null,957,null,3243,null,1025,null,1365,null,633,null,788,null,372,null,2110,null,717,null,1302,null,547,null,999,null,463,null,2651,null,746,null,1370,null,604,null,1084,null,496,null,188,null,149,null,243,null,202,null,45,null,56,null,22167,null,2744,null,3644,null,849,null,4351,null,971,null,3083,null,974,null,1637,null,685,null,894,null,436,null,1622,null,581,null,922,null,375,null,1165,null,449,null,1324,null,526,null,1904,null,683,null,816,null,350,null,581,null,445,null,209,null,136,null,15,null,27,null,0400000US19,Iowa,19
75781,null,4545,null,38092,null,2774,null,6974,null,1304,null,4303,null,1120,null,5654,null,1166,null,1565,null,360,null,2253,null,897,null,3143,null,826,null,2186,null,654,null,1492,null,654,null,3413,null,851,null,3742,null,912,null,1818,null,545,null,1088,null,450,null,335,null,242,null,126,null,118,null,37689,null,2876,null,6610,null,1169,null,5248,null,883,null,3927,null,1010,null,2326,null,702,null,2143,null,1120,null,2517,null,921,null,2127,null,728,null,1478,null,530,null,3381,null,937,null,4234,null,982,null,2086,null,694,null,797,null,303,null,554,null,353,null,261,null,212,null,0400000US20,Kansas,20
61722,null,4993,null,29640,null,3422,null,7572,null,1456,null,4830,null,1175,null,4083,null,1101,null,2970,null,851,null,859,null,476,null,1349,null,619,null,627,null,334,null,713,null,338,null,2086,null,670,null,1715,null,577,null,1505,null,655,null,768,null,416,null,441,null,265,null,122,null,174,null,32082,null,3188,null,6697,null,1289,null,4765,null,1194,null,3917,null,1034,null,1205,null,432,null,2277,null,849,null,1512,null,612,null,1255,null,587,null,998,null,532,null,2660,null,695,null,2443,null,694,null,1761,null,695,null,1079,null,467,null,1253,null,509,null,260,null,207,null,0400000US21,Kentucky,21
50344,null,4480,null,23405,null,2653,null,4239,null,1320,null,2592,null,876,null,2537,null,615,null,1554,null,622,null,911,null,384,null,1902,null,857,null,1371,null,551,null,1035,null,586,null,2209,null,888,null,2537,null,849,null,1085,null,427,null,852,null,423,null,541,null,285,null,40,null,51,null,26939,null,3041,null,4830,null,1234,null,4276,null,1134,null,2527,null,871,null,1103,null,470,null,1008,null,601,null,2609,null,1028,null,1263,null,664,null,487,null,321,null,2373,null,627,null,2519,null,805,null,2158,null,614,null,1139,null,440,null,523,null,273,null,124,null,104,null,0400000US22,Louisiana,22
21163,null,1989,null,10228,null,1393,null,1178,null,510,null,831,null,394,null,1769,null,675,null,574,null,304,null,268,null,183,null,1167,null,605,null,459,null,294,null,250,null,219,null,1162,null,505,null,1634,null,693,null,481,null,237,null,290,null,203,null,165,null,181,null,0,null,228,null,10935,null,1343,null,2122,null,750,null,1426,null,472,null,1526,null,469,null,521,null,257,null,290,null,196,null,383,null,216,null,400,null,211,null,733,null,325,null,1216,null,453,null,1275,null,473,null,470,null,296,null,507,null,243,null,66,null,106,null,0,null,228,null,0400000US23,Maine,23
119990,null,7624,null,57577,null,5003,null,11032,null,1395,null,9009,null,1682,null,6796,null,1363,null,3445,null,923,null,1741,null,558,null,3764,null,1034,null,4197,null,1365,null,2331,null,865,null,6785,null,1301,null,5627,null,1425,null,1814,null,497,null,848,null,396,null,175,null,152,null,13,null,22,null,62413,null,3930,null,10764,null,1772,null,8705,null,1310,null,7659,null,1100,null,3809,null,1025,null,1595,null,557,null,4180,null,1203,null,3940,null,1006,null,3771,null,1001,null,6860,null,1200,null,4686,null,922,null,3097,null,893,null,2103,null,784,null,1019,null,446,null,225,null,185,null,0400000US24,Maryland,24
133853,null,9498,null,67478,null,6064,null,10947,null,1686,null,8271,null,1456,null,7122,null,1665,null,2959,null,805,null,3487,null,1042,null,5933,null,1290,null,5078,null,1475,null,5370,null,1626,null,7526,null,1614,null,5780,null,1236,null,2474,null,579,null,1530,null,553,null,737,null,445,null,264,null,261,null,66375,null,5413,null,9964,null,1978,null,8135,null,1613,null,7086,null,1299,null,3259,null,792,null,2843,null,783,null,6536,null,1691,null,4424,null,1039,null,4313,null,1052,null,7918,null,1535,null,5353,null,1073,null,3735,null,1011,null,1943,null,716,null,633,null,329,null,233,null,217,null,0400000US25,Massachusetts,25
216944,null,8704,null,108798,null,5262,null,20355,null,2042,null,14395,null,1767,null,13817,null,1770,null,7655,null,1039,null,4662,null,1062,null,7973,null,1293,null,6075,null,1413,null,6262,null,1377,null,10387,null,1674,null,7879,null,1171,null,5595,null,1084,null,2606,null,774,null,912,null,355,null,225,null,212,null,108146,null,5304,null,17803,null,1785,null,14037,null,1934,null,14939,null,1953,null,7526,null,1334,null,4318,null,1037,null,8448,null,1542,null,7359,null,1475,null,4221,null,1021,null,10253,null,1308,null,8680,null,1194,null,5845,null,990,null,2998,null,629,null,1350,null,445,null,369,null,243,null,0400000US26,Michigan,26
94084,null,5538,null,48109,null,3474,null,8586,null,1370,null,7189,null,1312,null,6936,null,1317,null,3891,null,931,null,1848,null,628,null,3212,null,1049,null,2822,null,853,null,2828,null,740,null,3588,null,750,null,4339,null,1004,null,1507,null,444,null,1027,null,392,null,164,null,125,null,172,null,131,null,45975,null,3200,null,10282,null,1477,null,7092,null,1404,null,5454,null,1041,null,4382,null,999,null,1716,null,591,null,2365,null,620,null,2464,null,710,null,2899,null,777,null,3363,null,687,null,3051,null,710,null,1566,null,480,null,971,null,451,null,209,null,161,null,161,null,172,null,0400000US27,Minnesota,27
25769,null,3651,null,12827,null,2431,null,1838,null,774,null,1083,null,535,null,1652,null,640,null,1126,null,733,null,766,null,695,null,1281,null,677,null,982,null,604,null,410,null,278,null,1061,null,517,null,1131,null,545,null,749,null,425,null,487,null,368,null,261,null,243,null,0,null,287,null,12942,null,2325,null,2587,null,814,null,2306,null,923,null,2024,null,973,null,438,null,335,null,151,null,177,null,1025,null,500,null,175,null,157,null,614,null,559,null,1148,null,565,null,688,null,399,null,515,null,349,null,891,null,408,null,210,null,215,null,170,null,134,null,0400000US28,Mississippi,28
118558,null,6144,null,61767,null,4039,null,10902,null,1488,null,8652,null,1514,null,7165,null,1310,null,4441,null,1059,null,2446,null,775,null,4831,null,1264,null,3388,null,990,null,4252,null,1078,null,5510,null,972,null,4189,null,949,null,3053,null,740,null,1726,null,492,null,839,null,439,null,373,null,278,null,56791,null,3945,null,9561,null,1406,null,7330,null,1266,null,5654,null,1207,null,3905,null,1094,null,2056,null,682,null,4052,null,1114,null,3241,null,821,null,3093,null,763,null,5605,null,1096,null,4982,null,1099,null,3983,null,1036,null,2095,null,583,null,892,null,360,null,342,null,218,null,0400000US29,Missouri,29
23269,null,2820,null,10447,null,1640,null,1620,null,637,null,1020,null,400,null,1080,null,495,null,908,null,417,null,496,null,380,null,563,null,391,null,345,null,242,null,693,null,401,null,1887,null,856,null,705,null,314,null,730,null,425,null,275,null,187,null,93,null,74,null,32,null,41,null,12822,null,2071,null,2031,null,598,null,1548,null,621,null,1777,null,532,null,1329,null,527,null,682,null,474,null,823,null,423,null,746,null,399,null,642,null,381,null,1336,null,513,null,600,null,295,null,797,null,388,null,344,null,316,null,35,null,59,null,132,null,166,null,0400000US30,Montana,30
38798,null,3525,null,18704,null,2078,null,5079,null,991,null,3160,null,943,null,2055,null,725,null,994,null,401,null,815,null,380,null,1004,null,580,null,899,null,556,null,700,null,416,null,1804,null,730,null,921,null,465,null,767,null,389,null,313,null,246,null,175,null,211,null,18,null,25,null,20094,null,2292,null,4178,null,972,null,2822,null,751,null,2641,null,848,null,1551,null,570,null,1302,null,671,null,1132,null,640,null,1041,null,568,null,1183,null,468,null,1265,null,428,null,1627,null,541,null,847,null,388,null,40,null,58,null,137,null,133,null,328,null,330,null,0400000US31,Nebraska,31
83692,null,6038,null,42926,null,3617,null,8759,null,1418,null,5931,null,1265,null,5108,null,1134,null,2088,null,624,null,1770,null,675,null,2637,null,952,null,2783,null,999,null,2285,null,785,null,4592,null,902,null,3274,null,841,null,2713,null,893,null,689,null,328,null,256,null,192,null,41,null,64,null,40766,null,3710,null,6099,null,1506,null,6871,null,1524,null,4923,null,1382,null,1767,null,583,null,979,null,444,null,3016,null,781,null,3099,null,899,null,1982,null,569,null,4574,null,1182,null,2420,null,782,null,3145,null,961,null,902,null,438,null,827,null,446,null,162,null,193,null,0400000US32,Nevada,32
18177,null,2171,null,9324,null,1428,null,1274,null,448,null,1218,null,573,null,1464,null,582,null,773,null,456,null,406,null,275,null,399,null,323,null,325,null,262,null,312,null,229,null,1082,null,437,null,1021,null,515,null,704,null,374,null,299,null,226,null,47,null,71,null,0,null,253,null,8853,null,1493,null,1242,null,545,null,692,null,356,null,1131,null,535,null,664,null,423,null,204,null,170,null,864,null,396,null,296,null,318,null,274,null,196,null,790,null,429,null,1556,null,590,null,681,null,585,null,355,null,258,null,104,null,139,null,0,null,253,null,0400000US33,New Hampshire,33
162968,null,8725,null,82574,null,5849,null,13553,null,2015,null,11786,null,1793,null,11021,null,1825,null,4330,null,898,null,3602,null,1111,null,4561,null,1125,null,5502,null,1561,null,5036,null,1126,null,8302,null,1519,null,7557,null,1460,null,4659,null,1088,null,1814,null,619,null,586,null,380,null,265,null,216,null,80394,null,5189,null,12318,null,1631,null,11319,null,2181,null,7847,null,1330,null,4623,null,939,null,2566,null,869,null,5744,null,1018,null,3596,null,1000,null,4785,null,1146,null,8572,null,1463,null,8700,null,1465,null,6457,null,1121,null,2342,null,750,null,1388,null,622,null,137,null,129,null,0400000US34,New Jersey,34
63316,null,6428,null,31528,null,4100,null,4964,null,1137,null,4070,null,1200,null,3254,null,882,null,3351,null,975,null,1410,null,692,null,2240,null,837,null,2690,null,1125,null,1331,null,523,null,2726,null,963,null,1832,null,560,null,2300,null,834,null,1081,null,574,null,222,null,167,null,57,null,96,null,31788,null,3264,null,3338,null,1092,null,3714,null,1143,null,2846,null,749,null,1887,null,732,null,1645,null,722,null,2801,null,811,null,2833,null,796,null,1379,null,589,null,3082,null,843,null,3096,null,963,null,2088,null,556,null,1288,null,525,null,1400,null,534,null,391,null,254,null,0400000US35,New Mexico,35
388916,null,15386,null,195102,null,9001,null,29534,null,3124,null,24038,null,2883,null,20721,null,2649,null,12077,null,1722,null,8833,null,1687,null,15689,null,2291,null,15347,null,2427,null,12258,null,1935,null,20930,null,2834,null,16138,null,1837,null,10684,null,1976,null,5597,null,1121,null,2262,null,654,null,994,null,659,null,193814,null,8802,null,25325,null,2781,null,19137,null,2293,null,19320,null,2283,null,12209,null,1855,null,10525,null,1595,null,16251,null,2181,null,13126,null,1749,null,11589,null,1802,null,19814,null,2283,null,19295,null,1878,null,14285,null,1742,null,7048,null,1128,null,4044,null,1033,null,1846,null,733,null,0400000US36,New York,36
156737,null,9344,null,75920,null,5162,null,17354,null,2517,null,9848,null,1587,null,8733,null,1810,null,4753,null,1211,null,3849,null,1209,null,6473,null,1351,null,4456,null,1089,null,2887,null,928,null,6579,null,1305,null,5000,null,1078,null,3425,null,856,null,1640,null,455,null,578,null,406,null,345,null,250,null,80817,null,5466,null,15880,null,2663,null,9983,null,1832,null,11095,null,1857,null,5269,null,1145,null,3222,null,1076,null,7298,null,1698,null,4674,null,1183,null,4246,null,1395,null,5929,null,1172,null,5948,null,1048,null,4411,null,882,null,1338,null,472,null,1148,null,495,null,376,null,369,null,0400000US37,North Carolina,37
8367,null,1650,null,4780,null,1091,null,593,null,342,null,822,null,338,null,751,null,374,null,402,null,339,null,262,null,199,null,316,null,212,null,319,null,278,null,235,null,279,null,382,null,349,null,319,null,278,null,111,null,119,null,207,null,196,null,61,null,94,null,0,null,208,null,3587,null,897,null,785,null,431,null,324,null,207,null,351,null,225,null,250,null,205,null,244,null,198,null,318,null,219,null,373,null,237,null,49,null,62,null,414,null,371,null,207,null,172,null,109,null,109,null,76,null,86,null,74,null,80,null,13,null,24,null,0400000US38,North Dakota,38
209180,null,9446,null,104216,null,5845,null,21109,null,2489,null,17777,null,2240,null,12585,null,2131,null,5554,null,1119,null,4797,null,1132,null,6186,null,1517,null,5218,null,1281,null,5439,null,1245,null,9035,null,1421,null,8047,null,1450,null,4457,null,941,null,2609,null,819,null,1199,null,532,null,204,null,265,null,104964,null,5608,null,18892,null,2149,null,16553,null,2239,null,12825,null,1747,null,7561,null,1143,null,5623,null,1111,null,7166,null,1407,null,6489,null,1526,null,4442,null,1126,null,7440,null,1315,null,7338,null,1336,null,4757,null,1034,null,3505,null,851,null,1789,null,554,null,584,null,258,null,0400000US39,Ohio,39
240052,null,10285,null,118945,null,6655,null,14890,null,1661,null,14232,null,1963,null,13957,null,1764,null,6802,null,1154,null,7035,null,1338,null,7988,null,1354,null,8324,null,1457,null,6423,null,950,null,11349,null,1487,null,11949,null,1617,null,7929,null,1013,null,5619,null,977,null,2108,null,473,null,340,null,184,null,121107,null,5932,null,17296,null,2059,null,13581,null,2065,null,11012,null,1399,null,6741,null,1219,null,4700,null,898,null,10288,null,1657,null,8338,null,1369,null,6345,null,1116,null,11651,null,1643,null,12150,null,1248,null,8358,null,1028,null,6055,null,1223,null,2834,null,703,null,1758,null,586,null,0400000US40,Oklahoma,40
132488,null,7631,null,67510,null,4424,null,10758,null,1568,null,8380,null,1363,null,7328,null,1266,null,4820,null,869,null,2276,null,758,null,5120,null,1326,null,5826,null,1358,null,4736,null,1120,null,7289,null,1224,null,5079,null,1148,null,2931,null,580,null,2134,null,598,null,653,null,391,null,180,null,214,null,64978,null,4363,null,10308,null,1573,null,8793,null,1570,null,7614,null,1377,null,3853,null,917,null,2629,null,825,null,4935,null,1217,null,4127,null,927,null,3885,null,778,null,6222,null,1021,null,5736,null,1229,null,3917,null,862,null,2304,null,571,null,616,null,375,null,39,null,60,null,0400000US41,Oregon,41
184716,null,9185,null,93623,null,5629,null,18477,null,1846,null,14495,null,1733,null,13411,null,1773,null,5865,null,1104,null,3906,null,1065,null,5547,null,1075,null,5510,null,1139,null,4510,null,1032,null,7190,null,1267,null,6756,null,1193,null,3960,null,935,null,2709,null,602,null,900,null,430,null,387,null,305,null,91093,null,5490,null,17247,null,1872,null,13298,null,2107,null,11379,null,1678,null,7346,null,1292,null,3716,null,905,null,6063,null,1160,null,5237,null,1323,null,3740,null,919,null,8142,null,1422,null,6039,null,1121,null,4934,null,939,null,2292,null,628,null,1274,null,456,null,386,null,316,null,0400000US42,Pennsylvania,42
