B19058_001E,B19058_001EA,B19058_001M,B19058_001MA,B19058_002E,B19058_002EA,B19058_002M,B19058_002MA,B19058_003E,B19058_003EA,B19058_003M,B19058_003MA,GEO_ID,NAME,state
1815865,null,10024,null,193679,null,6833,null,1622186,null,10796,null,0400000US01,Alabama,01
237607,null,2898,null,24394,null,1920,null,213213,null,3244,null,0400000US02,Alaska,02
2273842,null,11467,null,202429,null,7869,null,2071413,null,12431,null,0400000US04,Arizona,04
1114041,null,8021,null,145776,null,5521,null,968265,null,8708,null,0400000US05,Arkansas,05
12176760,null,21139,null,753438,null,15005,null,11423322,null,25183,null,0400000US06,California,06
1897835,null,9244,null,109100,null,5552,null,1788735,null,9855,null,0400000US08,Colorado,08
1329305,null,5895,null,98594,null,4684,null,1230711,null,6447,null,0400000US09,Connecticut,09
328654,null,3672,null,26102,null,2328,null,302552,null,4186,null,0400000US10,Delaware,10
249996,null,3353,null,28762,null,2215,null,221234,null,3954,null,0400000US11,District of Columbia,11
7057285,null,24241,null,542434,null,12748,null,6514851,null,26292,null,0400000US12,Florida,12
3469845,null,17452,null,336010,null,8789,null,3133835,null,18455,null,0400000US13,Georgia,13
437105,null,4492,null,34553,null,2622,null,402552,null,5239,null,0400000US15,Hawaii,15
566004,null,4603,null,49230,null,4071,null,516774,null,5352,null,0400000US16,Idaho,16
4766252,null,13014,null,444894,null,9715,null,4321358,null,15252,null,0400000US17,Illinois,17
2480570,null,10473,null,242456,null,8065,null,2238114,null,13471,null,0400000US18,Indiana,18
1215351,null,6468,null,116510,null,4681,null,1098841,null,7226,null,0400000US19,Iowa,19
1110829,null,6612,null,84828,null,4089,null,1026001,null,7750,null,0400000US20,Kansas,20
1686277,null,9662,null,239142,null,7481,null,1447135,null,11397,null,0400000US21,Kentucky,21
1625153,null,9520,null,269421,null,7539,null,1355732,null,9693,null,0400000US22,Louisiana,22
542363,null,5056,null,80209,null,4228,null,462154,null,6672,null,0400000US23,Maine,23
2092692,null,7904,null,126534,null,6234,null,1966158,null,10064,null,0400000US24,Maryland,24
2467323,null,8171,null,209624,null,6580,null,2257699,null,10085,null,0400000US25,Massachusetts,25
3810801,null,12762,null,494687,null,8925,null,3316114,null,13623,null,0400000US26,Michigan,26
2089449,null,7329,null,134731,null,5072,null,1954718,null,8174,null,0400000US27,Minnesota,27
1094208,null,7307,null,148056,null,5457,null,946152,null,8578,null,0400000US28,Mississippi,28
2330040,null,9044,null,269809,null,7402,null,2060231,null,9671,null,0400000US29,Missouri,29
375598,null,3682,null,33226,null,2573,null,342372,null,3916,null,0400000US30,Montana,30
704143,null,4204,null,50191,null,3128,null,653952,null,4888,null,0400000US31,Nebraska,31
952856,null,7182,null,57483,null,3900,null,895373,null,7652,null,0400000US32,Nevada,32
505286,null,4732,null,31140,null,2890,null,474146,null,4766,null,0400000US33,New Hampshire,33
3154012,null,10110,null,171757,null,6385,null,2982255,null,12270,null,0400000US34,New Jersey,34
741399,null,5755,null,70668,null,3984,null,670731,null,6539,null,0400000US35,New Mexico,35
7137482,null,15735,null,805680,null,13718,null,6331802,null,18982,null,0400000US36,New York,36
3595175,null,14706,null,361726,null,9251,null,3233449,null,14931,null,0400000US37,North Carolina,37
274743,null,2659,null,21031,null,2075,null,253712,null,3359,null,0400000US38,North Dakota,38
4508871,null,14815,null,482327,null,9387,null,4026544,null,15842,null,0400000US39,Ohio,39
1407933,null,7799,null,167939,null,6383,null,1239994,null,8704,null,0400000US40,Oklahoma,40
1474755,null,6858,null,179764,null,6874,null,1294991,null,9583,null,0400000US41,Oregon,41
4904554,null,11469,null,479821,null,9657,null,4424733,null,14192,null,0400000US42,Pennsylvania,42
399107,null,3931,null,35728,null,2704,null,363379,null,4623,null,0400000US44,Rhode Island,44
1702300,null,9251,null,193031,null,6733,null,1509269,null,10597,null,0400000US45,South Carolina,45
319926,null,3421,null,28668,null,2454,null,291258,null,3902,null,0400000US46,South Dakota,46
2434683,null,10947,null,323776,null,8311,null,2110907,null,11881,null,0400000US47,Tennessee,47
8422249,null,18072,null,830657,null,13824,null,7591592,null,20549,null,0400000US48,Texas,48
854244,null,4876,null,52545,null,3469,null,801699,null,6011,null,0400000US49,Utah,49
249986,null,2593,null,23600,null,2023,null,226386,null,2868,null,0400000US50,Vermont,50
2961083,null,11010,null,208528,null,7855,null,2752555,null,12733,null,0400000US51,Virginia,51
2547663,null,9073,null,243022,null,8352,null,2304641,null,11176,null,0400000US53,Washington,53
749586,null,6455,null,99794,null,4726,null,649792,null,7002,null,0400000US54,West Virginia,54
2249630,null,8922,null,163678,null,5372,null,2085952,null,10031,null,0400000US55,Wisconsin,55
208613,null,3448,null,10124,null,1425,null,198489,null,3791,null,0400000US56,Wyoming,56
1186497,null,10034,null,398681,null,7735,null,787816,null,9706,null,0400000US72,Puerto Rico,72
