C11010_001E,C11010_001EA,C11010_001M,C11010_001MA,C11010_002E,C11010_002EA,C11010_002M,C11010_002MA,C11010_003E,C11010_003EA,C11010_003M,C11010_003MA,C11010_004E,C11010_004EA,C11010_004M,C11010_004MA,C11010_005E,C11010_005EA,C11010_005M,C11010_005MA,C11010_006E,C11010_006EA,C11010_006M,C11010_006MA,C11010_007E,C11010_007EA,C11010_007M,C11010_007MA,C11010_008E,C11010_008EA,C11010_008M,C11010_008MA,C11010_009E,C11010_009EA,C11010_009M,C11010_009MA,C11010_010E,C11010_010EA,C11010_010M,C11010_010MA,C11010_011E,C11010_011EA,C11010_011M,C11010_011MA,GEO_ID,NAME,state
599253,null,8644,null,263674,null,7108,null,222783,null,6498,null,178129,null,5908,null,44654,null,2576,null,40891,null,3634,null,335579,null,6833,null,304016,null,6860,null,162993,null,5555,null,141023,null,4227,null,31563,null,2282,null,0400000US01,Alabama,01
80334,null,3702,null,43526,null,2704,null,32375,null,2585,null,28327,null,2394,null,4048,null,644,null,11151,null,1613,null,36808,null,2430,null,27661,null,2342,null,20738,null,2132,null,6923,null,1030,null,9147,null,1332,null,0400000US02,Alaska,02
784650,null,11111,null,380966,null,8565,null,292658,null,7088,null,228351,null,6617,null,64307,null,3294,null,88308,null,5546,null,403684,null,8193,null,337790,null,7603,null,190028,null,5701,null,147762,null,4517,null,65894,null,3873,null,0400000US04,Arizona,04
362085,null,8523,null,160136,null,6130,null,131092,null,5164,null,101065,null,4817,null,30027,null,2419,null,29044,null,3312,null,201949,null,6161,null,179829,null,5704,null,96623,null,4296,null,83206,null,3666,null,22120,null,2398,null,0400000US05,Arkansas,05
3910883,null,22061,null,1849749,null,16405,null,1362462,null,15662,null,1061236,null,15328,null,301226,null,7936,null,487287,null,11238,null,2061134,null,18640,null,1693362,null,16617,null,976077,null,13634,null,717285,null,11131,null,367772,null,10192,null,0400000US06,California,06
688841,null,9469,null,343588,null,7075,null,263770,null,7842,null,222482,null,7650,null,41288,null,2259,null,79818,null,4843,null,345253,null,7495,null,285712,null,6784,null,189368,null,5555,null,96344,null,3814,null,59541,null,3898,null,0400000US08,Colorado,08
440480,null,6820,null,195953,null,5886,null,153481,null,5005,null,115829,null,4873,null,37652,null,2119,null,42472,null,3423,null,244527,null,5616,null,210101,null,5563,null,110872,null,4538,null,99229,null,3618,null,34426,null,2897,null,0400000US09,Connecticut,09
106610,null,3928,null,48106,null,2960,null,37563,null,2715,null,29319,null,2500,null,8244,null,1076,null,10543,null,1685,null,58504,null,3128,null,50138,null,3084,null,28479,null,2324,null,21659,null,1950,null,8366,null,1323,null,0400000US10,Delaware,10
142631,null,5123,null,65026,null,3581,null,50880,null,3414,null,42069,null,3255,null,8811,null,1113,null,14146,null,1693,null,77605,null,3441,null,66790,null,3205,null,49846,null,3085,null,16944,null,1551,null,10815,null,1339,null,0400000US11,District of Columbia,11
2480058,null,25048,null,1140431,null,16817,null,880619,null,14219,null,641428,null,12574,null,239191,null,6868,null,259812,null,7983,null,1339627,null,17014,null,1151753,null,15987,null,580377,null,12037,null,571376,null,8967,null,187874,null,7426,null,0400000US12,Florida,12
1105804,null,17668,null,512857,null,11747,null,403153,null,10595,null,335424,null,10257,null,67729,null,3545,null,109704,null,5700,null,592947,null,11839,null,518653,null,11570,null,334685,null,10025,null,183968,null,5342,null,74294,null,4837,null,0400000US13,Georgia,13
133761,null,5175,null,66114,null,3794,null,48753,null,3598,null,37758,null,3440,null,10995,null,1200,null,17361,null,2258,null,67647,null,3605,null,56391,null,3032,null,30643,null,2524,null,25748,null,1948,null,11256,null,1802,null,0400000US15,Hawaii,15
169751,null,6269,null,85099,null,4131,null,63171,null,4126,null,49530,null,3766,null,13641,null,1644,null,21928,null,2420,null,84652,null,4079,null,71542,null,3798,null,39552,null,3205,null,31990,null,2148,null,13110,null,1468,null,0400000US16,Idaho,16
1627495,null,17825,null,749590,null,11122,null,600724,null,10904,null,476980,null,10194,null,123744,null,4394,null,148866,null,6951,null,877905,null,12972,null,769453,null,12111,null,426633,null,9554,null,342820,null,6004,null,108452,null,5192,null,0400000US17,Illinois,17
832139,null,12770,null,399425,null,8739,null,314735,null,7467,null,252378,null,6638,null,62357,null,3306,null,84690,null,5240,null,432714,null,8651,null,376995,null,8330,null,202500,null,6279,null,174495,null,4931,null,55719,null,4399,null,0400000US18,Indiana,18
423561,null,6511,null,197243,null,5456,null,152671,null,4953,null,120811,null,4437,null,31860,null,1853,null,44572,null,3443,null,226318,null,5199,null,194898,null,4876,null,94900,null,3951,null,99998,null,3088,null,31420,null,2449,null,0400000US19,Iowa,19
374565,null,6655,null,178103,null,5181,null,145030,null,4822,null,116498,null,4555,null,28532,null,1696,null,33073,null,3093,null,196462,null,5065,null,169096,null,4768,null,87184,null,4547,null,81912,null,2597,null,27366,null,2604,null,0400000US20,Kansas,20
560647,null,10407,null,252837,null,7239,null,211607,null,6580,null,166522,null,6172,null,45085,null,3154,null,41230,null,3402,null,307810,null,7949,null,270048,null,7773,null,147800,null,6274,null,122248,null,3980,null,37762,null,3163,null,0400000US21,Kentucky,21
531012,null,9438,null,246048,null,6614,null,204555,null,6489,null,163192,null,6240,null,41363,null,2654,null,41493,null,3326,null,284964,null,7661,null,252360,null,7743,null,146881,null,6276,null,105479,null,4381,null,32604,null,2860,null,0400000US22,Louisiana,22
198541,null,5198,null,88638,null,4097,null,63857,null,3326,null,48180,null,2930,null,15677,null,1569,null,24781,null,2605,null,109903,null,3485,null,90719,null,3192,null,48297,null,2625,null,42422,null,2070,null,19184,null,1910,null,0400000US23,Maine,23
696914,null,10276,null,304031,null,8719,null,237110,null,7481,null,185015,null,7388,null,52095,null,2627,null,66921,null,3751,null,392883,null,7381,null,335904,null,7200,null,204192,null,6023,null,131712,null,3645,null,56979,null,3855,null,0400000US24,Maryland,24
898682,null,9682,null,402038,null,7480,null,308795,null,7291,null,238463,null,7139,null,70332,null,3334,null,93243,null,4978,null,496644,null,8235,null,417440,null,7872,null,230945,null,6795,null,186495,null,4783,null,79204,null,4527,null,0400000US25,Massachusetts,25
1285413,null,13139,null,597642,null,10189,null,482972,null,8722,null,378042,null,7868,null,104930,null,3592,null,114670,null,4353,null,687771,null,10058,null,600167,null,9027,null,328775,null,7739,null,271392,null,4774,null,87604,null,4334,null,0400000US26,Michigan,26
746725,null,8282,null,355501,null,7747,null,278637,null,6977,null,227834,null,6547,null,50803,null,2583,null,76864,null,4786,null,391224,null,6550,null,329541,null,6876,null,185928,null,5686,null,143613,null,3050,null,61683,null,3512,null,0400000US27,Minnesota,27
338960,null,8215,null,157674,null,5618,null,129305,null,5394,null,99266,null,5261,null,30039,null,2032,null,28369,null,2523,null,181286,null,6146,null,166196,null,5662,null,86388,null,4224,null,79808,null,3487,null,15090,null,2269,null,0400000US28,Mississippi,28
