C08113_001E,C08113_001EA,C08113_001M,C08113_001MA,C08113_002E,C08113_002EA,C08113_002M,C08113_002MA,C08113_003E,C08113_003EA,C08113_003M,C08113_003MA,C08113_004E,C08113_004EA,C08113_004M,C08113_004MA,C08113_005E,C08113_005EA,C08113_005M,C08113_005MA,C08113_006E,C08113_006EA,C08113_006M,C08113_006MA,C08113_007E,C08113_007EA,C08113_007M,C08113_007MA,C08113_008E,C08113_008EA,C08113_008M,C08113_008MA,C08113_009E,C08113_009EA,C08113_009M,C08113_009MA,C08113_010E,C08113_010EA,C08113_010M,C08113_010MA,C08113_011E,C08113_011EA,C08113_011M,C08113_011MA,C08113_012E,C08113_012EA,C08113_012M,C08113_012MA,C08113_013E,C08113_013EA,C08113_013M,C08113_013MA,C08113_014E,C08113_014EA,C08113_014M,C08113_014MA,C08113_015E,C08113_015EA,C08113_015M,C08113_015MA,C08113_016E,C08113_016EA,C08113_016M,C08113_016MA,C08113_017E,C08113_017EA,C08113_017M,C08113_017MA,C08113_018E,C08113_018EA,C08113_018M,C08113_018MA,C08113_019E,C08113_019EA,C08113_019M,C08113_019MA,C08113_020E,C08113_020EA,C08113_020M,C08113_020MA,C08113_021E,C08113_021EA,C08113_021M,C08113_021MA,C08113_022E,C08113_022EA,C08113_022M,C08113_022MA,C08113_023E,C08113_023EA,C08113_023M,C08113_023MA,C08113_024E,C08113_024EA,C08113_024M,C08113_024MA,C08113_025E,C08113_025EA,C08113_025M,C08113_025MA,C08113_026E,C08113_026EA,C08113_026M,C08113_026MA,C08113_027E,C08113_027EA,C08113_027M,C08113_027MA,C08113_028E,C08113_028EA,C08113_028M,C08113_028MA,C08113_029E,C08113_029EA,C08113_029M,C08113_029MA,C08113_030E,C08113_030EA,C08113_030M,C08113_030MA,GEO_ID,NAME,state
2051673,null,14830,null,1957026,null,15553,null,94647,null,4812,null,49254,null,3976,null,45393,null,3771,null,1702592,null,16740,null,1637168,null,17056,null,65424,null,4233,null,39671,null,3737,null,25753,null,2759,null,241975,null,9135,null,217868,null,8713,null,24107,null,2657,null,7169,null,1429,null,16938,null,2334,null,10616,null,1790,null,10405,null,1769,null,211,null,252,null,41,null,45,null,170,null,245,null,49391,null,4275,null,46100,null,4109,null,3291,null,948,null,1654,null,596,null,1637,null,720,null,47099,null,3439,null,45485,null,3368,null,1614,null,805,null,719,null,405,null,895,null,693,null,0400000US01,Alabama,01
340794,null,5186,null,290947,null,5629,null,49847,null,2917,null,32949,null,2820,null,16898,null,1644,null,225636,null,5991,null,199670,null,5696,null,25966,null,2683,null,19802,null,2465,null,6164,null,1167,null,49225,null,3911,null,41721,null,3575,null,7504,null,1582,null,4215,null,1308,null,3289,null,817,null,5734,null,1334,null,4591,null,1273,null,1143,null,663,null,545,null,392,null,598,null,471,null,40001,null,2757,null,29870,null,2570,null,10131,null,1334,null,6326,null,953,null,3805,null,789,null,20198,null,3521,null,15095,null,2956,null,5103,null,1124,null,2061,null,765,null,3042,null,990,null,0400000US02,Alaska,02
2900947,null,16349,null,2109323,null,17329,null,791624,null,13244,null,436576,null,12717,null,355048,null,12395,null,2183335,null,21273,null,1641693,null,17425,null,541642,null,13399,null,327118,null,11496,null,214524,null,9765,null,381261,null,13548,null,224811,null,9983,null,156450,null,8792,null,63131,null,5044,null,93319,null,7571,null,67500,null,5697,null,39821,null,3676,null,27679,null,4154,null,10999,null,2115,null,16680,null,3565,null,127829,null,7646,null,91209,null,6290,null,36620,null,4567,null,16873,null,2411,null,19747,null,3817,null,141022,null,6203,null,111789,null,4890,null,29233,null,3353,null,18455,null,2783,null,10778,null,2097,null,0400000US04,Arizona,04
1252670,null,10521,null,1168838,null,9896,null,83832,null,4620,null,38819,null,3137,null,45013,null,3462,null,1004273,null,11640,null,946714,null,11383,null,57559,null,4052,null,30641,null,2959,null,26918,null,2754,null,157328,null,6653,null,139951,null,6690,null,17377,null,2298,null,4829,null,1076,null,12548,null,2033,null,5434,null,1437,null,4430,null,1288,null,1004,null,696,null,407,null,341,null,597,null,557,null,44407,null,3304,null,38798,null,3191,null,5609,null,1707,null,1667,null,615,null,3942,null,1609,null,41228,null,3842,null,38945,null,3731,null,2283,null,715,null,1275,null,590,null,1008,null,414,null,0400000US05,Arkansas,05
16809493,null,45386,null,9675310,null,47761,null,7134183,null,40523,null,3665527,null,31376,null,3468656,null,32948,null,12223667,null,46209,null,7352411,null,39556,null,4871256,null,34459,null,2743295,null,28390,null,2127961,null,27253,null,2006930,null,27228,null,872521,null,15999,null,1134409,null,20994,null,461298,null,12711,null,673111,null,18214,null,884947,null,18482,null,388778,null,10187,null,496169,null,16224,null,180543,null,9061,null,315626,null,13568,null,888692,null,19357,null,501826,null,14487,null,386866,null,13497,null,148713,null,6459,null,238153,null,11588,null,805257,null,18388,null,559774,null,15744,null,245483,null,7172,null,131678,null,5754,null,113805,null,6107,null,0400000US06,California,06
2552101,null,13998,null,2147895,null,16513,null,404206,null,10995,null,220143,null,8393,null,184063,null,9050,null,1880334,null,15006,null,1611073,null,16783,null,269261,null,10526,null,152570,null,7401,null,116691,null,7414,null,287500,null,11460,null,211969,null,8545,null,75531,null,5647,null,33335,null,3315,null,42196,null,4815,null,87910,null,5922,null,64198,null,4187,null,23712,null,3661,null,10109,null,2315,null,13603,null,2732,null,134786,null,6499,null,113999,null,5987,null,20787,null,3027,null,14281,null,2462,null,6506,null,1617,null,161571,null,5613,null,146656,null,5964,null,14915,null,2001,null,9848,null,1715,null,5067,null,1327,null,0400000US08,Colorado,08
1748301,null,14513,null,1402733,null,15264,null,345568,null,8156,null,214145,null,7380,null,131423,null,6794,null,1375574,null,12473,null,1137226,null,13793,null,238348,null,8223,null,156715,null,6699,null,81633,null,5385,null,153043,null,7637,null,104432,null,5760,null,48611,null,4606,null,23389,null,3117,null,25222,null,3391,null,76131,null,4830,null,53960,null,4089,null,22171,null,2861,null,12402,null,1960,null,9769,null,2161,null,72652,null,4950,null,48383,null,3694,null,24269,null,2538,null,13609,null,2030,null,10660,null,2144,null,70901,null,4363,null,58732,null,3751,null,12169,null,2291,null,8030,null,1499,null,4139,null,1643,null,0400000US09,Connecticut,09
416457,null,5632,null,371298,null,5822,null,45159,null,2400,null,28220,null,2363,null,16939,null,1748,null,327261,null,6881,null,295392,null,6835,null,31869,null,2408,null,20615,null,1860,null,11254,null,1665,null,43957,null,3826,null,35984,null,3338,null,7973,null,1662,null,3882,null,1326,null,4091,null,1186,null,15893,null,2498,null,14168,null,2247,null,1725,null,968,null,1273,null,722,null,452,null,447,null,16829,null,2218,null,14151,null,1852,null,2678,null,1086,null,1845,null,954,null,833,null,461,null,12517,null,1613,null,11603,null,1532,null,914,null,501,null,605,null,382,null,309,null,349,null,0400000US10,Delaware,10
302634,null,5596,null,251735,null,6362,null,50899,null,4143,null,35314,null,3371,null,15585,null,2404,null,112669,null,5175,null,97113,null,5300,null,15556,null,2456,null,11164,null,1934,null,4392,null,1473,null,19932,null,2595,null,16161,null,2255,null,3771,null,1217,null,2641,null,1005,null,1130,null,546,null,108164,null,4746,null,90991,null,4570,null,17173,null,2193,null,11716,null,1759,null,5457,null,1419,null,47785,null,3939,null,36387,null,3026,null,11398,null,2272,null,7229,null,1820,null,4169,null,1353,null,14084,null,1723,null,11083,null,1630,null,3001,null,898,null,2564,null,803,null,437,null,315,null,0400000US11,District of Columbia,11
8277340,null,29829,null,5966573,null,27801,null,2310767,null,26248,null,1256232,null,21621,null,1054535,null,23598,null,6576041,null,33841,null,4848239,null,28692,null,1727802,null,24899,null,1008461,null,18701,null,719341,null,18585,null,852160,null,18064,null,533664,null,13468,null,318496,null,13044,null,129032,null,8184,null,189464,null,10067,null,162862,null,12053,null,78553,null,5429,null,84309,null,12300,null,26140,null,3015,null,58169,null,12346,null,315732,null,12558,null,221510,null,9541,null,94222,null,6793,null,39778,null,3507,null,54444,null,6137,null,370545,null,10598,null,284607,null,8678,null,85938,null,5713,null,52821,null,4644,null,33117,null,3883,null,0400000US12,Florida,12
