B09010_001E,B09010_001EA,B09010_001M,B09010_001MA,B09010_002E,B09010_002EA,B09010_002M,B09010_002MA,B09010_003E,B09010_003EA,B09010_003M,B09010_003MA,B09010_004E,B09010_004EA,B09010_004M,B09010_004MA,B09010_005E,B09010_005EA,B09010_005M,B09010_005MA,B09010_006E,B09010_006EA,B09010_006M,B09010_006MA,B09010_007E,B09010_007EA,B09010_007M,B09010_007MA,B09010_008E,B09010_008EA,B09010_008M,B09010_008MA,B09010_009E,B09010_009EA,B09010_009M,B09010_009MA,B09010_010E,B09010_010EA,B09010_010M,B09010_010MA,B09010_011E,B09010_011EA,B09010_011M,B09010_011MA,B09010_012E,B09010_012EA,B09010_012M,B09010_012MA,B09010_013E,B09010_013EA,B09010_013M,B09010_013MA,GEO_ID,NAME,state
1118678,null,2879,null,265422,null,11530,null,262420,null,11290,null,81594,null,6261,null,15461,null,3669,null,165365,null,9815,null,3002,null,1471,null,853256,null,11832,null,849428,null,11778,null,639878,null,13111,null,46120,null,4808,null,163430,null,10669,null,3828,null,1261,null,0400000US01,Alabama,01
180061,null,1259,null,32853,null,3502,null,32546,null,3558,null,14784,null,2492,null,5388,null,1463,null,12374,null,2580,null,307,null,330,null,147208,null,3625,null,145739,null,3700,null,108905,null,4959,null,12719,null,2614,null,24115,null,3768,null,1469,null,791,null,0400000US02,Alaska,02
1704646,null,2421,null,381265,null,16486,null,377249,null,16397,null,147273,null,12508,null,32796,null,5139,null,197180,null,14561,null,4016,null,1633,null,1323381,null,16676,null,1311538,null,16518,null,967401,null,17662,null,108086,null,7543,null,236051,null,11925,null,11843,null,2885,null,0400000US04,Arizona,04
700582,null,2078,null,193363,null,7149,null,192691,null,7166,null,69980,null,5905,null,10772,null,1938,null,111939,null,6983,null,672,null,647,null,507219,null,6930,null,501628,null,6680,null,379236,null,10049,null,28647,null,3358,null,93745,null,6876,null,5591,null,1878,null,0400000US05,Arkansas,05
9334445,null,4754,null,1591317,null,37162,null,1577035,null,36519,null,695470,null,26260,null,146006,null,11911,null,735559,null,22058,null,14282,null,3435,null,7743128,null,37253,null,7699731,null,37804,null,5716555,null,42158,null,614661,null,23249,null,1368515,null,28099,null,43397,null,5370,null,0400000US06,California,06
1203803,null,1608,null,149387,null,11476,null,148526,null,11453,null,61498,null,7021,null,12874,null,3534,null,74154,null,8105,null,861,null,575,null,1054416,null,11488,null,1049156,null,11342,null,816925,null,13746,null,69922,null,6546,null,162309,null,8876,null,5260,null,1692,null,0400000US08,Colorado,08
808854,null,1201,null,102217,null,7842,null,101427,null,7869,null,22398,null,3597,null,7777,null,2610,null,71252,null,6855,null,790,null,637,null,706637,null,7937,null,702434,null,8190,null,542987,null,10639,null,33884,null,3933,null,125563,null,8015,null,4203,null,1809,null,0400000US09,Connecticut,09
205887,null,423,null,37270,null,4209,null,37190,null,4212,null,12768,null,2766,null,2544,null,1587,null,21878,null,3433,null,80,null,138,null,168617,null,4253,null,167652,null,4221,null,124078,null,4880,null,13912,null,2386,null,29662,null,3793,null,965,null,672,null,0400000US10,Delaware,10
110776,null,1108,null,34106,null,4029,null,33997,null,4017,null,2377,null,1238,null,2104,null,1515,null,29516,null,4256,null,109,null,132,null,76670,null,4122,null,76218,null,4108,null,43467,null,3887,null,7156,null,2514,null,25595,null,3367,null,452,null,400,null,0400000US11,District of Columbia,11
3992281,null,5659,null,673903,null,23689,null,666538,null,23663,null,238026,null,14432,null,57367,null,6521,null,371145,null,18926,null,7365,null,2314,null,3318378,null,24221,null,3294278,null,24881,null,2298950,null,27666,null,255516,null,12639,null,739812,null,18481,null,24100,null,3836,null,0400000US12,Florida,12
2533598,null,3836,null,509374,null,16989,null,504173,null,17129,null,153917,null,11178,null,33770,null,5314,null,316486,null,14396,null,5201,null,1809,null,2024224,null,16922,null,2008577,null,17272,null,1478173,null,19996,null,113090,null,8957,null,417314,null,15644,null,15647,null,3238,null,0400000US13,Georgia,13
284086,null,444,null,40497,null,4457,null,40093,null,4431,null,20527,null,3519,null,3925,null,1648,null,15641,null,3275,null,404,null,445,null,243589,null,4384,null,242737,null,4345,null,177751,null,6241,null,21556,null,4022,null,43430,null,4291,null,852,null,602,null,0400000US15,Hawaii,15
411859,null,1387,null,68836,null,5764,null,68358,null,5767,null,37817,null,4135,null,3405,null,1235,null,27136,null,3821,null,478,null,702,null,343023,null,5715,null,339951,null,5532,null,276897,null,6451,null,20364,null,3180,null,42690,null,3890,null,3072,null,1298,null,0400000US16,Idaho,16
3174152,null,2724,null,606938,null,17660,null,601733,null,17489,null,191295,null,10742,null,51938,null,6695,null,358500,null,15147,null,5205,null,1538,null,2567214,null,17499,null,2550890,null,17434,null,1989147,null,19441,null,151131,null,9597,null,410612,null,15557,null,16324,null,2583,null,0400000US17,Illinois,17
1578438,null,2682,null,312003,null,13000,null,307765,null,12896,null,101844,null,7551,null,32193,null,4703,null,173728,null,10940,null,4238,null,1670,null,1266435,null,12615,null,1254105,null,13143,null,963382,null,13465,null,79114,null,6456,null,211609,null,11739,null,12330,null,2468,null,0400000US18,Indiana,18
707383,null,2005,null,129584,null,7902,null,127859,null,7875,null,50586,null,5007,null,13422,null,2587,null,63851,null,5815,null,1725,null,849,null,577799,null,8008,null,573575,null,7950,null,465142,null,7915,null,36183,null,3531,null,72250,null,5431,null,4224,null,1508,null,0400000US19,Iowa,19
696655,null,2537,null,103462,null,6923,null,102180,null,6949,null,38958,null,4154,null,8654,null,2068,null,54568,null,5613,null,1282,null,887,null,593193,null,6945,null,589780,null,6982,null,460896,null,9331,null,33502,null,4119,null,95382,null,5974,null,3413,null,1359,null,0400000US20,Kansas,20
1003255,null,2644,null,283782,null,10901,null,280307,null,10840,null,120286,null,8886,null,27066,null,4091,null,132955,null,9273,null,3475,null,1251,null,719473,null,10770,null,713629,null,10684,null,554282,null,11107,null,45686,null,5918,null,113661,null,7771,null,5844,null,1939,null,0400000US21,Kentucky,21
1105329,null,1801,null,358670,null,12489,null,356882,null,12417,null,110868,null,8418,null,27597,null,4533,null,218417,null,11000,null,1788,null,915,null,746659,null,12596,null,741380,null,12612,null,533124,null,11540,null,48271,null,5516,null,159985,null,10007,null,5279,null,1464,null,0400000US22,Louisiana,22
274433,null,1175,null,65616,null,5346,null,64189,null,5381,null,27208,null,3567,null,6260,null,1570,null,30721,null,3894,null,1427,null,716,null,208817,null,5188,null,205658,null,5464,null,161548,null,6460,null,15539,null,2392,null,28571,null,3267,null,3159,null,1317,null,0400000US23,Maine,23
1336450,null,1992,null,175204,null,11667,null,173894,null,11722,null,48027,null,6056,null,16640,null,3870,null,109227,null,8839,null,1310,null,871,null,1161246,null,11705,null,1155039,null,11875,null,850959,null,12843,null,70111,null,6462,null,233969,null,10763,null,6207,null,1623,null,0400000US24,Maryland,24
1424537,null,1630,null,225868,null,9876,null,224128,null,9968,null,64952,null,7140,null,17727,null,3848,null,141449,null,8869,null,1740,null,1437,null,1198669,null,9925,null,1191889,null,10139,null,936090,null,12434,null,62703,null,5649,null,193096,null,8196,null,6780,null,1619,null,0400000US25,Massachusetts,25
2385436,null,2912,null,599611,null,16909,null,593341,null,16631,null,208707,null,12184,null,50847,null,5850,null,333787,null,12069,null,6270,null,1785,null,1785825,null,16398,null,1774430,null,15917,null,1400583,null,16021,null,98214,null,7164,null,275633,null,11360,null,11395,null,2171,null,0400000US26,Michigan,26
1246416,null,1616,null,156195,null,9102,null,153071,null,8945,null,57005,null,5866,null,15804,null,3060,null,80262,null,7863,null,3124,null,954,null,1090221,null,9360,null,1082852,null,9547,null,868574,null,10851,null,67934,null,4693,null,146344,null,6485,null,7369,null,2147,null,0400000US27,Minnesota,27
761223,null,2502,null,224699,null,10799,null,222929,null,10832,null,58120,null,6105,null,13343,null,2931,null,151466,null,9596,null,1770,null,1040,null,536524,null,10617,null,533374,null,10665,null,369931,null,8992,null,37170,null,4400,null,126273,null,8281,null,3150,null,1185,null,0400000US28,Mississippi,28
1417733,null,2615,null,342092,null,13021,null,336314,null,13003,null,119178,null,8889,null,33741,null,4139,null,183395,null,10058,null,5778,null,2231,null,1075641,null,13274,null,1065113,null,13222,null,833064,null,13194,null,64468,null,5980,null,167581,null,10012,null,10528,null,2201,null,0400000US29,Missouri,29
221473,null,1842,null,43432,null,4334,null,43318,null,4342,null,18681,null,3578,null,4146,null,1727,null,20491,null,3760,null,114,null,134,null,178041,null,4757,null,175879,null,4714,null,138246,null,4907,null,11027,null,2267,null,26606,null,3636,null,2162,null,1057,null,0400000US30,Montana,30
444430,null,1654,null,64630,null,4925,null,64015,null,4911,null,22108,null,2965,null,5366,null,2189,null,36541,null,4493,null,615,null,403,null,379800,null,4790,null,375645,null,5024,null,302566,null,6091,null,27489,null,3452,null,45590,null,4087,null,4155,null,1737,null,0400000US31,Nebraska,31
666729,null,865,null,87503,null,8573,null,86908,null,8596,null,31811,null,5199,null,8740,null,2747,null,46357,null,7301,null,595,null,499,null,579226,null,8526,null,573708,null,8841,null,414690,null,10892,null,52924,null,5982,null,106094,null,8219,null,5518,null,1571,null,0400000US32,Nevada,32
292409,null,1027,null,32525,null,4351,null,31986,null,4310,null,14028,null,3015,null,3602,null,1558,null,14356,null,3014,null,539,null,469,null,259884,null,4191,null,258206,null,4235,null,203121,null,5388,null,17074,null,2579,null,38011,null,4233,null,1678,null,637,null,0400000US33,New Hampshire,33
2040205,null,4145,null,234396,null,11707,null,233219,null,11834,null,79285,null,7303,null,16451,null,3420,null,137483,null,9008,null,1177,null,838,null,1805809,null,11737,null,1794860,null,11268,null,1384061,null,15153,null,97672,null,7636,null,313127,null,10662,null,10949,null,2718,null,0400000US34,New Jersey,34
500489,null,1611,null,116564,null,8246,null,115602,null,8424,null,41831,null,6053,null,12979,null,3222,null,60792,null,6543,null,962,null,887,null,383925,null,8257,null,381851,null,8238,null,265856,null,9274,null,34108,null,4370,null,81887,null,6528,null,2074,null,1099,null,0400000US35,New Mexico,35
4385752,null,4650,null,884147,null,20798,null,879235,null,20432,null,310110,null,14963,null,66983,null,7017,null,502142,null,15655,null,4912,null,1581,null,3501605,null,20614,null,3486373,null,20746,null,2561479,null,25047,null,219053,null,10331,null,705841,null,20937,null,15232,null,2480,null,0400000US36,New York,36
2235720,null,3574,null,470109,null,16334,null,464549,null,16732,null,155875,null,11329,null,40502,null,6824,null,268172,null,12634,null,5560,null,1951,null,1765611,null,16125,null,1753919,null,16480,null,1312470,null,17771,null,122643,null,8900,null,318806,null,13177,null,11692,null,2896,null,0400000US37,North Carolina,37
140778,null,886,null,25570,null,3382,null,25520,null,3375,null,9901,null,2089,null,2194,null,1100,null,13425,null,2350,null,50,null,62,null,115208,null,3334,null,114466,null,3374,null,95373,null,3261,null,5589,null,1239,null,13504,null,2161,null,742,null,481,null,0400000US38,North Dakota,38
2724850,null,3094,null,584957,null,16732,null,579879,null,16886,null,184942,null,9829,null,55421,null,5696,null,339516,null,14262,null,5078,null,1420,null,2139893,null,16289,null,2125536,null,16933,null,1625112,null,19582,null,141590,null,8366,null,358834,null,13178,null,14357,null,2430,null,0400000US39,Ohio,39
900923,null,2873,null,215790,null,9749,null,213170,null,10026,null,87958,null,7129,null,20712,null,3910,null,104500,null,7543,null,2620,null,1224,null,685133,null,9780,null,679280,null,9974,null,522600,null,12549,null,44577,null,3834,null,112103,null,7542,null,5853,null,1545,null,0400000US40,Oklahoma,40
864157,null,2251,null,196563,null,10308,null,195066,null,10347,null,86093,null,9415,null,22114,null,4101,null,86859,null,8218,null,1497,null,737,null,667594,null,10128,null,663195,null,10235,null,521475,null,11687,null,41167,null,5241,null,100553,null,6541,null,4399,null,1239,null,0400000US41,Oregon,41
2753922,null,3020,null,540028,null,15660,null,532777,null,15489,null,155305,null,8655,null,52987,null,5940,null,324485,null,14476,null,7251,null,2028,null,2213894,null,15666,null,2197875,null,15314,null,1702830,null,14656,null,133002,null,8071,null,362043,null,12099,null,16019,null,2997,null,0400000US42,Pennsylvania,42
227173,null,1628,null,41488,null,4556,null,41062,null,4504,null,12229,null,3133,null,3389,null,1389,null,25444,null,3575,null,426,null,494,null,185685,null,4470,null,184813,null,4488,null,138179,null,5768,null,11008,null,2655,null,35626,null,4224,null,872,null,513,null,0400000US44,Rhode Island,44
