C16010_001E,C16010_001EA,C16010_001M,C16010_001MA,C16010_002E,C16010_002EA,C16010_002M,C16010_002MA,C16010_003E,C16010_003EA,C16010_003M,C16010_003MA,C16010_004E,C16010_004EA,C16010_004M,C16010_004MA,C16010_005E,C16010_005EA,C16010_005M,C16010_005MA,C16010_006E,C16010_006EA,C16010_006M,C16010_006MA,C16010_007E,C16010_007EA,C16010_007M,C16010_007MA,C16010_008E,C16010_008EA,C16010_008M,C16010_008MA,C16010_009E,C16010_009EA,C16010_009M,C16010_009MA,C16010_010E,C16010_010EA,C16010_010M,C16010_010MA,C16010_011E,C16010_011EA,C16010_011M,C16010_011MA,C16010_012E,C16010_012EA,C16010_012M,C16010_012MA,C16010_013E,C16010_013EA,C16010_013M,C16010_013MA,C16010_014E,C16010_014EA,C16010_014M,C16010_014MA,C16010_015E,C16010_015EA,C16010_015M,C16010_015MA,C16010_016E,C16010_016EA,C16010_016M,C16010_016MA,C16010_017E,C16010_017EA,C16010_017M,C16010_017MA,C16010_018E,C16010_018EA,C16010_018M,C16010_018MA,C16010_019E,C16010_019EA,C16010_019M,C16010_019MA,C16010_020E,C16010_020EA,C16010_020M,C16010_020MA,C16010_021E,C16010_021EA,C16010_021M,C16010_021MA,C16010_022E,C16010_022EA,C16010_022M,C16010_022MA,C16010_023E,C16010_023EA,C16010_023M,C16010_023MA,C16010_024E,C16010_024EA,C16010_024M,C16010_024MA,C16010_025E,C16010_025EA,C16010_025M,C16010_025MA,C16010_026E,C16010_026EA,C16010_026M,C16010_026MA,C16010_027E,C16010_027EA,C16010_027M,C16010_027MA,C16010_028E,C16010_028EA,C16010_028M,C16010_028MA,C16010_029E,C16010_029EA,C16010_029M,C16010_029MA,C16010_030E,C16010_030EA,C16010_030M,C16010_030MA,C16010_031E,C16010_031EA,C16010_031M,C16010_031MA,C16010_032E,C16010_032EA,C16010_032M,C16010_032MA,C16010_033E,C16010_033EA,C16010_033M,C16010_033MA,C16010_034E,C16010_034EA,C16010_034M,C16010_034MA,C16010_035E,C16010_035EA,C16010_035M,C16010_035MA,C16010_036E,C16010_036EA,C16010_036M,C16010_036MA,C16010_037E,C16010_037EA,C16010_037M,C16010_037MA,GEO_ID,NAME,state
3078499,null,6085,null,557535,null,12281,null,205564,null,7562,null,186317,null,7350,null,16959,null,2036,null,2288,null,746,null,351971,null,9316,null,343582,null,8964,null,5850,null,1332,null,2539,null,769,null,974088,null,14155,null,568294,null,11058,null,551519,null,10525,null,11275,null,2000,null,5500,null,1284,null,405794,null,9713,null,395777,null,9475,null,4899,null,1100,null,5118,null,1260,null,869806,null,12793,null,618924,null,11401,null,600535,null,11549,null,10459,null,1732,null,7930,null,1489,null,250882,null,7240,null,244141,null,7301,null,3051,null,734,null,3690,null,1016,null,677070,null,15237,null,513713,null,12251,null,485579,null,11295,null,8694,null,1825,null,19440,null,2173,null,163357,null,6265,null,155715,null,6070,null,1761,null,687,null,5881,null,1079,null,0400000US01,Alabama,01
424901,null,2418,null,35557,null,2702,null,17223,null,2272,null,10019,null,1658,null,2579,null,1256,null,4625,null,1006,null,18334,null,1952,null,12673,null,1796,null,595,null,300,null,5066,null,770,null,112556,null,4942,null,77522,null,4045,null,65470,null,3468,null,2325,null,746,null,9727,null,1198,null,35034,null,2916,null,30149,null,2740,null,652,null,398,null,4233,null,930,null,160754,null,4996,null,125405,null,4666,null,108616,null,4393,null,4341,null,1228,null,12448,null,1513,null,35349,null,2471,null,30996,null,2120,null,1161,null,676,null,3192,null,593,null,116034,null,4743,null,95196,null,4323,null,84411,null,4149,null,4052,null,1144,null,6733,null,1216,null,20838,null,2037,null,18649,null,1952,null,373,null,250,null,1816,null,693,null,0400000US02,Alaska,02
4192547,null,3658,null,678105,null,15834,null,348700,null,13157,null,104520,null,6391,null,229146,null,11097,null,15034,null,2360,null,329405,null,10456,null,146377,null,6825,null,145372,null,7182,null,37656,null,3624,null,1048111,null,17265,null,607819,null,13382,null,435651,null,10879,null,139661,null,7524,null,32507,null,3527,null,440292,null,10467,null,351388,null,8716,null,59881,null,4171,null,29023,null,3122,null,1413998,null,15719,null,967273,null,13686,null,779982,null,13444,null,135557,null,7671,null,51734,null,3851,null,446725,null,10881,null,385958,null,10304,null,38074,null,3333,null,22693,null,2150,null,1052333,null,14597,null,754466,null,12908,null,619864,null,11272,null,68245,null,5511,null,66357,null,4423,null,297867,null,8076,null,263710,null,7612,null,13899,null,2051,null,20258,null,2527,null,0400000US04,Arizona,04
1872814,null,5105,null,336960,null,8571,null,134238,null,5876,null,104867,null,5208,null,26961,null,2911,null,2410,null,871,null,202722,null,5676,null,189822,null,5240,null,10045,null,1906,null,2855,null,969,null,663108,null,12614,null,393724,null,10724,null,377579,null,10723,null,11944,null,2102,null,4201,null,1193,null,269384,null,7468,null,263856,null,7415,null,2799,null,804,null,2729,null,748,null,520806,null,10082,null,356127,null,8555,null,344366,null,8603,null,6932,null,1234,null,4829,null,1193,null,164679,null,5957,null,160062,null,5763,null,2216,null,821,null,2401,null,776,null,351940,null,8107,null,266266,null,7353,null,251101,null,7212,null,6235,null,1519,null,8930,null,1741,null,85674,null,4090,null,81876,null,4036,null,1101,null,555,null,2697,null,734,null,0400000US05,Arkansas,05
23528476,null,7194,null,4651663,null,35393,null,2517677,null,26278,null,419905,null,12452,null,1874245,null,23724,null,223527,null,8928,null,2133986,null,23218,null,694541,null,14512,null,1062571,null,15973,null,376874,null,11957,null,4903309,null,38910,null,3001902,null,28284,null,1662217,null,21185,null,992530,null,18928,null,347155,null,12135,null,1901407,null,25291,null,1279634,null,18915,null,351486,null,11495,null,270287,null,9307,null,7011378,null,35045,null,4953270,null,33947,null,3407735,null,28521,null,925952,null,16995,null,619583,null,16122,null,2058108,null,19224,null,1558518,null,15318,null,235609,null,8193,null,263981,null,8976,null,6962126,null,37159,null,5339024,null,29285,null,3586448,null,29995,null,485173,null,11820,null,1267403,null,18963,null,1623102,null,19383,null,1123161,null,14212,null,104099,null,5716,null,395842,null,12305,null,0400000US06,California,06
3263026,null,4054,null,363496,null,9407,null,198750,null,7204,null,79389,null,4786,null,105647,null,6499,null,13714,null,2209,null,164746,null,6350,null,93483,null,4944,null,57023,null,3921,null,14240,null,2106,null,746933,null,11920,null,484669,null,10869,null,400750,null,9844,null,63853,null,5081,null,20066,null,2376,null,262264,null,7989,null,223955,null,7072,null,25248,null,2805,null,13061,null,1953,null,991130,null,13315,null,742729,null,13339,null,666965,null,13057,null,47003,null,4100,null,28761,null,3142,null,248401,null,6201,null,221050,null,5943,null,16212,null,2024,null,11139,null,1540,null,1161467,null,14008,null,916528,null,13161,null,825901,null,13017,null,34611,null,2770,null,56016,null,4010,null,244939,null,5926,null,219902,null,5913,null,7460,null,1331,null,17577,null,2137,null,0400000US08,Colorado,08
2364317,null,2053,null,268553,null,7611,null,114074,null,5799,null,57906,null,3901,null,36331,null,3650,null,19837,null,2203,null,154479,null,5650,null,93357,null,4253,null,33507,null,3078,null,27615,null,2451,null,661750,null,13174,null,423091,null,10958,null,336659,null,9647,null,45990,null,3499,null,40442,null,3694,null,238659,null,6947,null,202440,null,6605,null,15252,null,1714,null,20967,null,2391,null,592104,null,11053,null,451271,null,10097,null,373097,null,10089,null,40960,null,3168,null,37214,null,3408,null,140833,null,5058,null,123233,null,4803,null,6002,null,1267,null,11598,null,1599,null,841910,null,13690,null,656760,null,11948,null,548909,null,12031,null,27254,null,2627,null,80597,null,4053,null,185150,null,6481,null,155164,null,5734,null,5417,null,1413,null,24569,null,2459,null,0400000US09,Connecticut,09
581811,null,1097,null,74353,null,4483,null,34004,null,3210,null,24371,null,2645,null,8092,null,1560,null,1541,null,713,null,40349,null,3038,null,34988,null,2734,null,2898,null,861,null,2463,null,766,null,182263,null,5661,null,112435,null,4602,null,104999,null,4402,null,5131,null,1071,null,2305,null,587,null,69828,null,3189,null,66010,null,3120,null,1587,null,767,null,2231,null,637,null,165217,null,5766,null,121343,null,4707,null,113748,null,4578,null,3675,null,786,null,3920,null,926,null,43874,null,2579,null,40844,null,2518,null,1074,null,472,null,1956,null,658,null,159978,null,6506,null,119849,null,6219,null,102859,null,5953,null,4189,null,1213,null,12801,null,1611,null,40129,null,2539,null,34773,null,2337,null,819,null,434,null,4537,null,1342,null,0400000US10,Delaware,10
403768,null,570,null,57450,null,5075,null,28151,null,4216,null,20332,null,3967,null,6857,null,1437,null,962,null,510,null,29299,null,3217,null,25918,null,3157,null,1752,null,638,null,1629,null,675,null,80069,null,4525,null,47295,null,3220,null,41724,null,3185,null,2174,null,928,null,3397,null,952,null,32774,null,3120,null,30796,null,3132,null,615,null,370,null,1363,null,628,null,71490,null,4492,null,51270,null,3510,null,45474,null,3328,null,3205,null,1243,null,2591,null,919,null,20220,null,2554,null,18349,null,2123,null,1159,null,905,null,712,null,359,null,194759,null,4599,null,163247,null,4443,null,133229,null,4321,null,9960,null,1655,null,20058,null,2815,null,31512,null,2427,null,25736,null,2398,null,2127,null,832,null,3649,null,1005,null,0400000US11,District of Columbia,11
12699412,null,7907,null,1876816,null,22939,null,823297,null,17064,null,418435,null,10698,null,321842,null,10934,null,83020,null,5667,null,1053519,null,17794,null,667901,null,15773,null,292301,null,8430,null,93317,null,5492,null,3802995,null,33113,null,2210647,null,26669,null,1609112,null,18275,null,452572,null,14372,null,148963,null,7480,null,1592348,null,18940,null,1315274,null,17363,null,190962,null,7663,null,86112,null,5777,null,3741154,null,26704,null,2538726,null,25083,null,1952587,null,21576,null,440804,null,11304,null,145335,null,7953,null,1202428,null,15546,null,1013549,null,13819,null,121937,null,6864,null,66942,null,4971,null,3278447,null,28414,null,2309157,null,23980,null,1688123,null,19266,null,409326,null,11447,null,211708,null,7914,null,969290,null,16408,null,780716,null,16279,null,112233,null,5409,null,76341,null,4858,null,0400000US12,Florida,12
