C02003_001E,C02003_001EA,C02003_001M,C02003_001MA,C02003_002E,C02003_002EA,C02003_002M,C02003_002MA,C02003_003E,C02003_003EA,C02003_003M,C02003_003MA,C02003_004E,C02003_004EA,C02003_004M,C02003_004MA,C02003_005E,C02003_005EA,C02003_005M,C02003_005MA,C02003_006E,C02003_006EA,C02003_006M,C02003_006MA,C02003_007E,C02003_007EA,C02003_007M,C02003_007MA,C02003_008E,C02003_008EA,C02003_008M,C02003_008MA,C02003_009E,C02003_009EA,C02003_009M,C02003_009MA,C02003_010E,C02003_010EA,C02003_010M,C02003_010MA,C02003_011E,C02003_011EA,C02003_011M,C02003_011MA,C02003_012E,C02003_012EA,C02003_012M,C02003_012MA,C02003_013E,C02003_013EA,C02003_013M,C02003_013MA,C02003_014E,C02003_014EA,C02003_014M,C02003_014MA,C02003_015E,C02003_015EA,C02003_015M,C02003_015MA,C02003_016E,C02003_016EA,C02003_016M,C02003_016MA,C02003_017E,C02003_017EA,C02003_017M,C02003_017MA,C02003_018E,C02003_018EA,C02003_018M,C02003_018MA,C02003_019E,C02003_019EA,C02003_019M,C02003_019MA,GEO_ID,NAME,state
4661900,null,0,*****,4601285,null,5519,null,3276551,null,5764,null,1220643,null,5459,null,23966,null,2966,null,45539,null,2563,null,1127,null,749,null,33459,null,4931,null,60615,null,5519,null,3075,null,1066,null,57540,null,5397,null,55317,null,5053,null,16824,null,2910,null,21352,null,2729,null,7611,null,1811,null,4431,null,1617,null,5099,null,1505,null,5135,null,1990,null,163,null,259,null,0400000US01,Alabama,01
686293,null,0,*****,630680,null,4357,null,474317,null,2992,null,24883,null,3362,null,87337,null,3730,null,31826,null,1833,null,3764,null,596,null,8553,null,2195,null,55613,null,4357,null,4254,null,1479,null,51359,null,4097,null,53294,null,4382,null,8342,null,2321,null,29612,null,3003,null,5280,null,1397,null,2020,null,772,null,8040,null,2497,null,2249,null,1055,null,70,null,118,null,0400000US02,Alaska,02
6500180,null,0,*****,6332827,null,9487,null,5203987,null,24782,null,235758,null,5217,null,286749,null,6948,null,154416,null,4412,null,9340,null,1212,null,442577,null,23553,null,167353,null,9487,null,44381,null,4519,null,122972,null,8195,null,158266,null,8948,null,32479,null,3893,null,37941,null,4807,null,29113,null,3326,null,4253,null,1670,null,54480,null,4923,null,8730,null,2291,null,357,null,323,null,0400000US04,Arizona,04
2855390,null,0,*****,2798888,null,4787,null,2247623,null,5990,null,442636,null,4009,null,14967,null,1884,null,29466,null,2253,null,1916,null,511,null,62280,null,5645,null,56502,null,4787,null,5541,null,1876,null,50961,null,4456,null,54436,null,4421,null,11214,null,2412,null,28813,null,2995,null,4549,null,1301,null,2714,null,1482,null,7146,null,2450,null,1927,null,1062,null,139,null,235,null,0400000US05,Arkansas,05
36756666,null,0,*****,35446168,null,26071,null,22961988,null,65263,null,2260601,null,14054,null,314380,null,14041,null,4548741,null,13354,null,132180,null,5944,null,5228278,null,64372,null,1310498,null,26071,null,350744,null,15458,null,959754,null,22062,null,1206497,null,25109,null,168985,null,8601,null,239027,null,10233,null,319226,null,11071,null,34123,null,6156,null,445136,null,16573,null,93389,null,6724,null,10612,null,3413,null,0400000US06,California,06
4939456,null,0,*****,4787322,null,8663,null,4185668,null,14863,null,187556,null,4562,null,47835,null,4454,null,126143,null,3427,null,5464,null,1333,null,234656,null,13697,null,152134,null,8663,null,29901,null,3764,null,122233,null,7927,null,142034,null,8118,null,29456,null,3426,null,42355,null,4033,null,31548,null,3195,null,3411,null,1097,null,35264,null,3883,null,9175,null,2293,null,925,null,702,null,0400000US08,Colorado,08
3501252,null,0,*****,3427139,null,6532,null,2805744,null,10563,null,331149,null,5145,null,8121,null,1875,null,121295,null,2685,null,1008,null,667,null,159822,null,10325,null,74113,null,6532,null,12322,null,2700,null,61791,null,6270,null,66803,null,6432,null,26769,null,4203,null,10816,null,1282,null,9566,null,1910,null,4608,null,1862,null,15044,null,2984,null,6760,null,2042,null,550,null,568,null,0400000US09,Connecticut,09
873092,null,0,*****,858301,null,2497,null,634981,null,3460,null,179664,null,2808,null,2652,null,696,null,25280,null,810,null,135,null,173,null,15589,null,3408,null,14791,null,2497,null,1170,null,708,null,13621,null,2435,null,12471,null,2364,null,5125,null,1199,null,2140,null,516,null,1936,null,721,null,1740,null,1678,null,1530,null,743,null,2201,null,890,null,119,null,198,null,0400000US10,Delaware,10
591833,null,0,*****,580014,null,3447,null,221911,null,3817,null,316278,null,3298,null,2212,null,795,null,20091,null,755,null,564,null,760,null,18958,null,3748,null,11819,null,3447,null,1320,null,805,null,10499,null,3066,null,11149,null,3395,null,4224,null,2576,null,664,null,404,null,1917,null,714,null,1584,null,1004,null,2760,null,1129,null,626,null,392,null,44,null,72,null,0400000US11,District of Columbia,11
18328340,null,0,*****,17987328,null,14559,null,14215502,null,25777,null,2815369,null,12463,null,47526,null,4877,null,420393,null,5048,null,7560,null,1547,null,480978,null,23831,null,341012,null,14559,null,68571,null,5898,null,272441,null,13652,null,326160,null,14214,null,112216,null,9351,null,66066,null,5296,null,49343,null,5196,null,11524,null,2705,null,87011,null,6711,null,14311,null,3474,null,541,null,320,null,0400000US12,Florida,12
