B25013_001E,B25013_001EA,B25013_001M,B25013_001MA,B25013_002E,B25013_002EA,B25013_002M,B25013_002MA,B25013_003E,B25013_003EA,B25013_003M,B25013_003MA,B25013_004E,B25013_004EA,B25013_004M,B25013_004MA,B25013_005E,B25013_005EA,B25013_005M,B25013_005MA,B25013_006E,B25013_006EA,B25013_006M,B25013_006MA,B25013_007E,B25013_007EA,B25013_007M,B25013_007MA,B25013_008E,B25013_008EA,B25013_008M,B25013_008MA,B25013_009E,B25013_009EA,B25013_009M,B25013_009MA,B25013_010E,B25013_010EA,B25013_010M,B25013_010MA,B25013_011E,B25013_011EA,B25013_011M,B25013_011MA,GEO_ID,NAME,state
1815865,null,10024,null,1289155,null,10987,null,193695,null,5789,null,379329,null,8682,null,377317,null,8891,null,338814,null,8029,null,526710,null,11922,null,118700,null,5443,null,162763,null,7418,null,169302,null,7207,null,75945,null,5122,null,0400000US01,Alabama,01
237607,null,2898,null,154334,null,3685,null,9250,null,1077,null,33368,null,2174,null,59187,null,3506,null,52529,null,2603,null,83273,null,3590,null,6998,null,1193,null,21797,null,2394,null,36872,null,3079,null,17606,null,2209,null,0400000US02,Alaska,02
2273842,null,11467,null,1548890,null,13720,null,163295,null,6862,null,311867,null,7793,null,561628,null,10107,null,512100,null,9661,null,724952,null,12371,null,134894,null,6422,null,181638,null,7879,null,271466,null,8410,null,136954,null,6633,null,0400000US04,Arizona,04
1114041,null,8021,null,750639,null,9276,null,106676,null,4721,null,249236,null,6770,null,222252,null,6496,null,172475,null,4958,null,363402,null,7994,null,81840,null,5027,null,125074,null,6180,null,110505,null,5213,null,45983,null,3070,null,0400000US05,Arkansas,05
12176760,null,21139,null,6946432,null,26955,null,819914,null,12215,null,1151674,null,14763,null,2275217,null,21289,null,2699627,null,22738,null,5230328,null,29953,null,1127033,null,18107,null,1055092,null,17306,null,1700942,null,19455,null,1347261,null,16445,null,0400000US06,California,06
1897835,null,9244,null,1280814,null,11274,null,80645,null,4572,null,241360,null,5738,null,397439,null,9126,null,561370,null,8679,null,617021,null,9872,null,96584,null,5643,null,156403,null,6472,null,210544,null,7574,null,153490,null,6726,null,0400000US08,Colorado,08
1329305,null,5895,null,917062,null,7342,null,61859,null,3709,null,220235,null,6623,null,237696,null,6640,null,397272,null,7399,null,412243,null,8075,null,77430,null,4190,null,120087,null,6092,null,113870,null,5810,null,100856,null,5488,null,0400000US09,Connecticut,09
328654,null,3672,null,241544,null,5028,null,22507,null,2285,null,68320,null,3539,null,72913,null,3703,null,77804,null,3884,null,87110,null,4274,null,15167,null,2062,null,24952,null,2402,null,29597,null,3059,null,17394,null,2124,null,0400000US10,Delaware,10
249996,null,3353,null,108571,null,4051,null,6307,null,1123,null,12713,null,1661,null,17652,null,2307,null,71899,null,3021,null,141425,null,4835,null,25096,null,2748,null,31002,null,2659,null,27249,null,2949,null,58078,null,3352,null,0400000US11,District of Columbia,11
7057285,null,24241,null,4916497,null,22392,null,504423,null,10663,null,1277827,null,17754,null,1548851,null,17653,null,1585396,null,17493,null,2140788,null,22439,null,386545,null,11707,null,647161,null,16285,null,687424,null,14908,null,419658,null,10559,null,0400000US12,Florida,12
3469845,null,17452,null,2340305,null,15962,null,266947,null,6796,null,596189,null,11654,null,663292,null,11160,null,813877,null,12020,null,1129540,null,15678,null,228129,null,7597,null,341752,null,11241,null,348645,null,9955,null,211014,null,6866,null,0400000US13,Georgia,13
437105,null,4492,null,258365,null,5142,null,18007,null,2015,null,59447,null,3150,null,83722,null,4287,null,97189,null,4110,null,178740,null,5515,null,17179,null,1755,null,50749,null,4326,null,67152,null,3655,null,43660,null,3212,null,0400000US15,Hawaii,15
566004,null,4603,null,401098,null,5593,null,35884,null,2732,null,100745,null,4023,null,149354,null,4019,null,115115,null,3726,null,164906,null,5976,null,26270,null,2850,null,43820,null,3027,null,67693,null,4749,null,27123,null,2622,null,0400000US16,Idaho,16
4766252,null,13014,null,3301796,null,17730,null,317130,null,7885,null,819064,null,12804,null,990045,null,13201,null,1175557,null,14554,null,1464456,null,15431,null,270438,null,8559,null,384814,null,10018,null,461498,null,9933,null,347706,null,9101,null,0400000US17,Illinois,17
2480570,null,10473,null,1781719,null,13690,null,183949,null,6120,null,593073,null,10057,null,524057,null,9686,null,480640,null,9726,null,698851,null,11211,null,133735,null,5589,null,233409,null,6407,null,222875,null,6734,null,108832,null,5571,null,0400000US18,Indiana,18
1215351,null,6468,null,885884,null,7709,null,65976,null,3250,null,291798,null,6265,null,289834,null,6625,null,238276,null,5958,null,329467,null,5945,null,43782,null,3074,null,102330,null,4511,null,121556,null,4972,null,61799,null,2966,null,0400000US19,Iowa,19
1110829,null,6612,null,771197,null,8214,null,59301,null,3296,null,201627,null,5671,null,243013,null,5355,null,267256,null,5699,null,339632,null,6031,null,45175,null,3153,null,94432,null,3978,null,128127,null,4960,null,71898,null,3356,null,0400000US20,Kansas,20
1686277,null,9662,null,1172529,null,11446,null,188596,null,5364,null,383375,null,7660,null,321634,null,7614,null,278924,null,6965,null,513748,null,9137,null,114765,null,5203,null,160734,null,6055,null,164863,null,6921,null,73386,null,3905,null,0400000US21,Kentucky,21
1625153,null,9520,null,1113926,null,11194,null,161575,null,5718,null,374021,null,7966,null,304207,null,9019,null,274123,null,7859,null,511227,null,10638,null,113797,null,5242,null,166925,null,6944,null,154717,null,6922,null,75788,null,4883,null,0400000US22,Louisiana,22
542363,null,5056,null,391262,null,5743,null,30396,null,2611,null,123612,null,4414,null,119363,null,3671,null,117891,null,4210,null,151101,null,5055,null,23439,null,2632,null,53138,null,3592,null,48192,null,3250,null,26332,null,2450,null,0400000US23,Maine,23
2092692,null,7904,null,1453733,null,11476,null,109891,null,4414,null,322171,null,6957,null,394712,null,7802,null,626959,null,8294,null,638959,null,10396,null,103409,null,4975,null,174435,null,6686,null,192112,null,8296,null,169003,null,7171,null,0400000US24,Maryland,24
2467323,null,8171,null,1592324,null,11735,null,98985,null,3970,null,365399,null,8026,null,394976,null,8234,null,732964,null,10613,null,874999,null,11805,null,148618,null,5707,null,235973,null,7341,null,228349,null,9420,null,262059,null,8670,null,0400000US25,Massachusetts,25
3810801,null,12762,null,2819355,null,14549,null,249906,null,6673,null,788253,null,10180,null,953258,null,12646,null,827938,null,9598,null,991446,null,13127,null,156508,null,6211,null,298572,null,8340,null,361476,null,10411,null,174890,null,5602,null,0400000US26,Michigan,26
2089449,null,7329,null,1559939,null,10110,null,92256,null,3588,null,394879,null,6938,null,519853,null,8351,null,552951,null,7007,null,529510,null,8714,null,69240,null,4076,null,149364,null,5876,null,190474,null,6281,null,120432,null,5143,null,0400000US27,Minnesota,27
