C17019_001E,C17019_001EA,C17019_001M,C17019_001MA,C17019_002E,C17019_002EA,C17019_002M,C17019_002MA,C17019_003E,C17019_003EA,C17019_003M,C17019_003MA,C17019_004E,C17019_004EA,C17019_004M,C17019_004MA,C17019_005E,C17019_005EA,C17019_005M,C17019_005MA,C17019_006E,C17019_006EA,C17019_006M,C17019_006MA,C17019_007E,C17019_007EA,C17019_007M,C17019_007MA,GEO_ID,NAME,state
936539,null,8665,null,110167,null,5395,null,39388,null,2603,null,70779,null,4305,null,826372,null,8259,null,653700,null,8922,null,172672,null,5963,null,0400000US40,Oklahoma,40
939487,null,9653,null,90253,null,4869,null,27856,null,2775,null,62397,null,4384,null,849234,null,9418,null,661522,null,9301,null,187712,null,7378,null,0400000US41,Oregon,41
3205114,null,13915,null,271201,null,7863,null,106957,null,4686,null,164244,null,7137,null,2933913,null,13557,null,2460429,null,12101,null,473484,null,10925,null,0400000US42,Pennsylvania,42
247759,null,5390,null,19070,null,1923,null,4310,null,1170,null,14760,null,1743,null,228689,null,5435,null,178453,null,4929,null,50236,null,3314,null,0400000US44,Rhode Island,44
1142172,null,10246,null,132261,null,6882,null,51580,null,4001,null,80681,null,5044,null,1009911,null,10381,null,825395,null,9661,null,184516,null,6927,null,0400000US45,South Carolina,45
206239,null,4077,null,16929,null,1870,null,6002,null,1087,null,10927,null,1494,null,189310,null,3894,null,157774,null,3424,null,31536,null,2208,null,0400000US46,South Dakota,46
1623272,null,13245,null,187492,null,7909,null,71798,null,4797,null,115694,null,5768,null,1435780,null,13445,null,1173795,null,13536,null,261985,null,8807,null,0400000US47,Tennessee,47
5868201,null,25101,null,725968,null,12785,null,279189,null,7684,null,446779,null,12092,null,5142233,null,25378,null,3960704,null,23806,null,1181529,null,17104,null,0400000US48,Texas,48
632317,null,7233,null,41653,null,2628,null,14569,null,1620,null,27084,null,2598,null,590664,null,7375,null,477781,null,7002,null,112883,null,5666,null,0400000US49,Utah,49
160454,null,3355,null,10400,null,1535,null,4492,null,1048,null,5908,null,1164,null,150054,null,3429,null,125879,null,3530,null,24175,null,2074,null,0400000US50,Vermont,50
1999409,null,13933,null,146846,null,6970,null,45539,null,3996,null,101307,null,5596,null,1852563,null,14639,null,1466492,null,13162,null,386071,null,8750,null,0400000US51,Virginia,51
1636755,null,14806,null,126158,null,6015,null,39441,null,3160,null,86717,null,5755,null,1510597,null,14883,null,1179035,null,11427,null,331562,null,9867,null,0400000US53,Washington,53
491152,null,6977,null,60760,null,3894,null,27526,null,2674,null,33234,null,3223,null,430392,null,6874,null,371925,null,6627,null,58467,null,3443,null,0400000US54,West Virginia,54
1467796,null,10918,null,98264,null,4593,null,34861,null,2529,null,63403,null,4040,null,1369532,null,10365,null,1144025,null,11051,null,225507,null,6986,null,0400000US55,Wisconsin,55
135678,null,3475,null,7744,null,1372,null,3166,null,866,null,4578,null,1076,null,127934,null,3578,null,104494,null,3332,null,23440,null,2211,null,0400000US56,Wyoming,56
878424,null,9462,null,362496,null,8113,null,212735,null,6322,null,149761,null,5046,null,515928,null,8576,null,441367,null,8775,null,74561,null,3868,null,0400000US72,Puerto Rico,72
