C17019_001E,C17019_001EA,C17019_001M,C17019_001MA,C17019_002E,C17019_002EA,C17019_002M,C17019_002MA,C17019_003E,C17019_003EA,C17019_003M,C17019_003MA,C17019_004E,C17019_004EA,C17019_004M,C17019_004MA,C17019_005E,C17019_005EA,C17019_005M,C17019_005MA,C17019_006E,C17019_006EA,C17019_006M,C17019_006MA,C17019_007E,C17019_007EA,C17019_007M,C17019_007MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,56583,null,3875,null,89740,null,4163,null,1070289,null,11368,null,881301,null,9352,null,188988,null,7782,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,3012,null,683,null,5969,null,1156,null,148292,null,3868,null,109970,null,3689,null,38322,null,2545,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,62204,null,4687,null,91763,null,5496,null,1335225,null,13296,null,1044084,null,12556,null,291141,null,8168,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,34552,null,2763,null,63109,null,4284,null,654295,null,9443,null,522064,null,8572,null,132231,null,5639,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,195767,null,6923,null,629194,null,15722,null,7440916,null,26807,null,5047432,null,27997,null,2393484,null,22900,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,28666,null,2627,null,66167,null,4794,null,1114161,null,12813,null,888240,null,12104,null,225921,null,7371,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,11784,null,1607,null,47591,null,3526,null,829450,null,7641,null,674028,null,7445,null,155422,null,5126,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,5577,null,1239,null,9687,null,1782,null,206780,null,4632,null,169824,null,4737,null,36956,null,3519,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,2064,null,751,null,12611,null,1846,null,92690,null,3608,null,54689,null,3403,null,38001,null,3101,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,181353,null,8122,null,251936,null,9609,null,4143938,null,25186,null,3250261,null,22002,null,893677,null,15191,null,0400000US12,Florida,12
2364041,null,20337,null,262999,null,7965,null,82717,null,4416,null,180282,null,7513,null,2101042,null,18593,null,1658526,null,16469,null,442516,null,11042,null,0400000US13,Georgia,13
303344,null,5137,null,18161,null,2268,null,5481,null,1126,null,12680,null,2044,null,285183,null,5503,null,192755,null,4868,null,92428,null,4235,null,0400000US15,Hawaii,15
396253,null,6996,null,37154,null,3469,null,13666,null,1888,null,23488,null,2611,null,359099,null,6928,null,289781,null,6003,null,69318,null,4540,null,0400000US16,Idaho,16
3138757,null,18424,null,283081,null,7657,null,86981,null,4111,null,196100,null,7326,null,2855676,null,17850,null,2338988,null,16996,null,516688,null,11612,null,0400000US17,Illinois,17
1648431,null,15271,null,157570,null,6279,null,58190,null,3559,null,99380,null,5193,null,1490861,null,14219,null,1256981,null,13357,null,233880,null,7461,null,0400000US18,Indiana,18
791790,null,7894,null,57737,null,4022,null,22786,null,2064,null,34951,null,3452,null,734053,null,8212,null,632688,null,8021,null,101365,null,4588,null,0400000US19,Iowa,19
736264,null,8496,null,56736,null,3445,null,20132,null,2074,null,36604,null,2933,null,679528,null,8567,null,559498,null,7889,null,120030,null,5322,null,0400000US20,Kansas,20
1125630,null,12346,null,147398,null,6613,null,54495,null,3483,null,92903,null,5342,null,978232,null,11613,null,804319,null,11927,null,173913,null,6331,null,0400000US21,Kentucky,21
1094141,null,10371,null,146380,null,6476,null,57208,null,3807,null,89172,null,5416,null,947761,null,11039,null,766860,null,10980,null,180901,null,7101,null,0400000US22,Louisiana,22
343822,null,6405,null,29416,null,2739,null,12817,null,1670,null,16599,null,2202,null,314406,null,6052,null,268276,null,4839,null,46130,null,3587,null,0400000US23,Maine,23
1395778,null,10754,null,74687,null,4060,null,23388,null,2451,null,51299,null,3577,null,1321091,null,11173,null,1046303,null,11464,null,274788,null,8798,null,0400000US24,Maryland,24
1568641,null,11431,null,111502,null,6166,null,28168,null,2500,null,83334,null,5803,null,1457139,null,11859,null,1146156,null,11383,null,310983,null,9659,null,0400000US25,Massachusetts,25
2525388,null,15908,null,264514,null,7290,null,111218,null,4528,null,153296,null,6119,null,2260874,null,15759,null,1947302,null,14229,null,313572,null,7883,null,0400000US26,Michigan,26
1342724,null,10410,null,82834,null,3898,null,31303,null,2197,null,51531,null,3108,null,1259890,null,10507,null,1108543,null,9710,null,151347,null,6293,null,0400000US27,Minnesota,27
755248,null,9226,null,128296,null,7118,null,54201,null,3988,null,74095,null,4833,null,626952,null,9376,null,514471,null,9752,null,112481,null,5533,null,0400000US28,Mississippi,28
1529540,null,12558,null,148339,null,5579,null,50981,null,3308,null,97358,null,4795,null,1381201,null,13057,null,1143738,null,12137,null,237463,null,8468,null,0400000US29,Missouri,29
237574,null,4616,null,23162,null,2316,null,9634,null,1418,null,13528,null,2133,null,214412,null,4625,null,175823,null,3832,null,38589,null,3345,null,0400000US30,Montana,30
457459,null,6358,null,30955,null,2464,null,10523,null,1431,null,20432,null,2169,null,426504,null,6292,null,351556,null,5084,null,74948,null,3916,null,0400000US31,Nebraska,31
615019,null,7728,null,48547,null,3928,null,13120,null,1726,null,35427,null,3369,null,566472,null,7970,null,388952,null,6554,null,177520,null,6475,null,0400000US32,Nevada,32
345324,null,5671,null,17212,null,2229,null,6292,null,1235,null,10920,null,1666,null,328112,null,5497,null,277150,null,5355,null,50962,null,3643,null,0400000US33,New Hampshire,33
2168377,null,15461,null,135251,null,5517,null,35772,null,3052,null,99479,null,4893,null,2033126,null,15957,null,1577049,null,12096,null,456077,null,9947,null,0400000US34,New Jersey,34
482159,null,7286,null,60528,null,4187,null,26559,null,2439,null,33969,null,3520,null,421631,null,7185,null,339251,null,5948,null,82380,null,4863,null,0400000US35,New Mexico,35
4582314,null,18991,null,471968,null,10027,null,90574,null,4769,null,381394,null,8739,null,4110346,null,18220,null,2843117,null,18582,null,1267229,null,16912,null,0400000US36,New York,36
2397731,null,16444,null,260167,null,10140,null,91604,null,5044,null,168563,null,8424,null,2137564,null,16749,null,1706552,null,15395,null,431012,null,10477,null,0400000US37,North Carolina,37
170921,null,3624,null,13497,null,1627,null,4829,null,862,null,8668,null,1162,null,157424,null,3706,null,130882,null,3532,null,26542,null,2255,null,0400000US38,North Dakota,38
2936172,null,14572,null,288964,null,7469,null,85564,null,4046,null,203400,null,7451,null,2647208,null,13427,null,2187393,null,13426,null,459815,null,9949,null,0400000US39,Ohio,39
