B07408_001E,B07408_001EA,B07408_001M,B07408_001MA,B07408_002E,B07408_002EA,B07408_002M,B07408_002MA,B07408_003E,B07408_003EA,B07408_003M,B07408_003MA,B07408_004E,B07408_004EA,B07408_004M,B07408_004MA,B07408_005E,B07408_005EA,B07408_005M,B07408_005MA,B07408_006E,B07408_006EA,B07408_006M,B07408_006MA,B07408_007E,B07408_007EA,B07408_007M,B07408_007MA,B07408_008E,B07408_008EA,B07408_008M,B07408_008MA,B07408_009E,B07408_009EA,B07408_009M,B07408_009MA,B07408_010E,B07408_010EA,B07408_010M,B07408_010MA,B07408_011E,B07408_011EA,B07408_011M,B07408_011MA,B07408_012E,B07408_012EA,B07408_012M,B07408_012MA,B07408_013E,B07408_013EA,B07408_013M,B07408_013MA,B07408_014E,B07408_014EA,B07408_014M,B07408_014MA,B07408_015E,B07408_015EA,B07408_015M,B07408_015MA,B07408_016E,B07408_016EA,B07408_016M,B07408_016MA,B07408_017E,B07408_017EA,B07408_017M,B07408_017MA,B07408_018E,B07408_018EA,B07408_018M,B07408_018MA,B07408_019E,B07408_019EA,B07408_019M,B07408_019MA,B07408_020E,B07408_020EA,B07408_020M,B07408_020MA,B07408_021E,B07408_021EA,B07408_021M,B07408_021MA,B07408_022E,B07408_022EA,B07408_022M,B07408_022MA,B07408_023E,B07408_023EA,B07408_023M,B07408_023MA,B07408_024E,B07408_024EA,B07408_024M,B07408_024MA,B07408_025E,B07408_025EA,B07408_025M,B07408_025MA,B07408_026E,B07408_026EA,B07408_026M,B07408_026MA,B07408_027E,B07408_027EA,B07408_027M,B07408_027MA,B07408_028E,B07408_028EA,B07408_028M,B07408_028MA,B07408_029E,B07408_029EA,B07408_029M,B07408_029MA,B07408_030E,B07408_030EA,B07408_030M,B07408_030MA,GEO_ID,NAME,state
3702986,null,9470,null,1018229,null,13924,null,1866835,null,21205,null,444248,null,13101,null,90872,null,4708,null,282802,null,6019,null,3178244,null,15379,null,803337,null,13960,null,1682248,null,20410,null,365157,null,11267,null,68332,null,4029,null,259170,null,5693,null,318341,null,12171,null,127413,null,6685,null,112210,null,8467,null,50632,null,3535,null,14287,null,2590,null,13799,null,1772,null,125951,null,7110,null,55410,null,4613,null,40030,null,3839,null,18929,null,2217,null,5383,null,1281,null,6199,null,1199,null,80450,null,5571,null,32069,null,3883,null,32347,null,3948,null,9530,null,1712,null,2870,null,1095,null,3634,null,1277,null,0400000US01,Alabama,01
566857,null,6647,null,199405,null,6643,null,259773,null,7902,null,72933,null,4761,null,14480,null,2318,null,20266,null,2098,null,413128,null,6942,null,125579,null,5092,null,212240,null,7149,null,50278,null,3939,null,7824,null,1712,null,17207,null,1738,null,69813,null,5465,null,35202,null,3851,null,20460,null,3034,null,10090,null,1915,null,3483,null,1120,null,578,null,300,null,15882,null,2357,null,8781,null,1588,null,4092,null,1004,null,2358,null,935,null,419,null,240,null,232,null,173,null,68034,null,6276,null,29843,null,4478,null,22981,null,3895,null,10207,null,2219,null,2754,null,1321,null,2249,null,831,null,0400000US02,Alaska,02
4979866,null,16580,null,1562925,null,22093,null,2422924,null,26663,null,612066,null,13853,null,89349,null,5232,null,292602,null,8969,null,4107219,null,22727,null,1176238,null,19853,null,2120533,null,23171,null,487300,null,13515,null,60769,null,4015,null,262379,null,8576,null,623479,null,20457,null,279162,null,13803,null,206446,null,12140,null,95817,null,5737,null,22152,null,2582,null,19902,null,2729,null,98496,null,7524,null,46267,null,4732,null,34666,null,4624,null,11871,null,2145,null,3375,null,1123,null,2317,null,880,null,150672,null,9883,null,61258,null,4909,null,61279,null,6652,null,17078,null,2555,null,3053,null,988,null,8004,null,1477,null,0400000US04,Arizona,04
2254413,null,8910,null,579752,null,11692,null,1169426,null,16952,null,282929,null,8231,null,55152,null,3941,null,167154,null,5029,null,1872429,null,15593,null,425058,null,10505,null,1036058,null,16805,null,225473,null,7197,null,35905,null,3682,null,149935,null,5079,null,231880,null,11830,null,92358,null,7979,null,81350,null,6134,null,36038,null,3346,null,12405,null,1875,null,9729,null,1724,null,87670,null,5948,null,39566,null,3781,null,26550,null,3504,null,12983,null,1736,null,4031,null,1135,null,4540,null,906,null,62434,null,5275,null,22770,null,3138,null,25468,null,3300,null,8435,null,1686,null,2811,null,1043,null,2950,null,942,null,0400000US05,Arkansas,05
28844479,null,25975,null,10095315,null,40885,null,13701070,null,47124,null,2816341,null,27052,null,679090,null,13210,null,1552663,null,19060,null,24515283,null,50640,null,8025475,null,44293,null,12226360,null,50810,null,2339449,null,22694,null,515190,null,11894,null,1408809,null,17613,null,2946125,null,44311,null,1389286,null,26874,null,1007850,null,23412,null,326589,null,13774,null,122622,null,6477,null,99778,null,7422,null,901829,null,20536,null,470399,null,14365,null,275531,null,13188,null,99268,null,5270,null,27068,null,2849,null,29563,null,3131,null,481242,null,13069,null,210155,null,7975,null,191329,null,9460,null,51035,null,4304,null,14210,null,2312,null,14513,null,1761,null,0400000US06,California,06
3876742,null,11695,null,1143558,null,18383,null,2016270,null,21215,null,465261,null,12173,null,65773,null,5040,null,185880,null,6614,null,3150780,null,18811,null,809948,null,15599,null,1760784,null,20648,null,372800,null,10186,null,42653,null,4185,null,164595,null,5904,null,383918,null,14178,null,176060,null,9051,null,131420,null,8415,null,50695,null,4578,null,13403,null,2497,null,12340,null,1913,null,208116,null,8013,null,103316,null,5629,null,65804,null,5415,null,27015,null,3003,null,6778,null,1523,null,5203,null,1211,null,133928,null,8223,null,54234,null,4489,null,58262,null,5584,null,14751,null,2589,null,2939,null,960,null,3742,null,928,null,0400000US08,Colorado,08
2837261,null,8429,null,906230,null,13167,null,1422660,null,16349,null,284864,null,8724,null,41459,null,3593,null,182048,null,5784,null,2482384,null,12777,null,721232,null,14379,null,1320122,null,15878,null,243113,null,7793,null,30946,null,3397,null,166971,null,5588,null,208287,null,11291,null,102598,null,6381,null,61244,null,6349,null,27485,null,3262,null,7508,null,1718,null,9452,null,1269,null,63716,null,4965,null,36343,null,4023,null,15120,null,2405,null,8055,null,1661,null,1394,null,568,null,2804,null,756,null,82874,null,6297,null,46057,null,3737,null,26174,null,3643,null,6211,null,1558,null,1611,null,651,null,2821,null,933,null,0400000US09,Connecticut,09
690405,null,5606,null,219947,null,6529,null,337872,null,9297,null,75919,null,4860,null,12128,null,1714,null,44539,null,2856,null,599581,null,7143,null,174154,null,6255,null,311386,null,8290,null,64565,null,4349,null,9319,null,1476,null,40157,null,2835,null,59764,null,6090,null,31613,null,3785,null,15718,null,2997,null,8313,null,1786,null,1505,null,628,null,2615,null,879,null,6121,null,1241,null,2638,null,770,null,2516,null,904,null,709,null,358,null,161,null,164,null,97,null,83,null,24939,null,3087,null,11542,null,1679,null,8252,null,1933,null,2332,null,832,null,1143,null,692,null,1670,null,799,null,0400000US10,Delaware,10
500575,null,7510,null,270434,null,7898,null,131408,null,6356,null,51937,null,3720,null,16342,null,2254,null,30454,null,2194,null,396758,null,5666,null,203000,null,6936,null,110986,null,5762,null,43115,null,3256,null,12502,null,2066,null,27155,null,1993,null,51741,null,4618,null,35978,null,3530,null,7987,null,1783,null,4195,null,1155,null,1966,null,839,null,1615,null,853,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,52076,null,5309,null,31456,null,3827,null,12435,null,2295,null,4627,null,1463,null,1874,null,707,null,1684,null,741,null,0400000US11,District of Columbia,11
14896072,null,20767,null,4259964,null,29861,null,7319496,null,40793,null,1852183,null,26113,null,350181,null,12616,null,1114248,null,16504,null,12617810,null,35320,null,3277863,null,26647,null,6550016,null,42824,null,1531884,null,21860,null,249606,null,11190,null,1008441,null,15965,null,1393343,null,27319,null,601605,null,17567,null,464151,null,14545,null,199311,null,10378,null,65609,null,4943,null,62667,null,3471,null,473084,null,15727,null,221275,null,10819,null,140614,null,8933,null,70179,null,5041,null,21393,null,2761,null,19623,null,2589,null,411835,null,13076,null,159221,null,7080,null,164715,null,8870,null,50809,null,4657,null,13573,null,2127,null,23517,null,2551,null,0400000US12,Florida,12
