B21001_001E,B21001_001EA,B21001_001M,B21001_001MA,B21001_002E,B21001_002EA,B21001_002M,B21001_002MA,B21001_003E,B21001_003EA,B21001_003M,B21001_003MA,B21001_004E,B21001_004EA,B21001_004M,B21001_004MA,B21001_005E,B21001_005EA,B21001_005M,B21001_005MA,B21001_006E,B21001_006EA,B21001_006M,B21001_006MA,B21001_007E,B21001_007EA,B21001_007M,B21001_007MA,B21001_008E,B21001_008EA,B21001_008M,B21001_008MA,B21001_009E,B21001_009EA,B21001_009M,B21001_009MA,B21001_010E,B21001_010EA,B21001_010M,B21001_010MA,B21001_011E,B21001_011EA,B21001_011M,B21001_011MA,B21001_012E,B21001_012EA,B21001_012M,B21001_012MA,B21001_013E,B21001_013EA,B21001_013M,B21001_013MA,B21001_014E,B21001_014EA,B21001_014M,B21001_014MA,B21001_015E,B21001_015EA,B21001_015M,B21001_015MA,B21001_016E,B21001_016EA,B21001_016M,B21001_016MA,B21001_017E,B21001_017EA,B21001_017M,B21001_017MA,B21001_018E,B21001_018EA,B21001_018M,B21001_018MA,B21001_019E,B21001_019EA,B21001_019M,B21001_019MA,B21001_020E,B21001_020EA,B21001_020M,B21001_020MA,B21001_021E,B21001_021EA,B21001_021M,B21001_021MA,B21001_022E,B21001_022EA,B21001_022M,B21001_022MA,B21001_023E,B21001_023EA,B21001_023M,B21001_023MA,B21001_024E,B21001_024EA,B21001_024M,B21001_024MA,B21001_025E,B21001_025EA,B21001_025M,B21001_025MA,B21001_026E,B21001_026EA,B21001_026M,B21001_026MA,B21001_027E,B21001_027EA,B21001_027M,B21001_027MA,B21001_028E,B21001_028EA,B21001_028M,B21001_028MA,B21001_029E,B21001_029EA,B21001_029M,B21001_029MA,B21001_030E,B21001_030EA,B21001_030M,B21001_030MA,B21001_031E,B21001_031EA,B21001_031M,B21001_031MA,B21001_032E,B21001_032EA,B21001_032M,B21001_032MA,B21001_033E,B21001_033EA,B21001_033M,B21001_033MA,GEO_ID,NAME,state
3521323,null,3242,null,1668823,null,3166,null,522897,null,3463,null,24875,null,2318,null,498022,null,3920,null,626076,null,3861,null,100760,null,4381,null,525316,null,4978,null,256949,null,1893,null,96961,null,3211,null,159988,null,3579,null,155587,null,1709,null,74805,null,2934,null,80782,null,2885,null,107314,null,1324,null,74633,null,2125,null,32681,null,1808,null,1852500,null,2401,null,526908,null,2765,null,7760,null,1416,null,519148,null,2992,null,664523,null,3176,null,14550,null,1793,null,649973,null,3749,null,285213,null,1735,null,4120,null,1031,null,281093,null,2084,null,188796,null,1390,null,1445,null,573,null,187351,null,1426,null,187060,null,1468,null,2163,null,633,null,184897,null,1519,null,0400000US01,Alabama,01
486235,null,3292,null,247199,null,3066,null,86536,null,3269,null,7049,null,1560,null,79487,null,3346,null,98009,null,2084,null,20875,null,2419,null,77134,null,2690,null,39229,null,673,null,17404,null,1537,null,21825,null,1479,null,15877,null,713,null,8461,null,877,null,7416,null,957,null,7548,null,658,null,5732,null,730,null,1816,null,458,null,239036,null,1217,null,79313,null,1378,null,1632,null,639,null,77681,null,1453,null,98231,null,1595,null,5140,null,1365,null,93091,null,2243,null,36502,null,679,null,879,null,401,null,35623,null,738,null,15182,null,913,null,375,null,318,null,14807,null,962,null,9808,null,804,null,286,null,265,null,9522,null,835,null,0400000US02,Alaska,02
4768630,null,3003,null,2362851,null,3262,null,789399,null,2965,null,33571,null,3548,null,755828,null,4294,null,862715,null,2021,null,120192,null,5028,null,742523,null,4909,null,322805,null,1229,null,124428,null,4051,null,198377,null,4230,null,209516,null,1625,null,103455,null,3510,null,106061,null,3629,null,178416,null,1126,null,127484,null,3239,null,50932,null,3204,null,2405779,null,2105,null,721115,null,2129,null,8382,null,1791,null,712733,null,2723,null,855249,null,2110,null,19848,null,2399,null,835401,null,3431,null,353255,null,1107,null,5228,null,1160,null,348027,null,1593,null,236679,null,1073,null,3788,null,924,null,232891,null,1451,null,239481,null,1043,null,4677,null,904,null,234804,null,1251,null,0400000US04,Arizona,04
2145844,null,2607,null,1031896,null,2708,null,322268,null,3063,null,14635,null,1845,null,307633,null,3477,null,378205,null,2747,null,56764,null,3758,null,321441,null,4620,null,158779,null,1502,null,62587,null,3304,null,96192,null,3043,null,100527,null,1730,null,45915,null,2139,null,54612,null,2562,null,72117,null,1249,null,49570,null,1759,null,22547,null,1719,null,1113948,null,2597,null,318158,null,2927,null,2796,null,960,null,315362,null,3040,null,393399,null,2368,null,7624,null,1324,null,385775,null,2413,null,170845,null,1596,null,1776,null,544,null,169069,null,1576,null,114863,null,1934,null,815,null,374,null,114048,null,2012,null,116683,null,1539,null,1012,null,421,null,115671,null,1585,null,0400000US05,Arkansas,05
27233110,null,7695,null,13452737,null,7328,null,4623293,null,7711,null,145875,null,7531,null,4477418,null,10625,null,5291092,null,6281,null,438568,null,10924,null,4852524,null,13541,null,1775237,null,2310,null,485312,null,9202,null,1289925,null,9201,null,981660,null,2413,null,379022,null,6605,null,602638,null,6978,null,781455,null,2335,null,460210,null,5342,null,321245,null,5018,null,13780373,null,4056,null,4333526,null,4582,null,25153,null,2919,null,4308373,null,5772,null,5202013,null,4053,null,52229,null,3540,null,5149784,null,5431,null,1892125,null,2681,null,15739,null,2004,null,1876386,null,3113,null,1147359,null,2568,null,9279,null,1382,null,1138080,null,2869,null,1205350,null,2084,null,23313,null,2211,null,1182037,null,3140,null,0400000US06,California,06
3705758,null,2603,null,1850157,null,3351,null,617915,null,3807,null,34342,null,3727,null,583573,null,5283,null,737690,null,3214,null,110691,null,5152,null,626999,null,5898,null,270496,null,1897,null,103223,null,3610,null,167273,null,3974,null,133033,null,1393,null,65790,null,2272,null,67243,null,2400,null,91023,null,1310,null,65112,null,1816,null,25911,null,1961,null,1855601,null,3013,null,569072,null,2823,null,8039,null,1619,null,561033,null,3351,null,721336,null,2505,null,17141,null,1819,null,704195,null,2838,null,277083,null,1559,null,5299,null,928,null,271784,null,1615,null,147114,null,1962,null,1678,null,690,null,145436,null,1926,null,140996,null,2073,null,3779,null,1082,null,137217,null,1920,null,0400000US08,Colorado,08
2684092,null,1369,null,1288114,null,1643,null,367702,null,1904,null,10756,null,1669,null,356946,null,2388,null,526831,null,1957,null,49115,null,3898,null,477716,null,4047,null,196050,null,833,null,54836,null,2770,null,141214,null,2695,null,109178,null,871,null,48764,null,2376,null,60414,null,2359,null,88353,null,917,null,59639,null,1867,null,28714,null,1925,null,1395978,null,1436,null,357450,null,1672,null,2155,null,857,null,355295,null,1890,null,546918,null,1832,null,7324,null,1476,null,539594,null,2586,null,211898,null,833,null,2200,null,710,null,209698,null,995,null,128204,null,874,null,546,null,352,null,127658,null,996,null,151508,null,690,null,1739,null,541,null,149769,null,766,null,0400000US09,Connecticut,09
661193,null,1729,null,313844,null,1354,null,92511,null,1336,null,2608,null,884,null,89903,null,1415,null,120746,null,819,null,18794,null,2230,null,101952,null,2213,null,48279,null,529,null,18604,null,1687,null,29675,null,1794,null,29412,null,562,null,14712,null,1238,null,14700,null,1287,null,22896,null,452,null,16445,null,1042,null,6451,null,958,null,347349,null,926,null,96104,null,859,null,810,null,491,null,95294,null,974,null,127929,null,504,null,2351,null,792,null,125578,null,857,null,54870,null,698,null,603,null,300,null,54267,null,717,null,34761,null,642,null,204,null,148,null,34557,null,668,null,33685,null,423,null,856,null,405,null,32829,null,526,null,0400000US10,Delaware,10
476707,null,742,null,219834,null,744,null,85165,null,689,null,2228,null,920,null,82937,null,1266,null,78825,null,502,null,8100,null,1642,null,70725,null,1685,null,28108,null,359,null,7112,null,1038,null,20996,null,1127,null,15973,null,338,null,4873,null,833,null,11100,null,862,null,11763,null,327,null,6535,null,774,null,5228,null,798,null,256873,null,551,null,97033,null,539,null,411,null,321,null,96622,null,627,null,81989,null,306,null,1091,null,497,null,80898,null,589,null,35081,null,355,null,413,null,314,null,34668,null,469,null,20732,null,524,null,361,null,366,null,20371,null,583,null,22038,null,374,null,299,null,350,null,21739,null,511,null,0400000US11,District of Columbia,11
14266412,null,6320,null,6897531,null,8087,null,1963457,null,7726,null,85893,null,6718,null,1877564,null,10609,null,2522800,null,5809,null,349159,null,9777,null,2173641,null,12012,null,1011250,null,3003,null,339802,null,6767,null,671448,null,6586,null,713773,null,2731,null,315033,null,5737,null,398740,null,5759,null,686251,null,2405,null,452618,null,5454,null,233633,null,5537,null,7368881,null,4640,null,1881953,null,5361,null,21849,null,2326,null,1860104,null,5572,null,2573557,null,4220,null,51690,null,3740,null,2521867,null,5699,null,1130532,null,2389,null,14913,null,2068,null,1115619,null,3357,null,827138,null,2625,null,8369,null,1374,null,818769,null,2906,null,955701,null,2575,null,16521,null,2044,null,939180,null,3161,null,0400000US12,Florida,12
