B21001_001E,B21001_001EA,B21001_001M,B21001_001MA,B21001_002E,B21001_002EA,B21001_002M,B21001_002MA,B21001_003E,B21001_003EA,B21001_003M,B21001_003MA,B21001_004E,B21001_004EA,B21001_004M,B21001_004MA,B21001_005E,B21001_005EA,B21001_005M,B21001_005MA,B21001_006E,B21001_006EA,B21001_006M,B21001_006MA,B21001_007E,B21001_007EA,B21001_007M,B21001_007MA,B21001_008E,B21001_008EA,B21001_008M,B21001_008MA,B21001_009E,B21001_009EA,B21001_009M,B21001_009MA,B21001_010E,B21001_010EA,B21001_010M,B21001_010MA,B21001_011E,B21001_011EA,B21001_011M,B21001_011MA,B21001_012E,B21001_012EA,B21001_012M,B21001_012MA,B21001_013E,B21001_013EA,B21001_013M,B21001_013MA,B21001_014E,B21001_014EA,B21001_014M,B21001_014MA,B21001_015E,B21001_015EA,B21001_015M,B21001_015MA,B21001_016E,B21001_016EA,B21001_016M,B21001_016MA,B21001_017E,B21001_017EA,B21001_017M,B21001_017MA,B21001_018E,B21001_018EA,B21001_018M,B21001_018MA,B21001_019E,B21001_019EA,B21001_019M,B21001_019MA,B21001_020E,B21001_020EA,B21001_020M,B21001_020MA,B21001_021E,B21001_021EA,B21001_021M,B21001_021MA,B21001_022E,B21001_022EA,B21001_022M,B21001_022MA,B21001_023E,B21001_023EA,B21001_023M,B21001_023MA,B21001_024E,B21001_024EA,B21001_024M,B21001_024MA,B21001_025E,B21001_025EA,B21001_025M,B21001_025MA,B21001_026E,B21001_026EA,B21001_026M,B21001_026MA,B21001_027E,B21001_027EA,B21001_027M,B21001_027MA,B21001_028E,B21001_028EA,B21001_028M,B21001_028MA,B21001_029E,B21001_029EA,B21001_029M,B21001_029MA,B21001_030E,B21001_030EA,B21001_030M,B21001_030MA,B21001_031E,B21001_031EA,B21001_031M,B21001_031MA,B21001_032E,B21001_032EA,B21001_032M,B21001_032MA,B21001_033E,B21001_033EA,B21001_033M,B21001_033MA,GEO_ID,NAME,state
7082157,null,4962,null,3408913,null,5311,null,1130495,null,6575,null,49294,null,4330,null,1081201,null,7990,null,1395404,null,6097,null,208081,null,7437,null,1187323,null,9083,null,477418,null,2810,null,170847,null,4998,null,306571,null,5161,null,255345,null,3088,null,114687,null,3985,null,140658,null,4551,null,150251,null,2226,null,101629,null,3038,null,48622,null,2906,null,3673244,null,4069,null,1124317,null,5518,null,15769,null,2432,null,1108548,null,6252,null,1441256,null,5585,null,35361,null,2941,null,1405895,null,6589,null,530306,null,2756,null,7625,null,1240,null,522681,null,2829,null,308035,null,2997,null,2515,null,804,null,305520,null,2942,null,269330,null,3051,null,3555,null,958,null,265775,null,2997,null,0400000US13,Georgia,13
959788,null,2951,null,463678,null,2882,null,133759,null,3348,null,7579,null,1540,null,126180,null,3358,null,172061,null,1770,null,22544,null,2374,null,149517,null,2864,null,75768,null,514,null,25681,null,1979,null,50087,null,1949,null,42085,null,541,null,18657,null,1593,null,23428,null,1589,null,40005,null,483,null,22898,null,1351,null,17107,null,1443,null,496110,null,1801,null,135654,null,1717,null,2737,null,731,null,132917,null,1659,null,175599,null,1248,null,4572,null,1177,null,171027,null,1542,null,77116,null,513,null,591,null,400,null,76525,null,677,null,47897,null,552,null,486,null,273,null,47411,null,583,null,59844,null,670,null,627,null,324,null,59217,null,731,null,0400000US15,Hawaii,15
1105360,null,1520,null,549154,null,1630,null,183293,null,1953,null,11754,null,2021,null,171539,null,2612,null,199658,null,1938,null,32274,null,2821,null,167384,null,3256,null,83106,null,939,null,33774,null,1941,null,49332,null,1802,null,47403,null,592,null,22342,null,1576,null,25061,null,1607,null,35694,null,595,null,25413,null,1446,null,10281,null,1393,null,556206,null,1433,null,172843,null,1519,null,1834,null,780,null,171009,null,1607,null,200209,null,1414,null,5195,null,1238,null,195014,null,1892,null,84103,null,1043,null,1402,null,593,null,82701,null,1170,null,49420,null,779,null,471,null,274,null,48949,null,829,null,49631,null,774,null,935,null,444,null,48696,null,925,null,0400000US16,Idaho,16
9701259,null,2867,null,4714662,null,3647,null,1566268,null,3730,null,48276,null,3821,null,1517992,null,5157,null,1835864,null,4268,null,162556,null,6102,null,1673308,null,7144,null,663751,null,1595,null,199721,null,5067,null,464030,null,4965,null,369860,null,1292,null,148209,null,4003,null,221651,null,4187,null,278919,null,1179,null,177866,null,3239,null,101053,null,3444,null,4986597,null,3365,null,1503927,null,7431,null,10425,null,1725,null,1493502,null,7347,null,1853273,null,4375,null,21797,null,2345,null,1831476,null,4650,null,705848,null,2298,null,4247,null,823,null,701601,null,2247,null,441695,null,2390,null,2901,null,647,null,438794,null,2390,null,481854,null,2221,null,6184,null,1096,null,475670,null,2589,null,0400000US17,Illinois,17
4787570,null,2855,null,2324354,null,2867,null,738265,null,2916,null,27760,null,2763,null,710505,null,4157,null,905560,null,2952,null,122167,null,4906,null,783393,null,5290,null,343300,null,1502,null,123764,null,4074,null,219536,null,4330,null,194733,null,1198,null,86804,null,2485,null,107929,null,2631,null,142496,null,841,null,97641,null,2318,null,44855,null,2346,null,2463216,null,2630,null,713364,null,2960,null,4715,null,903,null,708649,null,3010,null,906860,null,2420,null,14752,null,1830,null,892108,null,2846,null,367131,null,1952,null,3939,null,874,null,363192,null,1969,null,229710,null,1406,null,1263,null,466,null,228447,null,1529,null,246151,null,1287,null,3344,null,842,null,242807,null,1605,null,0400000US18,Indiana,18
2290057,null,1891,null,1116770,null,2107,null,345673,null,2950,null,13176,null,1911,null,332497,null,3231,null,414759,null,2174,null,54105,null,3110,null,360654,null,3768,null,171349,null,1017,null,63250,null,2096,null,108099,null,2031,null,99327,null,770,null,44197,null,2157,null,55130,null,2324,null,85662,null,481,null,58393,null,1338,null,27269,null,1421,null,1173287,null,1909,null,329585,null,1807,null,2356,null,788,null,327229,null,2025,null,411625,null,2096,null,5505,null,1039,null,406120,null,2351,null,173425,null,938,null,1802,null,501,null,171623,null,1121,null,114220,null,977,null,970,null,371,null,113250,null,1028,null,144432,null,595,null,2158,null,528,null,142274,null,875,null,0400000US19,Iowa,19
2084264,null,2634,null,1016571,null,2850,null,331318,null,3086,null,13912,null,2076,null,317406,null,3764,null,381670,null,2252,null,59551,null,3791,null,322119,null,4182,null,150089,null,1195,null,59154,null,2332,null,90935,null,2645,null,84652,null,1246,null,36523,null,1926,null,48129,null,2149,null,68842,null,1048,null,47288,null,1693,null,21554,null,1468,null,1067693,null,1641,null,315698,null,2483,null,3269,null,897,null,312429,null,2469,null,385677,null,2582,null,7625,null,1254,null,378052,null,2686,null,152953,null,1276,null,2249,null,567,null,150704,null,1377,null,96793,null,1087,null,873,null,353,null,95920,null,1148,null,116572,null,1151,null,1366,null,560,null,115206,null,1296,null,0400000US20,Kansas,20
3242747,null,3246,null,1555883,null,3938,null,471023,null,3696,null,22450,null,2872,null,448573,null,4218,null,606574,null,3331,null,78748,null,4350,null,527826,null,5459,null,243165,null,1323,null,89588,null,4215,null,153577,null,4150,null,141388,null,1198,null,55488,null,2463,null,85900,null,2711,null,93733,null,1046,null,63206,null,2036,null,30527,null,1982,null,1686864,null,3394,null,472644,null,2922,null,3932,null,1228,null,468712,null,3373,null,625009,null,2843,null,10966,null,1661,null,614043,null,3297,null,260889,null,1571,null,2332,null,694,null,258557,null,1727,null,166419,null,1342,null,756,null,367,null,165663,null,1391,null,161903,null,1064,null,2302,null,688,null,159601,null,1287,null,0400000US21,Kentucky,21
3287010,null,2947,null,1557269,null,3124,null,513431,null,3372,null,25073,null,3270,null,488358,null,4250,null,588360,null,2760,null,69878,null,4347,null,518482,null,5127,null,232414,null,1705,null,76767,null,3068,null,155647,null,3517,null,131288,null,1839,null,53022,null,2136,null,78266,null,2517,null,91776,null,1427,null,61017,null,2343,null,30759,null,2467,null,1729741,null,2131,null,528910,null,3246,null,4576,null,1202,null,524334,null,3623,null,627090,null,2863,null,8462,null,1186,null,618628,null,3142,null,257721,null,1857,null,1841,null,592,null,255880,null,1894,null,160517,null,1641,null,2192,null,647,null,158325,null,1778,null,155503,null,1570,null,1928,null,713,null,153575,null,1767,null,0400000US22,Louisiana,22
1038090,null,1672,null,497565,null,1673,null,127876,null,1591,null,7672,null,1397,null,120204,null,2035,null,196450,null,1147,null,32210,null,2369,null,164240,null,2531,null,87660,null,538,null,35522,null,2001,null,52138,null,2096,null,47746,null,531,null,24335,null,1571,null,23411,null,1655,null,37833,null,468,null,27212,null,923,null,10621,null,992,null,540525,null,1265,null,130407,null,1016,null,1413,null,568,null,128994,null,1208,null,206217,null,1164,null,4619,null,868,null,201598,null,1416,null,90315,null,692,null,861,null,332,null,89454,null,745,null,54022,null,830,null,975,null,367,null,53047,null,857,null,59564,null,793,null,1714,null,595,null,57850,null,1106,null,0400000US23,Maine,23
4265690,null,3188,null,2019533,null,3019,null,620852,null,2436,null,33107,null,3068,null,587745,null,4127,null,814496,null,2747,null,113563,null,5265,null,700933,null,5531,null,300973,null,1323,null,99039,null,4133,null,201934,null,4198,null,165512,null,1348,null,75046,null,2765,null,90466,null,3011,null,117700,null,1114,null,81058,null,2159,null,36642,null,2163,null,2246157,null,2009,null,633091,null,2200,null,10340,null,1687,null,622751,null,2813,null,879889,null,2150,null,25019,null,2626,null,854870,null,3444,null,337411,null,1430,null,4369,null,1013,null,333042,null,1732,null,198937,null,1435,null,1581,null,711,null,197356,null,1647,null,196829,null,1311,null,2620,null,683,null,194209,null,1530,null,0400000US24,Maryland,24
5062590,null,2047,null,2416169,null,2136,null,743508,null,2266,null,21847,null,2755,null,721661,null,3356,null,957457,null,1964,null,83222,null,4664,null,874235,null,5279,null,360020,null,1142,null,103721,null,3820,null,256299,null,3877,null,195893,null,1322,null,82611,null,3307,null,113282,null,3355,null,159291,null,1194,null,109071,null,2422,null,50220,null,2655,null,2646421,null,1620,null,745725,null,2273,null,4074,null,1364,null,741651,null,2503,null,996106,null,1977,null,7769,null,1312,null,988337,null,2378,null,389350,null,1339,null,2333,null,695,null,387017,null,1547,null,235375,null,1304,null,1812,null,619,null,233563,null,1460,null,279865,null,1153,null,6048,null,1473,null,273817,null,1899,null,0400000US25,Massachusetts,25
7603028,null,2606,null,3687771,null,3551,null,1116358,null,3604,null,35699,null,3023,null,1080659,null,4212,null,1449777,null,3391,null,161708,null,6795,null,1288069,null,7190,null,569916,null,1740,null,197367,null,4974,null,372549,null,4863,null,315359,null,1500,null,131467,null,3909,null,183892,null,4083,null,236361,null,1049,null,159184,null,3311,null,77177,null,3406,null,3915257,null,3010,null,1090544,null,3241,null,5727,null,1211,null,1084817,null,3638,null,1474553,null,2966,null,17978,null,2034,null,1456575,null,3480,null,600657,null,1873,null,5229,null,933,null,595428,null,2053,null,364969,null,1436,null,1957,null,630,null,363012,null,1599,null,384534,null,1268,null,4524,null,961,null,380010,null,1552,null,0400000US26,Michigan,26
3966540,null,1753,null,1954296,null,2451,null,613437,null,2751,null,20595,null,2276,null,592842,null,3742,null,776734,null,2094,null,86332,null,4446,null,690402,null,4960,null,286507,null,1073,null,106028,null,3437,null,180479,null,3570,null,156443,null,753,null,73380,null,2212,null,83063,null,2354,null,121175,null,580,null,84533,null,1976,null,36642,null,2033,null,2012244,null,2093,null,586560,null,2238,null,3354,null,799,null,583206,null,2383,null,759380,null,2152,null,9818,null,1425,null,749562,null,2449,null,292768,null,1190,null,2472,null,589,null,290296,null,1269,null,175506,null,970,null,1266,null,403,null,174240,null,1039,null,198030,null,1084,null,3707,null,963,null,194323,null,1533,null,0400000US27,Minnesota,27
2158203,null,2932,null,1019257,null,3186,null,336656,null,3775,null,15487,null,2545,null,321169,null,4058,null,379354,null,4207,null,52712,null,3251,null,326642,null,5450,null,153272,null,2135,null,48993,null,3027,null,104279,null,3594,null,90119,null,1974,null,36643,null,1715,null,53476,null,2583,null,59856,null,1904,null,39753,null,1640,null,20103,null,1939,null,1138946,null,2126,null,338985,null,4053,null,3406,null,990,null,335579,null,4056,null,412082,null,3362,null,9003,null,1544,null,403079,null,3408,null,169250,null,1695,null,2254,null,743,null,166996,null,1812,null,109883,null,1874,null,616,null,450,null,109267,null,1960,null,108746,null,1704,null,964,null,504,null,107782,null,1589,null,0400000US28,Mississippi,28
4469294,null,3225,null,2141656,null,4295,null,662438,null,3287,null,29011,null,2996,null,633427,null,4043,null,820540,null,3300,null,116389,null,4702,null,704151,null,4789,null,322627,null,1530,null,137266,null,4171,null,185361,null,4364,null,190482,null,1013,null,90064,null,2791,null,100418,null,2760,null,145569,null,938,null,105369,null,2822,null,40200,null,2696,null,2327638,null,3696,null,662954,null,4072,null,4937,null,1324,null,658017,null,4080,null,845759,null,2397,null,15438,null,1978,null,830321,null,2911,null,352537,null,1749,null,4552,null,1148,null,347985,null,2132,null,224023,null,1371,null,2384,null,743,null,221639,null,1567,null,242365,null,1037,null,3429,null,863,null,238936,null,1224,null,0400000US29,Missouri,29
741354,null,2038,null,366512,null,1861,null,107813,null,1658,null,5810,null,1249,null,102003,null,1957,null,132341,null,1703,null,23779,null,2206,null,108562,null,2678,null,64637,null,1146,null,26361,null,1747,null,38276,null,1821,null,35084,null,511,null,18060,null,1360,null,17024,null,1166,null,26637,null,373,null,18793,null,887,null,7844,null,921,null,374842,null,1390,null,103236,null,1280,null,1420,null,652,null,101816,null,1394,null,135075,null,1184,null,4459,null,1232,null,130616,null,1830,null,62094,null,864,null,1212,null,432,null,60882,null,947,null,35984,null,487,null,65,null,98,null,35919,null,487,null,38453,null,590,null,584,null,227,null,37869,null,623,null,0400000US30,Montana,30
1329791,null,1807,null,647927,null,1913,null,209916,null,1729,null,9301,null,1580,null,200615,null,2478,null,241160,null,1775,null,33302,null,2439,null,207858,null,2850,null,96202,null,1173,null,36512,null,2003,null,59690,null,2175,null,54220,null,751,null,26445,null,1458,null,27775,null,1568,null,46429,null,563,null,32733,null,1212,null,13696,null,1226,null,681864,null,1547,null,203023,null,1691,null,1898,null,631,null,201125,null,1744,null,241258,null,1362,null,4256,null,809,null,237002,null,1593,null,98405,null,603,null,1035,null,361,null,97370,null,755,null,62146,null,781,null,720,null,325,null,61426,null,924,null,77032,null,660,null,1280,null,530,null,75752,null,910,null,0400000US31,Nebraska,31
1922260,null,1983,null,971598,null,2237,null,308373,null,2985,null,18007,null,3616,null,290366,null,4440,null,380971,null,2627,null,52452,null,3709,null,328519,null,4048,null,144284,null,1066,null,60810,null,2728,null,83474,null,2768,null,83177,null,779,null,42514,null,2010,null,40663,null,2043,null,54793,null,647,null,38270,null,1593,null,16523,null,1491,null,950662,null,1597,null,283871,null,2034,null,2423,null,797,null,281448,null,2092,null,361296,null,1765,null,7279,null,1432,null,354017,null,2313,null,148385,null,1075,null,2205,null,762,null,146180,null,1416,null,87712,null,1012,null,2476,null,798,null,85236,null,1342,null,69398,null,798,null,841,null,413,null,68557,null,891,null,0400000US32,Nevada,32
1021327,null,1302,null,496384,null,1661,null,135024,null,1847,null,6379,null,1505,null,128645,null,2352,null,207017,null,1575,null,32016,null,2405,null,175001,null,2734,null,82121,null,757,null,30526,null,2004,null,51595,null,2116,null,41766,null,400,null,22107,null,1628,null,19659,null,1548,null,30456,null,164,null,22839,null,1067,null,7617,null,1070,null,524943,null,1168,null,133288,null,1251,null,801,null,397,null,132487,null,1266,null,210909,null,1415,null,3852,null,1030,null,207057,null,1795,null,83754,null,914,null,912,null,384,null,82842,null,1034,null,46650,null,1024,null,276,null,204,null,46374,null,1052,null,50342,null,897,null,1437,null,490,null,48905,null,1115,null,0400000US33,New Hampshire,33
6623050,null,2397,null,3191745,null,2757,null,929991,null,2550,null,20693,null,2781,null,909298,null,3880,null,1321814,null,2180,null,89806,null,5245,null,1232008,null,5787,null,465586,null,1792,null,115087,null,4190,null,350499,null,4258,null,265400,null,1736,null,103885,null,3572,null,161515,null,4010,null,208954,null,1674,null,132702,null,2835,null,76252,null,2862,null,3431305,null,1797,null,892917,null,2256,null,3176,null,1007,null,889741,null,2273,null,1352527,null,1898,null,9652,null,1532,null,1342875,null,2408,null,510269,null,1588,null,4081,null,972,null,506188,null,1869,null,321565,null,1537,null,737,null,308,null,320828,null,1628,null,354027,null,1436,null,5234,null,1136,null,348793,null,1853,null,0400000US34,New Jersey,34
1473640,null,2354,null,713080,null,2476,null,232339,null,2050,null,10819,null,1908,null,221520,null,2800,null,257732,null,2542,null,39955,null,2964,null,217777,null,3504,null,107633,null,1247,null,43179,null,2540,null,64454,null,2581,null,66295,null,1418,null,30278,null,1785,null,36017,null,1972,null,49081,null,1033,null,34131,null,1820,null,14950,null,1774,null,760560,null,1596,null,227672,null,2063,null,2364,null,873,null,225308,null,2399,null,270461,null,2399,null,5628,null,1225,null,264833,null,2505,null,116056,null,1164,null,2553,null,581,null,113503,null,1228,null,74224,null,1268,null,660,null,308,null,73564,null,1282,null,72147,null,1228,null,2158,null,692,null,69989,null,1407,null,0400000US35,New Mexico,35
15051925,null,3528,null,7179603,null,4557,null,2260620,null,5179,null,52617,null,3759,null,2208003,null,6438,null,2804713,null,3773,null,200866,null,6648,null,2603847,null,8073,null,1045390,null,2236,null,252035,null,6656,null,793355,null,6992,null,597567,null,1588,null,207987,null,4518,null,389580,null,4540,null,471313,null,1309,null,267996,null,4946,null,203317,null,5127,null,7872322,null,3303,null,2254880,null,3022,null,9943,null,1545,null,2244937,null,3362,null,2913768,null,2646,null,23553,null,2585,null,2890215,null,3776,null,1167768,null,1803,null,5423,null,1073,null,1162345,null,2199,null,734534,null,1919,null,3620,null,856,null,730914,null,1996,null,801372,null,1595,null,8582,null,1258,null,792790,null,2065,null,0400000US36,New York,36
6879572,null,5258,null,3272651,null,5716,null,1009108,null,6476,null,43859,null,3954,null,965249,null,7270,null,1293254,null,5984,null,194590,null,6099,null,1098664,null,8164,null,499827,null,2286,null,187964,null,5434,null,311863,null,5361,null,280812,null,1946,null,127854,null,3611,null,152958,null,3694,null,189650,null,1899,null,127072,null,2651,null,62578,null,2828,null,3606921,null,4224,null,1028601,null,5374,null,13279,null,2313,null,1015322,null,5399,null,1358203,null,4385,null,36908,null,3495,null,1321295,null,5475,null,557470,null,2379,null,9423,null,1521,null,548047,null,2861,null,337255,null,2568,null,2091,null,664,null,335164,null,2493,null,325392,null,1982,null,3219,null,806,null,322173,null,2100,null,0400000US37,North Carolina,37
493281,null,1384,null,243262,null,1443,null,84158,null,1426,null,5040,null,1196,null,79118,null,1660,null,82025,null,1129,null,11771,null,1164,null,70254,null,1564,null,36971,null,514,null,13511,null,1170,null,23460,null,1263,null,20491,null,420,null,8783,null,939,null,11708,null,960,null,19617,null,254,null,11287,null,774,null,8330,null,747,null,250019,null,1040,null,76967,null,1147,null,1793,null,731,null,75174,null,1316,null,83822,null,1136,null,1680,null,662,null,82142,null,1150,null,35634,null,476,null,304,null,204,null,35330,null,553,null,22584,null,530,null,108,null,80,null,22476,null,528,null,31012,null,487,null,411,null,209,null,30601,null,452,null,0400000US38,North Dakota,38
