B24011_001E,B24011_001EA,B24011_001M,B24011_001MA,B24011_002E,B24011_002EA,B24011_002M,B24011_002MA,B24011_003E,B24011_003EA,B24011_003M,B24011_003MA,B24011_004E,B24011_004EA,B24011_004M,B24011_004MA,B24011_005E,B24011_005EA,B24011_005M,B24011_005MA,B24011_006E,B24011_006EA,B24011_006M,B24011_006MA,B24011_007E,B24011_007EA,B24011_007M,B24011_007MA,B24011_008E,B24011_008EA,B24011_008M,B24011_008MA,B24011_009E,B24011_009EA,B24011_009M,B24011_009MA,B24011_010E,B24011_010EA,B24011_010M,B24011_010MA,B24011_011E,B24011_011EA,B24011_011M,B24011_011MA,B24011_012E,B24011_012EA,B24011_012M,B24011_012MA,B24011_013E,B24011_013EA,B24011_013M,B24011_013MA,B24011_014E,B24011_014EA,B24011_014M,B24011_014MA,B24011_015E,B24011_015EA,B24011_015M,B24011_015MA,B24011_016E,B24011_016EA,B24011_016M,B24011_016MA,B24011_017E,B24011_017EA,B24011_017M,B24011_017MA,B24011_018E,B24011_018EA,B24011_018M,B24011_018MA,B24011_019E,B24011_019EA,B24011_019M,B24011_019MA,B24011_020E,B24011_020EA,B24011_020M,B24011_020MA,B24011_021E,B24011_021EA,B24011_021M,B24011_021MA,B24011_022E,B24011_022EA,B24011_022M,B24011_022MA,B24011_023E,B24011_023EA,B24011_023M,B24011_023MA,B24011_024E,B24011_024EA,B24011_024M,B24011_024MA,B24011_025E,B24011_025EA,B24011_025M,B24011_025MA,B24011_026E,B24011_026EA,B24011_026M,B24011_026MA,B24011_027E,B24011_027EA,B24011_027M,B24011_027MA,B24011_028E,B24011_028EA,B24011_028M,B24011_028MA,B24011_029E,B24011_029EA,B24011_029M,B24011_029MA,B24011_030E,B24011_030EA,B24011_030M,B24011_030MA,B24011_031E,B24011_031EA,B24011_031M,B24011_031MA,B24011_032E,B24011_032EA,B24011_032M,B24011_032MA,B24011_033E,B24011_033EA,B24011_033M,B24011_033MA,B24011_034E,B24011_034EA,B24011_034M,B24011_034MA,B24011_035E,B24011_035EA,B24011_035M,B24011_035MA,B24011_036E,B24011_036EA,B24011_036M,B24011_036MA,B24011_037E,B24011_037EA,B24011_037M,B24011_037MA,GEO_ID,NAME,state
29558,null,476,null,45860,null,559,null,51508,null,602,null,54416,null,2406,null,45351,null,2237,null,42558,null,869,null,62122,null,4388,null,65580,null,2065,null,46362,null,3941,null,35765,null,1288,null,62022,null,8520,null,39778,null,1465,null,28816,null,3072,null,41239,null,933,null,50961,null,878,null,29484,null,1927,null,15073,null,439,null,17565,null,881,null,31466,null,1420,null,25556,null,2744,null,39205,null,4362,null,10815,null,452,null,15441,null,745,null,13598,null,1375,null,24439,null,574,null,24204,null,1108,null,24540,null,594,null,21772,null,2305,null,31267,null,688,null,27700,null,1441,null,36043,null,1378,null,28149,null,905,null,29260,null,1226,null,27005,null,981,null,46237,null,7109,null,31069,null,948,null,20654,null,1075,null,0400000US01,Alabama,01
35760,null,825,null,50309,null,1668,null,52063,null,3066,null,56603,null,6316,null,43575,null,2824,null,47765,null,2724,null,61270,null,3166,null,81695,null,8032,null,47227,null,9346,null,35893,null,2599,null,80087,null,11196,null,40683,null,5350,null,32751,null,6844,null,52271,null,6099,null,62362,null,9268,null,37345,null,12379,null,18782,null,2593,null,30161,null,4755,null,42452,null,7275,null,37001,null,5674,null,58213,null,4950,null,13382,null,4121,null,16773,null,5434,null,12312,null,2832,null,28539,null,2063,null,22932,null,1472,null,31446,null,1174,null,41326,null,11350,null,46284,null,2610,null,45694,null,1795,null,49057,null,6943,null,32758,null,2472,null,30507,null,5187,null,33597,null,2765,null,56173,null,13191,null,35917,null,4444,null,25516,null,4282,null,0400000US02,Alaska,02
31373,null,228,null,48750,null,1052,null,52585,null,1227,null,59761,null,2306,null,45426,null,1431,null,44918,null,1014,null,62135,null,3803,null,66727,null,2464,null,49640,null,3531,null,36435,null,952,null,66057,null,9050,null,34251,null,1371,null,34685,null,5255,null,53397,null,2948,null,61771,null,1339,null,35743,null,1714,null,18572,null,482,null,23947,null,1193,null,40933,null,975,null,27219,null,3528,null,51773,null,3143,null,13037,null,989,null,18171,null,818,null,16537,null,898,null,27466,null,603,null,27468,null,1402,null,27465,null,582,null,18792,null,2105,null,31541,null,566,null,30392,null,718,null,35206,null,1658,null,27577,null,1252,null,30221,null,1580,null,25857,null,1404,null,50434,null,4843,null,31143,null,1169,null,17237,null,2282,null,0400000US04,Arizona,04
26304,null,447,null,41288,null,553,null,45160,null,1659,null,46243,null,3020,null,43975,null,2241,null,39859,null,986,null,50230,null,3783,null,51225,null,2389,null,47814,null,8356,null,30933,null,1192,null,46779,null,6325,null,36241,null,976,null,26458,null,4090,null,42492,null,2168,null,51583,null,1822,null,30012,null,2636,null,12670,null,537,null,16600,null,996,null,31050,null,1316,null,20971,null,2595,null,33006,null,1653,null,9308,null,925,null,14338,null,1281,null,10991,null,829,null,23512,null,718,null,22653,null,1473,null,23799,null,646,null,18888,null,1987,null,28655,null,1486,null,24904,null,1379,null,34093,null,1970,null,26128,null,772,null,26244,null,947,null,25918,null,1473,null,47574,null,10275,null,31292,null,1200,null,21903,null,1033,null,0400000US05,Arkansas,05
34325,null,260,null,60002,null,531,null,63557,null,1197,null,70977,null,505,null,54837,null,1240,null,55410,null,445,null,77919,null,1370,null,80613,null,1061,null,61270,null,1043,null,40587,null,521,null,80491,null,2856,null,40347,null,563,null,41439,null,670,null,61272,null,460,null,75357,null,1706,null,40047,null,1157,null,18292,null,208,null,23237,null,607,null,51283,null,1153,null,28215,null,1644,null,77977,null,1476,null,14739,null,407,null,18474,null,396,null,15321,null,389,null,30218,null,195,null,29109,null,843,null,30541,null,195,null,16141,null,431,null,35164,null,461,null,32034,null,402,null,39257,null,1420,null,26268,null,309,null,26444,null,415,null,26091,null,453,null,37745,null,3741,null,32048,null,497,null,19712,null,522,null,0400000US06,California,06
33609,null,527,null,51433,null,378,null,56985,null,1090,null,61135,null,903,null,51721,null,1247,null,48260,null,1000,null,70429,null,2230,null,71667,null,2071,null,48660,null,4356,null,35878,null,1468,null,62409,null,5112,null,33722,null,1753,null,34703,null,3897,null,50093,null,1284,null,59141,null,3573,null,35103,null,2642,null,17080,null,574,null,21715,null,998,null,41935,null,1747,null,31031,null,1994,null,53204,null,2486,null,12980,null,967,null,16748,null,1190,null,14982,null,1175,null,29598,null,783,null,31306,null,761,null,28030,null,874,null,21157,null,1832,null,32466,null,1209,null,30303,null,1176,null,38948,null,2440,null,28804,null,1380,null,27964,null,1926,null,29714,null,1641,null,47222,null,4607,null,31703,null,1477,null,21786,null,1261,null,0400000US08,Colorado,08
41012,null,345,null,61511,null,537,null,76024,null,1684,null,82951,null,1707,null,61912,null,1897,null,54157,null,1543,null,71785,null,1626,null,71240,null,3247,null,66708,null,9440,null,40367,null,2400,null,78664,null,8165,null,42691,null,2071,null,41079,null,2767,null,55939,null,1814,null,66360,null,3205,null,41890,null,1952,null,20974,null,738,null,26134,null,1300,null,53145,null,4886,null,35236,null,7999,null,69012,null,4198,null,13296,null,1778,null,22329,null,2249,null,17565,null,1645,null,33748,null,1207,null,36334,null,1446,null,32414,null,782,null,20018,null,11659,null,43230,null,2676,null,41257,null,1066,null,47965,null,2477,null,33583,null,1623,null,36710,null,1225,null,28987,null,2271,null,45593,null,5481,null,32108,null,3028,null,21935,null,2502,null,0400000US09,Connecticut,09
35027,null,889,null,52129,null,1180,null,60323,null,3936,null,66102,null,3013,null,51853,null,2406,null,48398,null,2548,null,65363,null,5944,null,61782,null,9110,null,59386,null,4590,null,32202,null,4198,null,60666,null,17140,null,40134,null,3768,null,41109,null,8605,null,57408,null,6887,null,65065,null,3560,null,38122,null,4929,null,19150,null,1260,null,25428,null,1713,null,41461,null,5495,null,23039,null,9919,null,47260,null,5947,null,11253,null,1032,null,18966,null,2683,null,19194,null,3243,null,28538,null,1244,null,27156,null,2324,null,29126,null,1178,null,25993,null,8560,null,37635,null,2822,null,34930,null,3809,null,45034,null,6290,null,31632,null,1930,null,34696,null,1824,null,28996,null,3647,null,67298,null,10420,null,30905,null,2847,null,23005,null,5186,null,0400000US10,Delaware,10
45271,null,1686,null,65129,null,2550,null,71291,null,1432,null,72335,null,7391,null,65723,null,6556,null,61022,null,1501,null,76951,null,6757,null,62373,null,32519,null,73717,null,10657,null,45906,null,7339,null,100001,"100,000+",0,***,40329,null,9094,null,49349,null,4080,null,63901,null,10446,null,73239,null,14426,null,42009,null,20859,null,22345,null,1278,null,20744,null,9263,null,40351,null,4244,null,36499,null,5560,null,51466,null,20652,null,16894,null,2392,null,20415,null,3142,null,25822,null,5086,null,33898,null,2996,null,41260,null,5134,null,32127,null,1899,null,29089,null,38768,null,36245,null,1215,null,35333,null,3389,null,50283,null,9578,null,24290,null,6382,null,35385,null,4082,null,22357,null,4331,null,21738,null,5103,null,30273,null,1910,null,16037,null,10642,null,0400000US11,District of Columbia,11
30458,null,133,null,46312,null,334,null,51768,null,379,null,56269,null,1010,null,45295,null,973,null,42212,null,243,null,57448,null,2026,null,59087,null,3245,null,42830,null,2829,null,35065,null,1378,null,55408,null,3624,null,37234,null,539,null,31062,null,909,null,49537,null,1278,null,58872,null,2154,null,34658,null,1362,null,18600,null,260,null,22103,null,381,null,35570,null,943,null,26987,null,1846,null,44894,null,2145,null,14736,null,532,null,17453,null,372,null,16663,null,506,null,26460,null,211,null,26652,null,481,null,26373,null,218,null,15083,null,2840,null,30553,null,333,null,27304,null,518,null,35577,null,802,null,26421,null,403,null,28200,null,964,null,25309,null,587,null,42687,null,4108,null,27901,null,1339,null,18875,null,1130,null,0400000US12,Florida,12
