B11004_001E,B11004_001EA,B11004_001M,B11004_001MA,B11004_002E,B11004_002EA,B11004_002M,B11004_002MA,B11004_003E,B11004_003EA,B11004_003M,B11004_003MA,B11004_004E,B11004_004EA,B11004_004M,B11004_004MA,B11004_005E,B11004_005EA,B11004_005M,B11004_005MA,B11004_006E,B11004_006EA,B11004_006M,B11004_006MA,B11004_007E,B11004_007EA,B11004_007M,B11004_007MA,B11004_008E,B11004_008EA,B11004_008M,B11004_008MA,B11004_009E,B11004_009EA,B11004_009M,B11004_009MA,B11004_010E,B11004_010EA,B11004_010M,B11004_010MA,B11004_011E,B11004_011EA,B11004_011M,B11004_011MA,B11004_012E,B11004_012EA,B11004_012M,B11004_012MA,B11004_013E,B11004_013EA,B11004_013M,B11004_013MA,B11004_014E,B11004_014EA,B11004_014M,B11004_014MA,B11004_015E,B11004_015EA,B11004_015M,B11004_015MA,B11004_016E,B11004_016EA,B11004_016M,B11004_016MA,B11004_017E,B11004_017EA,B11004_017M,B11004_017MA,B11004_018E,B11004_018EA,B11004_018M,B11004_018MA,B11004_019E,B11004_019EA,B11004_019M,B11004_019MA,B11004_020E,B11004_020EA,B11004_020M,B11004_020MA,GEO_ID,NAME,state
396253,null,6996,null,318498,null,6118,null,151041,null,4754,null,38574,null,3004,null,37291,null,2690,null,75176,null,3600,null,167457,null,4478,null,77755,null,5020,null,23442,null,2769,null,15667,null,2201,null,4260,null,1106,null,1839,null,628,null,9568,null,1904,null,7775,null,1594,null,54313,null,3430,null,41111,null,3206,null,8711,null,1433,null,8446,null,1573,null,23954,null,2287,null,13202,null,1382,null,0400000US16,Idaho,16
3138757,null,18424,null,2323793,null,17413,null,1099753,null,13548,null,258133,null,8072,null,245947,null,7895,null,595673,null,10441,null,1224040,null,13699,null,814964,null,13417,null,218343,null,8215,null,122106,null,6150,null,32995,null,3230,null,19274,null,2593,null,69837,null,4721,null,96237,null,5094,null,596621,null,10722,null,401023,null,9836,null,83649,null,5092,null,86435,null,4149,null,230939,null,8569,null,195598,null,7075,null,0400000US17,Illinois,17
1648431,null,15271,null,1250483,null,14648,null,550134,null,10449,null,124924,null,5468,null,123614,null,5269,null,301596,null,7593,null,700349,null,10485,null,397948,null,9517,null,106555,null,4985,null,66785,null,4139,null,18857,null,2134,null,9588,null,1866,null,38340,null,3041,null,39770,null,3233,null,291393,null,8713,null,212427,null,7480,null,46855,null,3600,null,42440,null,3558,null,123132,null,5852,null,78966,null,4373,null,0400000US18,Indiana,18
791790,null,7894,null,634984,null,8018,null,263809,null,6185,null,62616,null,3932,null,59295,null,3647,null,141898,null,4411,null,371175,null,5849,null,156806,null,4843,null,48785,null,3059,null,30158,null,2439,null,10394,null,1730,null,4126,null,1033,null,15638,null,1850,null,18627,null,2232,null,108021,null,4061,null,79402,null,3904,null,20059,null,2527,null,13698,null,1708,null,45645,null,2925,null,28619,null,2054,null,0400000US19,Iowa,19
736264,null,8496,null,577155,null,8081,null,254504,null,5857,null,60778,null,3726,null,60516,null,3496,null,133210,null,4672,null,322651,null,5441,null,159109,null,5961,null,43583,null,3443,null,26638,null,2868,null,7537,null,1560,null,4023,null,1082,null,15078,null,1904,null,16945,null,1897,null,115526,null,4880,null,85789,null,4155,null,20867,null,2420,null,16722,null,2445,null,48200,null,2984,null,29737,null,2448,null,0400000US20,Kansas,20
1125630,null,12346,null,848676,null,12580,null,361176,null,8538,null,85928,null,4887,null,78889,null,3675,null,196359,null,6521,null,487500,null,8813,null,276954,null,8942,null,72883,null,4103,null,44175,null,3618,null,13161,null,1890,null,6290,null,1388,null,24724,null,2643,null,28708,null,2323,null,204071,null,7160,null,138479,null,5596,null,30537,null,3104,null,25480,null,2996,null,82462,null,4538,null,65592,null,3711,null,0400000US21,Kentucky,21
1094141,null,10371,null,759125,null,8741,null,333415,null,7870,null,76445,null,4110,null,71301,null,4729,null,185669,null,5616,null,425710,null,7407,null,335016,null,8120,null,74442,null,4937,null,43764,null,4152,null,16287,null,3023,null,7674,null,1778,null,19803,null,2370,null,30678,null,2885,null,260574,null,8026,null,182879,null,7360,null,42884,null,3790,null,40469,null,3837,null,99526,null,5537,null,77695,null,3961,null,0400000US22,Louisiana,22
343822,null,6405,null,271130,null,5504,null,103649,null,4360,null,26136,null,2614,null,18848,null,1889,null,58665,null,2850,null,167481,null,4554,null,72692,null,4248,null,21779,null,2241,null,13881,null,1989,null,4257,null,942,null,1382,null,503,null,8242,null,1694,null,7898,null,1097,null,50913,null,3256,null,36477,null,3043,null,7524,null,1318,null,6364,null,1342,null,22589,null,2480,null,14436,null,1759,null,0400000US23,Maine,23
1395778,null,10754,null,1007120,null,12297,null,469788,null,7804,null,118139,null,6077,null,92091,null,4272,null,259558,null,6143,null,537332,null,8719,null,388658,null,9279,null,93019,null,5166,null,51959,null,3863,null,12995,null,2022,null,6896,null,1601,null,32068,null,3014,null,41060,null,3482,null,295639,null,8514,null,196003,null,6981,null,38247,null,3433,null,35344,null,3523,null,122412,null,5436,null,99636,null,4718,null,0400000US24,Maryland,24
1568641,null,11431,null,1168273,null,12084,null,530359,null,10102,null,134416,null,5568,null,94150,null,4199,null,301793,null,6992,null,637914,null,9488,null,400368,null,10334,null,99085,null,5488,null,51988,null,3389,null,14784,null,2361,null,6799,null,1265,null,30405,null,2580,null,47097,null,3698,null,301283,null,9841,null,197743,null,7557,null,40212,null,4130,null,32822,null,2768,null,124709,null,5969,null,103540,null,5588,null,0400000US25,Massachusetts,25
2525388,null,15908,null,1888417,null,14072,null,823491,null,10488,null,178697,null,5483,null,179945,null,6201,null,464849,null,7140,null,1064926,null,9314,null,636971,null,11366,null,155038,null,5529,null,88112,null,4270,null,20993,null,2272,null,12791,null,1939,null,54328,null,3597,null,66926,null,2894,null,481933,null,10160,null,331610,null,8383,null,67587,null,4660,null,62993,null,4085,null,201030,null,5991,null,150323,null,5600,null,0400000US26,Michigan,26
1342724,null,10410,null,1072999,null,10981,null,482070,null,6916,null,118611,null,4245,null,105780,null,4193,null,257679,null,4949,null,590929,null,8432,null,269725,null,6549,null,80863,null,3945,null,52901,null,3546,null,17545,null,2216,null,7962,null,1659,null,27394,null,2522,null,27962,null,2189,null,188862,null,5294,null,134794,null,4296,null,35873,null,3067,null,23178,null,2071,null,75743,null,3625,null,54068,null,2530,null,0400000US27,Minnesota,27
755248,null,9226,null,509669,null,9511,null,226792,null,7095,null,48226,null,3595,null,50189,null,3889,null,128377,null,5295,null,282877,null,6704,null,245579,null,7452,null,52336,null,4210,null,29400,null,2971,null,7413,null,1845,null,5512,null,1589,null,16475,null,2159,null,22936,null,3022,null,193243,null,5737,null,138006,null,5255,null,25434,null,2747,null,33304,null,3302,null,79268,null,4035,null,55237,null,3253,null,0400000US28,Mississippi,28
1529540,null,12558,null,1160333,null,12634,null,501392,null,9726,null,120917,null,6190,null,107491,null,4625,null,272984,null,6992,null,658941,null,8245,null,369207,null,8769,null,99672,null,4778,null,59872,null,3757,null,17678,null,2161,null,7273,null,1316,null,34921,null,3066,null,39800,null,3335,null,269535,null,7626,null,191728,null,6960,null,43970,null,3442,null,38630,null,3479,null,109128,null,4738,null,77807,null,3819,null,0400000US29,Missouri,29
237574,null,4616,null,192351,null,4879,null,74561,null,3349,null,16051,null,1737,null,16851,null,1925,null,41659,null,2587,null,117790,null,4033,null,45223,null,3215,null,13146,null,1670,null,8580,null,1475,null,2334,null,817,null,1481,null,716,null,4765,null,1083,null,4566,null,1016,null,32077,null,2673,null,23609,null,2387,null,5973,null,1224,null,4810,null,1142,null,12826,null,1478,null,8468,null,1186,null,0400000US30,Montana,30
457459,null,6358,null,365064,null,5839,null,159082,null,4037,null,37713,null,2340,null,39080,null,2694,null,82289,null,3318,null,205982,null,4306,null,92395,null,4740,null,29104,null,2678,null,17647,null,2299,null,4782,null,1181,null,3044,null,860,null,9821,null,1491,null,11457,null,1963,null,63291,null,3557,null,44301,null,2806,null,12889,null,1655,null,8611,null,1420,null,22801,null,2020,null,18990,null,2219,null,0400000US31,Nebraska,31
615019,null,7728,null,449712,null,8476,null,210759,null,6423,null,47805,null,3501,null,52754,null,4713,null,110200,null,4967,null,238953,null,6462,null,165307,null,6787,null,53772,null,4427,null,32809,null,3289,null,9072,null,1893,null,6520,null,1204,null,17217,null,2454,null,20963,null,2920,null,111535,null,4589,null,76703,null,3954,null,14051,null,2124,null,17507,null,2354,null,45145,null,3417,null,34832,null,2720,null,0400000US32,Nevada,32
345324,null,5671,null,276104,null,5508,null,119283,null,4461,null,30604,null,2513,null,19355,null,2001,null,69324,null,3470,null,156821,null,4263,null,69220,null,3383,null,21331,null,2628,null,13177,null,1833,null,2796,null,960,null,1732,null,717,null,8649,null,1441,null,8154,null,1775,null,47889,null,2813,null,31740,null,2320,null,6186,null,1474,null,5618,null,1312,null,19936,null,2022,null,16149,null,1752,null,0400000US33,New Hampshire,33
2168377,null,15461,null,1624835,null,13698,null,786738,null,10001,null,186423,null,6951,null,159623,null,5843,null,440692,null,8539,null,838097,null,10611,null,543542,null,10410,null,144136,null,6994,null,70445,null,4882,null,17577,null,2289,null,10999,null,1752,null,41869,null,3849,null,73691,null,4963,null,399406,null,9023,null,248773,null,6634,null,49392,null,4063,null,43461,null,3329,null,155920,null,5764,null,150633,null,5985,null,0400000US34,New Jersey,34
482159,null,7286,null,340242,null,6570,null,144134,null,5087,null,30000,null,3169,null,34537,null,3114,null,79597,null,3714,null,196108,null,4949,null,141917,null,6010,null,40782,null,3464,null,24486,null,2949,null,6738,null,1448,null,4103,null,1119,null,13645,null,1748,null,16296,null,1826,null,101135,null,5083,null,72240,null,4275,null,16192,null,2105,null,16843,null,2241,null,39205,null,3194,null,28895,null,2499,null,0400000US35,New Mexico,35
4582314,null,18991,null,3213293,null,21291,null,1460656,null,16662,null,344373,null,8745,null,303871,null,8335,null,812412,null,13986,null,1752637,null,16077,null,1369021,null,18308,null,333967,null,9670,null,169799,null,6348,null,46304,null,3618,null,25251,null,2448,null,98244,null,4468,null,164168,null,6630,null,1035054,null,13740,null,656142,null,11271,null,125729,null,5282,null,124475,null,6395,null,405938,null,9351,null,378912,null,9087,null,0400000US36,New York,36
2397731,null,16444,null,1777054,null,16361,null,776240,null,12308,null,193878,null,6833,null,159612,null,7011,null,422750,null,9327,null,1000814,null,12513,null,620677,null,11272,null,154724,null,6720,null,90422,null,5504,null,25082,null,2551,null,15001,null,2126,null,50339,null,4267,null,64302,null,4547,null,465953,null,9185,null,328516,null,8995,null,73594,null,5390,null,61300,null,4412,null,193622,null,7327,null,137437,null,5110,null,0400000US37,North Carolina,37
170921,null,3624,null,140566,null,3581,null,58562,null,2686,null,14805,null,1750,null,13005,null,1349,null,30752,null,1804,null,82004,null,2876,null,30355,null,2179,null,8555,null,1309,null,4827,null,950,null,1816,null,734,null,749,null,437,null,2262,null,559,null,3728,null,867,null,21800,null,1905,null,16259,null,1804,null,4942,null,1266,null,3431,null,943,null,7886,null,1165,null,5541,null,884,null,0400000US38,North Dakota,38
2936172,null,14572,null,2178163,null,15662,null,919646,null,12815,null,209046,null,7153,null,199574,null,6050,null,511026,null,9047,null,1258517,null,11666,null,758009,null,12469,null,189984,null,6475,null,114803,null,5135,null,30332,null,3093,null,15709,null,2499,null,68762,null,3866,null,75181,null,3738,null,568025,null,11625,null,389259,null,9221,null,86869,null,4885,null,75518,null,4491,null,226872,null,6471,null,178766,null,6384,null,0400000US39,Ohio,39
936539,null,8665,null,707507,null,8599,null,310296,null,7415,null,72162,null,4485,null,71435,null,4322,null,166699,null,5813,null,397211,null,6042,null,229032,null,6499,null,63636,null,3629,null,38035,null,3136,null,8762,null,1783,null,7435,null,1482,null,21838,null,2286,null,25601,null,2291,null,165396,null,5404,null,118368,null,4770,null,27609,null,2584,null,24866,null,2623,null,65893,null,3618,null,47028,null,2604,null,0400000US40,Oklahoma,40
939487,null,9653,null,731752,null,10319,null,304764,null,8086,null,75679,null,3997,null,69598,null,4278,null,159487,null,6158,null,426988,null,7764,null,207735,null,6416,null,60498,null,3765,null,38036,null,3336,null,8705,null,1775,null,6157,null,1512,null,23174,null,2354,null,22462,null,2411,null,147237,null,5393,null,101696,null,4740,null,21811,null,2645,null,19939,null,2242,null,59946,null,4288,null,45541,null,3372,null,0400000US41,Oregon,41
3205114,null,13915,null,2400211,null,12010,null,990548,null,10122,null,225335,null,5461,null,197929,null,6044,null,567284,null,9331,null,1409663,null,12087,null,804903,null,12482,null,216422,null,6888,null,118031,null,5475,null,34271,null,2981,null,15607,null,1944,null,68153,null,4711,null,98391,null,5228,null,588481,null,10099,null,385070,null,8066,null,84019,null,4816,null,74676,null,4963,null,226375,null,6612,null,203411,null,6202,null,0400000US42,Pennsylvania,42
247759,null,5390,null,180723,null,5284,null,78279,null,3785,null,19496,null,2509,null,14330,null,1919,null,44453,null,2908,null,102444,null,4002,null,67036,null,3841,null,17763,null,2212,null,9245,null,1650,null,2481,null,1029,null,1101,null,623,null,5663,null,1266,null,8518,null,1416,null,49273,null,3319,null,33656,null,2985,null,5691,null,1379,null,7138,null,1306,null,20827,null,2274,null,15617,null,1536,null,0400000US44,Rhode Island,44
1142172,null,10246,null,822091,null,10948,null,339299,null,8823,null,79197,null,3858,null,72664,null,4586,null,187438,null,6922,null,482792,null,7759,null,320081,null,8147,null,72115,null,4257,null,38409,null,3227,null,11505,null,1908,null,5017,null,1349,null,21887,null,2496,null,33706,null,3002,null,247966,null,7436,null,174286,null,6194,null,39685,null,3476,null,33202,null,3236,null,101399,null,4691,null,73680,null,3905,null,0400000US45,South Carolina,45
206239,null,4077,null,164530,null,3836,null,67932,null,3168,null,16870,null,1987,null,15964,null,1639,null,35098,null,2423,null,96598,null,3198,null,41709,null,2912,null,11301,null,1696,null,7490,null,1438,null,2521,null,815,null,1268,null,554,null,3701,null,1077,null,3811,null,858,null,30408,null,1950,null,23072,null,1814,null,5773,null,1147,null,5494,null,1143,null,11805,null,1498,null,7336,null,1165,null,0400000US46,South Dakota,46
1623272,null,13245,null,1209120,null,13865,null,516096,null,9913,null,126220,null,5437,null,108480,null,4882,null,281396,null,8346,null,693024,null,10281,null,414152,null,9579,null,99563,null,5385,null,59019,null,4609,null,17589,null,2371,null,7462,null,1620,null,33968,null,3258,null,40544,null,3119,null,314589,null,7642,null,214632,null,7575,null,47568,null,3956,null,44053,null,3594,null,123011,null,5574,null,99957,null,4510,null,0400000US47,Tennessee,47
5868201,null,25101,null,4296464,null,25444,null,2203931,null,21663,null,501861,null,11334,null,569919,null,11764,null,1132151,null,16023,null,2092533,null,17546,null,1571737,null,19895,null,412917,null,11176,null,240371,null,8541,null,69430,null,5125,null,44615,null,4253,null,126326,null,6011,null,172546,null,7171,null,1158820,null,17018,null,838006,null,17145,null,176003,null,7383,null,195573,null,7773,null,466430,null,12774,null,320814,null,8481,null,0400000US48,Texas,48
632317,null,7233,null,517016,null,7696,null,282406,null,6628,null,71292,null,3598,null,88777,null,4101,null,122337,null,4676,null,234610,null,4763,null,115301,null,5129,null,36593,null,3523,null,21480,null,2751,null,4474,null,1263,null,4110,null,1215,null,12896,null,2038,null,15113,null,2261,null,78708,null,3796,null,53853,null,3309,null,10471,null,1571,null,11662,null,2233,null,31720,null,2614,null,24855,null,2091,null,0400000US49,Utah,49
160454,null,3355,null,126429,null,3638,null,48671,null,2546,null,12272,null,1372,null,7729,null,1160,null,28670,null,1792,null,77758,null,2734,null,34025,null,2625,null,9947,null,1414,null,6369,null,1196,null,1921,null,671,null,482,null,265,null,3966,null,800,null,3578,null,814,null,24078,null,2212,null,18246,null,1841,null,3274,null,843,null,2896,null,817,null,12076,null,1540,null,5832,null,924,null,0400000US50,Vermont,50
1999409,null,13933,null,1518624,null,13963,null,694316,null,10555,null,174922,null,6672,null,140381,null,5214,null,379013,null,8002,null,824308,null,11785,null,480785,null,9624,null,120065,null,5919,null,66298,null,4962,null,18993,null,2797,null,7911,null,1760,null,39394,null,3162,null,53767,null,4020,null,360720,null,8304,null,243476,null,7450,null,52449,null,3848,null,45735,null,4024,null,145292,null,6237,null,117244,null,4445,null,0400000US51,Virginia,51
1636755,null,14806,null,1270730,null,14073,null,568569,null,9986,null,141495,null,6244,null,123925,null,5180,null,303149,null,5419,null,702161,null,10302,null,366025,null,9232,null,111432,null,6460,null,72445,null,5226,null,19283,null,2586,null,10002,null,1610,null,43160,null,3636,null,38987,null,3344,null,254593,null,7858,null,180804,null,6875,null,37360,null,3323,null,31625,null,3155,null,111819,null,5466,null,73789,null,4208,null,0400000US53,Washington,53
491152,null,6977,null,377539,null,6903,null,143601,null,4950,null,32990,null,2559,null,28649,null,2616,null,81962,null,4353,null,233938,null,5478,null,113613,null,5465,null,32210,null,2714,null,18906,null,2139,null,7087,null,1362,null,2206,null,874,null,9613,null,1628,null,13304,null,1691,null,81403,null,4495,null,51669,null,3782,null,13340,null,1962,null,8938,null,1724,null,29391,null,2939,null,29734,null,2643,null,0400000US54,West Virginia,54
1467796,null,10918,null,1150134,null,10090,null,486698,null,6955,null,117597,null,4742,null,102686,null,3873,null,266415,null,5864,null,663436,null,8114,null,317662,null,7433,null,91512,null,4415,null,54690,null,3262,null,15698,null,2013,null,6023,null,1289,null,32969,null,2479,null,36822,null,2812,null,226150,null,5853,null,161491,null,5191,null,39535,null,2817,null,32339,null,3148,null,89617,null,3822,null,64659,null,3312,null,0400000US55,Wisconsin,55
135678,null,3475,null,109390,null,3767,null,45947,null,2866,null,11403,null,1753,null,12044,null,1708,null,22500,null,1769,null,63443,null,2966,null,26288,null,2381,null,8480,null,1340,null,6378,null,1202,null,1484,null,663,null,836,null,458,null,4058,null,1011,null,2102,null,674,null,17808,null,2211,null,13436,null,1944,null,3618,null,1040,null,2568,null,1061,null,7250,null,1233,null,4372,null,981,null,0400000US56,Wyoming,56
878424,null,9462,null,512928,null,7243,null,220042,null,5902,null,44022,null,3123,null,40246,null,2837,null,135774,null,4939,null,292886,null,6237,null,365496,null,7236,null,70751,null,3885,null,33082,null,2800,null,9244,null,1457,null,7164,null,1300,null,16674,null,1891,null,37669,null,2677,null,294745,null,6452,null,181279,null,5965,null,28311,null,2483,null,40687,null,2930,null,112281,null,4933,null,113466,null,4130,null,0400000US72,Puerto Rico,72
