B19326_001E,B19326_001EA,B19326_001M,B19326_001MA,B19326_002E,B19326_002EA,B19326_002M,B19326_002MA,B19326_003E,B19326_003EA,B19326_003M,B19326_003MA,B19326_004E,B19326_004EA,B19326_004M,B19326_004MA,B19326_005E,B19326_005EA,B19326_005M,B19326_005MA,B19326_006E,B19326_006EA,B19326_006M,B19326_006MA,B19326_007E,B19326_007EA,B19326_007M,B19326_007MA,GEO_ID,NAME,state
22199,null,223,null,29890,null,546,null,42296,null,410,null,13852,null,337,null,16994,null,228,null,31568,null,377,null,10256,null,140,null,0400000US01,Alabama,01
30271,null,745,null,37894,null,1491,null,54933,null,2226,null,18302,null,1656,null,23409,null,1155,null,40945,null,1428,null,11989,null,574,null,0400000US02,Alaska,02
26168,null,281,null,31655,null,301,null,42373,null,533,null,17269,null,387,null,20830,null,261,null,35506,null,398,null,11710,null,150,null,0400000US04,Arizona,04
20664,null,264,null,26209,null,522,null,38102,null,1042,null,13379,null,376,null,16051,null,330,null,28830,null,740,null,9887,null,166,null,0400000US05,Arkansas,05
27214,null,129,null,33203,null,268,null,49418,null,401,null,16068,null,173,null,21680,null,129,null,41283,null,186,null,11923,null,56,null,0400000US06,California,06
29456,null,439,null,35927,null,401,null,49188,null,845,null,16788,null,306,null,22736,null,511,null,37488,null,533,null,11880,null,176,null,0400000US08,Colorado,08
32613,null,539,null,42112,null,460,null,60702,null,449,null,18334,null,569,null,25780,null,403,null,46122,null,634,null,13461,null,314,null,0400000US09,Connecticut,09
29062,null,768,null,35671,null,737,null,48965,null,1939,null,18915,null,1076,null,23320,null,990,null,37972,null,1546,null,11895,null,421,null,0400000US10,Delaware,10
35087,null,972,null,38871,null,2824,null,60268,null,2543,null,12157,null,878,null,31858,null,955,null,51224,null,1189,null,11938,null,611,null,0400000US11,District of Columbia,11
25001,null,148,null,30592,null,162,null,41531,null,203,null,17181,null,204,null,20504,null,142,null,33954,null,392,null,11701,null,88,null,0400000US12,Florida,12
26108,null,225,null,31726,null,259,null,43965,null,646,null,13875,null,332,null,20764,null,216,null,35616,null,294,null,10616,null,137,null,0400000US13,Georgia,13
30086,null,538,null,35953,null,809,null,46520,null,926,null,18669,null,1119,null,23732,null,674,null,37562,null,1144,null,12270,null,343,null,0400000US15,Hawaii,15
23228,null,430,null,31348,null,412,null,42787,null,1098,null,16504,null,648,null,16144,null,466,null,30707,null,485,null,10032,null,278,null,0400000US16,Idaho,16
27713,null,246,null,35666,null,236,null,50791,null,236,null,16243,null,222,null,21478,null,198,null,38055,null,455,null,11504,null,106,null,0400000US17,Illinois,17
