B05010_001E,B05010_001EA,B05010_001M,B05010_001MA,B05010_002E,B05010_002EA,B05010_002M,B05010_002MA,B05010_003E,B05010_003EA,B05010_003M,B05010_003MA,B05010_004E,B05010_004EA,B05010_004M,B05010_004MA,B05010_005E,B05010_005EA,B05010_005M,B05010_005MA,B05010_006E,B05010_006EA,B05010_006M,B05010_006MA,B05010_007E,B05010_007EA,B05010_007M,B05010_007MA,B05010_008E,B05010_008EA,B05010_008M,B05010_008MA,B05010_009E,B05010_009EA,B05010_009M,B05010_009MA,B05010_010E,B05010_010EA,B05010_010M,B05010_010MA,B05010_011E,B05010_011EA,B05010_011M,B05010_011MA,B05010_012E,B05010_012EA,B05010_012M,B05010_012MA,B05010_013E,B05010_013EA,B05010_013M,B05010_013MA,B05010_014E,B05010_014EA,B05010_014M,B05010_014MA,B05010_015E,B05010_015EA,B05010_015M,B05010_015MA,B05010_016E,B05010_016EA,B05010_016M,B05010_016MA,B05010_017E,B05010_017EA,B05010_017M,B05010_017MA,B05010_018E,B05010_018EA,B05010_018M,B05010_018MA,B05010_019E,B05010_019EA,B05010_019M,B05010_019MA,B05010_020E,B05010_020EA,B05010_020M,B05010_020MA,B05010_021E,B05010_021EA,B05010_021M,B05010_021MA,B05010_022E,B05010_022EA,B05010_022M,B05010_022MA,B05010_023E,B05010_023EA,B05010_023M,B05010_023MA,B05010_024E,B05010_024EA,B05010_024M,B05010_024MA,B05010_025E,B05010_025EA,B05010_025M,B05010_025MA,GEO_ID,NAME,state
1046466,null,5430,null,218888,null,11601,null,54625,null,6030,null,42963,null,5173,null,9972,null,3094,null,1690,null,1085,null,164263,null,10477,null,159068,null,9886,null,5195,null,1763,null,231944,null,11285,null,125336,null,8117,null,111387,null,7958,null,9582,null,2728,null,4367,null,1643,null,106608,null,8461,null,103439,null,8399,null,3169,null,1447,null,595634,null,11262,null,490007,null,11475,null,463553,null,10676,null,11519,null,2097,null,14935,null,2991,null,105627,null,6807,null,103156,null,6704,null,2471,null,1153,null,0400000US01,Alabama,01
169141,null,2066,null,17594,null,2764,null,5348,null,1412,null,4727,null,1303,null,621,null,698,null,0,null,240,null,12246,null,2539,null,11937,null,2537,null,309,null,297,null,31685,null,3655,null,17022,null,2772,null,14566,null,2579,null,1311,null,889,null,1145,null,834,null,14663,null,2983,null,13094,null,2895,null,1569,null,986,null,119862,null,4536,null,93074,null,4581,null,82348,null,4314,null,3692,null,1512,null,7034,null,1650,null,26788,null,2959,null,24832,null,2842,null,1956,null,959,null,0400000US02,Alaska,02
1606915,null,7658,null,322550,null,15189,null,113474,null,11409,null,37785,null,6201,null,66373,null,9089,null,9316,null,3393,null,209076,null,13070,null,136317,null,10170,null,72759,null,9365,null,386770,null,16465,null,234797,null,14688,null,109600,null,9522,null,97655,null,10147,null,27542,null,5158,null,151973,null,10357,null,116819,null,9190,null,35154,null,4702,null,897595,null,16408,null,702700,null,14517,null,543563,null,12976,null,82228,null,6669,null,76909,null,6380,null,194895,null,10912,null,167389,null,9214,null,27506,null,4467,null,0400000US04,Arizona,04
653695,null,4644,null,156896,null,9304,null,46063,null,5549,null,33630,null,4344,null,9550,null,2851,null,2883,null,1652,null,110833,null,8396,null,103334,null,7959,null,7499,null,2656,null,179865,null,9177,null,104288,null,7924,null,87863,null,7232,null,11209,null,2852,null,5216,null,1732,null,75577,null,5108,null,69915,null,4742,null,5662,null,1948,null,316934,null,9143,null,265893,null,8625,null,248844,null,7938,null,8048,null,2028,null,9001,null,2277,null,51041,null,4897,null,46719,null,4555,null,4322,null,1762,null,0400000US05,Arkansas,05
8849842,null,13754,null,1588563,null,35973,null,664788,null,22872,null,123292,null,10131,null,469815,null,18733,null,71681,null,8638,null,923775,null,29929,null,488297,null,22553,null,435478,null,20184,null,1991650,null,35661,null,1200795,null,27499,null,292668,null,17277,null,754249,null,25775,null,153878,null,11933,null,790855,null,26271,null,451232,null,19919,null,339623,null,14484,null,5269629,null,39564,null,4177045,null,38120,null,2300617,null,31210,null,1225293,null,23815,null,651135,null,20342,null,1092584,null,25653,null,800503,null,21491,null,292081,null,12745,null,0400000US06,California,06
1150539,null,5702,null,166991,null,11669,null,74031,null,8917,null,27218,null,4636,null,37279,null,6805,null,9534,null,3371,null,92960,null,9319,null,66891,null,6995,null,26069,null,5543,null,223760,null,11352,null,135168,null,10113,null,78205,null,6237,null,42708,null,6277,null,14255,null,3222,null,88592,null,6766,null,73063,null,6214,null,15529,null,3480,null,759788,null,12813,null,631035,null,13315,null,535252,null,13406,null,45881,null,4420,null,49902,null,5740,null,128753,null,7278,null,118129,null,6837,null,10624,null,2490,null,0400000US08,Colorado,08
777009,null,3502,null,90318,null,7810,null,17509,null,3553,null,9151,null,2216,null,6860,null,2363,null,1498,null,1065,null,72809,null,6694,null,60622,null,6347,null,12187,null,3058,null,99925,null,7321,null,47411,null,5383,null,28010,null,4210,null,13908,null,2393,null,5493,null,2100,null,52514,null,5505,null,42787,null,5207,null,9727,null,2225,null,586766,null,10732,null,482430,null,11374,null,376338,null,11190,null,57526,null,5800,null,48566,null,5098,null,104336,null,7623,null,93587,null,7199,null,10749,null,2262,null,0400000US09,Connecticut,09
195255,null,1979,null,24977,null,3768,null,6654,null,2290,null,2535,null,1398,null,3516,null,1866,null,603,null,749,null,18323,null,3439,null,16020,null,3170,null,2303,null,1492,null,37952,null,5392,null,20088,null,4085,null,14995,null,3619,null,4181,null,1564,null,912,null,648,null,17864,null,3335,null,15778,null,3097,null,2086,null,1235,null,132326,null,5241,null,101400,null,4826,null,84988,null,4367,null,7346,null,1406,null,9066,null,2937,null,30926,null,3584,null,27551,null,3729,null,3375,null,1598,null,0400000US10,Delaware,10
102808,null,2319,null,25706,null,4136,null,1743,null,1158,null,438,null,503,null,1031,null,794,null,274,null,449,null,23963,null,4145,null,22898,null,3866,null,1065,null,1138,null,20968,null,3801,null,6147,null,1846,null,2394,null,1238,null,3381,null,1305,null,372,null,572,null,14821,null,3499,null,13717,null,3346,null,1104,null,704,null,56134,null,3810,null,36093,null,3152,null,23036,null,2786,null,5828,null,2014,null,7229,null,2435,null,20041,null,2839,null,17777,null,2912,null,2264,null,912,null,0400000US11,District of Columbia,11
3765030,null,12270,null,668502,null,18505,null,207544,null,13247,null,97384,null,8581,null,84621,null,7993,null,25539,null,5196,null,460958,null,18062,null,352401,null,16618,null,108557,null,7802,null,864827,null,20667,null,451380,null,16371,null,239573,null,12277,null,154726,null,10152,null,57081,null,8211,null,413447,null,16941,null,314078,null,15777,null,99369,null,8186,null,2231701,null,25019,null,1738606,null,25824,null,1223547,null,22306,null,298080,null,12388,null,216979,null,10579,null,493095,null,14376,null,399527,null,14385,null,93568,null,7454,null,0400000US12,Florida,12
