B22010_001E,B22010_001EA,B22010_001M,B22010_001MA,B22010_002E,B22010_002EA,B22010_002M,B22010_002MA,B22010_003E,B22010_003EA,B22010_003M,B22010_003MA,B22010_004E,B22010_004EA,B22010_004M,B22010_004MA,B22010_005E,B22010_005EA,B22010_005M,B22010_005MA,B22010_006E,B22010_006EA,B22010_006M,B22010_006MA,B22010_007E,B22010_007EA,B22010_007M,B22010_007MA,GEO_ID,NAME,state
1815865,null,10024,null,186429,null,6759,null,91989,null,4959,null,94440,null,5209,null,1629436,null,10705,null,474397,null,7846,null,1155039,null,12475,null,0400000US01,Alabama,01
237607,null,2898,null,18421,null,1766,null,8471,null,1358,null,9950,null,1214,null,219186,null,3181,null,53456,null,3283,null,165730,null,4052,null,0400000US02,Alaska,02
2273842,null,11467,null,187331,null,7751,null,76959,null,4912,null,110372,null,5798,null,2086511,null,12397,null,482515,null,8727,null,1603996,null,12874,null,0400000US04,Arizona,04
1114041,null,8021,null,140207,null,5439,null,72973,null,4083,null,67234,null,3970,null,973834,null,8625,null,292997,null,6889,null,680837,null,9193,null,0400000US05,Arkansas,05
12176760,null,21139,null,623373,null,13486,null,229897,null,8244,null,393476,null,11005,null,11553387,null,24478,null,2466371,null,23565,null,9087016,null,29099,null,0400000US06,California,06
1897835,null,9244,null,96048,null,5194,null,43587,null,3595,null,52461,null,4348,null,1801787,null,9768,null,319594,null,7335,null,1482193,null,10459,null,0400000US08,Colorado,08
1329305,null,5895,null,87443,null,4217,null,43779,null,2947,null,43664,null,3758,null,1241862,null,6246,null,247063,null,6653,null,994799,null,8382,null,0400000US09,Connecticut,09
328654,null,3672,null,24064,null,2241,null,11803,null,1782,null,12261,null,1700,null,304590,null,4200,null,75190,null,3262,null,229400,null,4283,null,0400000US10,Delaware,10
249996,null,3353,null,26958,null,2242,null,11200,null,1613,null,15758,null,1812,null,223038,null,4090,null,36570,null,2948,null,186468,null,4412,null,0400000US11,District of Columbia,11
7057285,null,24241,null,507031,null,12686,null,245710,null,9556,null,261321,null,8653,null,6550254,null,25994,null,1502550,null,20512,null,5047704,null,24610,null,0400000US12,Florida,12
3469845,null,17452,null,320926,null,8811,null,145201,null,5987,null,175725,null,7312,null,3148919,null,18650,null,680986,null,10880,null,2467933,null,18197,null,0400000US13,Georgia,13
437105,null,4492,null,31359,null,2619,null,17095,null,2007,null,14264,null,1848,null,405746,null,5223,null,82288,null,3524,null,323458,null,5334,null,0400000US15,Hawaii,15
566004,null,4603,null,43209,null,3669,null,17813,null,2183,null,25396,null,3208,null,522795,null,5174,null,122249,null,3849,null,400546,null,5822,null,0400000US16,Idaho,16
4766252,null,13014,null,414320,null,9545,null,175187,null,7118,null,239133,null,7898,null,4351932,null,15037,null,839392,null,11883,null,3512540,null,17430,null,0400000US17,Illinois,17
2480570,null,10473,null,227061,null,7822,null,112425,null,5014,null,114636,null,5749,null,2253509,null,13152,null,510609,null,8066,null,1742900,null,14185,null,0400000US18,Indiana,18
1215351,null,6468,null,108318,null,4782,null,49675,null,3370,null,58643,null,3419,null,1107033,null,7363,null,230373,null,4819,null,876660,null,7234,null,0400000US19,Iowa,19
1110829,null,6612,null,77397,null,3944,null,39275,null,3129,null,38122,null,3384,null,1033432,null,7633,null,232587,null,5902,null,800845,null,8262,null,0400000US20,Kansas,20
1686277,null,9662,null,230255,null,7580,null,126974,null,5395,null,103281,null,4697,null,1456022,null,11484,null,407650,null,7481,null,1048372,null,12013,null,0400000US21,Kentucky,21
1625153,null,9520,null,263094,null,7402,null,123223,null,5890,null,139871,null,5625,null,1362059,null,9626,null,354446,null,7965,null,1007613,null,9683,null,0400000US22,Louisiana,22
542363,null,5056,null,74863,null,4066,null,43248,null,3278,null,31615,null,2682,null,467500,null,6548,null,118496,null,4153,null,349004,null,6265,null,0400000US23,Maine,23
2092692,null,7904,null,115167,null,5907,null,50506,null,3334,null,64661,null,4555,null,1977525,null,9950,null,382094,null,8298,null,1595431,null,12180,null,0400000US24,Maryland,24
2467323,null,8171,null,190354,null,6254,null,99273,null,4577,null,91081,null,4799,null,2276969,null,9923,null,463363,null,9162,null,1813606,null,12230,null,0400000US25,Massachusetts,25
3810801,null,12762,null,465600,null,8488,null,223830,null,6735,null,241770,null,6749,null,3345201,null,13466,null,757803,null,11049,null,2587398,null,13256,null,0400000US26,Michigan,26
2089449,null,7329,null,116066,null,4683,null,53340,null,3082,null,62726,null,4105,null,1973383,null,7910,null,353871,null,7115,null,1619512,null,9600,null,0400000US27,Minnesota,27
1094208,null,7307,null,143847,null,5337,null,75933,null,4232,null,67914,null,4205,null,950361,null,8604,null,293087,null,6564,null,657274,null,9696,null,0400000US28,Mississippi,28
2330040,null,9044,null,259041,null,7346,null,132321,null,5623,null,126720,null,5667,null,2070999,null,9807,null,492475,null,9381,null,1578524,null,11931,null,0400000US29,Missouri,29
375598,null,3682,null,30821,null,2538,null,14170,null,1930,null,16651,null,1678,null,344777,null,3944,null,83296,null,2658,null,261481,null,3841,null,0400000US30,Montana,30
704143,null,4204,null,47250,null,3175,null,21853,null,1959,null,25397,null,2771,null,656893,null,4834,null,134005,null,4354,null,522888,null,5795,null,0400000US31,Nebraska,31
952856,null,7182,null,50005,null,3898,null,21399,null,2872,null,28606,null,2844,null,902851,null,7786,null,177543,null,5666,null,725308,null,8508,null,0400000US32,Nevada,32
505286,null,4732,null,26480,null,2839,null,14349,null,1884,null,12131,null,1836,null,478806,null,4823,null,98818,null,4948,null,379988,null,6096,null,0400000US33,New Hampshire,33
3154012,null,10110,null,149269,null,5642,null,65953,null,3460,null,83316,null,4919,null,3004743,null,12059,null,597291,null,10989,null,2407452,null,14882,null,0400000US34,New Jersey,34
