B20017F_001E,B20017F_001EA,B20017F_001M,B20017F_001MA,B20017F_002E,B20017F_002EA,B20017F_002M,B20017F_002MA,B20017F_003E,B20017F_003EA,B20017F_003M,B20017F_003MA,B20017F_004E,B20017F_004EA,B20017F_004M,B20017F_004MA,B20017F_005E,B20017F_005EA,B20017F_005M,B20017F_005MA,B20017F_006E,B20017F_006EA,B20017F_006M,B20017F_006MA,B20017F_007E,B20017F_007EA,B20017F_007M,B20017F_007MA,GEO_ID,NAME,state
19857,null,1802,null,21277,null,657,null,22295,null,2199,null,15034,null,3614,null,11913,null,1405,null,19364,null,3862,null,6659,null,2396,null,0400000US47,Tennessee,47
20691,null,287,null,23350,null,557,null,27895,null,744,null,10960,null,434,null,15626,null,413,null,22015,null,471,null,7276,null,263,null,0400000US48,Texas,48
21985,null,1484,null,27052,null,5629,null,32088,null,3073,null,15228,null,6358,null,15391,null,3103,null,24916,null,3345,null,8226,null,2168,null,0400000US49,Utah,49
27649,null,11880,null,27480,null,4730,null,35865,null,9144,null,10315,null,3675,null,32734,null,64873,null,42044,null,73968,null,2499,"2,500-",0,***,0400000US50,Vermont,50
24807,null,1334,null,26995,null,2012,null,35238,null,2237,null,17982,null,1930,null,19568,null,2760,null,30105,null,6200,null,8866,null,1163,null,0400000US51,Virginia,51
20299,null,927,null,22578,null,1272,null,28801,null,1807,null,13872,null,2254,null,14609,null,1115,null,24212,null,1222,null,8764,null,1545,null,0400000US53,Washington,53
19167,null,16484,null,21534,null,27866,null,41875,null,24697,null,2644,null,1065,null,13589,null,5578,null,32539,null,18041,null,12809,null,8753,null,0400000US54,West Virginia,54
19599,null,1973,null,24054,null,2743,null,32565,null,3143,null,8504,null,2053,null,16265,null,909,null,26134,null,1997,null,7167,null,1967,null,0400000US55,Wisconsin,55
23103,null,14219,null,37883,null,3633,null,40109,null,8788,null,30538,null,26681,null,20404,null,2970,null,21681,null,5869,null,9954,null,5121,null,0400000US56,Wyoming,56
13649,null,609,null,13226,null,747,null,17800,null,1314,null,6165,null,664,null,14433,null,1044,null,19253,null,1112,null,5912,null,616,null,0400000US72,Puerto Rico,72
