B12001_001E,B12001_001EA,B12001_001M,B12001_001MA,B12001_002E,B12001_002EA,B12001_002M,B12001_002MA,B12001_003E,B12001_003EA,B12001_003M,B12001_003MA,B12001_004E,B12001_004EA,B12001_004M,B12001_004MA,B12001_005E,B12001_005EA,B12001_005M,B12001_005MA,B12001_006E,B12001_006EA,B12001_006M,B12001_006MA,B12001_007E,B12001_007EA,B12001_007M,B12001_007MA,B12001_008E,B12001_008EA,B12001_008M,B12001_008MA,B12001_009E,B12001_009EA,B12001_009M,B12001_009MA,B12001_010E,B12001_010EA,B12001_010M,B12001_010MA,B12001_011E,B12001_011EA,B12001_011M,B12001_011MA,B12001_012E,B12001_012EA,B12001_012M,B12001_012MA,B12001_013E,B12001_013EA,B12001_013M,B12001_013MA,B12001_014E,B12001_014EA,B12001_014M,B12001_014MA,B12001_015E,B12001_015EA,B12001_015M,B12001_015MA,B12001_016E,B12001_016EA,B12001_016M,B12001_016MA,B12001_017E,B12001_017EA,B12001_017M,B12001_017MA,B12001_018E,B12001_018EA,B12001_018M,B12001_018MA,B12001_019E,B12001_019EA,B12001_019M,B12001_019MA,GEO_ID,NAME,state
3735070,null,2776,null,1784934,null,3194,null,549111,null,9407,null,984896,null,12128,null,906404,null,12350,null,78492,null,5277,null,35363,null,3315,null,43129,null,4472,null,51151,null,3152,null,199776,null,7628,null,1950136,null,2827,null,479004,null,7630,null,988632,null,11364,null,894424,null,11968,null,94208,null,5299,null,56929,null,4112,null,37279,null,3265,null,233022,null,4535,null,249478,null,8273,null,0400000US01,Alabama,01
537334,null,1673,null,280866,null,1780,null,107830,null,4014,null,136977,null,4132,null,120340,null,4090,null,16637,null,2005,null,5872,null,1286,null,10765,null,1775,null,4192,null,828,null,31867,null,2985,null,256468,null,1173,null,77322,null,3051,null,129680,null,4042,null,117685,null,4271,null,11995,null,1759,null,6508,null,1475,null,5487,null,1112,null,14717,null,1524,null,34749,null,2921,null,0400000US02,Alaska,02
5065307,null,1822,null,2522771,null,2326,null,894151,null,13305,null,1294950,null,14006,null,1155316,null,13739,null,139634,null,7685,null,39551,null,3692,null,100083,null,6511,null,65647,null,4197,null,268023,null,9056,null,2542536,null,1883,null,700594,null,11130,null,1255447,null,14111,null,1127220,null,14409,null,128227,null,6421,null,54659,null,4264,null,73568,null,5657,null,230808,null,6404,null,355687,null,9243,null,0400000US04,Arizona,04
2273362,null,2617,null,1098677,null,3077,null,318556,null,6906,null,621002,null,8920,null,573064,null,10413,null,47938,null,4395,null,21546,null,2481,null,26392,null,3252,null,32417,null,2862,null,126702,null,5613,null,1174685,null,3009,null,269686,null,6582,null,612944,null,8870,null,554980,null,9916,null,57964,null,4092,null,32403,null,2464,null,25561,null,3140,null,134372,null,4791,null,157683,null,5426,null,0400000US05,Arkansas,05
29026913,null,3327,null,14424723,null,4146,null,5613051,null,25280,null,7342891,null,28271,null,6386227,null,29922,null,956664,null,23151,null,275301,null,12555,null,681363,null,17108,null,315742,null,9243,null,1153039,null,16492,null,14602190,null,3275,null,4584495,null,22330,null,7106177,null,29472,null,6151106,null,28844,null,955071,null,16905,null,403521,null,10209,null,551550,null,14019,null,1247585,null,15856,null,1663933,null,19028,null,0400000US06,California,06
3932272,null,2038,null,1973373,null,3034,null,658812,null,11544,null,1062745,null,11332,null,973766,null,12029,null,88979,null,5036,null,29767,null,3465,null,59212,null,4426,null,41031,null,3151,null,210785,null,6513,null,1958899,null,3413,null,509682,null,9987,null,1044025,null,11335,null,960547,null,11745,null,83478,null,5359,null,37363,null,3674,null,46115,null,4203,null,146704,null,5014,null,258488,null,8840,null,0400000US08,Colorado,08
2839699,null,1329,null,1370107,null,1825,null,476327,null,8018,null,741030,null,9093,null,691472,null,8786,null,49558,null,4167,null,14510,null,2237,null,35048,null,3458,null,36525,null,2599,null,116225,null,4487,null,1469592,null,1562,null,426880,null,6899,null,729792,null,9167,null,673598,null,9223,null,56194,null,3841,null,26564,null,2837,null,29630,null,2893,null,145151,null,4555,null,167769,null,6107,null,0400000US09,Connecticut,09
702906,null,499,null,336121,null,897,null,116464,null,3661,null,179037,null,4181,null,165582,null,4403,null,13455,null,1858,null,5674,null,1389,null,7781,null,1498,null,9615,null,1474,null,31005,null,2543,null,366785,null,776,null,107948,null,3765,null,178161,null,5153,null,166005,null,5156,null,12156,null,1545,null,6607,null,1343,null,5549,null,1273,null,34781,null,2427,null,45895,null,3359,null,0400000US10,Delaware,10
499036,null,287,null,232164,null,574,null,133386,null,3533,null,72747,null,3469,null,57236,null,3515,null,15511,null,2470,null,6964,null,1427,null,8547,null,1965,null,4490,null,938,null,21541,null,2234,null,266872,null,585,null,144713,null,3737,null,68984,null,3508,null,54722,null,3224,null,14262,null,1841,null,8214,null,1328,null,6048,null,1444,null,24764,null,1689,null,28411,null,2569,null,0400000US11,District of Columbia,11
15023092,null,5532,null,7305655,null,7959,null,2391849,null,21763,null,3891476,null,25119,null,3490873,null,26002,null,400603,null,14332,null,145262,null,8106,null,255341,null,12529,null,231430,null,8084,null,790900,null,17091,null,7717437,null,5192,null,1910856,null,14144,null,3846250,null,22222,null,3414938,null,26636,null,431312,null,13606,null,208457,null,9552,null,222855,null,8447,null,884955,null,13573,null,1075376,null,17595,null,0400000US12,Florida,12
7561173,null,4493,null,3673622,null,5424,null,1278977,null,15882,null,1950253,null,17620,null,1744208,null,19763,null,206045,null,9279,null,76327,null,5564,null,129718,null,7686,null,81648,null,4708,null,362744,null,11006,null,3887551,null,4810,null,1129884,null,14418,null,1918151,null,19198,null,1709241,null,18516,null,208910,null,9517,null,108552,null,6161,null,100358,null,6717,null,351212,null,6753,null,488304,null,12822,null,0400000US13,Georgia,13
1052486,null,1649,null,526221,null,1102,null,198183,null,5154,null,272643,null,5576,null,244562,null,5695,null,28081,null,2907,null,5238,null,1055,null,22843,null,2573,null,12544,null,1765,null,42851,null,3273,null,526265,null,1772,null,145229,null,4765,null,273484,null,5796,null,242855,null,5933,null,30629,null,2570,null,7875,null,1399,null,22754,null,2160,null,54812,null,3039,null,52740,null,3891,null,0400000US15,Hawaii,15
1179440,null,1637,null,588872,null,1858,null,165942,null,5044,null,348536,null,6428,null,329268,null,6999,null,19268,null,2056,null,5908,null,1255,null,13360,null,1776,null,13332,null,1631,null,61062,null,3944,null,590568,null,1806,null,128245,null,5048,null,339385,null,6349,null,318647,null,6628,null,20738,null,2451,null,9193,null,1671,null,11545,null,2013,null,45559,null,2432,null,77379,null,3874,null,0400000US16,Idaho,16
10269170,null,2777,null,5009569,null,3726,null,1844143,null,16602,null,2621954,null,18446,null,2407005,null,18699,null,214949,null,9233,null,66379,null,4764,null,148570,null,7904,null,126029,null,4449,null,417443,null,8641,null,5259601,null,3650,null,1621960,null,13703,null,2562280,null,18021,null,2335103,null,19067,null,227177,null,8158,null,107047,null,5585,null,120130,null,6003,null,513918,null,8382,null,561443,null,12193,null,0400000US17,Illinois,17
5065862,null,3014,null,2466787,null,3043,null,767469,null,11421,null,1354504,null,14239,null,1278478,null,14738,null,76026,null,4866,null,28655,null,3004,null,47371,null,3824,null,61863,null,3207,null,282951,null,8765,null,2599075,null,2681,null,658907,null,8751,null,1343309,null,14179,null,1253853,null,15226,null,89456,null,5009,null,45462,null,3608,null,43994,null,3518,null,257620,null,6747,null,339239,null,9348,null,0400000US18,Indiana,18
2418896,null,2129,null,1182697,null,2367,null,368380,null,6886,null,672183,null,7865,null,640342,null,8184,null,31841,null,2307,null,10272,null,1505,null,21569,null,2012,null,29040,null,1841,null,113094,null,4765,null,1236199,null,2218,null,300580,null,5443,null,672957,null,7737,null,638861,null,8515,null,34096,null,2882,null,16862,null,2140,null,17234,null,1713,null,128467,null,3974,null,134195,null,5129,null,0400000US19,Iowa,19
2218840,null,2056,null,1091161,null,2556,null,332546,null,5971,null,622949,null,6634,null,588017,null,7531,null,34932,null,3061,null,12704,null,1771,null,22228,null,2375,null,26283,null,2034,null,109383,null,4643,null,1127679,null,2408,null,266482,null,6450,null,611424,null,8204,null,576449,null,8532,null,34975,null,2804,null,16289,null,1914,null,18686,null,2341,null,111056,null,3876,null,138717,null,4778,null,0400000US20,Kansas,20
