B18101_001E,B18101_001EA,B18101_001M,B18101_001MA,B18101_002E,B18101_002EA,B18101_002M,B18101_002MA,B18101_003E,B18101_003EA,B18101_003M,B18101_003MA,B18101_004E,B18101_004EA,B18101_004M,B18101_004MA,B18101_005E,B18101_005EA,B18101_005M,B18101_005MA,B18101_006E,B18101_006EA,B18101_006M,B18101_006MA,B18101_007E,B18101_007EA,B18101_007M,B18101_007MA,B18101_008E,B18101_008EA,B18101_008M,B18101_008MA,B18101_009E,B18101_009EA,B18101_009M,B18101_009MA,B18101_010E,B18101_010EA,B18101_010M,B18101_010MA,B18101_011E,B18101_011EA,B18101_011M,B18101_011MA,B18101_012E,B18101_012EA,B18101_012M,B18101_012MA,B18101_013E,B18101_013EA,B18101_013M,B18101_013MA,B18101_014E,B18101_014EA,B18101_014M,B18101_014MA,B18101_015E,B18101_015EA,B18101_015M,B18101_015MA,B18101_016E,B18101_016EA,B18101_016M,B18101_016MA,B18101_017E,B18101_017EA,B18101_017M,B18101_017MA,B18101_018E,B18101_018EA,B18101_018M,B18101_018MA,B18101_019E,B18101_019EA,B18101_019M,B18101_019MA,B18101_020E,B18101_020EA,B18101_020M,B18101_020MA,B18101_021E,B18101_021EA,B18101_021M,B18101_021MA,B18101_022E,B18101_022EA,B18101_022M,B18101_022MA,B18101_023E,B18101_023EA,B18101_023M,B18101_023MA,B18101_024E,B18101_024EA,B18101_024M,B18101_024MA,B18101_025E,B18101_025EA,B18101_025M,B18101_025MA,B18101_026E,B18101_026EA,B18101_026M,B18101_026MA,B18101_027E,B18101_027EA,B18101_027M,B18101_027MA,B18101_028E,B18101_028EA,B18101_028M,B18101_028MA,B18101_029E,B18101_029EA,B18101_029M,B18101_029MA,B18101_030E,B18101_030EA,B18101_030M,B18101_030MA,B18101_031E,B18101_031EA,B18101_031M,B18101_031MA,B18101_032E,B18101_032EA,B18101_032M,B18101_032MA,B18101_033E,B18101_033EA,B18101_033M,B18101_033MA,B18101_034E,B18101_034EA,B18101_034M,B18101_034MA,B18101_035E,B18101_035EA,B18101_035M,B18101_035MA,B18101_036E,B18101_036EA,B18101_036M,B18101_036MA,B18101_037E,B18101_037EA,B18101_037M,B18101_037MA,B18101_038E,B18101_038EA,B18101_038M,B18101_038MA,B18101_039E,B18101_039EA,B18101_039M,B18101_039MA,GEO_ID,NAME,state
4574185,null,1943,null,2198441,null,4770,null,156481,null,2968,null,1561,null,523,null,154920,null,2948,null,416043,null,3025,null,31118,null,2483,null,384925,null,3881,null,505102,null,4022,null,40658,null,3172,null,464444,null,5355,null,864784,null,4785,null,161014,null,6056,null,703770,null,6419,null,153316,null,1653,null,51003,null,2611,null,102313,null,3052,null,102715,null,1606,null,57304,null,2703,null,45411,null,2515,null,2375744,null,4702,null,150652,null,2801,null,505,null,367,null,150147,null,2792,null,396556,null,3218,null,18792,null,2459,null,377764,null,4074,null,525076,null,2778,null,36795,null,3851,null,488281,null,4555,null,945529,null,3566,null,177544,null,6604,null,767985,null,7589,null,186499,null,1459,null,62554,null,3106,null,123945,null,2847,null,171432,null,1989,null,105624,null,3441,null,65808,null,3263,null,0400000US01,Alabama,01
659084,null,2654,null,334591,null,2757,null,27756,null,1204,null,284,null,255,null,27472,null,1232,null,65511,null,1564,null,3789,null,936,null,61722,null,1796,null,84325,null,3055,null,5869,null,1466,null,78456,null,3347,null,133862,null,2532,null,22993,null,2468,null,110869,null,3288,null,15814,null,715,null,4784,null,848,null,11030,null,945,null,7323,null,667,null,4483,null,645,null,2840,null,549,null,324493,null,2029,null,23868,null,1013,null,170,null,165,null,23698,null,995,null,63296,null,1358,null,2717,null,799,null,60579,null,1692,null,78834,null,1426,null,4822,null,1294,null,74012,null,1765,null,133917,null,1602,null,19002,null,1957,null,114915,null,2194,null,15146,null,916,null,4707,null,813,null,10439,null,872,null,9432,null,800,null,5273,null,980,null,4159,null,645,null,0400000US02,Alaska,02
6402786,null,2692,null,3178940,null,3968,null,263171,null,1971,null,2022,null,740,null,261149,null,2115,null,611412,null,2337,null,33940,null,3186,null,577472,null,4008,null,760069,null,2900,null,47691,null,3879,null,712378,null,4858,null,1159797,null,3106,null,154807,null,6990,null,1004990,null,7049,null,208608,null,1644,null,52520,null,3370,null,156088,null,3115,null,175883,null,1573,null,84774,null,3445,null,91109,null,3318,null,3223846,null,3469,null,252150,null,1892,null,1967,null,923,null,250183,null,2131,null,579108,null,1887,null,23633,null,2726,null,555475,null,3445,null,718221,null,2240,null,40322,null,4174,null,677899,null,4551,null,1204442,null,2651,null,159517,null,6083,null,1044925,null,6450,null,235875,null,1171,null,53936,null,3431,null,181939,null,3174,null,234050,null,1835,null,117834,null,4131,null,116216,null,3949,null,0400000US04,Arizona,04
2801628,null,1721,null,1365410,null,4221,null,103021,null,2135,null,984,null,624,null,102037,null,2113,null,257228,null,2720,null,25050,null,2221,null,232178,null,3393,null,309705,null,3083,null,31579,null,3358,null,278126,null,4579,null,528281,null,3628,null,107113,null,4516,null,421168,null,5661,null,98686,null,1532,null,34517,null,2342,null,64169,null,2181,null,68489,null,1341,null,39105,null,2132,null,29384,null,1941,null,1436218,null,4181,null,96061,null,2207,null,909,null,526,null,95152,null,2232,null,245179,null,2689,null,15658,null,2072,null,229521,null,3599,null,315840,null,3093,null,23877,null,2456,null,291963,null,4117,null,561049,null,2688,null,109148,null,4685,null,451901,null,4924,null,113037,null,1739,null,36310,null,2501,null,76727,null,2713,null,105052,null,2073,null,62219,null,2569,null,42833,null,2188,null,0400000US05,Arkansas,05
36160600,null,6633,null,17938937,null,8716,null,1377889,null,2893,null,7746,null,1723,null,1370143,null,3442,null,3403852,null,4110,null,160644,null,6859,null,3243208,null,7471,null,4499199,null,8391,null,218735,null,8674,null,4280464,null,11399,null,6932716,null,7527,null,712201,null,13959,null,6220515,null,14171,null,969273,null,2877,null,242806,null,7381,null,726467,null,8184,null,756008,null,2907,null,376458,null,8174,null,379550,null,7737,null,18221663,null,8132,null,1314647,null,2782,null,8015,null,1563,null,1306632,null,3121,null,3251326,null,4176,null,98525,null,4987,null,3152801,null,6458,null,4313909,null,5742,null,186990,null,8475,null,4126919,null,11788,null,7065042,null,6019,null,754893,null,14578,null,6310149,null,15756,null,1137766,null,2876,null,302203,null,6660,null,835563,null,7095,null,1138973,null,5806,null,623407,null,10334,null,515566,null,9952,null,0400000US06,California,06
4853404,null,1990,null,2423482,null,3704,null,180340,null,1940,null,1093,null,639,null,179247,null,2005,null,432393,null,2383,null,16449,null,2222,null,415944,null,3112,null,601313,null,3700,null,31299,null,3823,null,570014,null,5649,null,990584,null,3787,null,99293,null,4213,null,891291,null,5613,null,131966,null,1466,null,30953,null,2078,null,101013,null,2253,null,86886,null,1722,null,41715,null,1808,null,45171,null,1974,null,2429922,null,3311,null,175529,null,1904,null,1153,null,613,null,174376,null,1899,null,415674,null,2365,null,11123,null,1784,null,404551,null,2827,null,567093,null,2765,null,21751,null,2448,null,545342,null,3802,null,995173,null,2915,null,103250,null,4435,null,891923,null,4981,null,146073,null,1958,null,31968,null,2268,null,114105,null,2615,null,130380,null,2316,null,67927,null,2674,null,62453,null,2550,null,0400000US08,Colorado,08
3440844,null,1173,null,1673863,null,2650,null,107956,null,1206,null,1325,null,732,null,106631,null,1498,null,306759,null,2097,null,18391,null,2699,null,288368,null,3299,null,357464,null,2181,null,19475,null,3023,null,337989,null,3928,null,711100,null,2580,null,67834,null,4185,null,643266,null,4792,null,107426,null,986,null,21418,null,1838,null,86008,null,1921,null,83158,null,970,null,36075,null,1773,null,47083,null,1771,null,1766981,null,2535,null,102697,null,1293,null,570,null,331,null,102127,null,1339,null,292555,null,1322,null,9172,null,1510,null,283383,null,1875,null,356323,null,1730,null,14472,null,1789,null,341851,null,2716,null,755306,null,2145,null,77939,null,4047,null,677367,null,4467,null,125361,null,1415,null,25310,null,1729,null,100051,null,2074,null,134739,null,1834,null,65926,null,2833,null,68813,null,2680,null,0400000US09,Connecticut,09
856131,null,1689,null,411661,null,1759,null,29863,null,197,null,196,null,222,null,29667,null,280,null,74660,null,720,null,5797,null,1247,null,68863,null,1330,null,89565,null,1429,null,6560,null,1430,null,83005,null,1955,null,166308,null,1073,null,20938,null,2276,null,145370,null,2471,null,29052,null,609,null,9150,null,1132,null,19902,null,1369,null,22213,null,496,null,10110,null,988,null,12103,null,1020,null,444470,null,1257,null,29939,null,515,null,123,null,213,null,29816,null,550,null,71581,null,740,null,3919,null,957,null,67662,null,1124,null,95722,null,851,null,5841,null,1064,null,89881,null,1436,null,182106,null,827,null,24469,null,2098,null,157637,null,2121,null,34317,null,634,null,8757,null,1015,null,25560,null,1223,null,30805,null,702,null,16198,null,1248,null,14607,null,1191,null,0400000US10,Delaware,10
580464,null,653,null,271954,null,1278,null,18905,null,299,null,414,null,343,null,18491,null,347,null,37615,null,913,null,3003,null,954,null,34612,null,1247,null,83871,null,859,null,3481,null,1003,null,80390,null,1138,null,105741,null,821,null,12866,null,1896,null,92875,null,2014,null,15046,null,987,null,3143,null,788,null,11903,null,1123,null,10776,null,537,null,4710,null,728,null,6066,null,864,null,308510,null,1203,null,17455,null,231,null,107,null,179,null,17348,null,281,null,37288,null,388,null,1510,null,626,null,35778,null,758,null,96804,null,565,null,3223,null,1002,null,93581,null,1190,null,116471,null,482,null,16354,null,2238,null,100117,null,2339,null,20382,null,605,null,4814,null,965,null,15568,null,1153,null,20110,null,882,null,10736,null,1280,null,9374,null,1263,null,0400000US11,District of Columbia,11
17995843,null,3547,null,8754878,null,8342,null,583229,null,3696,null,4248,null,1129,null,578981,null,3836,null,1462060,null,4662,null,94398,null,5831,null,1367662,null,7459,null,1889246,null,8458,null,102602,null,6497,null,1786644,null,10863,null,3443740,null,6897,null,433076,null,11349,null,3010664,null,13462,null,706973,null,3011,null,170040,null,4741,null,536933,null,4664,null,669630,null,2779,null,300413,null,7171,null,369217,null,6367,null,9240965,null,7798,null,556123,null,3047,null,3570,null,1201,null,552553,null,3170,null,1394920,null,4945,null,51312,null,3336,null,1343608,null,5523,null,1873727,null,5592,null,87456,null,6160,null,1786271,null,7126,null,3687994,null,5046,null,438131,null,9452,null,3249863,null,10308,null,819771,null,2690,null,191313,null,5742,null,628458,null,6465,null,908430,null,3467,null,446485,null,8368,null,461945,null,7923,null,0400000US12,Florida,12
