B99187_001E,B99187_001EA,B99187_002E,B99187_002EA,B99187_003E,B99187_003EA,B99187_004E,B99187_004EA,B99187_005E,B99187_005EA,B99187_006E,B99187_006EA,B99187_007E,B99187_007EA,GEO_ID,NAME,state
3647973,null,193520,null,11341,null,182179,null,3454453,null,178944,null,3275509,null,0400000US01,Alabama,01
510236,null,31583,null,1178,null,30405,null,478653,null,16197,null,462456,null,0400000US02,Alaska,02
4968681,null,271736,null,14879,null,256857,null,4696945,null,236905,null,4460040,null,0400000US04,Arizona,04
2219900,null,119761,null,4936,null,114825,null,2100139,null,84809,null,2015330,null,0400000US05,Arkansas,05
28435644,null,1622758,null,82486,null,1540272,null,26812886,null,1261843,null,25551043,null,0400000US06,California,06
3847275,null,197807,null,10200,null,187607,null,3649468,null,162586,null,3486882,null,0400000US08,Colorado,08
2779811,null,148934,null,8422,null,140512,null,2630877,null,127135,null,2503742,null,0400000US09,Connecticut,09
685950,null,35862,null,1491,null,34371,null,650088,null,28818,null,621270,null,0400000US10,Delaware,10
487667,null,18466,null,1182,null,17284,null,469201,null,31613,null,437588,null,0400000US11,District of Columbia,11
14693352,null,693841,null,39598,null,654243,null,13999511,null,701043,null,13298468,null,0400000US12,Florida,12
7349954,null,412571,null,23535,null,389036,null,6937383,null,363293,null,6574090,null,0400000US13,Georgia,13
1000953,null,48781,null,3763,null,45018,null,952172,null,51606,null,900566,null,0400000US15,Hawaii,15
1154538,null,68721,null,3419,null,65302,null,1085817,null,34427,null,1051390,null,0400000US16,Idaho,16
10078678,null,544884,null,22499,null,522385,null,9533794,null,406877,null,9126917,null,0400000US17,Illinois,17
4961729,null,270416,null,12291,null,258125,null,4691313,null,202419,null,4488894,null,0400000US18,Indiana,18
2368382,null,125165,null,4758,null,120407,null,2243217,null,87784,null,2155433,null,0400000US19,Iowa,19
2155752,null,115229,null,3523,null,111706,null,2040523,null,77716,null,1962807,null,0400000US20,Kansas,20
3355114,null,171721,null,7513,null,164208,null,3183393,null,126925,null,3056468,null,0400000US21,Kentucky,21
3396104,null,188819,null,9701,null,179118,null,3207285,null,154822,null,3052463,null,0400000US22,Louisiana,22
1077846,null,53128,null,2157,null,50971,null,1024718,null,39175,null,985543,null,0400000US23,Maine,23
4430540,null,239523,null,12890,null,226633,null,4191017,null,200070,null,3990947,null,0400000US24,Maryland,24
5230375,null,258256,null,17503,null,240753,null,4972119,null,277662,null,4694457,null,0400000US25,Massachusetts,25
7918131,null,440502,null,21486,null,419016,null,7477629,null,329029,null,7148600,null,0400000US26,Michigan,26
4120988,null,218412,null,9420,null,208992,null,3902576,null,148537,null,3754039,null,0400000US27,Minnesota,27
2235572,null,130940,null,6246,null,124694,null,2104632,null,91219,null,2013413,null,0400000US28,Mississippi,28
4628209,null,251387,null,13742,null,237645,null,4376822,null,181476,null,4195346,null,0400000US29,Missouri,29
768722,null,40137,null,1894,null,38243,null,728585,null,29487,null,699098,null,0400000US30,Montana,30
1379075,null,74029,null,2985,null,71044,null,1305046,null,44710,null,1260336,null,0400000US31,Nebraska,31
2007775,null,106601,null,4795,null,101806,null,1901174,null,79408,null,1821766,null,0400000US32,Nevada,32
1063074,null,56310,null,2810,null,53500,null,1006764,null,44872,null,961892,null,0400000US33,New Hampshire,33
6871053,null,359108,null,21323,null,337785,null,6511945,null,337406,null,6174539,null,0400000US34,New Jersey,34
1536818,null,85946,null,4676,null,81270,null,1450872,null,66649,null,1384223,null,0400000US35,New Mexico,35
15606908,null,802034,null,46630,null,755404,null,14804874,null,766386,null,14038488,null,0400000US36,New York,36
7136747,null,369599,null,18558,null,351041,null,6767148,null,287175,null,6479973,null,0400000US37,North Carolina,37
508092,null,25022,null,649,null,24373,null,483070,null,17337,null,465733,null,0400000US38,North Dakota,38
9054671,null,486019,null,21140,null,464879,null,8568652,null,347835,null,8220817,null,0400000US39,Ohio,39
2798884,null,152010,null,7993,null,144017,null,2646874,null,106267,null,2540607,null,0400000US40,Oklahoma,40
3031918,null,150713,null,5491,null,145222,null,2881205,null,111461,null,2769744,null,0400000US41,Oregon,41
9964005,null,511841,null,26299,null,485542,null,9452164,null,446590,null,9005574,null,0400000US42,Pennsylvania,42
845342,null,43130,null,2348,null,40782,null,802212,null,38904,null,763308,null,0400000US44,Rhode Island,44
3494855,null,185895,null,9915,null,175980,null,3308960,null,163389,null,3145571,null,0400000US45,South Carolina,45
620660,null,33320,null,1532,null,31788,null,587340,null,20964,null,566376,null,0400000US46,South Dakota,46
4888802,null,251522,null,11507,null,240015,null,4637280,null,205330,null,4431950,null,0400000US47,Tennessee,47
18174942,null,1061660,null,44524,null,1017136,null,17113282,null,693937,null,16419345,null,0400000US48,Texas,48
1981076,null,125333,null,6432,null,118901,null,1855743,null,72620,null,1783123,null,0400000US49,Utah,49
512134,null,25889,null,1395,null,24494,null,486245,null,24201,null,462044,null,0400000US50,Vermont,50
6013789,null,308879,null,13405,null,295474,null,5704910,null,255156,null,5449754,null,0400000US51,Virginia,51
5157101,null,269354,null,13937,null,255417,null,4887747,null,203517,null,4684230,null,0400000US53,Washington,53
1472334,null,69439,null,3907,null,65532,null,1402895,null,48083,null,1354812,null,0400000US54,West Virginia,54
4462487,null,231645,null,10544,null,221101,null,4230842,null,169589,null,4061253,null,0400000US55,Wisconsin,55
417977,null,21964,null,759,null,21205,null,396013,null,12508,null,383505,null,0400000US56,Wyoming,56
3119066,null,177498,null,3806,null,173692,null,2941568,null,75114,null,2866454,null,0400000US72,Puerto Rico,72
