B99193_001E,B99193_001EA,B99193_002E,B99193_002EA,B99193_003E,B99193_003EA,B99193_004E,B99193_004EA,B99193_005E,B99193_005EA,B99193_006E,B99193_006EA,B99193_007E,B99193_007EA,B99193_008E,B99193_008EA,GEO_ID,NAME,state
1216612,null,868570,null,34340,null,33436,null,26444,null,40561,null,63927,null,149334,null,0400000US01,Alabama,01
157273,null,121316,null,1356,null,6164,null,3934,null,5277,null,12124,null,7102,null,0400000US02,Alaska,02
1489192,null,1079959,null,36021,null,38382,null,31392,null,45159,null,65400,null,192879,null,0400000US04,Arizona,04
751956,null,540130,null,20604,null,20060,null,19198,null,25210,null,43963,null,82791,null,0400000US05,Arkansas,05
8265877,null,5817500,null,224537,null,259873,null,218978,null,310232,null,492613,null,942144,null,0400000US06,California,06
1208994,null,940695,null,25894,null,35608,null,25275,null,30129,null,52135,null,99258,null,0400000US08,Colorado,08
888825,null,626577,null,24272,null,32239,null,20398,null,26911,null,50270,null,108158,null,0400000US09,Connecticut,09
222044,null,159280,null,5403,null,7078,null,4154,null,6963,null,12405,null,26761,null,0400000US10,Delaware,10
107365,null,71912,null,3000,null,3903,null,3162,null,3764,null,8607,null,13017,null,0400000US11,District of Columbia,11
4577227,null,3155743,null,139192,null,119029,null,100839,null,154986,null,232536,null,674902,null,0400000US12,Florida,12
2364041,null,1585808,null,59679,null,65132,null,56422,null,75896,null,129334,null,391770,null,0400000US13,Georgia,13
303344,null,202348,null,7475,null,10879,null,8658,null,15272,null,23545,null,35167,null,0400000US15,Hawaii,15
396253,null,312639,null,7913,null,11971,null,8838,null,10125,null,15197,null,29570,null,0400000US16,Idaho,16
3138757,null,2196761,null,83165,null,100350,null,73739,null,102442,null,169046,null,413254,null,0400000US17,Illinois,17
1648431,null,1246268,null,42256,null,47585,null,34349,null,42661,null,68265,null,167047,null,0400000US18,Indiana,18
791790,null,613505,null,18957,null,25208,null,16260,null,20132,null,32673,null,65055,null,0400000US19,Iowa,19
736264,null,572750,null,15697,null,22178,null,16957,null,18049,null,31037,null,59596,null,0400000US20,Kansas,20
1125630,null,856420,null,30974,null,27925,null,22097,null,33491,null,49996,null,104727,null,0400000US21,Kentucky,21
1094141,null,749184,null,28147,null,30798,null,25091,null,36550,null,65476,null,158895,null,0400000US22,Louisiana,22
343822,null,266415,null,6744,null,11364,null,9242,null,10606,null,14834,null,24617,null,0400000US23,Maine,23
1395778,null,1021550,null,35873,null,50287,null,33233,null,46430,null,74283,null,134122,null,0400000US24,Maryland,24
1568641,null,1079904,null,42179,null,55026,null,37248,null,53146,null,89511,null,211627,null,0400000US25,Massachusetts,25
2525388,null,1869403,null,73624,null,81423,null,53906,null,67321,null,109814,null,269897,null,0400000US26,Michigan,26
1342724,null,1053269,null,29840,null,38471,null,27489,null,34106,null,52303,null,107246,null,0400000US27,Minnesota,27
755248,null,514369,null,24278,null,22935,null,15150,null,30128,null,51541,null,96847,null,0400000US28,Mississippi,28
1529540,null,1121647,null,35845,null,46361,null,31146,null,48823,null,76342,null,169376,null,0400000US29,Missouri,29
237574,null,175612,null,4595,null,6700,null,6282,null,6683,null,13102,null,24600,null,0400000US30,Montana,30
457459,null,354626,null,9298,null,13934,null,8700,null,13072,null,20935,null,36894,null,0400000US31,Nebraska,31
615019,null,449909,null,14224,null,15060,null,13406,null,19434,null,31509,null,71477,null,0400000US32,Nevada,32
345324,null,253816,null,6279,null,11536,null,8988,null,11219,null,15878,null,37608,null,0400000US33,New Hampshire,33
2168377,null,1501000,null,65439,null,74339,null,53476,null,74030,null,122912,null,277181,null,0400000US34,New Jersey,34
482159,null,354169,null,10843,null,13548,null,9777,null,14341,null,25840,null,53641,null,0400000US35,New Mexico,35
4582314,null,3034577,null,136249,null,165257,null,126444,null,165298,null,281408,null,673081,null,0400000US36,New York,36
2397731,null,1745580,null,63036,null,70050,null,51619,null,74609,null,124413,null,268424,null,0400000US37,North Carolina,37
170921,null,127155,null,3732,null,6137,null,3361,null,3989,null,7862,null,18685,null,0400000US38,North Dakota,38
2936172,null,2217831,null,82322,null,91860,null,65756,null,81252,null,124592,null,272559,null,0400000US39,Ohio,39
