C17021_001E,C17021_001EA,C17021_001M,C17021_001MA,C17021_002E,C17021_002EA,C17021_002M,C17021_002MA,C17021_003E,C17021_003EA,C17021_003M,C17021_003MA,C17021_004E,C17021_004EA,C17021_004M,C17021_004MA,C17021_005E,C17021_005EA,C17021_005M,C17021_005MA,C17021_006E,C17021_006EA,C17021_006M,C17021_006MA,C17021_007E,C17021_007EA,C17021_007M,C17021_007MA,C17021_008E,C17021_008EA,C17021_008M,C17021_008MA,C17021_009E,C17021_009EA,C17021_009M,C17021_009MA,C17021_010E,C17021_010EA,C17021_010M,C17021_010MA,C17021_011E,C17021_011EA,C17021_011M,C17021_011MA,C17021_012E,C17021_012EA,C17021_012M,C17021_012MA,C17021_013E,C17021_013EA,C17021_013M,C17021_013MA,C17021_014E,C17021_014EA,C17021_014M,C17021_014MA,C17021_015E,C17021_015EA,C17021_015M,C17021_015MA,GEO_ID,NAME,state
4541756,null,2634,null,712835,null,22418,null,517932,null,21606,null,165529,null,13556,null,352403,null,18109,null,43378,null,5882,null,309025,null,17667,null,194903,null,6722,null,3828921,null,22229,null,3313013,null,24964,null,2596084,null,32547,null,716929,null,27137,null,177848,null,11438,null,539081,null,24474,null,515908,null,11757,null,0400000US01,Alabama,01
669783,null,1041,null,56396,null,5471,null,38946,null,5189,null,13143,null,2873,null,25803,null,4154,null,8228,null,2177,null,17575,null,3681,null,17450,null,2326,null,613387,null,5595,null,511871,null,8117,null,391607,null,11882,null,120264,null,10735,null,47986,null,6138,null,72278,null,8445,null,101516,null,5876,null,0400000US02,Alaska,02
6379266,null,4360,null,938924,null,27514,null,712029,null,27523,null,287546,null,21987,null,424483,null,21698,null,86020,null,10507,null,338463,null,19481,null,226895,null,9872,null,5440342,null,27999,null,4593148,null,32876,null,3493321,null,36854,null,1099827,null,28645,null,363337,null,21583,null,736490,null,23676,null,847194,null,17766,null,0400000US04,Arizona,04
2774152,null,2142,null,480551,null,18818,null,352479,null,17654,null,126306,null,10858,null,226173,null,14572,null,28233,null,4125,null,197940,null,13768,null,128072,null,6382,null,2293601,null,18663,null,1983341,null,21508,null,1576926,null,25694,null,406415,null,14515,null,109365,null,9040,null,297050,null,13628,null,310260,null,8658,null,0400000US05,Arkansas,05
35984461,null,8122,null,4778118,null,75892,null,3632189,null,70248,null,1658559,null,44883,null,1973630,null,53837,null,457362,null,23184,null,1516268,null,46789,null,1145929,null,22925,null,31206343,null,77400,null,26831911,null,81312,null,20147609,null,92291,null,6684302,null,75722,null,2249948,null,59957,null,4434354,null,62879,null,4374432,null,36890,null,0400000US06,California,06
4835406,null,2605,null,552889,null,22387,null,374258,null,21500,null,179441,null,16201,null,194817,null,15404,null,44677,null,8603,null,150140,null,12363,null,178631,null,7921,null,4282517,null,22879,null,3542923,null,27446,null,2862721,null,30409,null,680202,null,21737,null,227492,null,14484,null,452710,null,18745,null,739594,null,16125,null,0400000US08,Colorado,08
3390665,null,2405,null,314806,null,14745,null,212552,null,13734,null,55830,null,7535,null,156722,null,11909,null,22955,null,4743,null,133767,null,11187,null,102254,null,5177,null,3075859,null,14745,null,2623499,null,17907,null,2086761,null,26058,null,536738,null,23100,null,140393,null,11454,null,396345,null,19719,null,452360,null,10674,null,0400000US09,Connecticut,09
850832,null,828,null,85094,null,7055,null,57621,null,6992,null,18669,null,4552,null,38952,null,5845,null,8221,null,2807,null,30731,null,5027,null,27473,null,2964,null,765738,null,7005,null,656505,null,8472,null,503200,null,12161,null,153305,null,10217,null,42826,null,5313,null,110479,null,8764,null,109233,null,5091,null,0400000US10,Delaware,10
561874,null,839,null,96769,null,7324,null,58700,null,7063,null,8613,null,3949,null,50087,null,6390,null,4548,null,2419,null,45539,null,6183,null,38069,null,3340,null,465105,null,7423,null,308282,null,8812,null,165237,null,9923,null,143045,null,9687,null,30184,null,4427,null,112861,null,10091,null,156823,null,6261,null,0400000US11,District of Columbia,11
17923483,null,5659,null,2370808,null,41243,null,1658194,null,39513,null,648747,null,27284,null,1009447,null,36152,null,200563,null,15700,null,808884,null,30619,null,712614,null,16984,null,15552675,null,42086,null,13044741,null,52360,null,9842763,null,68348,null,3201978,null,56275,null,953334,null,34108,null,2248644,null,48851,null,2507934,null,32277,null,0400000US12,Florida,12
9418066,null,4470,null,1380842,null,31340,null,1029059,null,29958,null,346702,null,17028,null,682357,null,26838,null,94203,null,9844,null,588154,null,25767,null,351783,null,13735,null,8037224,null,31704,null,6949239,null,37163,null,5274440,null,45136,null,1674799,null,35627,null,439185,null,24446,null,1235614,null,33450,null,1087985,null,22815,null,0400000US13,Georgia,13
1260602,null,1337,null,115131,null,8921,null,70695,null,8224,null,28102,null,5590,null,42593,null,6263,null,7963,null,2487,null,34630,null,5970,null,44436,null,4993,null,1145471,null,8830,null,1004448,null,11251,null,755001,null,15005,null,249447,null,14839,null,86514,null,9832,null,162933,null,12817,null,141023,null,6676,null,0400000US15,Hawaii,15
1489034,null,1709,null,187805,null,12824,null,132715,null,11785,null,65940,null,7752,null,66775,null,7815,null,9969,null,2433,null,56806,null,7283,null,55090,null,4618,null,1301229,null,12634,null,1131350,null,14591,null,955530,null,16915,null,175820,null,10678,null,61706,null,7168,null,114114,null,7909,null,169879,null,7669,null,0400000US16,Idaho,16
12568150,null,3634,null,1532238,null,26674,null,1113411,null,26081,null,371796,null,18731,null,741615,null,22382,null,119838,null,10673,null,621777,null,23002,null,418827,null,12459,null,11035912,null,27010,null,9427862,null,36234,null,7382278,null,48218,null,2045584,null,43810,null,617652,null,25822,null,1427932,null,37700,null,1608050,null,25028,null,0400000US17,Illinois,17
6175885,null,3789,null,807506,null,21723,null,576278,null,21660,null,203213,null,15436,null,373065,null,17025,null,65321,null,8247,null,307744,null,15923,null,231228,null,9516,null,5368379,null,22448,null,4570050,null,25752,null,3700375,null,32141,null,869675,null,26883,null,258027,null,13560,null,611648,null,23668,null,798329,null,14450,null,0400000US18,Indiana,18
2899804,null,1887,null,334919,null,13360,null,202904,null,12071,null,76881,null,6482,null,126023,null,9760,null,22574,null,3860,null,103449,null,9370,null,132015,null,4954,null,2564885,null,14005,null,2160357,null,16410,null,1824340,null,20545,null,336017,null,12721,null,118493,null,8299,null,217524,null,9979,null,404528,null,10252,null,0400000US19,Iowa,19
2716652,null,3284,null,307478,null,12785,null,202240,null,11223,null,81691,null,7993,null,120549,null,8513,null,22416,null,4167,null,98133,null,8058,null,105238,null,6202,null,2409174,null,12393,null,2051328,null,14739,null,1695000,null,18919,null,356328,null,15118,null,105286,null,8689,null,251042,null,13666,null,357846,null,8659,null,0400000US20,Kansas,20
