C01001H_001E,C01001H_001EA,C01001H_001M,C01001H_001MA,C01001H_002E,C01001H_002EA,C01001H_002M,C01001H_002MA,C01001H_003E,C01001H_003EA,C01001H_003M,C01001H_003MA,C01001H_004E,C01001H_004EA,C01001H_004M,C01001H_004MA,C01001H_005E,C01001H_005EA,C01001H_005M,C01001H_005MA,C01001H_006E,C01001H_006EA,C01001H_006M,C01001H_006MA,C01001H_007E,C01001H_007EA,C01001H_007M,C01001H_007MA,C01001H_008E,C01001H_008EA,C01001H_008M,C01001H_008MA,C01001H_009E,C01001H_009EA,C01001H_009M,C01001H_009MA,GEO_ID,NAME,state
5608325,null,4317,null,2762377,null,3273,null,657702,null,2950,null,1792326,null,1604,null,312349,null,348,null,2845948,null,4194,null,623486,null,3638,null,1796717,null,1889,null,425745,null,1044,null,0400000US13,Georgia,13
319553,null,602,null,174236,null,1216,null,27910,null,1199,null,125119,null,150,null,21207,null,4,null,145317,null,1259,null,24967,null,1241,null,98337,null,235,null,22013,null,258,null,0400000US15,Hawaii,15
1296111,null,860,null,648056,null,751,null,165445,null,526,null,404282,null,410,null,78329,null,244,null,648055,null,762,null,155089,null,646,null,399226,null,298,null,93740,null,164,null,0400000US16,Idaho,16
8316844,null,9238,null,4076108,null,3462,null,892623,null,1171,null,2661094,null,2988,null,522391,null,756,null,4240736,null,6592,null,846213,null,1870,null,2652636,null,5182,null,741887,null,1446,null,0400000US17,Illinois,17
5296340,null,3049,null,2599346,null,1928,null,622776,null,1643,null,1666871,null,1193,null,309699,null,217,null,2696994,null,2172,null,592936,null,1527,null,1670196,null,1235,null,433862,null,257,null,0400000US18,Indiana,18
2709144,null,2132,null,1329370,null,1362,null,306469,null,816,null,842661,null,1018,null,180240,null,153,null,1379774,null,1563,null,292035,null,1152,null,836360,null,818,null,251379,null,217,null,0400000US19,Iowa,19
2247926,null,2889,null,1104807,null,1980,null,257899,null,1223,null,705694,null,1543,null,141214,null,271,null,1143119,null,1977,null,247819,null,1325,null,700042,null,1272,null,195258,null,335,null,0400000US20,Kansas,20
3746399,null,1723,null,1826035,null,2696,null,428702,null,2426,null,1176070,null,951,null,221263,null,196,null,1920364,null,2327,null,408518,null,2362,null,1206272,null,748,null,305574,null,220,null,0400000US21,Kentucky,21
2724579,null,2334,null,1332078,null,2327,null,304256,null,1737,null,859442,null,1089,null,168380,null,135,null,1392501,null,1870,null,294012,null,1572,null,869299,null,686,null,229190,null,141,null,0400000US22,Louisiana,22
1252748,null,908,null,610331,null,575,null,128715,null,429,null,397513,null,197,null,84103,null,77,null,642417,null,654,null,122141,null,490,null,408836,null,263,null,111440,null,68,null,0400000US23,Maine,23
3237905,null,4055,null,1581588,null,2133,null,348468,null,1093,null,1024016,null,1630,null,209104,null,84,null,1656317,null,2470,null,329544,null,1496,null,1044509,null,1527,null,282264,null,177,null,0400000US24,Maryland,24
5103966,null,6813,null,2465184,null,3357,null,515371,null,1931,null,1628247,null,2429,null,321566,null,763,null,2638782,null,4204,null,491784,null,1811,null,1679497,null,2769,null,467501,null,708,null,0400000US25,Massachusetts,25
7736098,null,3041,null,3817932,null,2369,null,864380,null,1144,null,2469488,null,1892,null,484064,null,157,null,3918166,null,1754,null,819098,null,1071,null,2450186,null,978,null,648882,null,263,null,0400000US26,Michigan,26
4453462,null,2137,null,2203599,null,1603,null,495315,null,606,null,1442366,null,1332,null,265918,null,264,null,2249863,null,1087,null,471972,null,533,null,1422180,null,702,null,355711,null,284,null,0400000US27,Minnesota,27
1721781,null,1000,null,845563,null,2490,null,200596,null,2189,null,531654,null,1287,null,113313,null,379,null,876218,null,2556,null,185020,null,2308,null,532550,null,1166,null,158648,null,111,null,0400000US28,Mississippi,28
4852913,null,1719,null,2374823,null,1516,null,553123,null,1396,null,1515733,null,598,null,305967,null,11,null,2478090,null,1470,null,527489,null,1430,null,1532289,null,378,null,418312,null,322,null,0400000US29,Missouri,29
850040,null,468,null,425212,null,944,null,90453,null,900,null,275798,null,239,null,58961,null,50,null,424828,null,977,null,86402,null,954,null,267248,null,184,null,71178,null,10,null,0400000US30,Montana,30
1501319,null,1330,null,737606,null,1090,null,172979,null,748,null,468933,null,743,null,95694,null,124,null,763713,null,835,null,165586,null,634,null,465985,null,565,null,132142,null,63,null,0400000US31,Nebraska,31
1481654,null,2618,null,754401,null,1688,null,150933,null,1282,null,495048,null,1196,null,108420,null,165,null,727253,null,1994,null,139329,null,1567,null,468498,null,978,null,119426,null,486,null,0400000US32,Nevada,32
1223665,null,857,null,601870,null,613,null,134019,null,166,null,396550,null,496,null,71301,null,253,null,621795,null,371,null,127314,null,140,null,400447,null,302,null,94034,null,125,null,0400000US33,New Hampshire,33
5333035,null,3245,null,2595791,null,2125,null,567515,null,1472,null,1659420,null,1190,null,368856,null,334,null,2737244,null,2064,null,538055,null,1182,null,1674620,null,1393,null,524569,null,484,null,0400000US34,New Jersey,34
824517,null,1308,null,403508,null,1611,null,74156,null,1597,null,259036,null,959,null,70316,null,373,null,421009,null,1778,null,69273,null,1545,null,265378,null,765,null,86358,null,471,null,0400000US35,New Mexico,35
11642592,null,8870,null,5666051,null,4877,null,1179662,null,1918,null,3682982,null,3585,null,803407,null,1416,null,5976541,null,4505,null,1122849,null,1520,null,3728736,null,3379,null,1124956,null,714,null,0400000US36,New York,36
6187198,null,4640,null,3022554,null,4114,null,669976,null,3414,null,1963753,null,1559,null,388825,null,320,null,3164644,null,3538,null,635564,null,2909,null,1997664,null,1734,null,531416,null,569,null,0400000US37,North Carolina,37
575970,null,322,null,288714,null,800,null,60676,null,776,null,189104,null,211,null,38934,null,56,null,287256,null,810,null,57445,null,786,null,177355,null,112,null,52456,null,26,null,0400000US38,North Dakota,38
9465227,null,2754,null,4625250,null,1672,null,1073596,null,1275,null,2969559,null,967,null,582095,null,272,null,4839977,null,1989,null,1019649,null,1233,null,3001553,null,1075,null,818775,null,396,null,0400000US39,Ohio,39
2596332,null,1205,null,1272660,null,1681,null,286857,null,1620,null,808491,null,467,null,177312,null,182,null,1323672,null,1662,null,268768,null,1609,null,814696,null,293,null,240208,null,80,null,0400000US40,Oklahoma,40
3028416,null,1141,null,1487634,null,786,null,306760,null,386,null,975624,null,610,null,205250,null,189,null,1540782,null,715,null,292088,null,489,null,987916,null,497,null,260778,null,188,null,0400000US41,Oregon,41
10112346,null,5451,null,4916708,null,2941,null,1039127,null,1344,null,3166408,null,2073,null,711173,null,262,null,5195638,null,2905,null,988056,null,1461,null,3190775,null,1974,null,1016807,null,291,null,0400000US42,Pennsylvania,42
823394,null,1916,null,396508,null,971,null,78457,null,488,null,263141,null,650,null,54910,null,287,null,426886,null,1107,null,74324,null,451,null,271914,null,896,null,80648,null,408,null,0400000US44,Rhode Island,44
2914748,null,2593,null,1428302,null,2532,null,313376,null,2063,null,915453,null,1166,null,199473,null,394,null,1486446,null,1979,null,294435,null,1855,null,930437,null,810,null,261574,null,114,null,0400000US45,South Carolina,45
691892,null,1137,null,343701,null,1251,null,77982,null,946,null,217819,null,670,null,47900,null,270,null,348191,null,1017,null,74259,null,957,null,211298,null,322,null,62634,null,258,null,0400000US46,South Dakota,46
4785701,null,1913,null,2334083,null,2175,null,527016,null,1870,null,1503528,null,907,null,303539,null,186,null,2451618,null,2071,null,500378,null,1924,null,1537781,null,685,null,413459,null,167,null,0400000US47,Tennessee,47
11488049,null,11712,null,5664944,null,5306,null,1266817,null,3288,null,3673758,null,3912,null,724369,null,927,null,5823105,null,8954,null,1196683,null,3753,null,3664089,null,7979,null,962333,null,2559,null,0400000US48,Texas,48
2234480,null,1820,null,1119506,null,1048,null,333969,null,523,null,683634,null,733,null,101903,null,128,null,1114974,null,997,null,314476,null,488,null,675933,null,710,null,124565,null,89,null,0400000US49,Utah,49
590057,null,646,null,290151,null,554,null,61238,null,272,null,192232,null,477,null,36681,null,25,null,299906,null,441,null,57425,null,386,null,194587,null,125,null,47894,null,18,null,0400000US50,Vermont,50
5189489,null,3332,null,2556108,null,3665,null,561947,null,3015,null,1676300,null,1779,null,317861,null,717,null,2633381,null,3443,null,526844,null,2975,null,1682060,null,1351,null,424477,null,349,null,0400000US51,Virginia,51
4928944,null,2978,null,2445265,null,1849,null,514853,null,1186,null,1624145,null,1171,null,306267,null,194,null,2483679,null,1828,null,489381,null,1368,null,1608622,null,1051,null,385676,null,219,null,0400000US53,Washington,53
1696007,null,1810,null,826878,null,2252,null,180243,null,1947,null,530195,null,1239,null,116440,null,382,null,869129,null,1940,null,170188,null,1831,null,541605,null,677,null,157336,null,268,null,0400000US54,West Virginia,54
4780733,null,1756,null,2368471,null,1269,null,513073,null,766,null,1551733,null,891,null,303665,null,90,null,2412262,null,952,null,487786,null,733,null,1518451,null,641,null,406025,null,142,null,0400000US55,Wisconsin,55
461606,null,561,null,233691,null,698,null,53123,null,660,null,152701,null,354,null,27867,null,6,null,227915,null,735,null,48806,null,720,null,145807,null,96,null,33302,null,86,null,0400000US56,Wyoming,56
30886,null,3329,null,15957,null,2225,null,2231,null,776,null,11510,null,2002,null,2216,null,715,null,14929,null,2054,null,3551,null,1054,null,10035,null,1545,null,1343,null,473,null,0400000US72,Puerto Rico,72
