B17019_001E,B17019_001EA,B17019_001M,B17019_001MA,B17019_002E,B17019_002EA,B17019_002M,B17019_002MA,B17019_003E,B17019_003EA,B17019_003M,B17019_003MA,B17019_004E,B17019_004EA,B17019_004M,B17019_004MA,B17019_005E,B17019_005EA,B17019_005M,B17019_005MA,B17019_006E,B17019_006EA,B17019_006M,B17019_006MA,B17019_007E,B17019_007EA,B17019_007M,B17019_007MA,B17019_008E,B17019_008EA,B17019_008M,B17019_008MA,B17019_009E,B17019_009EA,B17019_009M,B17019_009MA,B17019_010E,B17019_010EA,B17019_010M,B17019_010MA,B17019_011E,B17019_011EA,B17019_011M,B17019_011MA,B17019_012E,B17019_012EA,B17019_012M,B17019_012MA,B17019_013E,B17019_013EA,B17019_013M,B17019_013MA,B17019_014E,B17019_014EA,B17019_014M,B17019_014MA,B17019_015E,B17019_015EA,B17019_015M,B17019_015MA,B17019_016E,B17019_016EA,B17019_016M,B17019_016MA,B17019_017E,B17019_017EA,B17019_017M,B17019_017MA,B17019_018E,B17019_018EA,B17019_018M,B17019_018MA,B17019_019E,B17019_019EA,B17019_019M,B17019_019MA,B17019_020E,B17019_020EA,B17019_020M,B17019_020MA,B17019_021E,B17019_021EA,B17019_021M,B17019_021MA,B17019_022E,B17019_022EA,B17019_022M,B17019_022MA,B17019_023E,B17019_023EA,B17019_023M,B17019_023MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,45070,null,3943,null,25594,null,2660,null,19476,null,2632,null,101253,null,4694,null,12056,null,2130,null,5634,null,1468,null,6422,null,1463,null,89197,null,4477,null,25355,null,2274,null,63842,null,3749,null,1070289,null,11368,null,841575,null,10754,null,733469,null,9467,null,108106,null,5585,null,228714,null,7852,null,59689,null,3966,null,40636,null,3153,null,19053,null,2517,null,169025,null,6589,null,107196,null,5124,null,61829,null,4314,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,2280,null,554,null,1270,null,438,null,1010,null,295,null,6701,null,1218,null,1875,null,672,null,763,null,324,null,1112,null,574,null,4826,null,1031,null,979,null,357,null,3847,null,894,null,148292,null,3868,null,113901,null,3841,null,91231,null,3536,null,22670,null,2125,null,34391,null,2960,null,14138,null,1813,null,8910,null,1456,null,5228,null,1203,null,20253,null,2261,null,9829,null,1382,null,10424,null,1841,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,62919,null,4524,null,34845,null,3513,null,28074,null,3068,null,91048,null,5431,null,16260,null,2417,null,5734,null,1212,null,10526,null,2079,null,74788,null,4573,null,21625,null,2663,null,53163,null,3744,null,1335225,null,13296,null,1044681,null,12716,null,873538,null,11935,null,171143,null,6205,null,290544,null,8142,null,100347,null,5319,null,57418,null,4290,null,42929,null,3740,null,190197,null,5936,null,113128,null,4714,null,77069,null,4723,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,31847,null,2714,null,18226,null,1986,null,13621,null,2040,null,65814,null,4378,null,7416,null,1224,null,2987,null,872,null,4429,null,884,null,58398,null,4207,null,13339,null,1951,null,45059,null,3814,null,654295,null,9443,null,521241,null,9443,null,440905,null,8506,null,80336,null,4790,null,133054,null,4238,null,38100,null,2902,null,22947,null,2489,null,15153,null,2286,null,94954,null,3991,null,58212,null,3688,null,36742,null,3056,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,350161,null,10215,null,110232,null,4750,null,239929,null,8811,null,474800,null,12730,null,91870,null,4849,null,22015,null,2874,null,69855,null,4225,null,382930,null,11237,null,63520,null,4330,null,319410,null,10420,null,7440916,null,26807,null,5633384,null,24928,null,4160951,null,23544,null,1472433,null,19540,null,1807532,null,19617,null,611037,null,15079,null,295419,null,9252,null,315618,null,10056,null,1196495,null,14905,null,591062,null,12710,null,605433,null,14099,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,42794,null,3810,null,15946,null,1899,null,26848,null,3173,null,52039,null,4170,null,9248,null,1963,null,2853,null,861,null,6395,null,1606,null,42791,null,3384,null,9867,null,1437,null,32924,null,2952,null,1114161,null,12813,null,903865,null,10480,null,763751,null,11065,null,140114,null,5770,null,210296,null,7862,null,70053,null,4108,null,40447,null,2725,null,29606,null,2818,null,140243,null,6356,null,84042,null,5147,null,56201,null,3636,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,14920,null,1976,null,5623,null,984,null,9297,null,1674,null,44455,null,3583,null,5638,null,1380,null,1295,null,548,null,4343,null,1161,null,38817,null,3298,null,4866,null,1185,null,33951,null,3021,null,829450,null,7641,null,653964,null,8040,null,571034,null,7884,null,82930,null,3985,null,175486,null,7258,null,47993,null,3758,null,30106,null,2836,null,17887,null,2433,null,127493,null,6113,null,72888,null,4061,null,54605,null,3692,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,4575,null,1088,null,2169,null,621,null,2406,null,1028,null,10689,null,1745,null,1641,null,801,null,672,null,565,null,969,null,478,null,9048,null,1567,null,2736,null,1006,null,6312,null,1288,null,206780,null,4632,null,158253,null,4041,null,138298,null,4320,null,19955,null,2518,null,48527,null,3404,null,13753,null,1820,null,9463,null,1437,null,4290,null,1415,null,34774,null,2797,null,22063,null,2429,null,12711,null,1835,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,2125,null,895,null,522,null,353,null,1603,null,762,null,12550,null,1842,null,1004,null,562,null,204,null,151,null,800,null,539,null,11546,null,1782,null,1338,null,598,null,10208,null,1729,null,92690,null,3608,null,52314,null,3165,null,38823,null,2431,null,13491,null,2011,null,40376,null,2455,null,8939,null,1375,null,2962,null,900,null,5977,null,1369,null,31437,null,2517,null,12904,null,1801,null,18533,null,2133,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,175428,null,7483,null,103029,null,5708,null,72399,null,5131,null,257861,null,10672,null,43588,null,4287,null,16127,null,2157,null,27461,null,3602,null,214273,null,8857,null,62197,null,4280,null,152076,null,7442,null,4143938,null,25186,null,3196740,null,23962,null,2691715,null,22167,null,505025,null,12826,null,947198,null,16879,null,285773,null,10506,null,163641,null,6835,null,122132,null,7336,null,661425,null,12514,null,394905,null,10997,null,266520,null,8632,null,0400000US12,Florida,12
