C25116_001E,C25116_001EA,C25116_001M,C25116_001MA,C25116_002E,C25116_002EA,C25116_002M,C25116_002MA,C25116_003E,C25116_003EA,C25116_003M,C25116_003MA,C25116_004E,C25116_004EA,C25116_004M,C25116_004MA,C25116_005E,C25116_005EA,C25116_005M,C25116_005MA,C25116_006E,C25116_006EA,C25116_006M,C25116_006MA,C25116_007E,C25116_007EA,C25116_007M,C25116_007MA,C25116_008E,C25116_008EA,C25116_008M,C25116_008MA,C25116_009E,C25116_009EA,C25116_009M,C25116_009MA,C25116_010E,C25116_010EA,C25116_010M,C25116_010MA,C25116_011E,C25116_011EA,C25116_011M,C25116_011MA,C25116_012E,C25116_012EA,C25116_012M,C25116_012MA,C25116_013E,C25116_013EA,C25116_013M,C25116_013MA,C25116_014E,C25116_014EA,C25116_014M,C25116_014MA,C25116_015E,C25116_015EA,C25116_015M,C25116_015MA,GEO_ID,NAME,state
1815865,null,10024,null,1289155,null,10987,null,320430,null,7389,null,182538,null,5815,null,137892,null,4783,null,968725,null,9944,null,759144,null,9307,null,209581,null,3946,null,526710,null,11922,null,206369,null,7241,null,158584,null,6332,null,47785,null,2905,null,320341,null,9741,null,302334,null,9293,null,18007,null,2125,null,0400000US01,Alabama,01
237607,null,2898,null,154334,null,3685,null,31586,null,2544,null,24090,null,2462,null,7496,null,1158,null,122748,null,3797,null,106736,null,3888,null,16012,null,1130,null,83273,null,3590,null,28450,null,2417,null,24975,null,2338,null,3475,null,750,null,54823,null,2723,null,53014,null,2792,null,1809,null,634,null,0400000US02,Alaska,02
2273842,null,11467,null,1548890,null,13720,null,370462,null,8791,null,212247,null,6613,null,158215,null,4682,null,1178428,null,14718,null,900131,null,13845,null,278297,null,4865,null,724952,null,12371,null,259986,null,7967,null,206132,null,7423,null,53854,null,3176,null,464966,null,11153,null,437643,null,10369,null,27323,null,2523,null,0400000US04,Arizona,04
1114041,null,8021,null,750639,null,9276,null,171576,null,6332,null,90809,null,4239,null,80767,null,4308,null,579063,null,8060,null,449125,null,7318,null,129938,null,2864,null,363402,null,7994,null,139345,null,5763,null,106879,null,5643,null,32466,null,2479,null,224057,null,6905,null,210831,null,6671,null,13226,null,1434,null,0400000US05,Arkansas,05
12176760,null,21139,null,6946432,null,26955,null,1418736,null,15137,null,774990,null,11683,null,643746,null,10301,null,5527696,null,27112,null,4434777,null,25677,null,1092919,null,10522,null,5230328,null,29953,null,1637088,null,18881,null,1262323,null,16319,null,374765,null,9863,null,3593240,null,28163,null,3359474,null,26626,null,233766,null,6637,null,0400000US06,California,06
1897835,null,9244,null,1280814,null,11274,null,304491,null,7380,null,211923,null,6338,null,92568,null,3385,null,976323,null,11997,null,819091,null,11100,null,157232,null,3706,null,617021,null,9872,null,244991,null,7394,null,199927,null,7392,null,45064,null,3114,null,372030,null,8971,null,358824,null,8737,null,13206,null,1502,null,0400000US08,Colorado,08
1329305,null,5895,null,917062,null,7342,null,195492,null,5852,null,111826,null,4654,null,83666,null,3934,null,721570,null,7348,null,586554,null,7484,null,135016,null,3385,null,412243,null,8075,null,168090,null,5391,null,114875,null,5118,null,53215,null,3080,null,244153,null,6373,null,224561,null,6232,null,19592,null,1813,null,0400000US09,Connecticut,09
328654,null,3672,null,241544,null,5028,null,56621,null,3061,null,35911,null,2514,null,20710,null,1749,null,184923,null,5041,null,144722,null,4695,null,40201,null,1792,null,87110,null,4274,null,31080,null,2561,null,21887,null,2323,null,9193,null,1450,null,56030,null,3835,null,52567,null,3798,null,3463,null,878,null,0400000US10,Delaware,10
249996,null,3353,null,108571,null,4051,null,43871,null,2849,null,31909,null,2634,null,11962,null,1213,null,64700,null,3773,null,48522,null,3565,null,16178,null,1489,null,141425,null,4835,null,73799,null,4252,null,60006,null,3938,null,13793,null,1600,null,67626,null,3814,null,63221,null,3627,null,4405,null,1005,null,0400000US11,District of Columbia,11
7057285,null,24241,null,4916497,null,22392,null,1265340,null,19291,null,647999,null,14277,null,617341,null,10143,null,3651157,null,23670,null,2652710,null,19747,null,998447,null,10109,null,2140788,null,22439,null,767032,null,15599,null,573806,null,14350,null,193226,null,6294,null,1373756,null,20928,null,1270951,null,20071,null,102805,null,4925,null,0400000US12,Florida,12
3469845,null,17452,null,2340305,null,15962,null,519150,null,12496,null,337125,null,11315,null,182025,null,5413,null,1821155,null,16828,null,1517632,null,15673,null,303523,null,5985,null,1129540,null,15678,null,402656,null,10122,null,332984,null,9915,null,69672,null,3456,null,726884,null,14745,null,694222,null,14996,null,32662,null,2515,null,0400000US13,Georgia,13
437105,null,4492,null,258365,null,5142,null,51915,null,2971,null,29409,null,2538,null,22506,null,1976,null,206450,null,4869,null,147083,null,4649,null,59367,null,2400,null,178740,null,5515,null,53229,null,3775,null,38992,null,3487,null,14237,null,1922,null,125511,null,4531,null,114323,null,4258,null,11188,null,1614,null,0400000US15,Hawaii,15
566004,null,4603,null,401098,null,5593,null,82653,null,4620,null,49584,null,3970,null,33069,null,2208,null,318445,null,6076,null,257563,null,5360,null,60882,null,2170,null,164906,null,5976,null,52060,null,3505,null,39498,null,3238,null,12562,null,1702,null,112846,null,5146,null,108299,null,5067,null,4547,null,981,null,0400000US16,Idaho,16
4766252,null,13014,null,3301796,null,17730,null,763055,null,12657,null,450745,null,9589,null,312310,null,7694,null,2538741,null,17530,null,2075914,null,15545,null,462827,null,6472,null,1464456,null,15431,null,607122,null,12615,null,452868,null,11151,null,154254,null,5474,null,857334,null,14597,null,805659,null,13843,null,51675,null,3044,null,0400000US17,Illinois,17
2480570,null,10473,null,1781719,null,13690,null,404128,null,9979,null,235507,null,8001,null,168621,null,5638,null,1377591,null,13997,null,1126696,null,11962,null,250895,null,4904,null,698851,null,11211,null,287602,null,7902,null,219371,null,6655,null,68231,null,3433,null,411249,null,10391,null,387958,null,10176,null,23291,null,1921,null,0400000US18,Indiana,18
1215351,null,6468,null,885884,null,7709,null,199668,null,5016,null,108907,null,4241,null,90761,null,3164,null,686216,null,7820,null,552392,null,6871,null,133824,null,2595,null,329467,null,5945,null,147901,null,4296,null,106804,null,3683,null,41097,null,2678,null,181566,null,5516,null,168772,null,5237,null,12794,null,1261,null,0400000US19,Iowa,19
1110829,null,6612,null,771197,null,8214,null,167696,null,5715,null,92103,null,4719,null,75593,null,3082,null,603501,null,8519,null,495149,null,7820,null,108352,null,2993,null,339632,null,6031,null,146430,null,4881,null,111579,null,5042,null,34851,null,2384,null,193202,null,5883,null,181603,null,5688,null,11599,null,1456,null,0400000US20,Kansas,20
1686277,null,9662,null,1172529,null,11446,null,278381,null,7752,null,159061,null,6079,null,119320,null,4866,null,894148,null,11453,null,718395,null,10218,null,175753,null,3846,null,513748,null,9137,null,203274,null,6326,null,155261,null,5876,null,48013,null,3103,null,310474,null,8558,null,293531,null,8251,null,16943,null,1794,null,0400000US21,Kentucky,21
1625153,null,9520,null,1113926,null,11194,null,259611,null,7149,null,153838,null,6016,null,105773,null,4576,null,854315,null,11081,null,685419,null,9866,null,168896,null,3971,null,511227,null,10638,null,197304,null,7567,null,156235,null,6838,null,41069,null,2665,null,313923,null,9350,null,296901,null,9224,null,17022,null,1754,null,0400000US22,Louisiana,22
542363,null,5056,null,391262,null,5743,null,87600,null,3399,null,52253,null,2757,null,35347,null,2278,null,303662,null,5394,null,246886,null,4800,null,56776,null,1897,null,151101,null,5055,null,66976,null,3551,null,44224,null,2972,null,22752,null,1741,null,84125,null,4487,null,76719,null,4307,null,7406,null,1199,null,0400000US23,Maine,23
2092692,null,7904,null,1453733,null,11476,null,327361,null,7387,null,207101,null,6975,null,120260,null,4183,null,1126372,null,11316,null,925185,null,10397,null,201187,null,3983,null,638959,null,10396,null,245653,null,8062,null,182106,null,7642,null,63547,null,3406,null,393306,null,9963,null,366768,null,10168,null,26538,null,2364,null,0400000US24,Maryland,24
2467323,null,8171,null,1592324,null,11735,null,350850,null,8121,null,208430,null,7375,null,142420,null,4439,null,1241474,null,11205,null,1013221,null,10645,null,228253,null,4080,null,874999,null,11805,null,375385,null,7535,null,260978,null,7704,null,114407,null,4522,null,499614,null,10972,null,461005,null,10570,null,38609,null,3250,null,0400000US25,Massachusetts,25
3810801,null,12762,null,2819355,null,14549,null,659139,null,9189,null,390723,null,8210,null,268416,null,5378,null,2160216,null,14141,null,1743419,null,13282,null,416797,null,6056,null,991446,null,13127,null,424000,null,8585,null,316094,null,8199,null,107906,null,4624,null,567446,null,11164,null,534381,null,10715,null,33065,null,2663,null,0400000US26,Michigan,26
2089449,null,7329,null,1559939,null,10110,null,350470,null,7353,null,227492,null,6216,null,122978,null,4177,null,1209469,null,10741,null,1011915,null,9562,null,197554,null,3389,null,529510,null,8714,null,257708,null,7135,null,186270,null,6087,null,71438,null,3414,null,271802,null,7003,null,254646,null,6769,null,17156,null,1653,null,0400000US27,Minnesota,27
1094208,null,7307,null,766976,null,9423,null,179515,null,6352,null,95001,null,4746,null,84514,null,4280,null,587461,null,9628,null,470688,null,8789,null,116773,null,2759,null,327232,null,9164,null,115986,null,5313,null,90653,null,4884,null,25333,null,2219,null,211246,null,7736,null,200714,null,7339,null,10532,null,1563,null,0400000US28,Mississippi,28
2330040,null,9044,null,1633448,null,12830,null,380154,null,8233,null,220651,null,6864,null,159503,null,5023,null,1253294,null,12464,null,1004903,null,11793,null,248391,null,3939,null,696592,null,11799,null,288973,null,8095,null,216086,null,7686,null,72887,null,3355,null,407619,null,9869,null,384018,null,9688,null,23601,null,1756,null,0400000US29,Missouri,29
375598,null,3682,null,257354,null,4028,null,60660,null,2703,null,34738,null,2278,null,25922,null,1869,null,196694,null,3830,null,155312,null,3904,null,41382,null,1923,null,118244,null,4595,null,51129,null,3350,null,38657,null,3216,null,12472,null,1404,null,67115,null,4104,null,63266,null,3963,null,3849,null,758,null,0400000US30,Montana,30
704143,null,4204,null,487991,null,5002,null,107245,null,4105,null,58214,null,3298,null,49031,null,2548,null,380746,null,5342,null,308079,null,4681,null,72667,null,2177,null,216152,null,5236,null,98828,null,4686,null,75864,null,4333,null,22964,null,1931,null,117324,null,4618,null,109943,null,4516,null,7381,null,975,null,0400000US31,Nebraska,31
952856,null,7182,null,568425,null,7914,null,130850,null,5771,null,85615,null,4552,null,45235,null,3392,null,437575,null,6666,null,351611,null,6660,null,85964,null,2855,null,384431,null,8328,null,126454,null,5420,null,99357,null,5043,null,27097,null,2236,null,257977,null,7800,null,242713,null,7518,null,15264,null,2120,null,0400000US32,Nevada,32
505286,null,4732,null,365450,null,4808,null,64095,null,3600,null,39324,null,2759,null,24771,null,2261,null,301355,null,5538,null,250316,null,4842,null,51039,null,2045,null,139836,null,5203,null,56000,null,3721,null,39874,null,3423,null,16126,null,1797,null,83836,null,4128,null,77766,null,4057,null,6070,null,1021,null,0400000US33,New Hampshire,33
3154012,null,10110,null,2113974,null,12085,null,433341,null,9824,null,242303,null,7799,null,191038,null,6100,null,1680633,null,12721,null,1357686,null,11482,null,322947,null,5937,null,1040038,null,10046,null,402087,null,8705,null,285294,null,8100,null,116793,null,5094,null,637951,null,10548,null,591684,null,10437,null,46267,null,2903,null,0400000US34,New Jersey,34
741399,null,5755,null,512854,null,6259,null,126134,null,5061,null,73672,null,4663,null,52462,null,3037,null,386720,null,6476,null,299810,null,5838,null,86910,null,2876,null,228545,null,5316,null,89263,null,3868,null,69775,null,3763,null,19488,null,1950,null,139282,null,5391,null,132100,null,5407,null,7182,null,1344,null,0400000US35,New Mexico,35
