C19201_001E,C19201_001EA,C19201_001M,C19201_001MA,C19201_002E,C19201_002EA,C19201_002M,C19201_002MA,C19201_003E,C19201_003EA,C19201_003M,C19201_003MA,C19201_004E,C19201_004EA,C19201_004M,C19201_004MA,C19201_005E,C19201_005EA,C19201_005M,C19201_005MA,C19201_006E,C19201_006EA,C19201_006M,C19201_006MA,C19201_007E,C19201_007EA,C19201_007M,C19201_007MA,C19201_008E,C19201_008EA,C19201_008M,C19201_008MA,C19201_009E,C19201_009EA,C19201_009M,C19201_009MA,C19201_010E,C19201_010EA,C19201_010M,C19201_010MA,C19201_011E,C19201_011EA,C19201_011M,C19201_011MA,GEO_ID,NAME,state
746725,null,8282,null,89198,null,4628,null,70911,null,3451,null,121095,null,4396,null,99718,null,3696,null,134045,null,5209,null,123403,null,5090,null,53625,null,3181,null,35922,null,2164,null,9300,null,1501,null,9508,null,1536,null,0400000US27,Minnesota,27
338960,null,8215,null,78236,null,4737,null,50172,null,3355,null,61802,null,4423,null,47990,null,4043,null,43681,null,3341,null,33264,null,3206,null,12104,null,1934,null,7602,null,1444,null,1996,null,728,null,2113,null,750,null,0400000US28,Mississippi,28
800500,null,11014,null,116578,null,5114,null,94267,null,4378,null,152856,null,6480,null,120875,null,4627,null,129629,null,5241,null,105963,null,5028,null,40336,null,3147,null,28047,null,2525,null,6140,null,1520,null,5809,null,1323,null,0400000US29,Missouri,29
138024,null,3984,null,20724,null,2062,null,17991,null,1590,null,28731,null,1817,null,24549,null,2196,null,20803,null,1838,null,14611,null,1697,null,4598,null,801,null,4477,null,1036,null,788,null,353,null,752,null,358,null,0400000US30,Montana,30
246684,null,6155,null,32275,null,2505,null,27113,null,2360,null,52010,null,3361,null,40478,null,2993,null,39135,null,3134,null,33511,null,2650,null,11720,null,1642,null,6678,null,1117,null,1889,null,608,null,1875,null,578,null,0400000US31,Nebraska,31
337837,null,8024,null,35018,null,2950,null,25125,null,2331,null,45741,null,3162,null,45676,null,3653,null,57572,null,4243,null,62227,null,3963,null,31342,null,3163,null,23078,null,2604,null,6603,null,1341,null,5455,null,1221,null,0400000US32,Nevada,32
159962,null,6120,null,17221,null,2261,null,14412,null,1905,null,25145,null,2664,null,20972,null,2704,null,24956,null,2339,null,27834,null,2567,null,13885,null,1693,null,10606,null,1596,null,2711,null,756,null,2220,null,550,null,0400000US33,New Hampshire,33
985635,null,13983,null,113135,null,5423,null,80157,null,4803,null,131918,null,5502,null,113111,null,5509,null,144099,null,5539,null,172172,null,6416,null,97918,null,5439,null,84563,null,3922,null,25250,null,2774,null,23312,null,2184,null,0400000US34,New Jersey,34
259240,null,6378,null,43953,null,2836,null,31863,null,2886,null,42537,null,3154,null,33486,null,2643,null,41204,null,3243,null,36331,null,3010,null,13152,null,2182,null,11665,null,2028,null,2600,null,659,null,2449,null,668,null,0400000US35,New Mexico,35
2555168,null,20745,null,389856,null,11586,null,227729,null,7223,null,355610,null,9246,null,288142,null,8557,null,337643,null,9008,null,409804,null,9114,null,211329,null,7836,null,181621,null,7521,null,63556,null,4578,null,89878,null,5158,null,0400000US36,New York,36
1197444,null,13984,null,193756,null,5655,null,132347,null,5243,null,202811,null,7712,null,175303,null,6635,null,191189,null,7596,null,167920,null,6733,null,66933,null,3696,null,47022,null,3928,null,11337,null,1779,null,8826,null,1467,null,0400000US37,North Carolina,37
103822,null,3163,null,15007,null,1600,null,12316,null,1356,null,20865,null,1932,null,18914,null,2014,null,16068,null,1462,null,13958,null,1754,null,2698,null,613,null,1906,null,642,null,832,null,440,null,1258,null,456,null,0400000US38,North Dakota,38
1572699,null,14498,null,240633,null,8104,null,179569,null,5620,null,294161,null,5314,null,235261,null,7878,null,238171,null,8084,null,224064,null,6743,null,84291,null,4704,null,51162,null,3041,null,14506,null,1435,null,10881,null,1498,null,0400000US39,Ohio,39
471394,null,8602,null,83738,null,4217,null,61635,null,3366,null,88811,null,4306,null,73811,null,4287,null,70552,null,3735,null,53718,null,3916,null,20121,null,2083,null,12047,null,1557,null,3251,null,820,null,3710,null,844,null,0400000US40,Oklahoma,40
535268,null,8571,null,73366,null,4334,null,52707,null,3416,null,92106,null,4447,null,75673,null,4538,null,85220,null,4250,null,84030,null,4144,null,33985,null,2916,null,25095,null,2410,null,7178,null,1317,null,5908,null,1212,null,0400000US41,Oregon,41
1699440,null,12989,null,242121,null,7357,null,198634,null,5577,null,312428,null,7518,null,234563,null,6705,null,259271,null,7776,null,247414,null,7145,null,102914,null,4784,null,68608,null,3834,null,16345,null,1775,null,17142,null,1741,null,0400000US42,Pennsylvania,42
151348,null,5362,null,25498,null,2393,null,16106,null,1907,null,23363,null,2482,null,16686,null,2054,null,20693,null,2464,null,25219,null,2507,null,12088,null,2000,null,6575,null,1302,null,3196,null,988,null,1924,null,650,null,0400000US44,Rhode Island,44
560128,null,9772,null,101202,null,4832,null,67002,null,4136,null,101057,null,5286,null,83024,null,5169,null,83491,null,4194,null,70409,null,3522,null,28839,null,2617,null,16584,null,1979,null,3683,null,867,null,4837,null,1002,null,0400000US45,South Carolina,45
113687,null,3769,null,16323,null,1505,null,16007,null,1431,null,21647,null,2075,null,18648,null,1781,null,19108,null,1987,null,15087,null,2171,null,3424,null,794,null,2026,null,744,null,770,null,390,null,647,null,369,null,0400000US46,South Dakota,46
811411,null,13041,null,146359,null,7124,null,93528,null,3796,null,152313,null,5400,null,118410,null,4849,null,127474,null,6291,null,100636,null,5518,null,33742,null,2974,null,23430,null,2496,null,6606,null,1312,null,8913,null,1378,null,0400000US47,Tennessee,47
2554048,null,21586,null,401355,null,9007,null,248297,null,7816,null,409035,null,10543,null,333131,null,7873,null,392556,null,10404,null,388071,null,10731,null,173869,null,6153,null,132131,null,5754,null,36840,null,3302,null,38763,null,3128,null,0400000US48,Texas,48
221927,null,6200,null,25254,null,2580,null,21119,null,2259,null,35931,null,2583,null,30626,null,2876,null,40067,null,3347,null,39426,null,3310,null,13688,null,1926,null,11444,null,1555,null,2521,null,842,null,1851,null,627,null,0400000US49,Utah,49
89532,null,3222,null,12096,null,1479,null,10634,null,1300,null,15410,null,1413,null,12657,null,1459,null,13887,null,1511,null,13623,null,1621,null,5707,null,958,null,3885,null,820,null,689,null,295,null,944,null,378,null,0400000US50,Vermont,50
961674,null,11615,null,114439,null,5528,null,80128,null,3731,null,138825,null,5806,null,111927,null,5208,null,148292,null,5977,null,155481,null,5671,null,86036,null,5001,null,83187,null,3960,null,22891,null,2149,null,20468,null,2442,null,0400000US51,Virginia,51
910908,null,14442,null,107806,null,4948,null,72941,null,4332,null,127241,null,6479,null,125304,null,5843,null,147045,null,6260,null,155450,null,6688,null,80357,null,4711,null,63416,null,4140,null,15820,null,1944,null,15528,null,2235,null,0400000US53,Washington,53
258434,null,5786,null,55749,null,3811,null,41731,null,2790,null,53593,null,3121,null,36072,null,3261,null,31137,null,2858,null,23714,null,2319,null,9090,null,1609,null,5040,null,1102,null,844,null,344,null,1464,null,529,null,0400000US54,West Virginia,54
781834,null,9232,null,96156,null,4113,null,83854,null,4083,null,142654,null,5053,null,116546,null,5220,null,133620,null,4435,null,125627,null,5443,null,45823,null,2851,null,25185,null,2464,null,6400,null,1170,null,5969,null,1129,null,0400000US55,Wisconsin,55
72935,null,3441,null,9971,null,1223,null,7706,null,1323,null,11078,null,1557,null,11277,null,1442,null,11802,null,1777,null,11517,null,1675,null,5151,null,1372,null,3211,null,883,null,724,null,378,null,498,null,339,null,0400000US56,Wyoming,56
308073,null,7096,null,154628,null,5475,null,46540,null,3068,null,43464,null,2686,null,22152,null,2025,null,18713,null,1756,null,12977,null,1619,null,4941,null,1031,null,2951,null,843,null,738,null,367,null,969,null,430,null,0400000US72,Puerto Rico,72
